date,luxury,meritorious,nobility,nobleman,partner,isPartial
2008-11-13,62,1,0,0,45,False
2008-11-14,62,1,2,0,42,False
2008-11-15,66,1,1,0,32,False
2008-11-16,68,2,2,1,32,False
2008-11-17,69,1,1,0,32,False
2008-11-18,79,1,5,1,37,False
2008-11-19,57,1,4,0,29,False
2008-11-20,71,1,2,0,44,False
2008-11-21,66,0,2,0,49,False
2008-11-22,62,2,1,0,34,False
2008-11-23,71,1,2,0,29,False
2008-11-24,67,1,1,0,38,False
2008-11-25,66,0,1,1,41,False
2008-11-26,70,1,1,0,42,False
2008-11-27,59,0,6,0,20,False
2008-11-28,64,1,0,1,29,False
2008-11-29,74,2,1,1,24,False
2008-11-30,76,1,1,0,30,False
2008-12-01,79,0,1,3,39,False
2008-12-02,75,2,2,0,39,False
2008-12-03,67,2,0,0,41,False
2008-12-04,64,1,0,0,40,False
2008-12-05,75,2,4,1,40,False
2008-12-06,75,0,4,0,37,False
2008-12-07,69,1,1,0,26,False
2008-12-08,66,1,0,1,40,False
2008-12-09,67,0,1,0,34,False
2008-12-10,63,1,2,0,39,False
2008-12-11,64,2,1,0,40,False
2008-12-12,61,2,2,0,36,False
2008-12-13,68,1,1,1,31,False
2008-12-14,76,0,2,0,29,False
2008-12-15,68,0,2,0,37,False
2008-12-16,67,0,3,0,44,False
2008-12-17,72,1,2,1,42,False
2008-12-18,65,1,2,0,38,False
2008-12-19,64,1,2,0,36,False
2008-12-20,70,3,2,0,28,False
2008-12-21,62,0,2,0,27,False
2008-12-22,67,0,2,1,34,False
2008-12-23,69,1,0,0,35,False
2008-12-24,73,0,1,1,25,False
2008-12-25,62,1,1,0,28,False
2008-12-26,49,0,1,0,33,False
2008-12-27,70,0,2,1,35,False
2008-12-28,76,2,3,0,24,False
2008-12-29,70,1,2,0,32,False
2008-12-30,76,1,3,0,42,False
2008-12-31,72,1,1,1,41,False
2009-01-01,51,0,2,0,26,False
2009-01-02,78,1,1,0,29,False
2009-01-03,84,0,2,0,37,False
2009-01-04,94,0,1,0,35,False
2009-01-05,75,2,1,1,44,False
2009-01-06,74,1,1,0,48,False
2009-01-07,88,1,2,0,40,False
2009-01-08,65,3,2,1,37,False
2009-01-09,74,2,1,0,47,False
2009-01-10,85,1,1,1,31,False
2009-01-11,98,1,1,0,29,False
2009-01-12,76,1,1,0,53,False
2009-01-13,78,0,2,0,40,False
2009-01-14,75,1,1,1,33,False
2009-01-15,69,2,0,0,45,False
2009-01-16,82,1,2,1,32,False
2009-01-17,66,0,2,0,31,False
2009-01-18,85,1,2,0,28,False
2009-01-19,76,1,2,1,47,False
2009-01-20,70,0,2,0,28,False
2009-01-21,78,0,1,0,41,False
2009-01-22,71,0,1,0,36,False
2009-01-23,77,1,0,1,32,False
2009-01-24,79,1,6,0,40,False
2009-01-25,81,1,1,0,28,False
2009-01-26,69,1,1,0,33,False
2009-01-27,87,1,1,0,37,False
2009-01-28,66,1,2,0,41,False
2009-01-29,69,0,1,0,42,False
2009-01-30,69,1,1,0,45,False
2009-01-31,77,1,3,0,37,False
2009-02-01,79,1,2,0,23,False
2009-02-02,72,1,1,1,36,False
2009-02-03,80,0,1,0,41,False
2009-02-04,71,1,0,0,45,False
2009-02-05,72,2,2,1,38,False
2009-02-06,78,1,3,1,42,False
2009-02-07,80,1,3,1,32,False
2009-02-08,81,0,1,0,36,False
2009-02-09,74,1,2,0,36,False
2009-02-10,77,2,1,0,45,False
