date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2014-06-07,1,1,37,44,10,False
2014-06-08,1,1,45,72,8,False
2014-06-09,1,2,77,52,11,False
2014-06-10,0,4,85,53,8,False
2014-06-11,1,2,82,56,13,False
2014-06-12,0,2,76,44,11,False
2014-06-13,0,4,70,45,13,False
2014-06-14,1,1,42,44,10,False
2014-06-15,0,1,42,57,10,False
2014-06-16,1,3,72,48,10,False
2014-06-17,0,2,73,51,12,False
2014-06-18,0,3,73,55,9,False
2014-06-19,2,3,69,53,7,False
2014-06-20,1,2,74,50,8,False
2014-06-21,0,2,39,47,14,False
2014-06-22,0,1,36,70,10,False
2014-06-23,0,2,75,62,8,False
2014-06-24,0,3,76,56,10,False
2014-06-25,1,3,81,53,10,False
2014-06-26,1,1,67,52,11,False
2014-06-27,1,2,72,48,10,False
2014-06-28,1,2,41,52,10,False
2014-06-29,0,0,44,69,11,False
2014-06-30,0,2,80,47,9,False
2014-07-01,1,3,77,48,9,False
2014-07-02,1,2,76,52,11,False
2014-07-03,1,1,63,42,12,False
2014-07-04,1,1,36,33,12,False
2014-07-05,0,1,40,38,7,False
2014-07-06,0,0,36,75,10,False
2014-07-07,1,2,88,57,9,False
2014-07-08,1,2,79,58,11,False
2014-07-09,1,1,77,64,8,False
2014-07-10,0,3,81,55,9,False
2014-07-11,0,1,77,47,8,False
2014-07-12,1,1,44,54,8,False
2014-07-13,0,1,44,71,10,False
2014-07-14,0,1,77,57,9,False
2014-07-15,0,2,86,64,8,False
2014-07-16,1,2,80,63,11,False
2014-07-17,1,2,71,54,10,False
2014-07-18,1,2,70,54,9,False
2014-07-19,1,2,43,46,10,False
2014-07-20,1,1,33,77,12,False
2014-07-21,2,2,84,55,10,False
2014-07-22,1,3,86,59,12,False
2014-07-23,1,2,82,55,9,False
2014-07-24,1,3,79,54,11,False
2014-07-25,1,1,69,51,14,False
2014-07-26,0,0,41,47,12,False
2014-07-27,1,1,50,68,13,False
2014-07-28,0,2,85,57,9,False
2014-07-29,0,3,81,61,9,False
2014-07-30,0,3,80,48,8,False
2014-07-31,0,2,79,57,9,False
2014-08-01,0,2,78,52,12,False
2014-08-02,1,1,40,51,8,False
2014-08-03,1,2,43,78,8,False
2014-08-04,0,2,76,64,10,False
2014-08-05,1,3,81,58,11,False
2014-08-06,1,2,80,64,9,False
2014-08-07,1,2,78,62,10,False
2014-08-08,1,1,67,58,7,False
2014-08-09,1,1,36,49,9,False
2014-08-10,1,3,38,72,11,False
2014-08-11,1,1,82,61,9,False
2014-08-12,1,2,82,56,9,False
2014-08-13,1,1,76,48,9,False
2014-08-14,1,2,72,55,8,False
2014-08-15,1,2,64,51,11,False
2014-08-16,0,1,41,43,12,False
2014-08-17,1,1,41,80,10,False
2014-08-18,1,3,75,65,13,False
2014-08-19,1,2,78,58,10,False
2014-08-20,1,2,75,62,10,False
2014-08-21,0,2,73,62,8,False
2014-08-22,0,2,67,50,11,False
2014-08-23,0,2,50,44,10,False
2014-08-24,1,2,40,78,8,False
2014-08-25,1,2,77,63,10,False
2014-08-26,0,3,75,65,8,False
2014-08-27,0,3,80,56,10,False
2014-08-28,0,2,80,57,9,False
2014-08-29,1,4,69,56,12,False
2014-08-30,0,2,41,45,11,False
2014-08-31,1,2,46,74,12,False
2014-09-01,1,2,47,50,10,False
2014-09-02,1,4,86,50,9,False
2014-09-03,0,4,92,57,11,False
2014-09-04,0,1,88,61,8,False
2014-09-05,1,2,74,49,10,False
2014-09-06,0,3,54,48,15,False
2014-09-07,1,2,55,77,7,False
2014-09-08,1,4,98,61,9,False
2014-09-09,1,3,86,61,8,False
2014-09-10,0,2,86,53,13,False
2014-09-11,1,4,86,49,10,False
2014-09-12,1,3,74,56,10,False
2014-09-13,0,2,45,42,9,False
2014-09-14,0,3,45,80,11,False
2014-09-15,0,3,100,56,10,False
2014-09-16,0,3,94,55,13,False
2014-09-17,1,5,97,70,12,False
2014-09-18,0,4,82,58,11,False
2014-09-19,1,2,78,53,8,False
2014-09-20,2,2,55,52,11,False
2014-09-21,1,2,48,73,7,False
2014-09-22,0,3,89,57,11,False
2014-09-23,1,6,91,54,9,False
2014-09-24,0,4,92,56,11,False
2014-09-25,0,3,81,52,8,False
2014-09-26,1,3,76,55,8,False
2014-09-27,1,1,41,49,12,False
2014-09-28,1,3,51,71,9,False
2014-09-29,1,3,84,62,11,False
2014-09-30,1,4,89,61,10,False
2014-10-01,1,2,89,62,12,False
2014-10-02,1,4,86,51,10,False
2014-10-03,0,2,73,58,9,False
2014-10-04,1,1,41,47,12,False
2014-10-05,1,2,48,67,12,False
2014-10-06,1,4,88,59,7,False
2014-10-07,1,4,86,64,10,False
2014-10-08,0,3,81,64,11,False
2014-10-09,1,3,83,58,12,False
2014-10-10,1,4,71,55,11,False
2014-10-11,0,2,47,43,9,False
2014-10-12,0,2,48,69,14,False
2014-10-13,0,3,78,55,12,False
2014-10-14,0,3,82,59,12,False
2014-10-15,0,4,87,68,9,False
2014-10-16,0,3,86,49,12,False
2014-10-17,0,1,75,61,10,False
2014-10-18,1,1,41,54,14,False
2014-10-19,1,1,53,79,12,False
2014-10-20,0,3,86,60,10,False
2014-10-21,0,4,88,55,12,False
2014-10-22,1,2,90,53,9,False
2014-10-23,1,3,79,56,10,False
2014-10-24,0,1,72,46,10,False
2014-10-25,1,1,42,43,9,False
2014-10-26,1,2,47,68,11,False
2014-10-27,0,4,80,57,8,False
2014-10-28,1,4,87,59,11,False
2014-10-29,1,1,85,61,9,False
2014-10-30,1,3,84,56,10,False
2014-10-31,0,3,69,60,8,False
2014-11-01,0,2,44,44,13,False
2014-11-02,1,2,46,68,11,False
2014-11-03,1,2,85,65,9,False
2014-11-04,0,1,90,55,12,False
2014-11-05,1,3,80,57,13,False
2014-11-06,2,3,76,55,10,False
2014-11-07,1,3,76,48,9,False
2014-11-08,1,0,45,45,14,False
2014-11-09,1,1,40,66,10,False
2014-11-10,1,4,85,60,11,False
2014-11-11,1,2,85,60,12,False
2014-11-12,0,3,84,53,8,False
2014-11-13,2,2,77,55,8,False
2014-11-14,1,1,74,57,11,False
2014-11-15,1,2,47,47,10,False
2014-11-16,1,2,47,78,12,False
2014-11-17,1,2,86,57,15,False
2014-11-18,0,2,88,55,11,False
2014-11-19,0,4,83,49,12,False
2014-11-20,0,3,82,45,12,False
