date,lay,liquidate,miser,owe,recession,isPartial
2009-06-17,42,0,0,4,13,False
2009-06-18,37,0,2,4,16,False
2009-06-19,31,0,1,3,12,False
2009-06-20,39,0,1,1,9,False
2009-06-21,33,1,1,2,11,False
2009-06-22,37,1,1,3,14,False
2009-06-23,33,1,1,3,14,False
2009-06-24,36,0,1,6,14,False
2009-06-25,40,0,0,5,13,False
2009-06-26,27,0,2,6,9,False
2009-06-27,37,0,2,4,8,False
2009-06-28,48,0,1,5,6,False
2009-06-29,32,0,1,6,13,False
2009-06-30,39,0,1,6,13,False
2009-07-01,34,0,1,5,9,False
2009-07-02,40,0,0,4,12,False
2009-07-03,33,0,1,7,8,False
2009-07-04,32,1,1,2,7,False
2009-07-05,40,1,1,1,13,False
2009-07-06,40,0,1,4,12,False
2009-07-07,35,1,0,4,15,False
2009-07-08,38,0,1,7,16,False
2009-07-09,36,0,0,5,14,False
2009-07-10,44,2,0,3,16,False
2009-07-11,44,0,2,4,12,False
2009-07-12,32,0,1,4,9,False
2009-07-13,40,0,1,7,12,False
2009-07-14,37,1,2,5,17,False
2009-07-15,32,0,2,6,18,False
2009-07-16,38,0,1,3,11,False
2009-07-17,47,0,1,8,12,False
2009-07-18,36,0,0,3,12,False
2009-07-19,35,1,2,3,16,False
2009-07-20,43,0,1,5,16,False
2009-07-21,37,0,1,8,17,False
2009-07-22,34,0,1,6,15,False
2009-07-23,38,0,1,6,20,False
2009-07-24,37,0,4,5,14,False
2009-07-25,45,1,0,3,10,False
2009-07-26,38,1,1,5,9,False
2009-07-27,36,0,1,6,16,False
2009-07-28,38,0,1,7,16,False
2009-07-29,39,0,0,4,14,False
2009-07-30,31,1,0,3,15,False
2009-07-31,36,1,3,4,15,False
2009-08-01,41,0,1,5,14,False
2009-08-02,38,1,1,4,11,False
2009-08-03,39,0,1,7,11,False
2009-08-04,35,0,1,4,14,False
2009-08-05,42,0,2,6,11,False
2009-08-06,39,1,1,6,13,False
2009-08-07,32,0,1,7,13,False
2009-08-08,38,1,1,4,12,False
2009-08-09,38,1,1,5,11,False
