date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2011-10-27,0,1,57,45,12,False
2011-10-28,0,2,46,46,11,False
2011-10-29,0,1,32,41,10,False
2011-10-30,0,1,23,58,8,False
2011-10-31,0,2,60,49,8,False
2011-11-01,2,3,56,50,10,False
2011-11-02,0,2,56,50,9,False
2011-11-03,0,3,60,43,10,False
2011-11-04,0,2,46,44,9,False
2011-11-05,0,1,31,42,10,False
2011-11-06,1,2,33,55,12,False
2011-11-07,0,1,56,53,13,False
2011-11-08,0,2,56,46,10,False
2011-11-09,1,1,54,46,9,False
2011-11-10,0,3,51,45,13,False
2011-11-11,0,3,44,43,8,False
2011-11-12,1,1,27,40,13,False
2011-11-13,1,1,28,63,12,False
2011-11-14,0,2,59,52,13,False
2011-11-15,0,3,63,53,13,False
2011-11-16,1,3,51,46,12,False
2011-11-17,0,3,52,43,9,False
2011-11-18,0,2,54,41,10,False
2011-11-19,0,0,27,38,12,False
2011-11-20,0,1,34,48,13,False
2011-11-21,0,2,53,44,12,False
2011-11-22,0,3,48,43,10,False
2011-11-23,0,2,36,39,16,False
2011-11-24,0,1,20,22,13,False
2011-11-25,1,2,22,25,12,False
2011-11-26,0,1,23,35,12,False
2011-11-27,0,2,31,59,9,False
2011-11-28,1,1,49,44,13,False
2011-11-29,1,1,56,45,9,False
2011-11-30,0,1,61,46,12,False
2011-12-01,0,2,57,45,11,False
2011-12-02,0,2,57,44,11,False
2011-12-03,0,3,34,37,12,False
2011-12-04,0,1,41,56,12,False
2011-12-05,0,2,57,45,10,False
2011-12-06,0,1,59,44,10,False
2011-12-07,1,2,53,44,9,False
2011-12-08,0,2,57,45,10,False
2011-12-09,0,2,48,44,10,False
2011-12-10,1,1,28,39,9,False
2011-12-11,1,1,28,55,8,False
2011-12-12,0,3,55,48,9,False
2011-12-13,1,3,57,47,9,False
2011-12-14,0,2,49,35,13,False
2011-12-15,0,0,50,47,9,False
2011-12-16,1,1,47,40,9,False
2011-12-17,1,1,32,37,12,False
2011-12-18,0,1,18,57,13,False
2011-12-19,1,1,39,46,11,False
2011-12-20,0,2,45,40,10,False
2011-12-21,0,3,41,45,10,False
2011-12-22,1,1,36,47,9,False
2011-12-23,0,1,31,42,9,False
2011-12-24,0,1,17,55,8,False
2011-12-25,1,1,17,39,4,False
2011-12-26,1,1,20,34,11,False
2011-12-27,0,1,32,31,12,False
2011-12-28,1,1,34,36,11,False
2011-12-29,0,2,41,44,14,False
2011-12-30,0,1,33,38,12,False
2011-12-31,1,0,19,41,11,False
2012-01-01,0,1,23,62,10,False
2012-01-02,0,0,28,40,12,False
2012-01-03,0,1,45,45,10,False
2012-01-04,0,3,53,48,13,False
2012-01-05,0,2,53,48,8,False
2012-01-06,0,1,45,45,10,False
2012-01-07,0,1,26,44,10,False
2012-01-08,0,0,26,63,12,False
2012-01-09,0,1,46,51,9,False
2012-01-10,0,2,61,46,8,False
2012-01-11,0,2,56,51,12,False
2012-01-12,0,2,52,46,13,False
2012-01-13,0,1,57,44,7,False
2012-01-14,0,1,33,41,10,False
2012-01-15,0,1,32,64,9,False
2012-01-16,0,3,39,51,13,False
2012-01-17,0,2,56,50,10,False
2012-01-18,0,4,59,52,12,False
2012-01-19,1,3,63,44,11,False
2012-01-20,1,2,57,38,10,False
2012-01-21,0,1,30,45,12,False
2012-01-22,1,2,38,53,16,False
2012-01-23,0,2,56,49,11,False
2012-01-24,0,1,70,51,12,False
2012-01-25,0,3,63,44,11,False
2012-01-26,0,3,57,47,12,False
2012-01-27,0,2,52,45,11,False
2012-01-28,0,0,39,46,9,False
2012-01-29,0,2,38,63,13,False
2012-01-30,1,3,59,51,10,False
2012-01-31,0,4,67,53,11,False
2012-02-01,1,2,65,49,12,False
2012-02-02,1,3,63,47,9,False
2012-02-03,1,1,51,46,11,False
2012-02-04,0,1,37,43,9,False
2012-02-05,1,1,38,56,13,False
2012-02-06,1,2,55,50,10,False
2012-02-07,1,2,61,42,8,False
2012-02-08,1,2,62,44,10,False
2012-02-09,0,2,68,42,14,False
2012-02-10,0,2,48,46,12,False
2012-02-11,0,1,33,35,9,False
2012-02-12,0,1,33,51,9,False
2012-02-13,0,2,54,45,8,False
2012-02-14,1,2,59,45,11,False
2012-02-15,1,3,55,48,11,False
2012-02-16,0,2,61,45,10,False
2012-02-17,0,2,47,44,13,False
2012-02-18,0,0,30,40,9,False
2012-02-19,1,0,28,55,9,False
2012-02-20,1,2,49,46,10,False
2012-02-21,1,3,62,45,8,False
2012-02-22,0,3,58,48,11,False
2012-02-23,0,1,56,40,10,False
2012-02-24,0,1,56,40,8,False
2012-02-25,0,2,32,42,9,False
2012-02-26,0,1,37,60,9,False
2012-02-27,1,2,58,51,8,False
2012-02-28,0,3,61,45,9,False
2012-02-29,0,1,57,45,11,False
2012-03-01,0,3,62,43,11,False
2012-03-02,0,1,59,41,8,False
2012-03-03,0,1,33,39,9,False
2012-03-04,1,1,38,59,9,False
2012-03-05,0,3,63,51,8,False
2012-03-06,0,2,54,46,8,False
2012-03-07,0,2,55,47,9,False
2012-03-08,0,2,54,42,9,False
2012-03-09,1,2,50,36,9,False
2012-03-10,0,1,37,37,7,False
2012-03-11,0,1,28,52,10,False
2012-03-12,0,1,56,45,10,False
2012-03-13,0,2,56,41,11,False
2012-03-14,1,3,52,47,11,False
2012-03-15,0,3,56,45,9,False
2012-03-16,0,2,48,41,9,False
2012-03-17,0,1,32,38,8,False
2012-03-18,0,1,32,63,9,False
2012-03-19,0,1,60,45,8,False
2012-03-20,0,2,59,42,9,False
2012-03-21,0,3,57,34,10,False
2012-03-22,0,1,54,40,9,False
2012-03-23,0,1,50,41,9,False
2012-03-24,0,1,31,39,8,False
2012-03-25,0,2,33,56,11,False
2012-03-26,0,1,58,50,11,False
2012-03-27,1,2,57,42,7,False
2012-03-28,0,2,58,41,9,False
2012-03-29,1,1,48,40,9,False
2012-03-30,0,1,49,47,8,False
2012-03-31,0,1,35,37,12,False
2012-04-01,0,1,35,57,9,False
2012-04-02,0,2,50,47,11,False
2012-04-03,1,1,59,46,7,False
2012-04-04,1,1,59,48,10,False
2012-04-05,0,1,45,46,8,False
2012-04-06,0,2,39,55,9,False
2012-04-07,0,1,31,53,6,False
2012-04-08,0,1,29,100,9,False
2012-04-09,0,2,52,47,7,False
2012-04-10,0,3,59,39,9,False
2012-04-11,0,2,51,40,9,False
2012-04-12,1,2,56,47,9,False
2012-04-13,0,1,56,45,10,False
2012-04-14,0,1,30,39,11,False
2012-04-15,0,0,35,54,10,False
2012-04-16,1,3,58,44,8,False
2012-04-17,0,3,59,46,8,False
2012-04-18,0,2,60,40,11,False
2012-04-19,1,3,56,40,10,False
2012-04-20,1,1,50,38,8,False
2012-04-21,0,2,27,31,9,False
2012-04-22,0,2,39,54,8,False
2012-04-23,0,3,62,42,8,False
2012-04-24,0,3,63,42,8,False
2012-04-25,1,2,51,45,8,False
2012-04-26,1,3,52,40,8,False
2012-04-27,0,1,51,41,9,False
2012-04-28,0,1,30,34,10,False
2012-04-29,0,1,38,56,12,False
2012-04-30,1,3,58,44,6,False
2012-05-01,1,3,63,45,9,False
2012-05-02,1,3,52,44,10,False
2012-05-03,0,2,56,33,8,False
2012-05-04,1,2,54,41,24,False
2012-05-05,0,1,36,36,14,False
2012-05-06,0,2,31,49,11,False
2012-05-07,0,2,61,39,11,False
2012-05-08,0,2,59,47,9,False
2012-05-09,0,1,59,44,10,False
2012-05-10,0,2,57,38,9,False
2012-05-11,0,2,45,44,9,False
2012-05-12,0,1,27,34,8,False
2012-05-13,0,1,27,53,13,False
2012-05-14,0,1,56,38,8,False
2012-05-15,0,2,51,39,11,False
2012-05-16,0,2,53,43,8,False
2012-05-17,0,2,50,37,10,False
2012-05-18,0,2,51,33,10,False
2012-05-19,0,0,27,32,9,False
2012-05-20,0,1,23,56,8,False
2012-05-21,1,2,55,39,9,False
