date,radical,ruin,segregation,shortage,steal,isPartial
2010-12-15,65,21,19,28,60,False
2010-12-16,58,24,24,19,46,False
2010-12-17,51,27,14,20,58,False
2010-12-18,47,24,7,12,71,False
2010-12-19,43,21,10,10,62,False
2010-12-20,51,18,19,18,70,False
2010-12-21,40,25,17,17,57,False
2010-12-22,45,27,4,16,51,False
2010-12-23,32,13,3,13,50,False
2010-12-24,36,37,1,16,96,False
2010-12-25,18,15,5,10,62,False
2010-12-26,17,29,4,12,61,False
2010-12-27,20,28,3,12,79,False
2010-12-28,30,30,4,14,62,False
2010-12-29,34,21,5,14,70,False
2010-12-30,24,15,11,24,65,False
2010-12-31,36,21,5,13,57,False
2011-01-01,30,26,8,13,61,False
2011-01-02,39,32,9,14,93,False
2011-01-03,38,35,18,20,72,False
2011-01-04,50,28,22,21,79,False
2011-01-05,49,28,16,19,79,False
2011-01-06,57,15,16,22,77,False
2011-01-07,65,23,18,29,78,False
2011-01-08,33,31,5,16,90,False
2011-01-09,57,29,10,15,84,False
2011-01-10,55,22,20,22,79,False
2011-01-11,61,32,26,17,66,False
2011-01-12,60,26,27,15,73,False
2011-01-13,62,21,22,22,75,False
2011-01-14,48,35,17,21,80,False
2011-01-15,50,28,9,17,86,False
2011-01-16,38,43,14,21,82,False
2011-01-17,48,21,16,26,74,False
2011-01-18,66,23,28,19,80,False
2011-01-19,63,34,34,29,66,False
2011-01-20,54,16,22,37,86,False
2011-01-21,45,23,27,25,92,False
2011-01-22,36,25,8,20,66,False
2011-01-23,49,32,9,22,88,False
2011-01-24,60,27,27,32,80,False
2011-01-25,68,33,22,24,75,False
2011-01-26,67,27,30,16,78,False
2011-01-27,62,34,30,21,67,False
2011-01-28,61,25,48,30,80,False
2011-01-29,60,25,25,33,93,False
2011-01-30,52,31,14,32,68,False
2011-01-31,54,31,32,36,81,False
2011-02-01,62,31,22,33,72,False
2011-02-02,67,25,28,30,84,False
2011-02-03,56,34,22,41,86,False
2011-02-04,50,33,16,46,78,False
2011-02-05,52,28,13,30,76,False
2011-02-06,44,37,18,27,85,False
2011-02-07,59,25,23,24,75,False
2011-02-08,65,22,25,37,78,False
2011-02-09,68,30,33,31,82,False
2011-02-10,64,30,26,26,79,False
2011-02-11,62,35,29,26,64,False
2011-02-12,34,32,13,26,60,False
2011-02-13,46,42,20,18,96,False
2011-02-14,65,27,24,18,86,False
2011-02-15,71,19,30,22,77,False
2011-02-16,67,39,36,30,77,False
2011-02-17,67,20,34,25,78,False
2011-02-18,55,12,29,25,64,False
2011-02-19,42,27,9,20,64,False
2011-02-20,52,25,17,28,95,False
2011-02-21,56,23,22,29,64,False
2011-02-22,61,20,25,29,79,False
2011-02-23,80,30,28,37,83,False
2011-02-24,70,23,34,22,86,False
2011-02-25,63,30,25,20,71,False
2011-02-26,40,27,18,17,76,False
2011-02-27,37,20,13,19,74,False
2011-02-28,65,26,25,31,66,False
2011-03-01,70,27,27,32,70,False
2011-03-02,69,30,27,26,72,False
2011-03-03,66,27,22,21,80,False
2011-03-04,47,26,31,32,72,False
2011-03-05,49,34,11,28,66,False
2011-03-06,46,38,13,21,89,False
2011-03-07,83,23,30,27,62,False
2011-03-08,82,33,22,27,77,False
2011-03-09,66,18,26,31,76,False
2011-03-10,66,21,28,31,82,False
2011-03-11,63,25,21,21,61,False
2011-03-12,48,31,16,24,76,False
2011-03-13,54,29,8,20,90,False
2011-03-14,54,27,23,23,68,False
2011-03-15,55,28,26,28,68,False
2011-03-16,53,20,21,36,68,False
2011-03-17,62,26,27,32,73,False
2011-03-18,46,27,18,34,59,False
2011-03-19,39,19,10,24,80,False
2011-03-20,56,40,21,28,86,False
2011-03-21,65,25,31,37,86,False
2011-03-22,59,29,26,34,71,False
2011-03-23,72,22,28,38,72,False
2011-03-24,65,25,26,38,67,False
2011-03-25,47,30,17,26,83,False
2011-03-26,37,26,9,22,62,False
2011-03-27,54,21,19,37,80,False
2011-03-28,64,29,24,43,74,False
2011-03-29,71,32,23,41,72,False
2011-03-30,64,31,22,35,84,False
2011-03-31,73,28,25,28,70,False
2011-04-01,38,26,26,25,78,False
2011-04-02,43,23,15,23,76,False
2011-04-03,53,32,14,29,82,False
2011-04-04,58,32,26,27,72,False
2011-04-05,58,23,27,35,80,False
2011-04-06,57,21,26,34,74,False
2011-04-07,72,24,32,41,60,False
2011-04-08,55,24,19,28,79,False
2011-04-09,47,32,11,24,79,False
2011-04-10,51,26,14,28,83,False
2011-04-11,63,29,41,34,67,False
2011-04-12,62,30,34,32,79,False
2011-04-13,69,29,33,33,90,False
2011-04-14,72,25,26,36,69,False
2011-04-15,65,31,27,33,74,False
2011-04-16,55,26,15,23,71,False
2011-04-17,57,34,16,20,91,False
2011-04-18,70,33,35,38,85,False
2011-04-19,58,27,24,29,91,False
2011-04-20,70,23,36,27,90,False
2011-04-21,58,25,22,33,74,False
2011-04-22,53,23,26,16,84,False
2011-04-23,52,30,12,16,93,False
2011-04-24,46,27,14,13,91,False
2011-04-25,62,24,26,30,81,False
2011-04-26,66,35,32,24,77,False
2011-04-27,68,19,27,29,70,False
2011-04-28,92,26,38,25,76,False
2011-04-29,63,22,20,24,65,False
2011-04-30,42,21,14,18,89,False
2011-05-01,47,35,24,25,89,False
2011-05-02,76,22,25,18,79,False
2011-05-03,67,25,25,25,84,False
2011-05-04,65,25,32,24,79,False
2011-05-05,78,27,29,24,80,False
2011-05-06,54,27,27,19,81,False
2011-05-07,45,20,14,8,94,False
2011-05-08,65,31,20,24,79,False
2011-05-09,74,28,42,34,77,False
2011-05-10,57,20,44,30,69,False
2011-05-11,76,31,28,34,65,False
2011-05-12,67,28,32,24,79,False
2011-05-13,51,28,26,23,86,False
2011-05-14,41,26,12,21,86,False
2011-05-15,50,30,17,18,77,False
2011-05-16,58,25,29,25,67,False
2011-05-17,71,32,32,27,81,False
2011-05-18,51,29,40,19,66,False
2011-05-19,63,20,21,30,68,False
2011-05-20,71,31,13,21,85,False
2011-05-21,47,25,12,22,70,False
2011-05-22,57,36,19,15,85,False
2011-05-23,60,31,28,26,59,False
2011-05-24,63,26,26,21,77,False
2011-05-25,68,28,24,29,41,False
2011-05-26,64,15,27,12,72,False
2011-05-27,49,21,17,33,67,False
2011-05-28,46,25,10,15,88,False
2011-05-29,57,37,11,12,87,False
2011-05-30,48,31,13,19,90,False
2011-05-31,49,36,24,25,69,False
2011-06-01,52,30,27,22,69,False
2011-06-02,64,26,13,19,80,False
2011-06-03,49,27,15,22,81,False
2011-06-04,51,31,8,18,63,False
2011-06-05,46,27,14,16,72,False
2011-06-06,61,30,13,29,74,False
2011-06-07,57,31,25,21,75,False
2011-06-08,61,25,20,24,85,False
2011-06-09,47,23,14,26,76,False
2011-06-10,45,28,16,20,65,False
2011-06-11,47,31,10,22,87,False
2011-06-12,48,29,12,28,100,False
2011-06-13,42,30,14,21,77,False
2011-06-14,53,20,10,17,80,False
2011-06-15,50,28,14,34,83,False
2011-06-16,53,29,16,23,82,False
2011-06-17,46,36,9,20,81,False
2011-06-18,32,30,6,16,81,False
2011-06-19,56,52,6,15,86,False
2011-06-20,40,18,10,20,70,False
2011-06-21,46,27,11,17,98,False
2011-06-22,39,32,12,23,85,False
2011-06-23,48,31,10,19,84,False
2011-06-24,33,28,8,15,72,False
2011-06-25,36,31,6,19,91,False
2011-06-26,44,25,4,20,82,False
2011-06-27,44,36,15,21,70,False
2011-06-28,41,29,9,15,74,False
2011-06-29,47,27,13,26,72,False
2011-06-30,44,21,14,14,80,False
2011-07-01,41,27,3,11,81,False
2011-07-02,28,30,6,17,77,False
2011-07-03,39,49,7,15,77,False
2011-07-04,32,33,5,24,92,False
2011-07-05,30,40,10,19,72,False
2011-07-06,56,29,7,18,66,False
2011-07-07,35,30,9,28,83,False
2011-07-08,39,36,10,14,73,False
2011-07-09,24,25,7,20,98,False
2011-07-10,38,39,10,19,94,False
2011-07-11,34,28,9,20,68,False
2011-07-12,40,26,9,16,77,False
2011-07-13,50,24,9,24,81,False
2011-07-14,38,26,8,23,72,False
2011-07-15,33,26,10,18,65,False
2011-07-16,40,35,8,13,89,False
2011-07-17,37,33,11,15,92,False
2011-07-18,34,27,12,23,76,False
2011-07-19,44,29,10,21,63,False
2011-07-20,44,29,10,27,71,False
2011-07-21,31,28,12,20,84,False
2011-07-22,36,27,7,18,75,False
2011-07-23,50,34,6,14,89,False
2011-07-24,57,24,10,16,79,False
2011-07-25,44,22,8,13,58,False
2011-07-26,39,26,7,19,69,False
2011-07-27,46,29,7,22,66,False
2011-07-28,45,29,10,17,72,False
2011-07-29,42,28,4,16,61,False
2011-07-30,34,22,7,15,75,False
2011-07-31,40,20,7,8,76,False
2011-08-01,44,26,9,21,83,False
2011-08-02,38,29,7,23,70,False
2011-08-03,48,28,10,15,70,False
2011-08-04,36,30,7,28,86,False
2011-08-05,43,29,3,20,77,False
2011-08-06,38,27,5,8,92,False
2011-08-07,42,36,7,19,96,False
2011-08-08,47,24,4,17,65,False
2011-08-09,33,30,5,24,93,False
2011-08-10,43,33,6,17,71,False
2011-08-11,45,25,7,23,63,False
2011-08-12,40,25,8,21,71,False
2011-08-13,33,24,6,14,94,False
2011-08-14,40,28,7,14,73,False
2011-08-15,46,25,16,12,74,False
2011-08-16,53,32,10,19,77,False
2011-08-17,52,35,9,21,77,False
2011-08-18,50,25,11,24,68,False
2011-08-19,39,30,7,24,74,False
2011-08-20,41,28,5,29,77,False
2011-08-21,39,32,7,19,86,False
2011-08-22,40,27,8,17,77,False
2011-08-23,50,22,7,20,71,False
2011-08-24,50,31,8,22,79,False
2011-08-25,57,32,5,30,78,False
2011-08-26,53,30,11,25,76,False
2011-08-27,38,28,9,23,80,False
2011-08-28,56,28,3,16,81,False
2011-08-29,56,33,6,19,72,False
2011-08-30,63,28,12,23,62,False
2011-08-31,65,23,8,15,59,False
2011-09-01,77,31,13,29,72,False
2011-09-02,57,26,12,25,59,False
2011-09-03,43,35,8,19,69,False
2011-09-04,44,35,7,21,82,False
2011-09-05,56,33,10,14,80,False
2011-09-06,54,26,9,26,74,False
2011-09-07,65,24,14,26,77,False
2011-09-08,76,41,18,26,67,False
2011-09-09,59,14,13,19,78,False
2011-09-10,57,32,8,16,80,False
