date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2008-11-13,0,51,0,46,5,False
2008-11-14,0,37,16,42,5,False
2008-11-15,0,30,15,22,0,False
2008-11-16,0,61,31,46,15,False
2008-11-17,0,46,15,10,0,False
2008-11-18,0,26,26,67,0,False
2008-11-19,0,21,0,32,5,False
2008-11-20,0,10,16,52,5,False
2008-11-21,0,32,16,48,5,False
2008-11-22,0,69,23,46,23,False
2008-11-23,0,46,0,38,0,False
2008-11-24,0,30,5,41,0,False
2008-11-25,0,56,10,20,5,False
2008-11-26,0,17,0,34,6,False
2008-11-27,0,24,8,8,0,False
2008-11-28,0,44,7,30,7,False
2008-11-29,0,47,24,47,8,False
2008-11-30,0,37,7,44,0,False
2008-12-01,0,30,15,40,0,False
2008-12-02,0,29,5,73,10,False
2008-12-03,0,30,0,50,15,False
2008-12-04,0,34,10,30,10,False
2008-12-05,0,53,0,63,26,False
2008-12-06,0,60,15,37,7,False
2008-12-07,7,7,30,22,15,False
2008-12-08,0,50,15,50,0,False
2008-12-09,0,34,10,44,0,False
2008-12-10,0,25,10,49,5,False
2008-12-11,0,35,5,55,20,False
2008-12-12,5,49,11,22,16,False
2008-12-13,0,37,15,45,0,False
2008-12-14,8,54,15,23,0,False
2008-12-15,0,41,15,81,5,False
2008-12-16,0,15,15,30,15,False
2008-12-17,0,36,0,72,10,False
2008-12-18,0,16,5,44,11,False
2008-12-19,0,52,0,23,17,False
2008-12-20,0,48,0,24,0,False
2008-12-21,0,34,8,17,0,False
2008-12-22,0,24,12,29,6,False
2008-12-23,6,24,18,18,12,False
2008-12-24,0,60,15,7,15,False
2008-12-25,0,11,0,21,0,False
2008-12-26,0,40,8,24,0,False
2008-12-27,0,34,0,43,0,False
2008-12-28,0,52,17,61,9,False
2008-12-29,0,73,12,37,6,False
2008-12-30,0,47,12,30,24,False
2008-12-31,0,65,0,32,6,False
2009-01-01,0,28,0,9,0,False
2009-01-02,0,52,26,26,13,False
2009-01-03,0,23,8,61,8,False
2009-01-04,0,31,8,46,0,False
2009-01-05,0,63,10,42,16,False
2009-01-06,0,36,0,41,5,False
2009-01-07,5,30,15,15,5,False
2009-01-08,0,57,5,47,0,False
2009-01-09,0,37,5,42,5,False
2009-01-10,7,74,7,67,7,False
2009-01-11,0,15,23,53,0,False
2009-01-12,0,20,10,56,15,False
2009-01-13,0,55,10,10,5,False
2009-01-14,0,60,15,40,35,False
2009-01-15,0,51,20,41,0,False
2009-01-16,5,21,5,32,5,False
2009-01-17,0,45,7,22,15,False
2009-01-18,0,23,15,39,0,False
2009-01-19,0,62,11,39,6,False
2009-01-20,0,40,15,65,5,False
2009-01-21,0,55,5,30,5,False
2009-01-22,0,50,30,20,0,False
2009-01-23,0,36,31,42,10,False
2009-01-24,0,21,0,71,0,False
2009-01-25,0,58,22,80,14,False
2009-01-26,0,25,40,60,35,False
2009-01-27,0,34,10,53,14,False
2009-01-28,0,15,15,59,15,False
2009-01-29,0,25,15,30,10,False
2009-01-30,0,21,5,31,5,False
2009-01-31,0,36,0,14,0,False
2009-02-01,7,52,22,15,15,False
2009-02-02,0,62,15,41,10,False
2009-02-03,0,24,10,53,14,False
2009-02-04,0,19,15,49,10,False
2009-02-05,0,40,10,45,15,False
2009-02-06,5,36,5,41,10,False
2009-02-07,0,51,7,37,0,False
2009-02-08,0,15,15,22,7,False
2009-02-09,0,38,14,43,5,False
2009-02-10,0,43,9,57,33,False
2009-02-11,0,39,5,59,20,False
2009-02-12,5,30,10,54,15,False
2009-02-13,0,47,21,21,16,False
2009-02-14,0,52,0,37,0,False
2009-02-15,0,54,8,39,0,False
2009-02-16,5,27,11,43,16,False
2009-02-17,0,39,15,39,5,False
2009-02-18,0,34,15,58,10,False
2009-02-19,5,49,15,24,15,False
2009-02-20,5,57,21,46,0,False
2009-02-21,7,22,0,15,7,False
2009-02-22,0,44,15,29,15,False
2009-02-23,5,39,24,44,19,False
2009-02-24,0,33,0,38,5,False
2009-02-25,10,58,5,77,14,False
2009-02-26,5,74,15,64,15,False
2009-02-27,0,31,15,15,15,False
2009-02-28,0,36,14,36,28,False
2009-03-01,7,49,28,21,14,False
2009-03-02,0,24,14,58,10,False
2009-03-03,0,48,19,43,14,False
2009-03-04,0,39,10,44,15,False
2009-03-05,0,44,10,29,20,False
2009-03-06,0,36,36,52,0,False
2009-03-07,0,44,22,22,7,False
2009-03-08,0,66,7,22,7,False
2009-03-09,0,58,5,29,14,False
2009-03-10,0,39,19,58,10,False
2009-03-11,0,63,19,29,5,False
2009-03-12,0,49,20,44,15,False
2009-03-13,5,52,5,15,5,False
2009-03-14,0,37,22,37,0,False
2009-03-15,0,81,0,30,0,False
2009-03-16,5,59,0,29,0,False
2009-03-17,5,54,10,69,10,False
2009-03-18,0,15,15,44,10,False
2009-03-19,0,34,15,49,10,False
2009-03-20,0,31,21,26,16,False
2009-03-21,0,60,22,82,0,False
2009-03-22,0,59,0,30,7,False
2009-03-23,0,19,14,38,5,False
2009-03-24,5,24,10,29,14,False
2009-03-25,0,48,0,33,14,False
2009-03-26,5,34,19,43,5,False
2009-03-27,0,46,5,41,15,False
2009-03-28,0,50,7,50,7,False
2009-03-29,0,57,7,28,7,False
2009-03-30,0,24,5,42,9,False
2009-03-31,0,42,23,42,9,False
2009-04-01,5,53,14,38,19,False
2009-04-02,5,29,24,29,15,False
2009-04-03,0,41,41,36,5,False
2009-04-04,0,52,22,30,15,False
2009-04-05,0,60,15,22,0,False
2009-04-06,5,24,24,29,15,False
2009-04-07,5,24,19,28,5,False
2009-04-08,0,44,5,39,10,False
2009-04-09,0,68,0,37,10,False
2009-04-10,0,82,29,52,12,False
2009-04-11,0,52,15,22,0,False
2009-04-12,0,32,16,48,16,False
2009-04-13,0,20,20,20,0,False
2009-04-14,0,51,23,33,9,False
2009-04-15,5,28,19,33,9,False
2009-04-16,0,64,5,44,5,False
2009-04-17,0,32,21,48,0,False
2009-04-18,0,77,8,31,8,False
2009-04-19,0,67,15,45,15,False
2009-04-20,0,61,14,66,9,False
2009-04-21,0,56,9,56,5,False
2009-04-22,5,33,38,56,14,False
2009-04-23,0,49,19,24,19,False
2009-04-24,0,68,26,26,11,False
2009-04-25,0,46,8,8,8,False
2009-04-26,0,38,8,38,0,False
2009-04-27,0,56,14,19,9,False
2009-04-28,0,57,14,42,5,False
2009-04-29,5,24,9,33,14,False
2009-04-30,0,29,5,43,10,False
2009-05-01,0,31,15,31,5,False
2009-05-02,0,15,15,37,15,False
2009-05-03,0,58,7,51,0,False
2009-05-04,0,51,19,19,5,False
2009-05-05,0,37,19,28,5,False
2009-05-06,0,62,19,67,10,False
2009-05-07,0,33,28,38,5,False
2009-05-08,5,42,5,42,5,False
2009-05-09,0,85,23,31,15,False
2009-05-10,0,72,16,24,0,False
2009-05-11,5,34,5,54,15,False
2009-05-12,0,56,14,42,14,False
2009-05-13,0,52,5,33,9,False
2009-05-14,0,62,24,57,0,False
2009-05-15,0,57,10,36,10,False
2009-05-16,0,90,22,37,22,False
2009-05-17,0,30,22,37,7,False
2009-05-18,0,43,0,43,0,False
2009-05-19,0,33,9,47,9,False
2009-05-20,0,43,10,39,10,False
2009-05-21,5,40,25,30,20,False
2009-05-22,0,32,16,48,0,False
2009-05-23,0,32,8,24,0,False
2009-05-24,0,75,17,25,0,False
2009-05-25,0,57,28,28,0,False
2009-05-26,0,43,10,57,0,False
2009-05-27,0,47,14,24,14,False
2009-05-28,0,73,15,15,15,False
2009-05-29,5,53,26,68,5,False
2009-05-30,0,31,8,23,8,False
2009-05-31,0,15,23,39,8,False
2009-06-01,0,40,5,45,10,False
2009-06-02,0,62,9,29,9,False
2009-06-03,0,24,10,62,5,False
2009-06-04,0,45,10,10,10,False
2009-06-05,0,47,10,10,5,False
2009-06-06,0,46,0,30,0,False
2009-06-07,0,54,39,31,23,False
2009-06-08,0,53,10,34,0,False
2009-06-09,0,62,24,33,10,False
2009-06-10,0,44,10,34,15,False
2009-06-11,0,60,10,35,10,False
2009-06-12,0,16,11,16,11,False
2009-06-13,0,100,15,31,0,False
2009-06-14,0,79,8,8,16,False
2009-06-15,5,25,5,15,0,False
2009-06-16,0,34,0,34,10,False
2009-06-17,5,34,24,44,15,False
