date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2014-06-07,6,1,1,48,1,False
2014-06-08,6,1,0,42,0,False
2014-06-09,7,1,0,53,0,False
2014-06-10,7,1,1,56,0,False
2014-06-11,6,1,1,58,1,False
2014-06-12,6,1,1,61,1,False
2014-06-13,5,1,1,53,1,False
2014-06-14,6,0,0,44,0,False
2014-06-15,6,1,1,44,0,False
2014-06-16,6,1,1,52,1,False
2014-06-17,7,1,1,75,0,False
2014-06-18,7,1,1,100,1,False
2014-06-19,7,1,1,94,1,False
2014-06-20,6,1,1,71,0,False
2014-06-21,6,1,0,51,1,False
2014-06-22,7,1,0,48,0,False
2014-06-23,6,1,1,61,0,False
2014-06-24,7,1,1,66,0,False
2014-06-25,7,1,1,68,0,False
2014-06-26,6,1,1,65,0,False
2014-06-27,6,1,1,62,0,False
2014-06-28,5,1,1,53,1,False
2014-06-29,6,0,0,54,0,False
2014-06-30,7,1,0,61,0,False
2014-07-01,6,1,0,62,1,False
2014-07-02,6,1,1,64,0,False
2014-07-03,6,1,1,60,1,False
2014-07-04,4,0,1,56,0,False
2014-07-05,6,1,0,53,0,False
2014-07-06,8,0,0,53,0,False
2014-07-07,6,1,1,66,0,False
2014-07-08,6,1,1,64,1,False
2014-07-09,6,1,1,63,1,False
2014-07-10,6,1,1,67,1,False
2014-07-11,6,1,1,62,1,False
2014-07-12,6,1,0,51,0,False
2014-07-13,7,1,1,48,1,False
2014-07-14,7,1,0,61,0,False
2014-07-15,7,1,1,59,0,False
2014-07-16,7,1,0,60,1,False
2014-07-17,6,1,1,59,0,False
2014-07-18,7,1,1,52,0,False
2014-07-19,6,1,1,45,0,False
2014-07-20,7,1,0,48,1,False
2014-07-21,7,1,1,55,1,False
2014-07-22,7,1,1,58,1,False
2014-07-23,6,1,1,60,1,False
2014-07-24,6,1,1,54,0,False
2014-07-25,6,1,1,53,1,False
2014-07-26,6,1,0,43,0,False
2014-07-27,7,1,0,48,0,False
2014-07-28,7,1,1,56,0,False
2014-07-29,6,1,0,61,1,False
2014-07-30,7,1,1,55,1,False
2014-07-31,5,1,1,59,1,False
2014-08-01,7,1,1,54,0,False
2014-08-02,7,1,0,49,1,False
2014-08-03,8,2,0,64,0,False
2014-08-04,7,1,1,64,0,False
2014-08-05,6,1,1,67,1,False
2014-08-06,7,1,1,65,0,False
2014-08-07,8,1,1,58,0,False
2014-08-08,6,1,1,55,1,False
2014-08-09,6,1,1,44,0,False
2014-08-10,7,1,0,44,1,False
2014-08-11,6,1,1,52,0,False
2014-08-12,7,1,1,53,0,False
2014-08-13,6,1,1,52,0,False
2014-08-14,5,1,1,54,0,False
2014-08-15,5,1,1,52,1,False
2014-08-16,6,1,0,42,0,False
2014-08-17,7,1,1,39,1,False
2014-08-18,6,1,1,54,1,False
2014-08-19,6,1,0,58,1,False
2014-08-20,6,1,0,59,1,False
2014-08-21,6,1,1,56,1,False
2014-08-22,6,1,1,54,0,False
2014-08-23,7,1,1,41,0,False
2014-08-24,6,0,0,43,0,False
2014-08-25,6,1,1,54,1,False
2014-08-26,6,1,1,58,0,False
2014-08-27,6,1,0,58,1,False
2014-08-28,6,1,1,57,0,False
2014-08-29,6,1,1,53,0,False
2014-08-30,5,1,1,40,1,False
2014-08-31,6,1,1,38,0,False
2014-09-01,6,1,0,43,0,False
2014-09-02,6,1,1,56,1,False
2014-09-03,5,1,0,56,1,False
2014-09-04,5,1,1,52,1,False
2014-09-05,6,1,1,55,1,False
2014-09-06,6,1,0,41,0,False
2014-09-07,5,0,0,44,1,False
2014-09-08,6,1,1,55,1,False
2014-09-09,4,1,1,56,1,False
2014-09-10,5,1,1,55,1,False
2014-09-11,6,1,1,57,1,False
2014-09-12,6,1,1,51,1,False
2014-09-13,6,1,0,44,1,False
2014-09-14,6,1,0,43,1,False
2014-09-15,5,1,1,58,1,False
2014-09-16,5,1,1,57,1,False
2014-09-17,6,1,1,54,1,False
2014-09-18,5,1,1,58,1,False
2014-09-19,4,1,1,52,0,False
2014-09-20,5,1,0,42,1,False
2014-09-21,6,1,0,43,0,False
2014-09-22,6,1,1,62,0,False
2014-09-23,7,1,1,57,1,False
2014-09-24,6,1,1,57,1,False
2014-09-25,5,1,1,54,1,False
2014-09-26,5,1,1,50,0,False
2014-09-27,5,1,1,40,0,False
2014-09-28,7,1,0,45,0,False
2014-09-29,5,1,0,54,0,False
2014-09-30,5,1,1,62,1,False
2014-10-01,6,1,1,57,1,False
2014-10-02,6,1,1,54,0,False
2014-10-03,5,1,1,52,1,False
2014-10-04,5,1,0,43,1,False
2014-10-05,6,1,0,41,0,False
2014-10-06,6,1,1,57,1,False
2014-10-07,6,1,1,60,1,False
2014-10-08,5,1,1,58,1,False
2014-10-09,5,1,1,57,1,False
2014-10-10,5,1,0,55,1,False
2014-10-11,5,1,1,42,1,False
2014-10-12,6,1,1,41,0,False
2014-10-13,6,1,1,54,0,False
