date,hustle,hustler,inflation,jobless,laid
2005-02-05,27.3700338427,112.892926003,40.2747370642,0.0,58.4093834233
2005-02-06,18.2466892285,130.955794163,84.5769478348,0.0,62.5814822393
2005-02-07,45.6167230712,58.7043215216,84.5769478348,0.0,16.6883952638
2005-02-08,59.3017399926,67.7357556018,64.4395793027,0.0,33.3767905276
2005-02-09,54.7400676855,67.7357556018,116.796737486,0.0,62.5814822393
2005-02-10,27.3700338427,81.2829067222,128.879158605,0.664529288013,16.6883952638
2005-02-11,18.2466892285,99.3457748826,92.6318952476,0.664529288013,37.5488893436
2005-02-12,45.6167230712,121.924360083,56.3846318899,0.0,16.6883952638
2005-02-13,45.6167230712,108.377208963,88.6044215412,0.0,33.3767905276
2005-02-14,27.3700338427,72.2514726419,88.6044215412,0.0,37.5488893436
2005-02-15,22.8083615356,94.8300578425,88.6044215412,0.0,37.5488893436
2005-02-16,22.8083615356,94.8300578425,124.851684899,0.0,45.8930869755
2005-02-17,22.8083615356,76.767189682,76.5220004219,0.0,20.8604940798
2005-02-18,27.3700338427,135.471511204,76.5220004219,0.0,54.2372846074
2005-02-19,27.3700338427,99.3457748826,64.4395793027,0.0,25.0325928957
2005-02-20,36.493378457,63.2200385617,32.2197896513,0.0,58.4093834233
2005-02-21,50.1783953783,121.924360083,104.714316367,0.664529288013,29.2046917117
2005-02-22,50.1783953783,108.377208963,96.659368954,0.0,33.3767905276
2005-02-23,36.493378457,72.2514726419,157.07147455,0.0,29.2046917117
2005-02-24,31.9317061499,99.3457748826,116.796737486,1.32905857603,41.7209881595
2005-02-25,45.6167230712,117.408643043,80.5494741284,0.664529288013,16.6883952638
2005-02-26,123.165152292,144.502945284,84.5769478348,0.0,45.8930869755
2005-02-27,68.4250846068,198.691549765,60.4121055963,1.99358786404,25.0325928957
2005-02-28,41.0550507641,90.3143408024,132.906632312,0.664529288013,33.3767905276
2005-03-01,59.3017399926,117.408643043,64.4395793027,0.0,29.2046917117
2005-03-02,36.493378457,94.8300578425,112.76926378,0.0,33.3767905276
2005-03-03,50.1783953783,49.6728874413,72.4945267155,0.664529288013,37.5488893436
2005-03-04,22.8083615356,54.1886044814,104.714316367,0.664529288013,33.3767905276
2005-03-05,45.6167230712,117.408643043,80.5494741284,0.0,50.0651857914
2005-03-06,36.493378457,108.377208963,64.4395793027,0.0,58.4093834233
2005-03-07,18.2466892285,112.892926003,92.6318952476,0.664529288013,25.0325928957
2005-03-08,13.6850169214,112.892926003,88.6044215412,0.664529288013,20.8604940798
2005-03-09,45.6167230712,99.3457748826,116.796737486,0.0,33.3767905276
2005-03-10,45.6167230712,72.2514726419,108.741790073,0.0,20.8604940798
2005-03-11,41.0550507641,121.924360083,104.714316367,0.0,50.0651857914
2005-03-12,45.6167230712,203.207266805,96.659368954,1.32905857603,41.7209881595
2005-03-13,109.480135371,117.408643043,72.4945267155,0.0,25.0325928957
2005-03-14,54.7400676855,81.2829067222,80.5494741284,0.0,45.8930869755
2005-03-15,22.8083615356,67.7357556018,64.4395793027,0.0,12.5162964479
2005-03-16,36.493378457,90.3143408024,80.5494741284,0.664529288013,41.7209881595
2005-03-17,36.493378457,54.1886044814,92.6318952476,0.0,33.3767905276
