date,cost,crisis,deficit,depreciation,domination,isPartial
2017-03-19,92,4,1,1,1,False
2017-03-20,94,5,1,2,1,False
2017-03-21,90,6,1,2,1,False
2017-03-22,93,6,1,2,1,False
2017-03-23,89,5,1,2,1,False
2017-03-24,85,5,1,1,0,False
2017-03-25,88,3,1,1,1,False
2017-03-26,86,4,1,1,1,False
2017-03-27,91,6,1,2,1,False
2017-03-28,92,5,1,2,1,False
2017-03-29,93,6,1,1,1,False
2017-03-30,94,6,1,2,1,False
2017-03-31,87,5,1,2,1,False
2017-04-01,84,3,1,1,1,False
2017-04-02,91,4,1,1,1,False
2017-04-03,92,5,1,2,0,False
2017-04-04,93,6,2,2,0,False
2017-04-05,90,6,2,2,1,False
2017-04-06,92,6,1,2,1,False
2017-04-07,100,6,1,1,1,False
2017-04-08,94,4,1,1,1,False
2017-04-09,96,4,1,1,1,False
2017-04-10,98,6,1,2,1,False
2017-04-11,97,7,1,2,1,False
2017-04-12,94,6,1,2,1,False
2017-04-13,96,6,1,2,1,False
2017-04-14,95,5,1,2,1,False
2017-04-15,86,3,1,1,1,False
2017-04-16,86,4,1,1,1,False
2017-04-17,97,6,1,2,0,False
2017-04-18,94,7,1,2,1,False
2017-04-19,92,6,1,1,1,False
2017-04-20,90,6,1,1,0,False
2017-04-21,88,6,1,1,0,False
2017-04-22,83,4,1,1,1,False
2017-04-23,87,5,1,1,1,False
2017-04-24,96,7,2,1,1,False
2017-04-25,94,7,2,1,1,False
2017-04-26,90,7,2,1,1,False
2017-04-27,90,7,2,1,1,False
2017-04-28,85,6,1,1,1,False
2017-04-29,85,4,1,1,1,False
2017-04-30,87,5,1,1,1,False
2017-05-01,93,7,1,1,1,False
2017-05-02,92,7,1,2,1,False
2017-05-03,91,7,1,1,1,False
2017-05-04,92,7,1,1,1,False
2017-05-05,85,6,1,1,1,False
2017-05-06,90,4,1,1,0,False
2017-05-07,84,4,1,1,1,False
2017-05-08,92,7,1,1,0,False
2017-05-09,90,7,1,1,1,False
2017-05-10,90,6,1,1,0,False
2017-05-11,87,6,1,1,1,False
2017-05-12,86,5,1,1,1,False
2017-05-13,82,3,1,0,1,False
2017-05-14,79,4,1,0,1,False
2017-05-15,91,5,1,1,0,False
2017-05-16,90,6,1,1,0,False
2017-05-17,88,6,1,1,1,False
2017-05-18,85,6,1,1,1,False
2017-05-19,83,5,1,1,0,False
2017-05-20,83,3,1,1,1,False
2017-05-21,87,4,1,1,1,False
2017-05-22,86,5,1,1,0,False
2017-05-23,84,5,1,1,1,False
2017-05-24,89,5,1,1,1,False
2017-05-25,82,5,1,1,1,False
2017-05-26,80,5,1,1,0,False
2017-05-27,81,3,0,0,1,False
2017-05-28,84,4,1,0,1,False
2017-05-29,84,4,1,0,1,False
2017-05-30,89,5,1,1,1,False
2017-05-31,90,5,1,1,0,False
2017-06-01,87,5,1,1,1,False
2017-06-02,86,4,1,1,0,False
2017-06-03,89,3,1,0,0,False
2017-06-04,87,3,1,0,1,False
2017-06-05,91,5,1,1,1,False
2017-06-06,92,5,1,1,0,False
2017-06-07,93,5,1,1,0,False
2017-06-08,90,5,1,1,1,False
2017-06-09,88,4,1,1,0,False
2017-06-10,87,3,1,0,0,False
2017-06-11,84,3,1,0,1,False
2017-06-12,88,5,1,1,0,False
2017-06-13,92,4,1,1,1,False
2017-06-14,88,5,1,1,0,False
2017-06-15,84,4,1,1,1,False
2017-06-16,84,4,1,1,0,False
