date,hustle,hustler,inflation,jobless,laid,isPartial
2015-10-28,19,12,42,0,21,False
2015-10-29,23,14,43,1,21,False
2015-10-30,16,12,31,0,22,False
2015-10-31,20,12,24,1,22,False
2015-11-01,23,21,29,1,18,False
2015-11-02,17,11,45,1,21,False
2015-11-03,21,13,44,1,17,False
2015-11-04,20,12,39,1,22,False
2015-11-05,17,14,35,1,18,False
2015-11-06,18,14,35,2,24,False
2015-11-07,24,17,26,1,20,False
2015-11-08,19,14,30,1,18,False
2015-11-09,16,12,42,1,20,False
2015-11-10,14,11,46,0,22,False
2015-11-11,16,13,44,1,21,False
2015-11-12,19,16,40,1,23,False
2015-11-13,17,14,35,1,21,False
2015-11-14,21,15,24,0,19,False
2015-11-15,18,18,27,1,18,False
2015-11-16,11,14,44,0,18,False
2015-11-17,15,12,42,0,19,False
2015-11-18,19,13,47,1,22,False
2015-11-19,17,14,40,2,20,False
2015-11-20,18,12,40,1,21,False
2015-11-21,18,15,25,0,19,False
2015-11-22,25,13,24,1,21,False
2015-11-23,17,10,40,1,20,False
2015-11-24,18,12,33,0,20,False
2015-11-25,15,11,30,1,22,False
2015-11-26,17,12,22,0,17,False
2015-11-27,21,13,24,1,17,False
2015-11-28,18,14,26,0,21,False
2015-11-29,18,19,29,1,19,False
2015-11-30,26,16,37,1,20,False
2015-12-01,19,12,45,1,23,False
2015-12-02,17,8,44,0,20,False
2015-12-03,18,14,44,2,16,False
2015-12-04,17,13,39,2,20,False
2015-12-05,20,11,26,0,18,False
2015-12-06,22,16,33,0,21,False
2015-12-07,20,12,44,1,18,False
2015-12-08,20,11,51,0,16,False
2015-12-09,18,13,53,1,21,False
2015-12-10,21,11,49,1,17,False
2015-12-11,17,17,41,0,20,False
2015-12-12,20,15,25,0,23,False
2015-12-13,21,17,29,0,24,False
2015-12-14,18,12,52,0,17,False
2015-12-15,17,11,46,1,23,False
2015-12-16,16,14,45,1,23,False
2015-12-17,20,14,48,1,20,False
2015-12-18,18,13,33,1,21,False
2015-12-19,20,13,23,1,19,False
2015-12-20,23,14,27,0,26,False
2015-12-21,17,13,36,0,18,False
2015-12-22,19,12,30,0,17,False
2015-12-23,18,13,26,0,18,False
2015-12-24,18,12,22,1,15,False
2015-12-25,15,13,30,0,19,False
2015-12-26,26,11,21,1,16,False
2015-12-27,25,16,21,1,15,False
2015-12-28,20,13,31,0,19,False
2015-12-29,17,18,23,0,20,False
2015-12-30,15,13,25,0,21,False
2015-12-31,19,15,21,2,18,False
2016-01-01,24,15,22,1,15,False
