date,partnership,patron,patronage,precious,priceless,isPartial
2013-09-26,65,42,6,43,7,False
2013-09-27,60,45,5,48,5,False
2013-09-28,28,53,1,41,6,False
2013-09-29,23,54,3,100,5,False
2013-09-30,74,38,5,45,6,False
2013-10-01,71,38,5,49,4,False
2013-10-02,65,42,6,38,5,False
2013-10-03,61,46,6,45,5,False
2013-10-04,60,47,2,47,4,False
2013-10-05,23,58,2,50,4,False
2013-10-06,38,53,3,49,5,False
2013-10-07,65,43,7,41,6,False
2013-10-08,73,44,5,46,4,False
2013-10-09,66,42,6,45,4,False
2013-10-10,76,50,3,61,4,False
2013-10-11,51,40,5,48,5,False
2013-10-12,29,45,1,56,9,False
2013-10-13,28,44,2,49,7,False
2013-10-14,61,47,4,48,4,False
2013-10-15,60,36,5,52,5,False
2013-10-16,67,40,5,45,7,False
2013-10-17,70,44,4,43,6,False
2013-10-18,45,49,2,47,6,False
2013-10-19,34,58,1,52,6,False
2013-10-20,25,50,3,53,3,False
2013-10-21,72,49,4,44,4,False
2013-10-22,71,45,7,44,6,False
2013-10-23,69,46,7,57,7,False
2013-10-24,71,45,7,61,6,False
2013-10-25,58,48,3,44,7,False
2013-10-26,31,58,3,58,5,False
2013-10-27,33,68,3,77,7,False
2013-10-28,65,55,3,70,4,False
2013-10-29,70,63,4,51,5,False
2013-10-30,65,55,7,53,5,False
2013-10-31,54,64,5,50,5,False
2013-11-01,61,55,4,55,8,False
2013-11-02,30,65,2,51,6,False
2013-11-03,31,66,3,55,6,False
2013-11-04,61,52,5,45,6,False
2013-11-05,74,44,3,48,4,False
2013-11-06,70,48,5,46,4,False
2013-11-07,65,43,4,56,3,False
2013-11-08,71,46,3,49,5,False
2013-11-09,26,52,2,44,5,False
2013-11-10,26,58,2,56,7,False
2013-11-11,62,50,4,52,9,False
2013-11-12,62,39,5,50,5,False
2013-11-13,69,47,6,54,6,False
2013-11-14,74,54,4,52,5,False
2013-11-15,57,48,4,58,4,False
2013-11-16,29,56,1,60,7,False
2013-11-17,35,59,4,52,6,False
2013-11-18,66,39,6,42,5,False
2013-11-19,69,37,4,55,5,False
2013-11-20,75,47,6,50,4,False
2013-11-21,70,49,5,56,5,False
2013-11-22,62,46,3,61,8,False
2013-11-23,31,52,0,56,6,False
2013-11-24,30,46,3,89,4,False
2013-11-25,61,42,5,62,6,False
2013-11-26,68,45,1,53,6,False
2013-11-27,41,42,1,47,4,False
2013-11-28,20,49,2,53,6,False
2013-11-29,21,43,1,44,4,False
2013-11-30,27,47,1,56,4,False
2013-12-01,29,40,3,59,4,False
2013-12-02,47,36,5,55,4,False
2013-12-03,66,42,6,44,5,False
2013-12-04,63,53,3,47,6,False
2013-12-05,71,47,3,62,7,False
2013-12-06,55,38,5,56,8,False
2013-12-07,26,52,2,56,5,False
2013-12-08,26,46,3,52,9,False
2013-12-09,62,33,5,47,5,False
2013-12-10,63,36,4,51,4,False
2013-12-11,65,47,6,59,7,False
2013-12-12,63,49,5,56,7,False
2013-12-13,57,45,4,62,8,False
2013-12-14,27,53,2,49,4,False
2013-12-15,26,56,2,62,7,False
2013-12-16,55,53,5,52,6,False
2013-12-17,62,39,5,51,6,False
2013-12-18,58,48,5,56,6,False
2013-12-19,59,47,8,58,4,False
2013-12-20,42,55,3,55,4,False
2013-12-21,23,56,1,58,4,False
2013-12-22,24,57,2,97,7,False
2013-12-23,47,45,2,62,9,False
2013-12-24,21,51,0,54,7,False
2013-12-25,15,53,0,66,9,False
2013-12-26,36,43,2,56,6,False
2013-12-27,34,49,1,53,7,False
2013-12-28,19,53,1,57,5,False
2013-12-29,26,52,2,59,7,False
2013-12-30,41,38,2,48,5,False
2013-12-31,34,53,1,58,8,False
2014-01-01,24,65,0,73,4,False
2014-01-02,47,36,2,76,6,False
2014-01-03,43,41,2,55,6,False
2014-01-04,29,47,2,54,4,False
2014-01-05,32,43,0,48,4,False
2014-01-06,53,31,2,51,5,False
2014-01-07,63,35,3,41,6,False
2014-01-08,58,41,3,54,4,False
2014-01-09,70,42,4,53,6,False
2014-01-10,54,40,4,43,7,False
2014-01-11,27,50,2,48,8,False
2014-01-12,35,51,3,51,6,False
2014-01-13,66,34,5,52,6,False
2014-01-14,67,42,4,68,8,False
2014-01-15,70,48,3,57,7,False
2014-01-16,69,42,5,54,4,False
2014-01-17,62,41,3,51,4,False
2014-01-18,34,51,3,56,8,False
2014-01-19,30,46,3,51,7,False
2014-01-20,50,44,3,57,5,False
2014-01-21,70,38,6,55,5,False
2014-01-22,63,43,4,51,4,False
2014-01-23,70,35,4,49,4,False
2014-01-24,69,41,3,51,8,False
2014-01-25,36,46,4,53,7,False
2014-01-26,37,48,2,44,12,False
2014-01-27,62,37,3,45,21,False
2014-01-28,69,44,4,52,7,False
2014-01-29,73,41,4,46,7,False
2014-01-30,81,47,4,48,7,False
2014-01-31,65,44,3,47,8,False
2014-02-01,36,47,2,55,6,False
2014-02-02,36,56,3,50,7,False
2014-02-03,61,40,7,43,7,False
2014-02-04,74,40,5,43,5,False
2014-02-05,65,37,4,53,6,False
2014-02-06,63,39,4,49,6,False
2014-02-07,58,42,5,44,6,False
2014-02-08,35,46,4,51,5,False
2014-02-09,45,47,2,55,5,False
2014-02-10,71,44,4,56,5,False
2014-02-11,71,45,2,77,5,False
2014-02-12,74,50,4,51,6,False
2014-02-13,60,46,3,42,5,False
2014-02-14,49,46,4,63,5,False
2014-02-15,34,53,1,52,7,False
2014-02-16,32,43,2,37,9,False
2014-02-17,52,38,3,50,4,False
2014-02-18,69,37,2,40,9,False
