date,hustle,hustler,inflation,jobless,laid,isPartial
2012-02-16,36,36,72,15,47,False
2012-02-17,35,45,65,6,36,False
2012-02-18,48,52,46,3,39,False
2012-02-19,44,44,52,2,69,False
2012-02-20,37,50,70,5,62,False
2012-02-21,37,30,80,4,51,False
2012-02-22,40,44,60,4,47,False
2012-02-23,37,38,68,7,47,False
2012-02-24,41,37,67,2,48,False
2012-02-25,41,52,56,1,58,False
2012-02-26,60,57,61,2,50,False
2012-02-27,41,38,74,2,44,False
2012-02-28,49,44,81,3,38,False
2012-02-29,37,34,82,4,48,False
2012-03-01,38,40,75,10,41,False
2012-03-02,37,42,74,3,45,False
2012-03-03,50,46,48,2,44,False
2012-03-04,46,61,66,2,47,False
2012-03-05,41,26,69,2,43,False
2012-03-06,39,38,65,3,43,False
2012-03-07,42,40,73,6,52,False
2012-03-08,31,41,74,8,50,False
2012-03-09,38,39,81,9,45,False
2012-03-10,42,49,43,1,38,False
2012-03-11,45,43,49,2,39,False
2012-03-12,39,36,63,1,47,False
2012-03-13,40,48,78,2,47,False
2012-03-14,39,36,82,4,42,False
2012-03-15,38,41,71,6,41,False
2012-03-16,36,38,72,5,45,False
2012-03-17,41,53,54,4,43,False
2012-03-18,58,59,49,1,55,False
2012-03-19,40,37,73,3,44,False
2012-03-20,34,44,82,3,37,False
2012-03-21,43,43,62,2,47,False
2012-03-22,40,46,76,9,44,False
2012-03-23,39,47,68,6,42,False
2012-03-24,40,56,50,5,46,False
2012-03-25,35,54,57,4,46,False
2012-03-26,35,41,85,4,47,False
2012-03-27,35,40,70,3,43,False
2012-03-28,39,43,70,1,44,False
2012-03-29,42,44,74,9,40,False
2012-03-30,60,45,60,3,43,False
2012-03-31,50,49,47,3,44,False
2012-04-01,37,46,71,1,47,False
2012-04-02,36,49,68,2,38,False
2012-04-03,46,49,74,3,40,False
2012-04-04,39,46,65,3,41,False
2012-04-05,41,44,59,8,46,False
2012-04-06,41,52,63,4,41,False
2012-04-07,42,51,54,1,50,False
2012-04-08,36,43,64,1,47,False
2012-04-09,37,40,91,7,48,False
2012-04-10,33,39,66,2,47,False
2012-04-11,40,41,84,1,39,False
2012-04-12,34,34,85,9,42,False
2012-04-13,38,38,72,3,41,False
2012-04-14,41,50,54,3,45,False
2012-04-15,30,48,68,2,45,False
2012-04-16,37,52,91,2,41,False
2012-04-17,31,45,78,1,40,False
2012-04-18,33,46,71,1,51,False
2012-04-19,33,37,57,11,58,False
2012-04-20,32,43,67,6,42,False
2012-04-21,30,55,55,1,50,False
2012-04-22,48,65,58,1,48,False
2012-04-23,39,48,78,5,49,False
2012-04-24,23,42,80,2,37,False
2012-04-25,30,43,75,4,46,False
2012-04-26,31,42,74,9,32,False
2012-04-27,39,44,72,3,50,False
2012-04-28,30,58,38,2,48,False
2012-04-29,29,66,59,4,52,False
2012-04-30,35,48,79,4,43,False
2012-05-01,29,45,78,2,47,False
2012-05-02,33,50,84,3,50,False
2012-05-03,27,40,77,7,58,False
2012-05-04,33,45,76,6,45,False
2012-05-05,44,57,56,2,42,False
2012-05-06,37,41,57,4,39,False
2012-05-07,26,36,89,3,43,False
2012-05-08,31,42,75,3,47,False
2012-05-09,28,45,72,1,33,False
2012-05-10,27,40,75,10,41,False
2012-05-11,34,42,71,3,30,False
2012-05-12,35,47,50,2,37,False
2012-05-13,31,46,52,2,47,False
2012-05-14,34,46,69,2,40,False
2012-05-15,31,47,60,3,54,False
2012-05-16,32,36,66,2,51,False
2012-05-17,34,42,52,7,44,False
2012-05-18,25,47,52,4,46,False
2012-05-19,28,50,41,1,40,False
2012-05-20,46,60,59,3,55,False
2012-05-21,29,37,63,2,43,False
