date,privileged,productive,productivity,profit,profitable,isPartial
2009-09-18,2,4,10,65,3,False
2009-09-19,6,2,6,43,1,False
2009-09-20,4,4,7,46,5,False
2009-09-21,3,4,11,84,1,False
2009-09-22,1,4,14,71,8,False
2009-09-23,2,5,6,76,3,False
2009-09-24,3,2,12,74,3,False
2009-09-25,4,4,11,61,4,False
2009-09-26,1,1,9,60,4,False
2009-09-27,2,3,7,63,4,False
2009-09-28,2,5,10,85,8,False
2009-09-29,4,3,6,86,6,False
2009-09-30,3,4,15,72,6,False
2009-10-01,1,6,9,67,6,False
2009-10-02,4,2,9,67,8,False
2009-10-03,3,2,6,55,2,False
2009-10-04,4,5,8,54,1,False
2009-10-05,1,4,11,70,6,False
2009-10-06,3,5,9,83,5,False
2009-10-07,4,6,14,79,7,False
2009-10-08,4,4,9,87,3,False
2009-10-09,2,1,15,66,3,False
2009-10-10,0,4,8,48,4,False
2009-10-11,1,3,6,50,5,False
2009-10-12,1,3,6,93,5,False
2009-10-13,5,2,8,87,4,False
2009-10-14,3,3,12,80,4,False
2009-10-15,4,3,8,93,5,False
2009-10-16,2,6,13,83,3,False
2009-10-17,2,1,5,55,6,False
2009-10-18,2,3,9,55,5,False
2009-10-19,1,3,13,80,6,False
2009-10-20,1,5,9,88,5,False
2009-10-21,4,5,11,81,6,False
2009-10-22,2,7,10,79,7,False
2009-10-23,3,4,8,75,8,False
2009-10-24,4,4,6,53,8,False
2009-10-25,3,3,5,71,5,False
2009-10-26,1,6,13,89,5,False
2009-10-27,2,6,11,89,3,False
2009-10-28,1,5,8,79,3,False
2009-10-29,0,2,11,86,8,False
2009-10-30,3,4,12,76,4,False
2009-10-31,2,4,7,47,4,False
2009-11-01,1,4,10,54,7,False
2009-11-02,2,4,11,86,6,False
2009-11-03,3,7,14,100,3,False
2009-11-04,2,4,12,83,8,False
2009-11-05,3,5,11,82,4,False
2009-11-06,4,3,7,73,7,False
2009-11-07,0,2,8,52,5,False
2009-11-08,1,4,12,60,3,False
2009-11-09,0,6,15,78,5,False
2009-11-10,1,3,9,87,6,False
2009-11-11,2,5,11,83,3,False
2009-11-12,2,3,7,82,5,False
2009-11-13,1,5,13,73,5,False
2009-11-14,0,1,4,58,8,False
2009-11-15,3,5,4,62,8,False
2009-11-16,1,5,12,91,3,False
2009-11-17,3,3,10,81,5,False
2009-11-18,3,5,9,93,5,False
2009-11-19,1,6,8,76,3,False
2009-11-20,3,1,9,61,5,False
2009-11-21,1,4,6,49,3,False
2009-11-22,2,3,11,59,6,False
2009-11-23,2,3,6,83,5,False
2009-11-24,3,5,9,69,3,False
2009-11-25,2,3,7,53,4,False
2009-11-26,1,4,3,40,2,False
2009-11-27,1,4,6,34,3,False
2009-11-28,1,1,6,48,2,False
2009-11-29,3,2,7,43,5,False
2009-11-30,3,5,11,76,4,False
2009-12-01,2,5,11,79,3,False
2009-12-02,3,4,16,85,4,False
2009-12-03,2,4,13,76,4,False
2009-12-04,2,3,9,72,2,False
2009-12-05,3,3,5,45,3,False
2009-12-06,2,5,7,47,2,False
2009-12-07,2,4,10,79,5,False
2009-12-08,3,3,11,76,5,False
2009-12-09,1,4,13,73,3,False
2009-12-10,2,4,10,77,6,False
2009-12-11,1,2,8,69,5,False
2009-12-12,0,3,11,46,4,False
2009-12-13,2,7,9,48,3,False
2009-12-14,1,4,10,72,4,False
2009-12-15,1,3,9,82,3,False
2009-12-16,1,3,9,64,6,False
2009-12-17,2,3,14,62,7,False
2009-12-18,1,7,7,51,3,False
2009-12-19,1,1,4,49,7,False
2009-12-20,2,2,4,41,6,False
2009-12-21,1,4,6,51,5,False
2009-12-22,1,4,6,60,3,False
2009-12-23,1,2,5,52,7,False
2009-12-24,1,3,7,36,5,False
2009-12-25,2,2,2,26,5,False
2009-12-26,1,2,3,37,2,False
2009-12-27,0,2,2,30,2,False
2009-12-28,2,3,5,61,5,False
2009-12-29,1,4,4,51,5,False
2009-12-30,2,3,10,57,5,False
2009-12-31,2,2,2,54,2,False
2010-01-01,2,1,6,29,2,False
2010-01-02,1,1,6,55,3,False
2010-01-03,1,2,5,43,3,False
2010-01-04,1,3,7,77,5,False
2010-01-05,2,3,6,79,4,False
2010-01-06,1,4,9,72,7,False
2010-01-07,2,3,6,70,4,False
2010-01-08,1,3,10,71,7,False
2010-01-09,1,2,5,39,9,False
2010-01-10,1,3,7,54,5,False
2010-01-11,0,4,10,75,5,False
2010-01-12,2,6,8,80,4,False
2010-01-13,2,3,8,77,5,False
2010-01-14,4,6,5,77,6,False
2010-01-15,1,3,5,77,5,False
2010-01-16,3,3,7,47,4,False
2010-01-17,4,5,6,61,8,False
2010-01-18,3,2,6,57,4,False
2010-01-19,3,3,7,89,5,False
2010-01-20,2,2,12,85,3,False
2010-01-21,2,6,8,74,4,False
2010-01-22,1,4,5,85,3,False
2010-01-23,1,2,3,52,3,False
2010-01-24,0,4,5,54,4,False
2010-01-25,3,6,8,79,4,False
2010-01-26,1,4,11,86,2,False
2010-01-27,1,5,11,88,6,False
2010-01-28,3,2,6,84,3,False
2010-01-29,2,4,10,68,7,False
2010-01-30,2,2,8,59,4,False
2010-01-31,0,4,10,62,4,False
2010-02-01,3,3,11,66,5,False
2010-02-02,2,7,12,78,5,False
2010-02-03,2,6,9,91,6,False
2010-02-04,2,5,11,69,7,False
2010-02-05,2,4,14,71,4,False
2010-02-06,2,5,7,55,2,False
2010-02-07,2,4,5,58,2,False
2010-02-08,2,7,10,72,3,False
2010-02-09,1,6,7,83,7,False
2010-02-10,2,2,9,71,5,False
2010-02-11,1,3,10,81,5,False
2010-02-12,3,4,10,66,5,False
2010-02-13,1,5,4,39,1,False
2010-02-14,1,4,8,53,4,False
2010-02-15,1,5,14,63,7,False
2010-02-16,2,2,12,73,5,False
2010-02-17,1,4,9,80,6,False
2010-02-18,2,6,10,72,8,False
2010-02-19,2,4,12,71,5,False
2010-02-20,2,3,5,56,3,False
2010-02-21,1,2,10,51,4,False
2010-02-22,1,5,9,87,5,False
2010-02-23,2,6,9,86,3,False
2010-02-24,2,5,9,85,3,False
2010-02-25,1,3,12,82,4,False
2010-02-26,2,4,9,76,4,False
2010-02-27,1,2,5,58,5,False
2010-02-28,2,2,7,62,8,False
2010-03-01,2,7,14,85,4,False
2010-03-02,1,3,8,90,4,False
2010-03-03,3,4,11,78,2,False
2010-03-04,3,4,10,76,5,False
2010-03-05,3,3,9,70,5,False
2010-03-06,1,4,10,50,4,False
2010-03-07,2,3,8,69,3,False
2010-03-08,2,2,10,78,5,False
2010-03-09,2,3,10,81,4,False
2010-03-10,4,5,9,79,7,False
2010-03-11,2,4,7,72,6,False
2010-03-12,3,3,12,73,4,False
2010-03-13,3,3,5,43,4,False
2010-03-14,2,5,6,40,4,False
2010-03-15,4,3,8,76,5,False
2010-03-16,3,6,9,79,4,False
2010-03-17,2,4,14,70,5,False
2010-03-18,2,2,11,62,5,False
2010-03-19,1,3,5,77,5,False
2010-03-20,1,1,6,52,1,False
2010-03-21,1,6,9,61,6,False
2010-03-22,2,4,11,89,3,False
2010-03-23,0,3,12,82,4,False
2010-03-24,3,5,12,81,3,False
2010-03-25,4,5,6,69,2,False
2010-03-26,0,5,10,76,4,False
2010-03-27,1,2,7,50,3,False
2010-03-28,1,3,7,64,3,False
2010-03-29,0,4,9,77,5,False
2010-03-30,2,6,10,65,4,False
2010-03-31,2,5,9,66,6,False
2010-04-01,1,2,9,71,3,False
2010-04-02,1,5,7,56,3,False
2010-04-03,1,3,4,37,2,False
2010-04-04,0,1,7,47,6,False
2010-04-05,1,5,10,74,4,False
2010-04-06,2,3,12,76,5,False
2010-04-07,2,4,10,85,6,False
2010-04-08,4,5,12,71,3,False
2010-04-09,1,2,11,66,3,False
2010-04-10,1,2,4,53,4,False
2010-04-11,1,1,8,61,8,False
2010-04-12,1,5,10,90,4,False
2010-04-13,1,6,10,84,5,False
2010-04-14,0,3,11,79,7,False
2010-04-15,0,5,11,95,5,False
2010-04-16,3,2,13,75,8,False
2010-04-17,1,4,6,60,3,False
2010-04-18,2,2,8,53,6,False
2010-04-19,3,5,14,72,5,False
2010-04-20,1,3,10,84,5,False
