date,hustle,hustler,inflation,jobless,laid,isPartial
2004-01-01,0,9,18,0,0,False
2004-01-02,0,58,23,4,12,False
2004-01-03,5,28,5,0,9,False
2004-01-04,5,47,33,0,19,False
2004-01-05,0,22,33,0,22,False
2004-01-06,8,31,46,4,23,False
2004-01-07,0,33,33,3,22,False
2004-01-08,6,36,25,3,8,False
2004-01-09,0,32,17,3,23,False
2004-01-10,5,63,32,5,18,False
2004-01-11,9,37,50,0,23,False
2004-01-12,0,41,27,3,11,False
2004-01-13,3,21,47,0,11,False
2004-01-14,3,21,21,3,8,False
2004-01-15,3,19,43,11,8,False
2004-01-16,6,29,23,3,20,False
2004-01-17,0,45,22,4,18,False
2004-01-18,5,59,23,0,32,False
2004-01-19,6,34,22,0,28,False
2004-01-20,3,29,37,3,11,False
2004-01-21,3,29,34,0,11,False
2004-01-22,0,19,32,3,13,False
2004-01-23,8,36,31,3,3,False
2004-01-24,0,43,30,0,17,False
2004-01-25,0,29,21,4,13,False
2004-01-26,0,29,37,0,18,False
2004-01-27,5,15,54,0,5,False
2004-01-28,0,18,28,3,31,False
2004-01-29,5,29,40,5,11,False
2004-01-30,3,25,20,0,11,False
2004-01-31,4,47,26,0,30,False
2004-02-01,0,30,34,4,13,False
2004-02-02,5,26,41,0,15,False
2004-02-03,7,27,20,2,12,False
2004-02-04,7,20,27,5,7,False
2004-02-05,2,29,47,0,7,False
2004-02-06,3,26,18,3,8,False
2004-02-07,0,67,22,0,22,False
2004-02-08,6,19,31,0,12,False
2004-02-09,3,18,35,0,10,False
2004-02-10,5,30,40,2,12,False
2004-02-11,5,15,41,3,13,False
2004-02-12,5,26,44,3,10,False
2004-02-13,6,31,31,3,11,False
2004-02-14,4,57,39,0,17,False
2004-02-15,5,36,18,0,9,False
2004-02-16,0,38,44,3,9,False
2004-02-17,0,33,38,5,5,False
2004-02-18,10,15,32,0,15,False
2004-02-19,3,46,31,8,3,False
2004-02-20,3,25,35,0,22,False
2004-02-21,0,100,33,0,8,False
2004-02-22,0,53,29,0,20,False
2004-02-23,2,34,27,0,15,False
2004-02-24,3,40,45,0,3,False
