date,charity,community,compensate,compensation,contribute,isPartial
2013-01-15,4,98,0,5,2,False
2013-01-16,4,94,0,5,2,False
2013-01-17,4,89,0,4,1,False
2013-01-18,4,85,0,5,1,False
2013-01-19,3,61,0,2,1,False
2013-01-20,3,56,0,2,1,False
2013-01-21,3,73,0,3,1,False
2013-01-22,4,99,0,4,2,False
2013-01-23,4,95,0,5,2,False
2013-01-24,4,88,0,5,2,False
2013-01-25,4,81,0,5,2,False
2013-01-26,4,61,0,2,1,False
2013-01-27,3,61,0,2,1,False
2013-01-28,5,96,0,5,2,False
2013-01-29,4,88,0,6,2,False
2013-01-30,4,88,0,5,2,False
2013-01-31,4,88,0,5,2,False
2013-02-01,4,84,0,5,2,False
2013-02-02,4,59,0,3,1,False
2013-02-03,3,56,0,2,1,False
2013-02-04,4,85,0,5,2,False
2013-02-05,4,88,0,5,2,False
2013-02-06,5,87,0,5,2,False
2013-02-07,5,86,0,5,2,False
2013-02-08,4,90,0,4,2,False
2013-02-09,4,63,0,2,1,False
2013-02-10,4,61,0,3,1,False
2013-02-11,4,85,0,4,2,False
2013-02-12,5,86,0,5,2,False
2013-02-13,4,79,0,5,2,False
2013-02-14,4,74,0,5,2,False
2013-02-15,4,75,0,4,1,False
2013-02-16,4,58,0,3,1,False
2013-02-17,4,60,0,2,1,False
2013-02-18,4,78,0,4,1,False
2013-02-19,4,83,0,5,2,False
2013-02-20,4,87,0,5,2,False
2013-02-21,4,83,0,5,2,False
2013-02-22,4,84,0,4,2,False
2013-02-23,4,60,0,2,1,False
2013-02-24,4,57,0,2,1,False
2013-02-25,4,86,0,5,2,False
2013-02-26,5,85,0,5,2,False
2013-02-27,5,90,0,5,2,False
2013-02-28,5,84,0,5,2,False
2013-03-01,4,81,0,4,2,False
2013-03-02,4,61,0,2,1,False
2013-03-03,3,57,0,3,1,False
2013-03-04,5,89,0,5,2,False
2013-03-05,4,88,0,5,2,False
2013-03-06,4,86,0,5,2,False
2013-03-07,4,84,0,5,2,False
2013-03-08,4,83,0,4,2,False
2013-03-09,3,59,0,2,1,False
2013-03-10,3,54,0,3,1,False
2013-03-11,4,84,0,4,2,False
2013-03-12,4,84,0,4,2,False
2013-03-13,5,80,0,5,2,False
2013-03-14,4,80,0,5,2,False
2013-03-15,4,79,0,4,2,False
2013-03-16,3,55,0,2,1,False
2013-03-17,3,52,0,2,1,False
2013-03-18,4,87,0,4,2,False
2013-03-19,5,86,0,5,2,False
2013-03-20,4,83,0,5,2,False
2013-03-21,4,81,0,5,2,False
2013-03-22,4,77,0,4,2,False
2013-03-23,3,56,0,2,1,False
2013-03-24,3,59,0,2,1,False
2013-03-25,4,88,0,5,2,False
2013-03-26,4,87,0,5,2,False
2013-03-27,4,79,0,5,2,False
2013-03-28,4,80,0,5,1,False
2013-03-29,4,74,0,4,1,False
