date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2010-04-05,0,3,0,74,3,False
2010-04-06,2,4,0,78,5,False
2010-04-07,3,7,1,77,5,False
2010-04-08,4,6,2,71,5,False
2010-04-09,3,5,0,83,6,False
2010-04-10,4,8,2,45,2,False
2010-04-11,1,4,4,47,7,False
2010-04-12,2,5,1,71,6,False
2010-04-13,6,5,2,88,8,False
2010-04-14,4,5,4,71,5,False
2010-04-15,1,4,1,62,5,False
2010-04-16,4,5,1,81,5,False
2010-04-17,1,4,0,40,6,False
2010-04-18,1,2,0,40,5,False
2010-04-19,1,9,1,75,6,False
2010-04-20,2,6,1,74,6,False
2010-04-21,2,5,0,77,5,False
2010-04-22,2,6,0,100,9,False
2010-04-23,0,6,0,74,8,False
2010-04-24,1,7,0,38,6,False
2010-04-25,0,5,2,45,7,False
2010-04-26,1,4,0,88,7,False
2010-04-27,1,5,1,69,6,False
2010-04-28,3,5,0,59,5,False
2010-04-29,2,3,1,72,2,False
2010-04-30,3,3,0,71,9,False
2010-05-01,0,4,2,52,4,False
2010-05-02,0,1,1,50,2,False
2010-05-03,4,3,3,63,10,False
2010-05-04,1,4,1,64,5,False
2010-05-05,4,4,2,68,2,False
2010-05-06,4,4,1,57,3,False
2010-05-07,0,5,1,55,4,False
2010-05-08,5,4,0,39,5,False
2010-05-09,1,1,1,44,3,False
2010-05-10,4,3,0,87,5,False
2010-05-11,3,4,1,64,2,False
2010-05-12,3,4,1,84,10,False
2010-05-13,1,3,0,64,7,False
2010-05-14,3,2,3,75,5,False
2010-05-15,4,3,1,38,4,False
2010-05-16,3,4,0,53,3,False
2010-05-17,0,5,2,77,5,False
2010-05-18,1,5,0,79,6,False
2010-05-19,3,6,1,76,2,False
2010-05-20,2,9,0,70,6,False
2010-05-21,3,1,0,77,4,False
2010-05-22,0,5,0,49,5,False
2010-05-23,4,3,0,53,13,False
2010-05-24,3,4,0,88,8,False
2010-05-25,0,5,0,75,7,False
2010-05-26,1,2,2,73,9,False
2010-05-27,2,3,1,65,3,False
2010-05-28,1,2,5,84,8,False
2010-05-29,1,3,0,47,7,False
2010-05-30,1,0,0,34,6,False
2010-05-31,1,6,0,48,6,False
2010-06-01,4,3,0,64,4,False
2010-06-02,1,6,0,77,5,False
2010-06-03,2,5,1,94,4,False
2010-06-04,0,7,1,62,10,False
2010-06-05,1,4,0,55,5,False
2010-06-06,1,4,1,40,9,False
2010-06-07,3,3,1,63,5,False
2010-06-08,1,6,1,67,8,False
2010-06-09,3,3,1,72,7,False
2010-06-10,2,5,0,82,2,False
2010-06-11,2,5,0,76,5,False
2010-06-12,0,5,0,51,5,False
2010-06-13,0,5,3,57,5,False
2010-06-14,0,3,0,75,4,False
2010-06-15,3,8,1,83,9,False
2010-06-16,1,1,0,66,7,False
2010-06-17,0,4,1,76,4,False
2010-06-18,2,5,1,64,4,False
2010-06-19,1,1,1,54,5,False
2010-06-20,0,3,1,41,7,False
2010-06-21,2,7,1,64,7,False
2010-06-22,1,6,1,70,7,False
2010-06-23,1,6,0,74,5,False
2010-06-24,1,6,1,61,5,False
2010-06-25,0,1,1,59,4,False
2010-06-26,0,3,0,37,10,False
2010-06-27,0,4,1,59,9,False
2010-06-28,1,7,0,74,5,False
2010-06-29,0,3,1,88,8,False
2010-06-30,2,3,1,82,8,False
2010-07-01,0,4,0,72,2,False
2010-07-02,2,2,0,59,6,False
2010-07-03,1,4,2,35,4,False
2010-07-04,0,1,4,38,2,False
2010-07-05,1,3,1,40,2,False
2010-07-06,2,1,1,61,3,False
2010-07-07,1,4,0,67,4,False
2010-07-08,0,4,1,71,2,False
2010-07-09,0,6,1,66,5,False
2010-07-10,1,9,1,49,4,False
2010-07-11,0,2,0,40,5,False
2010-07-12,1,5,1,67,4,False
2010-07-13,2,6,1,73,4,False
2010-07-14,0,3,0,78,6,False
2010-07-15,3,2,0,66,8,False
2010-07-16,1,3,0,66,8,False
2010-07-17,0,5,0,44,7,False
2010-07-18,3,2,0,53,3,False
2010-07-19,0,6,0,69,7,False
2010-07-20,1,1,1,85,7,False
2010-07-21,2,5,1,72,6,False
2010-07-22,2,3,1,73,7,False
2010-07-23,0,2,0,59,5,False
2010-07-24,2,6,1,35,4,False
2010-07-25,1,4,1,46,4,False
2010-07-26,1,7,1,70,10,False
2010-07-27,1,4,0,68,6,False
2010-07-28,0,3,0,72,5,False
2010-07-29,0,2,1,65,8,False
2010-07-30,2,3,0,75,2,False
2010-07-31,1,4,1,49,6,False
2010-08-01,0,2,1,38,3,False
2010-08-02,0,4,1,69,6,False
2010-08-03,1,4,1,74,3,False
2010-08-04,1,2,0,71,6,False
2010-08-05,1,1,2,60,3,False
2010-08-06,2,5,0,72,7,False
2010-08-07,2,3,0,57,9,False
2010-08-08,0,4,1,43,10,False
2010-08-09,0,7,1,72,6,False
2010-08-10,3,2,1,74,5,False
2010-08-11,1,4,0,79,7,False
2010-08-12,1,4,0,72,5,False
2010-08-13,0,2,1,74,12,False
2010-08-14,0,6,1,38,6,False
2010-08-15,1,6,0,44,5,False
2010-08-16,1,4,1,69,4,False
2010-08-17,0,2,1,65,10,False
2010-08-18,0,2,0,64,8,False
2010-08-19,2,4,1,68,10,False
2010-08-20,2,3,0,64,7,False
2010-08-21,1,4,2,52,5,False
2010-08-22,0,3,1,54,5,False
2010-08-23,2,7,0,83,4,False
2010-08-24,0,3,0,70,8,False
2010-08-25,2,8,1,85,4,False
2010-08-26,5,3,0,69,6,False
2010-08-27,2,3,2,51,12,False
2010-08-28,4,4,0,49,8,False
2010-08-29,4,1,1,38,5,False
2010-08-30,1,2,0,67,7,False
2010-08-31,2,3,1,73,6,False
2010-09-01,4,4,0,68,7,False
2010-09-02,1,3,1,55,4,False
2010-09-03,1,4,2,57,8,False
2010-09-04,0,4,0,40,2,False
2010-09-05,3,1,1,43,11,False
2010-09-06,2,4,1,50,6,False
2010-09-07,2,5,0,69,7,False
2010-09-08,4,3,1,73,7,False
2010-09-09,6,3,1,70,7,False
2010-09-10,4,6,1,67,3,False
2010-09-11,3,2,0,35,5,False
2010-09-12,8,5,2,34,7,False
2010-09-13,3,7,1,74,7,False
2010-09-14,4,3,0,72,7,False
2010-09-15,5,5,1,71,7,False
2010-09-16,5,3,1,78,6,False
2010-09-17,1,3,1,64,4,False
2010-09-18,4,1,0,49,8,False
2010-09-19,2,3,1,44,7,False
2010-09-20,1,8,1,80,6,False
2010-09-21,3,2,0,67,7,False
2010-09-22,6,4,0,85,6,False
2010-09-23,1,4,1,67,7,False
2010-09-24,2,4,0,66,8,False
2010-09-25,2,3,0,53,4,False
2010-09-26,5,7,1,51,5,False
2010-09-27,2,5,1,73,8,False
2010-09-28,3,3,1,72,8,False
2010-09-29,5,1,3,77,6,False
2010-09-30,2,6,1,66,7,False
2010-10-01,3,3,1,64,7,False
2010-10-02,1,3,3,43,12,False
2010-10-03,3,3,1,47,4,False
2010-10-04,6,6,2,63,5,False
2010-10-05,2,5,1,68,5,False
2010-10-06,4,3,0,83,3,False
2010-10-07,2,5,1,72,3,False
2010-10-08,1,2,0,58,4,False
2010-10-09,1,1,0,38,12,False
2010-10-10,1,2,0,56,4,False
2010-10-11,3,7,1,72,6,False
2010-10-12,4,2,1,57,8,False
2010-10-13,1,3,0,89,6,False
2010-10-14,3,4,2,71,6,False
2010-10-15,1,9,1,65,1,False
2010-10-16,1,6,0,41,9,False
2010-10-17,3,4,1,41,5,False
2010-10-18,6,5,1,66,3,False
2010-10-19,4,3,1,83,2,False
2010-10-20,1,3,1,80,5,False
2010-10-21,3,2,1,80,5,False
2010-10-22,1,4,0,69,7,False
2010-10-23,2,4,1,44,4,False
2010-10-24,4,2,2,42,5,False
2010-10-25,4,4,1,79,7,False
2010-10-26,3,4,1,68,3,False
2010-10-27,2,6,4,84,6,False
2010-10-28,4,6,2,67,5,False
2010-10-29,3,1,1,69,4,False
2010-10-30,2,8,0,37,4,False
2010-10-31,5,6,2,47,2,False
2010-11-01,3,6,1,82,5,False
2010-11-02,3,3,1,83,9,False
2010-11-03,4,4,2,77,5,False
2010-11-04,4,4,0,66,4,False
2010-11-05,3,5,1,86,4,False
2010-11-06,2,4,2,48,6,False
2010-11-07,4,4,1,44,7,False
2010-11-08,3,4,1,73,5,False
2010-11-09,3,4,1,63,6,False
2010-11-10,3,6,1,79,14,False
2010-11-11,1,8,1,74,7,False
2010-11-12,3,4,1,70,8,False
2010-11-13,3,5,1,51,6,False
2010-11-14,3,3,2,44,5,False
2010-11-15,2,3,1,80,4,False
2010-11-16,3,4,3,75,6,False
2010-11-17,4,3,0,88,5,False
2010-11-18,4,5,1,69,3,False
2010-11-19,3,3,0,70,6,False
2010-11-20,1,4,0,46,4,False
2010-11-21,6,8,0,59,5,False
2010-11-22,2,3,3,72,4,False
2010-11-23,1,6,0,69,7,False
2010-11-24,1,1,1,49,5,False
2010-11-25,1,4,2,37,5,False
2010-11-26,1,4,1,37,5,False
2010-11-27,1,3,0,44,4,False
2010-11-28,2,4,1,45,1,False
2010-11-29,2,2,4,63,8,False
2010-11-30,3,4,1,81,6,False
2010-12-01,2,6,1,77,6,False
2010-12-02,3,6,1,73,5,False
2010-12-03,3,4,0,57,3,False
2010-12-04,1,4,1,41,5,False
2010-12-05,3,3,1,37,3,False
2010-12-06,3,6,0,75,9,False
2010-12-07,3,3,3,66,5,False
2010-12-08,3,4,0,74,5,False
2010-12-09,4,2,1,66,6,False
2010-12-10,2,4,1,73,8,False
2010-12-11,4,3,1,48,3,False
2010-12-12,0,4,2,38,6,False
2010-12-13,1,3,2,55,6,False
2010-12-14,6,4,1,70,3,False
2010-12-15,2,3,3,80,2,False
2010-12-16,3,3,1,80,4,False
2010-12-17,1,3,0,70,4,False
2010-12-18,0,6,1,40,4,False
2010-12-19,3,3,0,43,6,False
2010-12-20,3,1,0,62,3,False
2010-12-21,0,1,0,51,10,False
2010-12-22,1,4,0,48,4,False
2010-12-23,1,4,0,47,4,False
2010-12-24,1,4,0,39,3,False
2010-12-25,1,4,1,26,6,False
2010-12-26,0,4,0,33,4,False
2010-12-27,2,6,0,55,3,False
2010-12-28,2,1,0,55,6,False
2010-12-29,1,7,0,57,7,False
2010-12-30,3,5,2,51,6,False
