date,blackmail,bribe,bum,commoner,corrupt,isPartial
2009-07-25,5,3,59,0,45,False
2009-07-26,8,11,24,0,46,False
2009-07-27,10,5,48,0,55,False
2009-07-28,9,2,50,2,53,False
2009-07-29,7,9,65,0,58,False
2009-07-30,11,4,49,4,69,False
2009-07-31,13,2,43,0,50,False
2009-08-01,11,3,62,0,54,False
2009-08-02,19,5,71,3,49,False
2009-08-03,12,9,47,2,59,False
2009-08-04,8,7,54,0,56,False
2009-08-05,7,0,54,3,59,False
2009-08-06,11,2,44,4,62,False
2009-08-07,11,2,64,2,49,False
2009-08-08,16,8,59,3,53,False
2009-08-09,13,5,73,0,40,False
2009-08-10,16,7,57,2,57,False
2009-08-11,10,9,44,2,60,False
2009-08-12,9,2,39,0,53,False
2009-08-13,10,0,51,0,54,False
2009-08-14,11,6,47,2,54,False
2009-08-15,8,5,69,0,45,False
2009-08-16,16,5,51,3,59,False
2009-08-17,17,3,35,0,70,False
2009-08-18,13,0,59,0,69,False
2009-08-19,9,3,31,0,66,False
2009-08-20,12,3,41,2,51,False
2009-08-21,20,2,57,0,68,False
2009-08-22,23,10,63,0,38,False
2009-08-23,23,0,66,0,72,False
2009-08-24,10,2,47,2,56,False
2009-08-25,7,2,59,2,78,False
2009-08-26,12,5,62,3,81,False
2009-08-27,24,2,55,3,55,False
2009-08-28,7,4,45,2,63,False
2009-08-29,17,0,58,0,31,False
2009-08-30,13,0,68,3,60,False
2009-08-31,20,3,48,0,68,False
2009-09-01,18,5,53,3,61,False
2009-09-02,7,10,39,3,62,False
2009-09-03,15,10,53,5,55,False
2009-09-04,11,0,42,0,62,False
2009-09-05,3,5,63,3,65,False
2009-09-06,11,8,86,0,59,False
2009-09-07,18,2,57,0,39,False
2009-09-08,7,5,65,0,70,False
2009-09-09,8,5,53,0,76,False
2009-09-10,11,7,46,2,65,False
2009-09-11,9,14,64,5,92,False
2009-09-12,22,10,46,0,46,False
2009-09-13,29,7,57,0,65,False
2009-09-14,8,5,39,0,73,False
2009-09-15,11,11,37,0,89,False
2009-09-16,10,0,46,0,75,False
2009-09-17,13,3,36,2,80,False
2009-09-18,16,12,57,2,73,False
2009-09-19,10,5,51,5,54,False
2009-09-20,15,2,64,2,74,False
2009-09-21,11,0,46,0,67,False
2009-09-22,8,0,14,0,59,False
2009-09-23,11,6,60,0,66,False
2009-09-24,13,5,52,3,77,False
2009-09-25,14,5,49,0,55,False
2009-09-26,5,7,56,0,39,False
2009-09-27,14,7,38,0,67,False
2009-09-28,3,8,34,2,56,False
2009-09-29,5,3,40,2,61,False
2009-09-30,14,5,57,2,52,False
2009-10-01,11,2,41,2,67,False
2009-10-02,79,4,53,2,63,False
2009-10-03,51,10,65,0,43,False
2009-10-04,58,2,43,2,58,False
2009-10-05,34,3,32,2,58,False
2009-10-06,25,2,52,0,70,False
2009-10-07,16,2,36,0,50,False
2009-10-08,10,5,34,0,66,False
2009-10-09,15,7,41,0,57,False
2009-10-10,7,10,39,0,51,False
2009-10-11,20,2,54,0,59,False
2009-10-12,8,5,48,0,60,False
2009-10-13,8,0,39,3,51,False
2009-10-14,8,3,53,0,56,False
2009-10-15,8,10,46,5,67,False
2009-10-16,12,5,43,0,50,False
2009-10-17,17,0,60,0,41,False
2009-10-18,24,5,59,0,55,False
2009-10-19,17,6,52,0,60,False
2009-10-20,8,5,34,2,59,False
2009-10-21,9,8,45,2,56,False
2009-10-22,16,11,60,0,56,False
2009-10-23,3,3,45,0,62,False
2009-10-24,12,2,55,0,64,False
2009-10-25,14,0,87,5,54,False
2009-10-26,20,5,60,0,74,False
2009-10-27,9,6,33,2,52,False
2009-10-28,11,8,47,0,67,False
2009-10-29,9,3,74,0,80,False
2009-10-30,7,7,49,2,65,False
2009-10-31,15,15,56,2,65,False
2009-11-01,2,8,40,0,83,False
2009-11-02,13,2,45,0,72,False
2009-11-03,12,8,41,2,76,False
2009-11-04,3,5,48,0,80,False
2009-11-05,0,5,44,2,69,False
2009-11-06,7,10,41,0,66,False
2009-11-07,16,9,61,0,51,False
2009-11-08,26,9,56,0,68,False
2009-11-09,14,32,49,2,66,False
2009-11-10,11,9,40,5,49,False
2009-11-11,27,11,43,0,73,False
2009-11-12,14,3,40,2,61,False
2009-11-13,16,13,52,0,75,False
2009-11-14,14,16,64,0,46,False
2009-11-15,23,7,48,2,48,False
2009-11-16,14,17,42,0,66,False
2009-11-17,13,1,40,3,88,False
2009-11-18,11,14,39,2,73,False
2009-11-19,11,9,56,0,96,False
2009-11-20,10,7,41,0,64,False
2009-11-21,11,11,40,2,52,False
2009-11-22,5,7,44,0,50,False
2009-11-23,12,14,52,3,69,False
2009-11-24,9,6,40,3,48,False
2009-11-25,5,5,41,0,60,False
2009-11-26,10,2,44,0,34,False
2009-11-27,4,11,46,0,44,False
2009-11-28,9,5,47,2,47,False
2009-11-29,11,2,59,0,57,False
2009-11-30,10,3,49,0,73,False
2009-12-01,7,10,44,0,69,False
2009-12-02,10,4,54,0,75,False
2009-12-03,6,4,54,0,66,False
2009-12-04,9,3,44,2,55,False
2009-12-05,22,0,62,0,64,False
2009-12-06,11,4,47,0,42,False
2009-12-07,13,3,42,1,84,False
2009-12-08,17,1,44,1,70,False
2009-12-09,12,6,58,0,80,False
2009-12-10,5,9,37,0,64,False
2009-12-11,11,5,43,0,66,False
2009-12-12,18,15,55,0,53,False
2009-12-13,13,7,79,0,34,False
2009-12-14,11,2,41,5,57,False
2009-12-15,10,6,34,0,74,False
2009-12-16,11,2,40,3,71,False
2009-12-17,8,5,32,2,61,False
2009-12-18,9,10,57,5,64,False
2009-12-19,19,7,63,0,53,False
2009-12-20,21,14,84,0,50,False
2009-12-21,7,5,51,0,61,False
2009-12-22,10,12,75,0,54,False
2009-12-23,7,4,54,0,63,False
2009-12-24,16,5,42,2,49,False
2009-12-25,12,9,62,0,40,False
2009-12-26,13,5,53,8,53,False
2009-12-27,13,8,42,0,62,False
2009-12-28,4,2,66,0,51,False
2009-12-29,18,7,51,0,46,False
2009-12-30,13,0,56,0,60,False
2009-12-31,14,0,66,2,64,False
2010-01-01,22,3,47,3,41,False
2010-01-02,9,5,53,0,70,False
2010-01-03,11,7,61,2,55,False
2010-01-04,3,3,40,3,59,False
2010-01-05,11,2,44,0,65,False
2010-01-06,22,6,38,0,52,False
2010-01-07,11,3,29,2,62,False
2010-01-08,16,2,44,2,62,False
2010-01-09,9,2,56,0,71,False
2010-01-10,15,2,100,0,40,False
2010-01-11,15,3,60,2,57,False
2010-01-12,7,3,55,0,69,False
2010-01-13,13,3,46,0,62,False
2010-01-14,11,3,44,0,78,False
2010-01-15,12,8,40,0,73,False
2010-01-16,6,4,43,0,63,False
2010-01-17,4,7,73,2,49,False
2010-01-18,13,3,64,0,71,False
2010-01-19,4,7,32,3,54,False
2010-01-20,9,9,67,1,73,False
2010-01-21,7,6,53,13,51,False
2010-01-22,12,5,40,2,67,False
2010-01-23,21,8,55,4,49,False
2010-01-24,15,6,38,9,71,False
2010-01-25,13,6,52,4,64,False
2010-01-26,6,4,44,0,57,False
2010-01-27,6,6,31,0,60,False
2010-01-28,9,4,43,0,52,False
2010-01-29,17,11,50,0,67,False
2010-01-30,18,6,66,2,49,False
2010-01-31,8,4,61,2,50,False
2010-02-01,11,10,39,0,57,False
2010-02-02,8,1,43,0,65,False
2010-02-03,10,3,41,0,60,False
2010-02-04,9,1,53,0,64,False
2010-02-05,13,7,41,0,65,False
2010-02-06,8,8,55,0,55,False
2010-02-07,12,0,69,0,64,False
2010-02-08,7,1,46,0,67,False
2010-02-09,6,3,42,4,70,False
2010-02-10,13,7,55,3,48,False
2010-02-11,7,3,39,0,60,False
2010-02-12,11,6,46,2,43,False
2010-02-13,8,2,61,0,42,False
2010-02-14,15,7,46,0,44,False
2010-02-15,12,3,53,2,66,False
2010-02-16,9,3,52,0,64,False
2010-02-17,6,7,65,1,86,False
2010-02-18,10,4,49,4,80,False
2010-02-19,11,5,47,2,79,False
2010-02-20,12,6,41,2,41,False
2010-02-21,17,15,54,2,42,False
2010-02-22,18,3,47,0,61,False
2010-02-23,14,8,42,1,69,False
2010-02-24,8,1,55,3,51,False
2010-02-25,19,6,47,3,59,False
2010-02-26,9,4,43,1,65,False
2010-02-27,12,2,47,0,57,False
2010-02-28,15,10,56,0,52,False
2010-03-01,14,4,47,0,50,False
2010-03-02,13,0,53,1,72,False
2010-03-03,6,6,50,1,74,False
2010-03-04,7,3,52,1,42,False
2010-03-05,8,8,60,0,58,False
2010-03-06,19,15,54,2,54,False
2010-03-07,9,2,53,2,46,False
2010-03-08,13,7,33,1,64,False
2010-03-09,7,4,27,3,54,False
2010-03-10,14,1,61,0,57,False
2010-03-11,14,4,52,3,69,False
2010-03-12,9,1,60,12,78,False
2010-03-13,19,2,50,0,61,False
2010-03-14,13,4,58,0,51,False
2010-03-15,12,4,39,4,66,False
2010-03-16,13,7,51,1,69,False
2010-03-17,5,2,50,0,62,False
2010-03-18,14,6,41,0,68,False
2010-03-19,10,3,53,0,51,False
2010-03-20,15,2,59,0,50,False
2010-03-21,9,6,49,2,56,False
2010-03-22,13,7,50,0,61,False
2010-03-23,8,10,31,0,68,False
2010-03-24,9,3,36,4,60,False
2010-03-25,6,9,51,1,54,False
2010-03-26,12,5,42,0,61,False
2010-03-27,7,7,59,0,39,False
2010-03-28,19,4,78,2,47,False
2010-03-29,13,3,45,1,71,False
2010-03-30,10,8,40,3,74,False
2010-03-31,12,7,49,0,49,False
2010-04-01,5,0,63,5,62,False
2010-04-02,9,2,71,2,53,False
2010-04-03,7,5,62,0,56,False
2010-04-04,0,5,69,0,49,False
2010-04-05,13,3,42,1,55,False
2010-04-06,3,4,45,4,58,False
2010-04-07,12,4,52,0,41,False
2010-04-08,16,4,51,3,38,False
2010-04-09,14,9,52,2,44,False
2010-04-10,11,4,52,0,52,False
2010-04-11,17,4,48,2,50,False
2010-04-12,6,4,57,1,40,False
2010-04-13,16,4,44,0,62,False
2010-04-14,14,6,52,1,52,False
2010-04-15,13,7,48,1,53,False
2010-04-16,8,6,65,2,44,False
2010-04-17,13,6,54,0,69,False
2010-04-18,15,2,50,0,52,False
2010-04-19,3,4,69,1,61,False
2010-04-20,6,7,38,0,57,False
