date,gain,generosity,gift,gold,guide,isPartial
2014-06-07,3,0,7,14,14,False
2014-06-08,3,0,8,14,16,False
2014-06-09,3,0,7,14,15,False
2014-06-10,3,0,8,13,14,False
2014-06-11,3,0,8,13,13,False
2014-06-12,2,0,9,13,14,False
2014-06-13,3,0,8,13,13,False
2014-06-14,3,0,9,14,14,False
2014-06-15,3,0,9,14,15,False
2014-06-16,3,0,7,14,14,False
2014-06-17,3,0,7,13,14,False
2014-06-18,3,0,7,14,14,False
2014-06-19,3,0,7,14,13,False
2014-06-20,2,0,7,14,13,False
2014-06-21,2,0,7,14,14,False
2014-06-22,3,0,6,14,16,False
2014-06-23,3,0,6,14,14,False
2014-06-24,3,0,7,13,13,False
2014-06-25,2,0,7,13,14,False
2014-06-26,3,0,6,13,13,False
2014-06-27,3,0,7,14,13,False
2014-06-28,3,0,6,14,14,False
2014-06-29,3,0,6,14,15,False
2014-06-30,3,0,6,13,14,False
2014-07-01,3,0,6,14,14,False
2014-07-02,3,0,7,14,13,False
2014-07-03,3,0,6,13,13,False
2014-07-04,3,0,5,13,13,False
2014-07-05,3,0,6,13,14,False
2014-07-06,3,0,6,14,16,False
2014-07-07,3,0,7,14,14,False
2014-07-08,3,0,7,13,14,False
2014-07-09,3,0,7,13,14,False
2014-07-10,3,0,7,13,14,False
2014-07-11,3,0,6,14,13,False
2014-07-12,3,0,7,14,14,False
2014-07-13,3,0,6,15,15,False
2014-07-14,3,0,6,14,14,False
2014-07-15,3,0,7,14,14,False
2014-07-16,3,0,7,14,14,False
2014-07-17,3,0,7,14,14,False
2014-07-18,3,0,7,14,14,False
2014-07-19,2,0,7,15,15,False
2014-07-20,3,0,7,15,16,False
2014-07-21,3,0,7,14,14,False
2014-07-22,3,0,7,14,14,False
2014-07-23,3,0,7,14,14,False
2014-07-24,3,0,7,13,14,False
2014-07-25,3,0,7,14,13,False
2014-07-26,3,0,7,15,14,False
2014-07-27,3,0,7,14,15,False
2014-07-28,3,0,7,14,15,False
2014-07-29,3,0,7,14,14,False
2014-07-30,3,0,7,14,15,False
2014-07-31,3,0,7,14,13,False
2014-08-01,2,0,7,14,13,False
2014-08-02,2,0,7,14,14,False
2014-08-03,3,0,7,15,16,False
2014-08-04,3,0,7,14,15,False
2014-08-05,3,0,7,14,15,False
2014-08-06,3,0,7,13,14,False
2014-08-07,3,0,7,13,15,False
2014-08-08,2,0,7,14,15,False
2014-08-09,3,0,7,14,14,False
2014-08-10,3,0,6,14,16,False
2014-08-11,3,0,6,13,14,False
2014-08-12,3,0,7,12,13,False
2014-08-13,3,0,7,13,14,False
2014-08-14,3,0,7,14,14,False
2014-08-15,3,0,6,13,13,False
2014-08-16,2,0,7,14,15,False
2014-08-17,2,0,6,14,16,False
2014-08-18,3,0,7,14,14,False
2014-08-19,3,0,7,13,14,False
