date,charity,community,compensate,compensation,contribute,isPartial
2008-11-13,4,75,0,5,0,False
2008-11-14,4,67,0,4,1,False
2008-11-15,3,49,0,2,1,False
2008-11-16,3,48,0,2,0,False
2008-11-17,4,76,0,5,1,False
2008-11-18,4,71,0,5,1,False
2008-11-19,4,73,0,4,1,False
2008-11-20,4,63,0,5,1,False
2008-11-21,4,61,0,5,1,False
2008-11-22,4,46,0,3,1,False
2008-11-23,4,47,0,3,1,False
2008-11-24,5,67,0,4,1,False
2008-11-25,4,63,0,4,1,False
2008-11-26,3,52,0,3,1,False
2008-11-27,3,31,0,2,0,False
2008-11-28,3,40,0,1,0,False
2008-11-29,3,40,0,2,0,False
2008-11-30,2,45,0,2,1,False
2008-12-01,4,75,0,4,1,False
2008-12-02,5,73,0,4,1,False
2008-12-03,5,71,0,5,1,False
2008-12-04,4,70,0,5,0,False
2008-12-05,5,66,0,4,1,False
2008-12-06,3,48,0,2,0,False
2008-12-07,4,48,0,3,1,False
2008-12-08,5,72,0,4,1,False
2008-12-09,4,70,0,5,1,False
2008-12-10,4,69,0,5,1,False
2008-12-11,4,72,0,4,1,False
2008-12-12,4,64,0,5,1,False
2008-12-13,3,47,0,2,1,False
2008-12-14,4,46,0,2,1,False
2008-12-15,5,70,0,4,1,False
2008-12-16,4,70,0,5,1,False
2008-12-17,5,65,0,4,1,False
2008-12-18,5,68,0,5,1,False
2008-12-19,4,64,0,4,0,False
2008-12-20,4,45,0,2,0,False
2008-12-21,4,43,0,2,0,False
2008-12-22,4,61,0,4,0,False
2008-12-23,3,55,0,3,0,False
2008-12-24,4,47,0,2,0,False
2008-12-25,3,30,0,2,0,False
2008-12-26,3,46,0,2,0,False
2008-12-27,4,43,0,2,0,False
2008-12-28,2,46,0,2,0,False
2008-12-29,4,67,0,4,1,False
2008-12-30,4,62,0,4,0,False
2008-12-31,4,58,0,3,0,False
2009-01-01,2,45,0,2,0,False
2009-01-02,3,67,0,3,1,False
2009-01-03,3,54,0,2,1,False
2009-01-04,3,59,0,2,0,False
2009-01-05,4,100,0,6,1,False
2009-01-06,3,89,0,5,0,False
2009-01-07,3,88,0,5,0,False
2009-01-08,4,86,0,4,1,False
2009-01-09,3,77,0,4,1,False
2009-01-10,2,57,0,2,0,False
2009-01-11,2,61,0,2,1,False
2009-01-12,3,91,0,5,1,False
2009-01-13,3,90,0,4,1,False
2009-01-14,3,88,0,4,0,False
2009-01-15,3,80,0,5,1,False
2009-01-16,3,73,0,4,1,False
2009-01-17,2,54,0,2,0,False
2009-01-18,3,53,0,3,1,False
2009-01-19,3,67,0,4,0,False
2009-01-20,3,80,0,5,1,False
2009-01-21,4,84,0,5,1,False
2009-01-22,4,84,0,4,1,False
2009-01-23,3,74,0,5,1,False
2009-01-24,3,55,0,3,1,False
2009-01-25,3,55,0,2,0,False
2009-01-26,4,79,0,4,1,False
2009-01-27,3,78,0,5,1,False
2009-01-28,3,80,0,4,0,False
2009-01-29,4,75,0,5,1,False
2009-01-30,3,63,0,6,1,False
2009-01-31,3,54,0,2,1,False
2009-02-01,3,49,0,3,0,False
2009-02-02,4,73,0,5,1,False
2009-02-03,4,80,0,5,1,False
2009-02-04,3,75,0,6,1,False
2009-02-05,3,73,0,6,1,False
2009-02-06,3,67,0,4,1,False
2009-02-07,3,50,0,4,1,False
2009-02-08,2,53,0,2,1,False
2009-02-09,4,73,0,5,1,False
2009-02-10,3,74,0,4,1,False
2009-02-11,4,69,0,6,1,False
2009-02-12,3,66,0,5,1,False
2009-02-13,3,60,0,4,1,False
2009-02-14,2,43,0,2,1,False
2009-02-15,3,51,0,2,1,False
2009-02-16,3,68,0,5,1,False
2009-02-17,4,72,0,5,1,False
2009-02-18,4,75,0,5,1,False
2009-02-19,4,76,0,5,1,False
2009-02-20,3,69,0,4,1,False
2009-02-21,3,52,0,3,1,False
2009-02-22,3,56,0,2,0,False
2009-02-23,3,76,0,5,1,False
2009-02-24,4,75,0,5,1,False
2009-02-25,3,76,0,5,1,False
2009-02-26,4,74,0,5,1,False
2009-02-27,3,70,0,4,1,False
2009-02-28,3,51,0,2,1,False
2009-03-01,3,54,0,3,1,False
