date,charity,community,compensate,compensation,contribute,isPartial
2009-03-02,4,81,0,5,1,False
2009-03-03,4,77,0,5,1,False
2009-03-04,4,72,0,4,1,False
2009-03-05,3,69,0,4,1,False
2009-03-06,3,69,0,4,1,False
2009-03-07,3,48,0,2,1,False
2009-03-08,3,51,0,3,0,False
2009-03-09,3,74,0,5,1,False
2009-03-10,4,78,0,5,1,False
2009-03-11,3,76,0,4,1,False
2009-03-12,3,73,0,4,1,False
2009-03-13,3,64,0,4,1,False
2009-03-14,2,51,0,2,0,False
2009-03-15,3,52,0,3,1,False
2009-03-16,4,74,0,6,1,False
2009-03-17,3,72,0,5,1,False
2009-03-18,3,71,0,5,1,False
2009-03-19,3,68,0,5,1,False
2009-03-20,3,64,0,4,1,False
2009-03-21,3,52,0,3,1,False
2009-03-22,3,53,0,3,1,False
2009-03-23,4,80,0,6,1,False
2009-03-24,3,76,0,5,1,False
2009-03-25,3,76,0,5,1,False
2009-03-26,3,71,0,4,1,False
2009-03-27,3,66,0,4,1,False
2009-03-28,3,52,0,3,0,False
2009-03-29,2,49,0,2,1,False
2009-03-30,4,81,0,4,1,False
2009-03-31,4,78,0,4,1,False
2009-04-01,3,75,0,4,1,False
2009-04-02,3,71,0,5,1,False
2009-04-03,3,69,0,4,1,False
2009-04-04,3,55,0,2,0,False
2009-04-05,3,52,0,3,1,False
2009-04-06,4,77,0,5,1,False
2009-04-07,4,76,0,5,1,False
2009-04-08,3,75,0,5,1,False
2009-04-09,3,68,0,4,1,False
2009-04-10,3,65,0,3,1,False
2009-04-11,2,52,0,3,0,False
2009-04-12,2,53,0,2,1,False
2009-04-13,3,80,0,4,1,False
2009-04-14,4,77,0,5,1,False
2009-04-15,4,75,0,4,1,False
2009-04-16,4,72,0,5,1,False
2009-04-17,4,68,0,5,1,False
2009-04-18,3,49,0,2,1,False
2009-04-19,2,50,0,2,0,False
2009-04-20,4,78,0,5,1,False
2009-04-21,4,77,0,4,1,False
2009-04-22,3,76,0,5,1,False
2009-04-23,4,75,0,4,1,False
2009-04-24,3,65,0,4,1,False
2009-04-25,3,49,0,2,0,False
2009-04-26,2,52,0,2,0,False
2009-04-27,4,74,0,4,1,False
2009-04-28,4,75,0,5,1,False
2009-04-29,4,76,0,3,0,False
2009-04-30,4,68,0,5,1,False
2009-05-01,3,68,0,5,1,False
2009-05-02,3,49,0,3,1,False
2009-05-03,3,50,0,2,0,False
2009-05-04,3,80,0,4,1,False
2009-05-05,4,75,0,5,1,False
2009-05-06,4,74,0,4,0,False
2009-05-07,3,73,0,4,1,False
2009-05-08,3,69,0,5,1,False
2009-05-09,3,50,0,2,0,False
2009-05-10,2,43,0,2,0,False
2009-05-11,4,79,0,5,1,False
2009-05-12,3,78,0,5,1,False
2009-05-13,4,75,0,4,1,False
2009-05-14,4,74,0,3,1,False
2009-05-15,4,70,0,3,1,False
2009-05-16,3,52,0,2,0,False
2009-05-17,4,54,0,3,0,False
2009-05-18,3,79,0,3,1,False
2009-05-19,3,79,0,5,1,False
2009-05-20,3,74,0,4,0,False
2009-05-21,3,66,0,4,0,False
2009-05-22,3,63,0,4,0,False
2009-05-23,2,44,0,1,0,False
2009-05-24,2,42,0,2,0,False
2009-05-25,3,46,0,2,1,False
2009-05-26,4,75,0,5,0,False
2009-05-27,4,78,0,4,1,False
2009-05-28,3,71,0,5,1,False
2009-05-29,4,65,0,4,0,False
2009-05-30,3,49,0,2,0,False
2009-05-31,3,53,0,2,1,False
2009-06-01,4,79,0,5,1,False
2009-06-02,3,74,0,5,1,False
2009-06-03,4,69,0,4,1,False
2009-06-04,3,65,0,5,1,False
2009-06-05,3,63,0,4,0,False
2009-06-06,2,47,0,2,0,False
2009-06-07,2,49,0,2,1,False
2009-06-08,3,70,0,4,1,False
2009-06-09,3,67,0,5,1,False
2009-06-10,3,71,0,5,0,False
2009-06-11,3,67,0,4,1,False
2009-06-12,3,62,0,3,0,False
2009-06-13,2,51,0,2,0,False
2009-06-14,3,49,0,2,0,False
2009-06-15,3,75,0,5,0,False
2009-06-16,4,71,0,5,1,False
2009-06-17,3,73,0,4,0,False
2009-06-18,3,69,0,4,1,False
2009-06-19,3,60,0,4,1,False
2009-06-20,3,45,0,2,0,False
2009-06-21,3,45,0,3,0,False
2009-06-22,3,72,0,4,0,False
2009-06-23,4,73,0,5,1,False
2009-06-24,4,70,0,4,0,False
2009-06-25,3,64,0,4,1,False
2009-06-26,3,58,0,4,0,False
2009-06-27,3,49,0,2,0,False
2009-06-28,3,47,0,2,1,False
2009-06-29,3,72,0,4,0,False
2009-06-30,3,70,0,5,0,False
2009-07-01,3,64,0,4,0,False
2009-07-02,3,60,0,4,0,False
2009-07-03,2,49,0,2,0,False
2009-07-04,3,41,0,1,0,False
2009-07-05,3,46,0,3,0,False
2009-07-06,3,71,0,5,1,False
2009-07-07,3,70,0,4,1,False
2009-07-08,4,69,0,4,1,False
2009-07-09,4,69,0,5,0,False
2009-07-10,3,63,0,4,1,False
2009-07-11,3,46,0,2,0,False
2009-07-12,2,52,0,2,0,False
2009-07-13,4,74,0,5,1,False
2009-07-14,4,74,0,4,1,False
2009-07-15,4,71,0,5,1,False
2009-07-16,3,72,0,5,0,False
2009-07-17,3,61,0,4,1,False
2009-07-18,2,50,0,2,0,False
2009-07-19,3,52,0,2,0,False
2009-07-20,4,75,0,5,0,False
2009-07-21,3,70,0,4,0,False
2009-07-22,3,69,0,4,0,False
2009-07-23,3,70,0,5,0,False
2009-07-24,3,62,0,4,0,False
2009-07-25,3,49,0,2,0,False
2009-07-26,3,47,0,3,0,False
2009-07-27,3,77,0,5,1,False
2009-07-28,3,71,0,4,0,False
2009-07-29,3,71,0,5,0,False
2009-07-30,3,71,0,5,1,False
2009-07-31,3,63,0,4,0,False
2009-08-01,2,49,0,2,0,False
2009-08-02,2,51,0,3,0,False
2009-08-03,3,80,0,5,0,False
2009-08-04,3,78,0,5,0,False
2009-08-05,3,75,0,5,0,False
2009-08-06,3,69,0,5,1,False
2009-08-07,4,69,0,4,0,False
2009-08-08,2,50,0,3,0,False
2009-08-09,3,51,0,3,0,False
