date,liquidation,pollution,poor,poverty,race,isPartial
2004-09-11,1,1,4,2,30,False
2004-09-12,1,5,4,4,42,False
2004-09-13,1,3,5,4,29,False
2004-09-14,1,3,6,3,28,False
2004-09-15,1,3,5,5,38,False
2004-09-16,1,4,5,4,30,False
2004-09-17,0,7,2,3,26,False
2004-09-18,1,3,5,1,34,False
2004-09-19,1,4,7,4,32,False
2004-09-20,0,6,5,4,32,False
2004-09-21,1,5,6,5,38,False
2004-09-22,1,3,4,4,70,False
2004-09-23,1,3,6,4,40,False
2004-09-24,1,4,6,5,29,False
2004-09-25,1,1,6,2,31,False
2004-09-26,0,5,6,3,31,False
2004-09-27,1,5,5,4,31,False
2004-09-28,1,5,6,5,27,False
2004-09-29,1,6,7,6,27,False
2004-09-30,0,6,7,6,26,False
2004-10-01,0,4,4,3,29,False
2004-10-02,0,2,5,3,30,False
2004-10-03,2,2,4,4,33,False
2004-10-04,0,7,5,4,29,False
2004-10-05,0,5,6,4,25,False
2004-10-06,1,5,5,5,21,False
2004-10-07,1,4,6,5,22,False
2004-10-08,1,2,5,3,24,False
2004-10-09,0,4,7,3,27,False
2004-10-10,1,2,3,3,28,False
2004-10-11,0,5,5,4,27,False
2004-10-12,0,6,7,4,21,False
2004-10-13,1,4,6,4,23,False
2004-10-14,1,5,6,4,26,False
2004-10-15,0,5,6,3,26,False
2004-10-16,0,3,5,2,34,False
2004-10-17,0,5,6,4,25,False
2004-10-18,1,5,6,4,26,False
2004-10-19,1,5,8,6,28,False
2004-10-20,1,5,7,7,30,False
2004-10-21,1,4,5,4,25,False
2004-10-22,2,6,5,4,24,False
2004-10-23,1,3,7,1,25,False
2004-10-24,1,4,5,5,32,False
2004-10-25,1,4,5,5,28,False
2004-10-26,1,7,5,4,28,False
2004-10-27,0,4,5,5,29,False
2004-10-28,1,5,5,4,24,False
2004-10-29,1,2,4,2,31,False
2004-10-30,1,1,3,2,27,False
2004-10-31,1,5,5,3,31,False
2004-11-01,1,7,5,5,33,False
2004-11-02,1,3,10,4,49,False
2004-11-03,1,5,5,6,59,False
2004-11-04,1,8,6,3,29,False
2004-11-05,1,6,7,5,21,False
2004-11-06,1,3,4,3,20,False
2004-11-07,1,4,7,3,25,False
2004-11-08,1,6,7,8,26,False
2004-11-09,0,0,0,0,0,True
2004-11-10,1,8,6,5,22,False
2004-11-11,1,7,5,3,20,False
2004-11-12,1,5,6,5,20,False
2004-11-13,1,3,5,4,19,False
2004-11-14,0,4,4,4,26,False
2004-11-15,1,7,5,7,20,False
2004-11-16,1,9,6,4,25,False
2004-11-17,0,8,8,5,41,False
2004-11-18,1,7,4,5,22,False
2004-11-19,2,7,8,4,22,False
2004-11-20,1,2,5,4,23,False
2004-11-21,1,5,5,6,27,False
2004-11-22,1,7,7,6,22,False
2004-11-23,1,6,5,4,23,False
2004-11-24,1,3,6,4,30,False
2004-11-25,1,3,3,3,23,False
2004-11-26,1,1,3,2,24,False
2004-11-27,1,3,3,3,20,False
2004-11-28,1,3,6,3,26,False
2004-11-29,1,5,4,4,21,False
2004-11-30,0,8,7,4,23,False
2004-12-01,1,7,5,6,30,False
2004-12-02,1,8,5,5,24,False
2004-12-03,1,7,5,5,19,False
2004-12-04,1,3,6,2,18,False
2004-12-05,1,5,6,4,19,False
2004-12-06,1,7,5,6,19,False
2004-12-07,1,7,7,6,22,False
2004-12-08,0,9,6,6,27,False
2004-12-09,1,9,6,5,22,False
2004-12-10,2,6,6,4,22,False
2004-12-11,1,3,6,4,23,False
2004-12-12,2,4,7,5,19,False
2004-12-13,1,6,8,5,21,False
2004-12-14,1,3,5,4,19,False
2004-12-15,1,8,5,4,35,False
2004-12-16,1,5,5,3,25,False
2004-12-17,1,3,5,3,22,False
2004-12-18,2,2,4,2,21,False
2004-12-19,2,2,6,3,17,False
2004-12-20,1,4,6,3,18,False
2004-12-21,1,3,6,2,20,False
2004-12-22,1,2,3,2,30,False
2004-12-23,1,2,5,3,24,False
2004-12-24,1,1,3,1,21,False
2004-12-25,1,0,4,1,22,False
2004-12-26,2,0,2,0,23,False
2004-12-27,1,1,4,2,21,False
2004-12-28,1,2,4,3,16,False
2004-12-29,1,1,4,2,22,False
2004-12-30,1,1,3,3,22,False
2004-12-31,0,1,5,2,16,False
2005-01-01,1,2,4,3,20,False
2005-01-02,1,3,4,2,24,False
2005-01-03,2,3,5,3,20,False
2005-01-04,1,4,4,3,22,False
2005-01-05,1,4,3,4,30,False
2005-01-06,1,4,5,4,17,False
2005-01-07,1,5,5,4,18,False
2005-01-08,1,1,6,0,18,False
2005-01-09,1,4,4,2,16,False
2005-01-10,2,5,5,4,20,False
2005-01-11,1,5,4,4,19,False
2005-01-12,1,5,5,4,28,False
2005-01-13,2,4,5,3,23,False
2005-01-14,2,3,3,4,18,False
2005-01-15,1,1,6,0,21,False
2005-01-16,1,3,6,2,26,False
2005-01-17,2,3,3,2,19,False
2005-01-18,1,6,5,3,22,False
2005-01-19,0,5,7,4,30,False
2005-01-20,1,4,5,3,21,False
2005-01-21,1,5,6,3,21,False
2005-01-22,2,1,4,3,26,False
2005-01-23,2,2,5,3,23,False
2005-01-24,1,5,6,3,21,False
2005-01-25,1,4,5,4,22,False
2005-01-26,1,4,5,3,29,False
2005-01-27,1,5,5,3,20,False
2005-01-28,2,3,4,2,20,False
2005-01-29,1,3,6,2,19,False
2005-01-30,1,2,4,4,19,False
2005-01-31,1,5,7,5,19,False
2005-02-01,1,5,5,3,20,False
2005-02-02,0,5,5,5,30,False
2005-02-03,1,5,5,4,19,False
2005-02-04,2,4,6,4,22,False
2005-02-05,0,4,4,4,22,False
2005-02-06,1,3,4,4,20,False
2005-02-07,1,4,7,5,24,False
2005-02-08,1,7,6,4,28,False
2005-02-09,1,5,4,3,52,False
2005-02-10,1,5,5,3,28,False
2005-02-11,1,4,7,3,25,False
2005-02-12,1,1,5,2,22,False
2005-02-13,1,3,5,4,25,False
2005-02-14,0,4,5,4,25,False
2005-02-15,1,6,6,4,23,False
2005-02-16,1,5,6,5,24,False
2005-02-17,2,6,5,6,23,False
2005-02-18,1,5,3,4,21,False
2005-02-19,1,2,4,4,29,False
2005-02-20,2,2,6,3,28,False
2005-02-21,1,3,8,3,25,False
2005-02-22,1,4,6,4,26,False
2005-02-23,1,4,4,4,21,False
2005-02-24,1,3,4,5,23,False
2005-02-25,0,4,6,4,26,False
2005-02-26,1,2,4,3,26,False
2005-02-27,1,4,6,5,31,False
2005-02-28,1,6,5,7,24,False
2005-03-01,1,5,6,4,28,False
2005-03-02,1,6,5,5,44,False
2005-03-03,1,5,5,5,29,False
2005-03-04,1,6,6,4,27,False
2005-03-05,1,3,4,4,27,False
2005-03-06,0,5,6,4,29,False
2005-03-07,1,6,5,4,30,False
2005-03-08,1,5,6,5,28,False
2005-03-09,1,7,6,6,38,False
2005-03-10,1,7,5,4,25,False
2005-03-11,1,5,7,5,23,False
2005-03-12,1,2,5,3,27,False
2005-03-13,1,4,7,3,25,False
2005-03-14,1,6,5,4,24,False
2005-03-15,1,5,6,4,27,False
