date,costliness,costly,debtor,default,depression,isPartial
2016-07-08,0,0,1,39,39,False
2016-07-09,0,0,0,24,40,False
2016-07-10,0,0,1,24,38,False
2016-07-11,0,1,1,38,44,False
2016-07-12,0,0,1,42,42,False
2016-07-13,0,0,1,37,37,False
2016-07-14,0,0,0,41,43,False
2016-07-15,0,0,1,36,39,False
2016-07-16,0,1,0,23,41,False
2016-07-17,0,0,0,22,41,False
2016-07-18,0,1,0,40,43,False
2016-07-19,0,0,0,41,42,False
2016-07-20,0,0,1,39,44,False
2016-07-21,0,0,1,44,47,False
2016-07-22,0,0,1,38,40,False
2016-07-23,0,0,0,24,34,False
2016-07-24,0,0,0,21,44,False
2016-07-25,0,0,0,38,45,False
2016-07-26,0,0,1,43,44,False
2016-07-27,0,1,1,44,42,False
2016-07-28,0,0,0,41,41,False
2016-07-29,0,0,1,38,40,False
2016-07-30,0,0,0,21,38,False
2016-07-31,0,0,0,22,44,False
2016-08-01,0,0,1,37,46,False
2016-08-02,0,1,0,39,44,False
2016-08-03,0,0,0,44,46,False
2016-08-04,0,1,1,43,40,False
2016-08-05,0,0,0,38,38,False
2016-08-06,0,0,0,22,34,False
2016-08-07,0,0,0,24,42,False
2016-08-08,0,0,1,40,41,False
2016-08-09,0,0,1,37,42,False
2016-08-10,0,0,0,42,42,False
2016-08-11,0,1,0,49,35,False
2016-08-12,0,0,1,40,38,False
2016-08-13,0,0,0,21,36,False
2016-08-14,0,0,0,22,40,False
2016-08-15,0,0,1,35,42,False
2016-08-16,0,1,1,41,40,False
2016-08-17,0,0,1,42,41,False
2016-08-18,0,0,1,38,39,False
2016-08-19,0,1,1,36,39,False
2016-08-20,0,1,0,24,37,False
2016-08-21,0,0,0,22,37,False
2016-08-22,0,0,1,40,44,False
2016-08-23,0,0,0,40,44,False
2016-08-24,0,0,1,43,44,False
2016-08-25,0,0,1,39,48,False
2016-08-26,0,0,1,36,44,False
2016-08-27,0,1,1,24,42,False
2016-08-28,0,1,0,23,51,False
2016-08-29,0,0,1,37,72,False
2016-08-30,0,0,1,41,83,False
2016-08-31,0,1,1,40,100,False
2016-09-01,0,1,1,43,60,False
2016-09-02,0,0,0,38,45,False
2016-09-03,0,0,0,23,40,False
2016-09-04,0,0,0,21,40,False
2016-09-05,0,1,0,23,50,False
2016-09-06,0,1,1,39,54,False
2016-09-07,0,1,1,41,48,False
2016-09-08,0,1,1,40,52,False
2016-09-09,0,1,1,36,47,False
