date,contribution,cooperative,donate,donation,economize,isPartial
2017-03-19,16,6,22,28,0,False
2017-03-20,21,11,21,30,0,False
2017-03-21,23,11,21,29,0,False
2017-03-22,21,9,20,29,0,False
2017-03-23,19,11,22,24,0,False
2017-03-24,15,11,19,26,0,False
2017-03-25,13,6,20,24,0,False
2017-03-26,18,4,22,28,0,False
2017-03-27,23,10,24,31,0,False
2017-03-28,23,11,22,29,0,False
2017-03-29,24,12,21,31,0,False
2017-03-30,20,9,23,26,0,False
2017-03-31,20,9,21,28,0,False
2017-04-01,14,6,21,26,0,False
2017-04-02,16,6,20,25,0,False
2017-04-03,20,12,23,29,0,False
2017-04-04,23,9,25,30,0,False
2017-04-05,21,12,25,29,0,False
2017-04-06,23,10,22,29,0,False
2017-04-07,20,9,21,26,0,False
2017-04-08,16,7,20,26,0,False
2017-04-09,17,5,22,26,0,False
2017-04-10,26,12,21,31,0,False
2017-04-11,24,10,22,31,0,False
2017-04-12,27,9,21,29,0,False
2017-04-13,22,10,21,31,0,False
2017-04-14,24,9,19,27,0,False
2017-04-15,18,5,19,27,0,False
2017-04-16,15,5,18,24,0,False
2017-04-17,30,11,22,33,0,False
2017-04-18,27,12,20,29,0,False
2017-04-19,18,11,23,28,0,False
2017-04-20,17,11,22,28,0,False
2017-04-21,12,10,18,22,0,False
2017-04-22,7,5,23,26,0,False
2017-04-23,10,7,19,23,0,False
2017-04-24,16,11,25,28,0,False
2017-04-25,18,12,21,28,0,False
2017-04-26,15,11,22,25,0,False
2017-04-27,15,10,24,24,0,False
2017-04-28,14,11,22,26,0,False
2017-04-29,9,7,22,23,0,False
2017-04-30,9,6,18,24,0,False
2017-05-01,16,11,24,27,0,False
2017-05-02,19,13,21,25,0,False
2017-05-03,15,10,22,25,0,False
2017-05-04,16,11,20,25,0,False
2017-05-05,13,10,21,24,0,False
2017-05-06,8,7,20,26,0,False
2017-05-07,8,6,21,25,0,False
2017-05-08,15,9,19,25,0,False
2017-05-09,13,11,23,26,0,False
2017-05-10,15,11,22,27,0,False
2017-05-11,13,11,19,24,0,False
2017-05-12,13,9,17,23,0,False
2017-05-13,6,5,18,23,0,False
2017-05-14,7,6,16,18,0,False
2017-05-15,11,11,21,27,0,False
2017-05-16,14,12,19,24,0,False
2017-05-17,12,11,24,26,0,False
2017-05-18,12,11,20,25,0,False
2017-05-19,11,11,21,25,0,False
2017-05-20,5,6,18,23,0,False
2017-05-21,7,5,17,26,0,False
2017-05-22,11,9,23,28,0,False
2017-05-23,13,11,21,28,0,False
2017-05-24,12,10,21,25,0,False
2017-05-25,11,10,21,26,0,False
2017-05-26,10,8,18,24,0,False
2017-05-27,6,7,19,27,0,False
2017-05-28,7,6,19,22,0,False
2017-05-29,7,6,22,24,0,False
2017-05-30,12,11,21,29,0,False
2017-05-31,14,11,22,25,0,False
2017-06-01,14,10,23,25,0,False
2017-06-02,12,9,19,23,0,False
2017-06-03,7,6,21,28,0,False
2017-06-04,8,4,21,26,0,False
2017-06-05,11,10,23,32,0,False
2017-06-06,12,10,22,28,0,False
2017-06-07,13,10,22,28,0,False
2017-06-08,11,8,20,27,0,False
2017-06-09,10,9,18,27,0,False
