date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2017-03-19,0,9,62,0,10,False
2017-03-20,2,24,26,0,11,False
2017-03-21,1,28,25,0,16,False
2017-03-22,1,29,23,0,12,False
2017-03-23,2,22,23,0,13,False
2017-03-24,2,17,32,0,15,False
2017-03-25,0,5,37,0,9,False
2017-03-26,1,9,41,0,11,False
2017-03-27,3,31,28,0,14,False
2017-03-28,1,23,28,0,16,False
2017-03-29,1,25,24,0,14,False
2017-03-30,1,21,21,0,10,False
2017-03-31,1,22,21,0,11,False
2017-04-01,0,7,33,0,10,False
2017-04-02,2,7,37,0,13,False
2017-04-03,1,22,25,0,13,False
2017-04-04,2,22,24,0,15,False
2017-04-05,1,19,22,0,14,False
2017-04-06,2,23,17,0,12,False
2017-04-07,1,21,24,0,11,False
2017-04-08,0,7,26,0,9,False
2017-04-09,0,6,30,0,11,False
2017-04-10,1,21,22,0,12,False
2017-04-11,1,18,28,0,14,False
2017-04-12,1,17,34,0,10,False
2017-04-13,2,20,29,0,14,False
2017-04-14,1,11,38,0,10,False
2017-04-15,1,8,42,0,9,False
2017-04-16,1,8,49,0,6,False
2017-04-17,1,18,31,1,13,False
2017-04-18,1,23,28,0,15,False
2017-04-19,1,19,32,0,14,False
2017-04-20,1,25,28,0,11,False
2017-04-21,1,20,28,0,12,False
2017-04-22,1,9,42,0,7,False
2017-04-23,1,9,38,0,9,False
2017-04-24,1,27,28,0,12,False
2017-04-25,0,52,45,1,11,False
2017-04-26,1,35,60,0,14,False
2017-04-27,1,31,57,0,12,False
2017-04-28,1,19,52,0,11,False
2017-04-29,0,10,88,0,10,False
2017-04-30,1,11,100,0,9,False
2017-05-01,1,23,56,0,14,False
2017-05-02,2,26,48,0,13,False
2017-05-03,1,22,46,0,10,False
2017-05-04,2,31,47,0,12,False
2017-05-05,2,24,39,0,15,False
2017-05-06,1,8,55,0,8,False
2017-05-07,1,8,71,0,10,False
2017-05-08,1,25,41,0,14,False
2017-05-09,0,23,33,0,13,False
2017-05-10,2,22,29,0,12,False
2017-05-11,1,24,26,0,13,False
2017-05-12,0,18,32,0,11,False
2017-05-13,2,6,53,0,7,False
2017-05-14,2,5,47,0,8,False
2017-05-15,1,16,33,0,9,False
2017-05-16,1,16,29,0,7,False
2017-05-17,2,15,25,0,12,False
2017-05-18,2,18,27,0,15,False
2017-05-19,2,14,22,0,10,False
2017-05-20,0,4,33,0,5,False
2017-05-21,1,7,42,0,5,False
2017-05-22,1,17,31,0,12,False
2017-05-23,1,12,21,0,9,False
2017-05-24,0,16,25,0,9,False
2017-05-25,1,16,37,0,10,False
2017-05-26,1,18,24,0,14,False
2017-05-27,1,5,33,0,9,False
2017-05-28,1,5,36,0,6,False
2017-05-29,1,5,38,0,6,False
2017-05-30,0,15,32,0,11,False
2017-05-31,0,13,36,0,9,False
2017-06-01,1,14,24,0,10,False
2017-06-02,1,14,19,0,9,False
2017-06-03,0,5,33,0,10,False
2017-06-04,1,3,45,0,6,False
2017-06-05,2,13,25,0,10,False
2017-06-06,2,11,25,0,9,False
2017-06-07,1,14,21,0,12,False
2017-06-08,0,14,14,0,9,False
2017-06-09,1,12,17,0,9,False
2017-06-10,2,3,30,0,6,False
2017-06-11,1,3,33,0,4,False
2017-06-12,0,10,22,0,6,False
2017-06-13,1,11,36,0,10,False
2017-06-14,1,12,21,0,12,False
2017-06-15,0,11,24,0,11,False
2017-06-16,0,9,22,0,10,False
2017-06-17,0,5,34,0,7,False
2017-06-18,1,2,34,0,9,False
2017-06-19,0,12,25,0,11,False
2017-06-20,0,9,24,0,11,False
2017-06-21,1,9,19,0,9,False
2017-06-22,1,13,25,0,9,False
2017-06-23,1,8,20,0,8,False
2017-06-24,1,6,26,0,5,False
2017-06-25,0,5,33,0,8,False
2017-06-26,1,11,20,0,7,False
2017-06-27,1,9,23,0,14,False
