date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2006-10-13,10,52,8,40,1,False
2006-10-14,5,50,4,30,0,False
2006-10-15,12,34,4,21,1,False
2006-10-16,15,59,3,36,2,False
2006-10-17,13,68,3,41,0,False
2006-10-18,8,56,2,45,1,False
2006-10-19,12,46,3,41,1,False
2006-10-20,11,51,4,45,1,False
2006-10-21,8,56,4,26,0,False
2006-10-22,9,31,2,18,2,False
2006-10-23,13,63,3,39,1,False
2006-10-24,12,62,4,35,0,False
2006-10-25,10,57,5,54,1,False
2006-10-26,13,48,2,41,1,False
2006-10-27,4,47,3,40,1,False
2006-10-28,8,37,3,15,1,False
2006-10-29,21,35,4,19,0,False
2006-10-30,13,58,3,37,1,False
2006-10-31,12,47,6,44,1,False
2006-11-01,9,64,3,37,1,False
2006-11-02,10,54,3,36,1,False
2006-11-03,9,57,3,44,0,False
2006-11-04,11,28,1,25,1,False
2006-11-05,9,39,2,20,0,False
2006-11-06,7,57,2,36,0,False
2006-11-07,10,54,2,37,0,False
2006-11-08,11,48,4,36,1,False
2006-11-09,11,46,4,43,1,False
2006-11-10,9,62,5,31,1,False
2006-11-11,7,44,2,13,1,False
2006-11-12,9,50,1,22,1,False
2006-11-13,12,71,2,38,1,False
2006-11-14,9,65,3,34,2,False
2006-11-15,11,63,3,45,2,False
2006-11-16,11,48,3,43,0,False
2006-11-17,11,46,4,33,1,False
2006-11-18,7,40,2,17,0,False
2006-11-19,10,47,2,16,1,False
2006-11-20,10,57,4,35,1,False
2006-11-21,9,63,5,43,0,False
2006-11-22,8,59,4,36,1,False
2006-11-23,7,38,0,12,0,False
2006-11-24,8,82,1,23,1,False
2006-11-25,7,62,2,23,0,False
2006-11-26,11,34,7,18,0,False
2006-11-27,6,57,3,27,1,False
2006-11-28,11,61,3,43,0,False
2006-11-29,14,58,3,36,0,False
2006-11-30,10,56,4,41,0,False
2006-12-01,11,51,3,36,1,False
2006-12-02,9,42,2,17,1,False
2006-12-03,12,32,2,24,1,False
2006-12-04,10,67,3,35,1,False
2006-12-05,13,51,5,34,0,False
2006-12-06,9,48,5,44,0,False
2006-12-07,13,45,4,34,0,False
2006-12-08,13,44,3,27,2,False
2006-12-09,6,29,3,23,1,False
2006-12-10,8,36,0,17,2,False
2006-12-11,13,50,4,37,1,False
2006-12-12,9,44,2,33,1,False
2006-12-13,6,54,3,40,1,False
2006-12-14,13,46,3,33,0,False
2006-12-15,13,57,2,31,1,False
2006-12-16,11,43,0,14,1,False
2006-12-17,5,32,0,18,2,False
2006-12-18,11,54,2,41,1,False
2006-12-19,9,44,2,35,0,False
2006-12-20,11,37,3,35,1,False
2006-12-21,9,42,6,47,0,False
2006-12-22,9,46,6,34,0,False
2006-12-23,7,36,4,12,1,False
2006-12-24,4,23,4,13,0,False
2006-12-25,8,45,7,11,0,False
2006-12-26,4,100,3,30,0,False
2006-12-27,4,75,2,40,0,False
2006-12-28,10,60,5,36,0,False
2006-12-29,6,70,3,37,0,False
2006-12-30,6,59,1,20,0,False
2006-12-31,3,42,3,8,1,False
2007-01-01,4,52,3,11,2,False
2007-01-02,8,79,4,40,0,False
2007-01-03,8,71,3,42,1,False
2007-01-04,7,67,3,43,0,False
2007-01-05,9,70,7,35,0,False
2007-01-06,7,56,2,20,0,False
2007-01-07,8,37,4,24,0,False
2007-01-08,15,63,3,38,1,False
2007-01-09,9,47,2,37,1,False
2007-01-10,10,52,3,41,0,False
2007-01-11,10,49,5,35,0,False
2007-01-12,8,69,5,38,1,False
2007-01-13,10,40,2,17,0,False
2007-01-14,4,35,2,20,0,False
2007-01-15,6,68,2,28,0,False
2007-01-16,11,64,2,40,1,False
2007-01-17,11,61,3,45,0,False
2007-01-18,11,63,4,40,0,False
2007-01-19,12,61,4,33,1,False
2007-01-20,9,38,3,19,2,False
2007-01-21,9,28,2,29,0,False
2007-01-22,7,56,3,37,0,False
2007-01-23,11,55,3,47,0,False
2007-01-24,10,48,2,38,0,False
2007-01-25,6,54,2,41,0,False
2007-01-26,14,63,3,39,1,False
2007-01-27,9,34,4,35,0,False
2007-01-28,10,31,1,29,1,False
2007-01-29,9,49,2,34,1,False
2007-01-30,13,56,3,38,1,False
2007-01-31,11,56,3,37,0,False
2007-02-01,12,49,3,37,1,False
2007-02-02,12,49,3,39,1,False
2007-02-03,10,38,8,22,0,False
2007-02-04,8,31,3,24,0,False
2007-02-05,7,53,3,41,1,False
2007-02-06,9,48,3,41,1,False
2007-02-07,11,51,2,40,0,False
2007-02-08,11,55,3,41,0,False
2007-02-09,10,50,5,36,0,False
2007-02-10,8,32,4,33,1,False
2007-02-11,7,29,2,21,0,False
2007-02-12,12,49,1,29,0,False
2007-02-13,8,43,2,36,0,False
2007-02-14,6,48,3,30,0,False
2007-02-15,7,58,2,37,0,False
2007-02-16,10,61,2,41,0,False
2007-02-17,3,30,3,20,0,False
2007-02-18,7,47,4,24,0,False
2007-02-19,12,61,2,29,0,False
2007-02-20,9,56,5,37,0,False
2007-02-21,13,52,4,44,1,False
2007-02-22,8,53,3,44,0,False
2007-02-23,12,54,2,43,0,False
2007-02-24,7,53,1,27,1,False
2007-02-25,10,30,1,22,1,False
2007-02-26,12,59,3,38,0,False
2007-02-27,10,64,2,39,0,False
2007-02-28,14,53,5,37,0,False
2007-03-01,8,57,3,44,1,False
2007-03-02,9,54,2,28,0,False
2007-03-03,8,40,0,22,0,False
2007-03-04,9,39,4,22,0,False
2007-03-05,13,57,5,48,0,False
2007-03-06,11,61,4,35,0,False
2007-03-07,14,68,4,47,0,False
2007-03-08,11,56,5,42,0,False
2007-03-09,8,48,4,32,0,False
2007-03-10,8,46,4,27,0,False
2007-03-11,6,36,1,26,1,False
2007-03-12,14,62,3,39,0,False
2007-03-13,11,57,2,57,0,False
2007-03-14,9,55,3,41,0,False
2007-03-15,9,58,5,35,1,False
2007-03-16,11,41,4,45,0,False
2007-03-17,11,43,5,33,0,False
2007-03-18,6,34,3,22,1,False
2007-03-19,5,73,5,43,1,False
2007-03-20,13,63,3,45,0,False
2007-03-21,8,59,5,40,1,False
2007-03-22,10,55,2,45,1,False
2007-03-23,16,51,3,41,1,False
2007-03-24,8,58,3,32,0,False
2007-03-25,10,37,1,28,1,False
2007-03-26,11,71,3,37,0,False
2007-03-27,13,65,4,45,0,False
2007-03-28,15,56,2,37,0,False
2007-03-29,11,55,2,34,0,False
2007-03-30,14,50,2,31,1,False
2007-03-31,9,49,2,26,1,False
2007-04-01,5,46,6,23,1,False
2007-04-02,10,68,1,35,0,False
2007-04-03,10,68,4,37,1,False
2007-04-04,8,59,3,36,1,False
2007-04-05,8,51,1,36,0,False
2007-04-06,9,55,1,34,0,False
2007-04-07,5,43,3,28,1,False
2007-04-08,6,31,2,20,0,False
2007-04-09,8,59,3,38,0,False
2007-04-10,14,49,2,42,0,False
