date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2009-07-25,0,33,17,20,0,False
2009-07-26,0,17,7,7,3,False
2009-07-27,0,26,6,11,6,False
2009-07-28,0,10,8,21,0,False
2009-07-29,0,13,6,6,6,False
2009-07-30,0,15,9,11,2,False
2009-07-31,0,21,14,7,5,False
2009-08-01,0,17,3,7,0,False
2009-08-02,0,37,3,13,0,False
2009-08-03,0,26,4,11,2,False
2009-08-04,0,21,4,15,6,False
2009-08-05,0,24,2,19,2,False
2009-08-06,0,18,2,9,2,False
2009-08-07,0,28,7,12,2,False
2009-08-08,3,20,7,16,3,False
2009-08-09,0,17,3,7,3,False
2009-08-10,0,13,9,22,6,False
2009-08-11,0,27,11,21,11,False
2009-08-12,0,24,9,11,6,False
2009-08-13,0,20,11,11,2,False
2009-08-14,0,33,7,14,2,False
2009-08-15,0,37,3,13,3,False
2009-08-16,0,17,3,3,3,False
2009-08-17,0,21,6,6,2,False
2009-08-18,0,21,8,6,0,False
2009-08-19,0,24,4,11,2,False
2009-08-20,0,28,7,24,0,False
2009-08-21,0,9,2,20,0,False
2009-08-22,0,19,6,10,0,False
2009-08-23,0,13,6,6,0,False
2009-08-24,0,21,8,15,2,False
2009-08-25,0,12,2,14,4,False
2009-08-26,0,13,6,15,8,False
2009-08-27,0,23,2,8,0,False
2009-08-28,0,29,4,13,9,False
2009-08-29,0,12,12,18,0,False
2009-08-30,0,6,6,6,0,False
2009-08-31,0,25,2,27,0,False
2009-09-01,2,21,2,17,4,False
2009-09-02,0,37,8,14,6,False
2009-09-03,0,25,2,25,2,False
2009-09-04,0,23,2,18,2,False
2009-09-05,0,22,6,39,0,False
2009-09-06,0,30,10,17,0,False
2009-09-07,0,23,3,26,6,False
2009-09-08,0,10,16,26,4,False
2009-09-09,2,26,8,38,2,False
2009-09-10,0,18,0,12,0,False
2009-09-11,0,26,4,19,2,False
2009-09-12,0,18,3,9,3,False
2009-09-13,0,12,6,27,0,False
2009-09-14,0,8,4,22,6,False
2009-09-15,0,25,2,41,6,False
2009-09-16,0,22,2,24,0,False
2009-09-17,0,16,4,16,2,False
2009-09-18,0,9,4,17,7,False
2009-09-19,0,21,9,18,3,False
2009-09-20,0,24,12,27,0,False
2009-09-21,6,22,100,22,8,False
2009-09-22,0,22,55,31,10,False
2009-09-23,0,12,28,26,2,False
2009-09-24,0,12,14,36,8,False
2009-09-25,0,22,9,30,2,False
2009-09-26,0,21,21,18,0,False
2009-09-27,0,30,18,24,3,False
2009-09-28,0,34,12,34,2,False
2009-09-29,0,12,12,29,8,False
2009-09-30,0,16,16,28,6,False
2009-10-01,0,22,12,30,6,False
2009-10-02,2,26,11,13,4,False
2009-10-03,3,21,12,24,0,False
2009-10-04,0,33,3,15,9,False
2009-10-05,2,14,12,16,8,False
2009-10-06,0,17,8,25,6,False
2009-10-07,0,18,10,32,0,False
2009-10-08,0,6,4,24,8,False
2009-10-09,0,23,4,17,4,False
2009-10-10,0,9,6,21,3,False
2009-10-11,0,9,3,0,3,False
2009-10-12,0,17,8,17,2,False
2009-10-13,0,14,8,19,0,False
2009-10-14,0,27,10,31,6,False
2009-10-15,0,25,4,35,2,False
2009-10-16,0,17,6,34,11,False
2009-10-17,0,12,9,12,3,False
2009-10-18,0,12,15,29,0,False
2009-10-19,0,26,14,26,0,False
2009-10-20,0,29,10,31,6,False
2009-10-21,0,17,8,25,6,False
2009-10-22,0,12,12,22,4,False
2009-10-23,2,31,12,17,2,False
2009-10-24,0,26,6,3,0,False
2009-10-25,0,26,15,23,3,False
2009-10-26,0,15,10,10,2,False
2009-10-27,0,15,9,23,11,False
2009-10-28,0,29,8,19,4,False
2009-10-29,0,16,6,17,8,False
2009-10-30,0,17,8,30,2,False
2009-10-31,0,36,6,3,0,False
2009-11-01,0,38,6,16,0,False
2009-11-02,0,14,8,24,6,False
2009-11-03,0,17,2,25,6,False
2009-11-04,6,27,11,19,2,False
2009-11-05,0,13,4,25,4,False
2009-11-06,2,19,8,19,2,False
2009-11-07,0,20,20,23,3,False
2009-11-08,0,23,3,32,0,False
2009-11-09,0,15,10,23,2,False
2009-11-10,2,34,17,17,0,False
2009-11-11,0,22,16,18,8,False
2009-11-12,0,19,8,23,6,False
2009-11-13,0,18,18,12,4,False
2009-11-14,0,23,14,3,3,False
2009-11-15,0,20,6,23,0,False
2009-11-16,0,13,10,30,4,False
2009-11-17,0,7,7,20,0,False
2009-11-18,2,9,6,28,6,False
2009-11-19,2,15,8,25,2,False
2009-11-20,0,14,6,16,4,False
2009-11-21,0,11,11,3,0,False
2009-11-22,0,11,11,11,0,False
2009-11-23,0,11,8,17,0,False
2009-11-24,0,15,8,34,6,False
2009-11-25,0,15,4,13,4,False
2009-11-26,0,18,0,9,0,False
2009-11-27,0,17,14,11,3,False
2009-11-28,3,38,21,9,0,False
2009-11-29,0,6,20,3,0,False
2009-11-30,0,13,4,17,0,False
2009-12-01,0,15,13,26,7,False
2009-12-02,0,24,6,20,4,False
2009-12-03,4,6,8,13,4,False
2009-12-04,2,32,10,28,4,False
2009-12-05,0,30,11,14,0,False
2009-12-06,0,14,11,30,3,False
2009-12-07,0,28,11,22,4,False
2009-12-08,0,15,13,16,5,False
2009-12-09,0,26,13,22,5,False
2009-12-10,0,13,11,22,2,False
2009-12-11,0,10,18,18,6,False
2009-12-12,0,19,25,16,8,False
2009-12-13,0,28,8,30,3,False
2009-12-14,0,21,13,9,2,False
2009-12-15,0,11,2,18,7,False
2009-12-16,0,17,8,27,2,False
2009-12-17,2,12,12,16,4,False
2009-12-18,0,10,17,21,2,False
2009-12-19,0,14,6,14,0,False
2009-12-20,0,18,9,24,0,False
2009-12-21,0,13,6,11,0,False
2009-12-22,0,30,9,9,2,False
2009-12-23,2,14,5,7,2,False
2009-12-24,0,20,12,9,3,False
2009-12-25,0,23,8,8,0,False
2009-12-26,0,17,13,7,3,False
2009-12-27,0,32,13,19,0,False
2009-12-28,2,2,7,7,5,False
2009-12-29,0,35,13,11,0,False
2009-12-30,2,29,14,20,0,False
2009-12-31,0,27,7,27,2,False
2010-01-01,0,14,3,31,0,False
2010-01-02,0,11,14,17,3,False
2010-01-03,0,34,3,11,0,False
2010-01-04,0,15,12,21,0,False
2010-01-05,0,11,6,17,11,False
2010-01-06,0,19,9,6,4,False
2010-01-07,0,10,10,25,4,False
2010-01-08,2,22,8,14,4,False
2010-01-09,0,30,0,11,3,False
2010-01-10,0,25,8,11,0,False
2010-01-11,0,23,4,27,6,False
2010-01-12,0,13,7,17,7,False
2010-01-13,2,15,17,26,4,False
2010-01-14,0,17,4,17,2,False
2010-01-15,2,20,10,29,8,False
2010-01-16,0,27,3,14,0,False
2010-01-17,0,14,14,27,0,False
2010-01-18,0,25,4,16,8,False
2010-01-19,0,23,14,20,5,False
2010-01-20,0,14,4,13,7,False
2010-01-21,0,16,11,27,7,False
2010-01-22,0,19,6,11,11,False
2010-01-23,0,21,18,11,5,False
2010-01-24,0,24,8,16,3,False
2010-01-25,4,25,5,23,7,False
2010-01-26,0,9,9,30,5,False
2010-01-27,2,11,9,20,0,False
2010-01-28,0,18,7,25,2,False
2010-01-29,0,17,9,15,0,False
2010-01-30,0,31,8,5,3,False
2010-01-31,0,18,5,13,3,False
2010-02-01,0,18,7,23,2,False
2010-02-02,0,14,10,16,2,False
2010-02-03,0,23,7,23,7,False
2010-02-04,0,20,5,20,5,False
2010-02-05,0,13,13,15,6,False
2010-02-06,0,28,23,18,0,False
2010-02-07,0,18,13,18,10,False
2010-02-08,0,7,7,15,4,False
2010-02-09,0,12,7,21,3,False
2010-02-10,2,18,9,18,7,False
2010-02-11,0,22,7,18,2,False
2010-02-12,0,19,14,25,4,False
2010-02-13,0,24,0,13,3,False
2010-02-14,0,19,6,19,0,False
2010-02-15,0,30,16,20,4,False
2010-02-16,0,14,18,20,2,False
2010-02-17,2,20,7,25,2,False
2010-02-18,0,23,4,16,4,False
2010-02-19,2,28,11,15,4,False
2010-02-20,0,13,8,23,5,False
2010-02-21,3,13,5,29,0,False
2010-02-22,0,11,11,21,7,False
2010-02-23,0,14,3,16,5,False
2010-02-24,0,17,12,31,5,False
2010-02-25,0,21,7,9,4,False
2010-02-26,0,21,6,13,7,False
2010-02-27,0,33,15,20,5,False
2010-02-28,0,26,10,23,5,False
2010-03-01,4,18,14,11,2,False
2010-03-02,0,19,12,12,4,False
2010-03-03,0,19,12,23,2,False
2010-03-04,0,22,5,20,9,False
2010-03-05,0,28,11,6,0,False
2010-03-06,0,24,8,8,3,False
2010-03-07,3,30,5,24,8,False
2010-03-08,0,13,9,9,7,False
2010-03-09,0,16,21,11,7,False
2010-03-10,2,27,5,20,2,False
2010-03-11,2,22,9,11,5,False
2010-03-12,2,30,6,7,7,False
2010-03-13,0,18,5,13,3,False
2010-03-14,0,13,8,16,3,False
2010-03-15,0,9,18,7,11,False
2010-03-16,2,16,13,14,2,False
2010-03-17,0,22,7,13,9,False
2010-03-18,0,19,4,8,2,False
2010-03-19,0,20,12,14,6,False
2010-03-20,0,22,6,11,6,False
2010-03-21,0,13,16,16,8,False
2010-03-22,0,14,14,25,2,False
2010-03-23,0,14,9,23,2,False
2010-03-24,0,16,9,7,0,False
2010-03-25,0,20,5,24,9,False
2010-03-26,2,21,10,23,4,False
2010-03-27,0,11,5,16,5,False
2010-03-28,0,16,8,5,0,False
2010-03-29,0,9,9,20,4,False
2010-03-30,0,14,4,20,5,False
2010-03-31,0,15,6,17,11,False
2010-04-01,0,19,15,12,10,False
2010-04-02,0,20,20,20,0,False
2010-04-03,0,11,6,3,6,False
2010-04-04,0,15,6,9,3,False
2010-04-05,2,21,4,17,7,False
2010-04-06,0,27,9,16,9,False
2010-04-07,2,16,7,20,4,False
2010-04-08,0,26,7,15,4,False
