date,luxury,meritorious,nobility,nobleman,partner,isPartial
2016-02-01,82,1,2,0,61,False
2016-02-02,73,1,3,1,55,False
2016-02-03,72,1,2,0,56,False
2016-02-04,80,1,3,1,63,False
2016-02-05,73,1,2,0,57,False
2016-02-06,86,0,1,0,53,False
2016-02-07,91,1,2,0,44,False
2016-02-08,75,0,2,1,55,False
2016-02-09,80,1,1,0,56,False
2016-02-10,84,0,2,0,54,False
2016-02-11,79,1,2,1,58,False
2016-02-12,74,1,1,0,55,False
2016-02-13,94,0,1,0,47,False
2016-02-14,90,0,1,0,46,False
2016-02-15,77,0,2,0,57,False
2016-02-16,77,1,2,0,59,False
2016-02-17,80,1,2,0,56,False
2016-02-18,75,1,3,0,51,False
2016-02-19,80,1,2,1,54,False
2016-02-20,84,1,2,0,42,False
2016-02-21,93,0,1,0,48,False
2016-02-22,81,1,5,0,57,False
2016-02-23,77,1,4,0,60,False
2016-02-24,79,0,3,0,52,False
2016-02-25,80,1,3,0,54,False
2016-02-26,75,1,2,0,56,False
2016-02-27,80,0,1,0,49,False
2016-02-28,85,0,2,1,49,False
2016-02-29,75,1,3,1,59,False
2016-03-01,73,1,2,1,54,False
2016-03-02,71,1,2,0,51,False
2016-03-03,77,1,2,0,54,False
2016-03-04,77,1,2,0,53,False
2016-03-05,79,1,1,0,45,False
2016-03-06,88,0,1,0,48,False
2016-03-07,79,1,3,1,56,False
2016-03-08,74,0,2,1,56,False
2016-03-09,81,0,2,2,55,False
2016-03-10,69,0,2,1,55,False
2016-03-11,76,1,2,1,49,False
2016-03-12,85,0,1,0,43,False
2016-03-13,84,0,1,0,42,False
2016-03-14,79,1,2,0,59,False
2016-03-15,78,1,1,0,60,False
2016-03-16,74,0,1,1,51,False
2016-03-17,75,1,2,0,53,False
2016-03-18,75,1,2,1,55,False
2016-03-19,83,0,1,1,45,False
2016-03-20,93,1,2,1,49,False
2016-03-21,82,1,2,0,57,False
2016-03-22,78,0,2,0,60,False
2016-03-23,73,1,2,0,51,False
2016-03-24,83,1,1,1,59,False
2016-03-25,78,0,1,1,54,False
2016-03-26,82,0,1,0,43,False
2016-03-27,84,0,2,0,42,False
2016-03-28,82,1,2,1,60,False
2016-03-29,75,1,2,1,65,False
2016-03-30,76,1,2,0,55,False
2016-03-31,76,1,2,0,61,False
2016-04-01,73,0,2,0,54,False
2016-04-02,90,0,2,0,51,False
2016-04-03,88,0,3,0,46,False
2016-04-04,84,0,2,0,52,False
2016-04-05,75,1,2,0,59,False
2016-04-06,79,0,2,1,58,False
2016-04-07,77,1,2,0,59,False
2016-04-08,79,1,3,1,52,False
2016-04-09,83,1,1,0,48,False
2016-04-10,90,1,2,0,44,False
2016-04-11,80,1,2,1,56,False
2016-04-12,82,1,2,0,66,False
2016-04-13,84,0,2,0,59,False
2016-04-14,74,0,2,1,59,False
2016-04-15,75,1,2,0,48,False
2016-04-16,84,0,1,0,50,False
2016-04-17,91,0,2,0,48,False
2016-04-18,78,0,2,0,56,False
2016-04-19,78,1,1,0,59,False
2016-04-20,77,1,2,1,58,False
2016-04-21,72,1,2,0,54,False
2016-04-22,72,1,1,0,45,False
2016-04-23,81,1,1,1,49,False
2016-04-24,95,0,2,0,46,False
2016-04-25,85,0,1,1,51,False
2016-04-26,74,1,2,0,58,False
2016-04-27,74,1,2,0,57,False
2016-04-28,78,1,1,0,54,False
2016-04-29,74,1,1,0,53,False
2016-04-30,73,0,1,1,51,False
2016-05-01,86,1,2,1,49,False
2016-05-02,77,1,1,1,50,False
2016-05-03,82,1,1,1,58,False
2016-05-04,77,1,2,0,56,False
2016-05-05,80,1,1,0,53,False
2016-05-06,78,1,1,1,53,False
2016-05-07,85,1,1,0,45,False
2016-05-08,92,0,1,0,35,False
2016-05-09,85,1,2,0,52,False
2016-05-10,83,1,2,0,57,False
2016-05-11,79,1,2,0,55,False
2016-05-12,83,1,2,0,50,False
2016-05-13,75,1,2,0,57,False
2016-05-14,85,1,1,0,45,False
2016-05-15,81,0,1,0,42,False
2016-05-16,89,1,2,1,48,False
2016-05-17,80,1,2,0,58,False
2016-05-18,84,1,1,1,58,False
2016-05-19,80,1,2,0,50,False
2016-05-20,80,0,2,1,47,False
2016-05-21,87,1,2,1,47,False
2016-05-22,97,1,3,0,47,False
2016-05-23,83,1,1,1,52,False
2016-05-24,84,1,1,0,54,False
2016-05-25,80,1,2,0,59,False
2016-05-26,81,1,2,0,51,False
2016-05-27,80,0,1,1,46,False
2016-05-28,82,0,1,0,46,False
2016-05-29,94,0,2,0,42,False
2016-05-30,94,1,2,0,42,False
2016-05-31,86,1,1,0,52,False
2016-06-01,82,1,2,0,49,False
2016-06-02,78,1,1,0,52,False
2016-06-03,79,1,1,0,51,False
2016-06-04,89,0,1,0,45,False
2016-06-05,92,1,2,0,44,False
2016-06-06,88,1,2,1,53,False
2016-06-07,83,1,2,0,53,False
2016-06-08,79,0,2,0,48,False
2016-06-09,83,1,2,0,56,False
2016-06-10,81,1,2,0,58,False
2016-06-11,80,0,1,0,45,False
2016-06-12,87,1,2,0,42,False
2016-06-13,84,0,1,0,51,False
2016-06-14,76,1,2,0,57,False
2016-06-15,80,0,1,0,52,False
2016-06-16,80,1,1,0,52,False
2016-06-17,84,0,2,1,49,False
2016-06-18,89,1,2,1,47,False
2016-06-19,94,0,2,0,37,False
2016-06-20,79,1,2,0,55,False
2016-06-21,84,1,2,0,59,False
2016-06-22,83,1,2,0,53,False
2016-06-23,77,1,1,0,55,False
2016-06-24,81,0,1,1,51,False
2016-06-25,95,0,1,1,45,False
2016-06-26,93,1,2,0,47,False
2016-06-27,88,1,1,0,59,False
2016-06-28,89,0,1,0,58,False
2016-06-29,84,1,2,0,56,False
2016-06-30,84,1,2,0,59,False
2016-07-01,77,0,1,0,61,False
2016-07-02,88,0,1,0,41,False
2016-07-03,100,0,2,0,40,False
2016-07-04,93,0,0,0,43,False
2016-07-05,89,0,1,0,59,False
2016-07-06,90,1,2,0,60,False
2016-07-07,84,0,1,0,58,False
2016-07-08,81,1,1,0,53,False
2016-07-09,93,0,1,0,42,False
2016-07-10,97,1,2,0,49,False
2016-07-11,92,0,2,0,55,False
2016-07-12,78,1,1,0,65,False
2016-07-13,91,1,1,0,59,False
2016-07-14,82,1,2,0,57,False
2016-07-15,89,1,1,0,51,False
2016-07-16,91,0,1,0,49,False
2016-07-17,100,0,1,0,45,False
2016-07-18,92,1,1,1,59,False
2016-07-19,84,1,1,0,57,False
2016-07-20,82,1,2,1,56,False
2016-07-21,80,1,2,0,58,False
2016-07-22,86,0,1,0,56,False
2016-07-23,91,0,1,0,46,False
