date,endow,entrepreneurial,equity,fellowship,frugal,isPartial
2017-06-13,1,1,76,40,7,False
2017-06-14,0,2,71,39,8,False
2017-06-15,1,1,73,41,7,False
2017-06-16,0,2,69,39,6,False
2017-06-17,0,1,43,34,8,False
2017-06-18,1,0,48,52,8,False
2017-06-19,0,2,85,37,8,False
2017-06-20,0,2,74,39,7,False
2017-06-21,0,2,72,38,7,False
2017-06-22,0,2,82,36,6,False
2017-06-23,1,1,74,32,6,False
2017-06-24,0,1,47,35,7,False
2017-06-25,1,1,54,60,8,False
2017-06-26,0,2,76,36,6,False
2017-06-27,0,2,80,39,7,False
2017-06-28,1,2,81,40,6,False
2017-06-29,0,2,78,38,7,False
2017-06-30,1,1,71,39,7,False
2017-07-01,0,0,41,36,8,False
2017-07-02,0,2,47,55,7,False
2017-07-03,0,1,59,35,7,False
2017-07-04,0,1,41,30,10,False
2017-07-05,0,1,75,39,7,False
2017-07-06,0,3,82,42,6,False
2017-07-07,0,2,69,35,7,False
2017-07-08,0,0,47,35,6,False
2017-07-09,1,1,54,60,8,False
2017-07-10,1,2,87,48,7,False
2017-07-11,0,1,83,39,8,False
2017-07-12,0,2,82,38,7,False
2017-07-13,0,2,77,37,6,False
2017-07-14,0,1,70,38,8,False
2017-07-15,0,1,48,40,5,False
2017-07-16,0,2,48,65,7,False
2017-07-17,0,1,82,46,7,False
2017-07-18,0,2,79,40,6,False
2017-07-19,1,2,82,41,7,False
2017-07-20,1,3,77,42,7,False
2017-07-21,0,1,74,32,7,False
2017-07-22,0,2,43,38,6,False
2017-07-23,1,1,49,61,8,False
2017-07-24,1,2,77,47,6,False
2017-07-25,1,1,81,43,8,False
2017-07-26,0,2,84,40,8,False
2017-07-27,1,1,82,38,8,False
2017-07-28,1,1,72,38,5,False
2017-07-29,0,1,44,40,9,False
2017-07-30,0,1,45,58,8,False
2017-07-31,1,2,83,41,6,False
2017-08-01,0,2,83,39,7,False
2017-08-02,0,3,82,49,7,False
2017-08-03,0,2,81,43,7,False
2017-08-04,0,1,69,40,10,False
2017-08-05,0,1,41,35,8,False
2017-08-06,0,1,42,59,7,False
2017-08-07,0,3,77,42,8,False
2017-08-08,0,2,81,40,9,False
2017-08-09,0,2,73,47,8,False
2017-08-10,1,1,73,43,7,False
2017-08-11,0,2,68,34,7,False
2017-08-12,0,1,39,36,9,False
2017-08-13,1,0,38,62,7,False
2017-08-14,0,3,76,41,6,False
2017-08-15,0,2,81,44,8,False
2017-08-16,0,2,81,42,6,False
2017-08-17,1,2,70,37,7,False
2017-08-18,1,2,57,37,5,False
2017-08-19,0,2,39,34,8,False
2017-08-20,1,1,38,62,8,False
2017-08-21,0,1,61,32,6,False
2017-08-22,1,4,83,38,8,False
2017-08-23,0,3,80,41,5,False
2017-08-24,0,3,79,38,8,False
2017-08-25,1,2,72,39,7,False
2017-08-26,0,2,40,39,7,False
2017-08-27,0,1,42,56,7,False
2017-08-28,1,3,80,37,6,False
2017-08-29,1,3,84,44,7,False
2017-08-30,1,2,86,46,7,False
2017-08-31,0,3,79,44,9,False
2017-09-01,1,3,67,39,7,False
2017-09-02,0,1,47,35,9,False
2017-09-03,1,1,48,59,9,False
2017-09-04,1,2,55,34,8,False
2017-09-05,0,2,90,40,6,False
2017-09-06,1,3,82,40,8,False
2017-09-07,0,3,89,38,7,False
2017-09-08,0,3,74,38,7,False
2017-09-09,0,2,40,35,6,False
2017-09-10,1,1,52,54,5,False
2017-09-11,1,2,86,45,5,False
2017-09-12,1,3,87,42,8,False
2017-09-13,1,3,96,47,6,False
2017-09-14,0,3,88,45,9,False
2017-09-15,1,2,79,47,8,False
2017-09-16,0,1,56,41,8,False
2017-09-17,1,2,52,67,6,False
2017-09-18,0,2,94,46,7,False
2017-09-19,1,3,91,48,9,False
2017-09-20,1,3,86,46,7,False
2017-09-21,1,3,88,44,8,False
2017-09-22,0,3,79,36,8,False
2017-09-23,1,2,55,37,6,False
2017-09-24,1,3,49,57,9,False
2017-09-25,2,2,89,45,9,False
2017-09-26,1,4,90,40,7,False
2017-09-27,1,3,92,46,9,False
2017-09-28,1,2,82,46,6,False
2017-09-29,0,3,76,42,8,False
2017-09-30,1,2,55,36,8,False
2017-10-01,1,2,51,57,9,False
2017-10-02,1,3,77,43,6,False
2017-10-03,1,2,86,44,9,False
2017-10-04,1,2,97,44,8,False
2017-10-05,1,3,89,51,6,False
2017-10-06,1,3,74,49,7,False
2017-10-07,1,1,44,37,7,False
2017-10-08,1,2,47,56,8,False
2017-10-09,1,3,72,47,7,False
2017-10-10,1,3,91,41,7,False
2017-10-11,1,2,94,47,6,False
2017-10-12,1,3,78,44,10,False
2017-10-13,1,2,72,45,9,False
2017-10-14,1,1,48,41,8,False
2017-10-15,0,1,54,64,9,False
2017-10-16,1,3,81,47,8,False
2017-10-17,1,2,100,42,6,False
2017-10-18,1,2,89,45,7,False
2017-10-19,1,2,87,45,7,False
2017-10-20,0,3,76,39,10,False
2017-10-21,0,2,47,39,8,False
2017-10-22,0,1,48,57,6,False
2017-10-23,1,3,94,42,7,False
2017-10-24,1,2,94,43,9,False
2017-10-25,1,2,89,48,7,False
2017-10-26,0,2,83,42,8,False
2017-10-27,1,2,75,41,8,False
2017-10-28,1,1,49,41,7,False
2017-10-29,1,2,48,55,5,False
2017-10-30,1,2,94,45,8,False
2017-10-31,0,2,87,48,8,False
2017-11-01,1,3,85,41,8,False
2017-11-02,1,2,85,43,9,False
2017-11-03,0,1,76,38,8,False
2017-11-04,1,2,45,37,8,False
2017-11-05,1,1,51,57,7,False
2017-11-06,0,2,83,42,7,False
2017-11-07,0,3,87,45,9,False
2017-11-08,1,2,88,42,5,False
2017-11-09,0,1,83,42,9,False
2017-11-10,0,2,73,44,9,False
2017-11-11,0,1,44,33,8,False
2017-11-12,1,2,50,56,7,False
2017-11-13,1,2,81,47,11,False
2017-11-14,0,2,91,52,8,False
2017-11-15,1,2,92,41,7,False
2017-11-16,0,2,79,41,7,False
2017-11-17,0,3,72,40,7,False
2017-11-18,0,1,48,34,9,False
2017-11-19,0,1,43,59,8,False
2017-11-20,0,2,78,40,7,False
2017-11-21,0,2,82,37,9,False
2017-11-22,0,1,63,33,10,False
2017-11-23,0,1,25,27,9,False
2017-11-24,0,1,39,24,11,False
2017-11-25,0,0,38,27,11,False
2017-11-26,1,1,43,53,9,False
2017-11-27,1,2,78,44,8,False
2017-11-28,1,3,80,35,9,False
2017-11-29,0,3,84,36,6,False
2017-11-30,0,2,87,41,8,False
2017-12-01,0,2,80,41,8,False
2017-12-02,0,1,53,35,7,False
2017-12-03,0,1,47,63,6,False
2017-12-04,0,3,86,42,9,False
2017-12-05,0,3,87,44,7,False
2017-12-06,2,2,83,47,6,False
2017-12-07,0,2,83,49,8,False
2017-12-08,0,2,80,40,7,False
2017-12-09,1,1,51,35,7,False
2017-12-10,1,1,50,58,9,False
2017-12-11,0,2,81,43,9,False
2017-12-12,1,3,94,45,7,False
2017-12-13,2,2,87,46,9,False
