date,hustle,hustler,inflation,jobless,laid,isPartial
2007-06-24,31,72,31,0,28,False
2007-06-25,16,44,46,0,28,False
2007-06-26,26,68,54,1,23,False
2007-06-27,31,41,35,1,32,False
2007-06-28,19,53,42,0,19,False
2007-06-29,29,40,40,1,25,False
2007-06-30,15,83,25,0,17,False
2007-07-01,18,59,24,0,24,False
2007-07-02,19,57,41,0,19,False
2007-07-03,15,40,40,0,19,False
2007-07-04,14,59,39,0,24,False
2007-07-05,25,50,44,3,20,False
2007-07-06,27,59,52,0,27,False
2007-07-07,31,72,27,2,33,False
2007-07-08,29,100,33,0,35,False
2007-07-09,49,63,41,3,24,False
2007-07-10,27,49,49,0,17,False
2007-07-11,15,56,53,0,28,False
2007-07-12,31,77,50,1,24,False
2007-07-13,19,50,36,0,23,False
2007-07-14,4,80,23,2,27,False
2007-07-15,25,56,52,0,21,False
2007-07-16,22,52,50,0,22,False
2007-07-17,23,49,29,1,22,False
2007-07-18,12,43,51,0,18,False
2007-07-19,17,43,50,3,21,False
2007-07-20,23,51,39,0,26,False
2007-07-21,21,44,32,0,23,False
2007-07-22,17,96,41,0,41,False
2007-07-23,30,51,49,0,18,False
2007-07-24,14,35,40,1,14,False
2007-07-25,17,44,38,3,17,False
2007-07-26,18,53,49,0,12,False
2007-07-27,14,41,28,1,25,False
2007-07-28,36,63,32,0,14,False
2007-07-29,29,62,41,0,33,False
2007-07-30,17,45,26,0,23,False
2007-07-31,27,44,44,0,14,False
2007-08-01,22,37,33,0,17,False
2007-08-02,16,45,45,0,24,False
2007-08-03,22,52,39,0,15,False
2007-08-04,22,69,31,0,14,False
2007-08-05,12,83,35,0,19,False
2007-08-06,19,46,27,0,19,False
2007-08-07,20,51,42,1,19,False
2007-08-08,30,48,34,1,19,False
2007-08-09,25,45,30,0,26,False
2007-08-10,21,29,42,1,24,False
2007-08-11,24,51,30,0,30,False
2007-08-12,20,57,43,0,16,False
2007-08-13,12,30,42,0,20,False
2007-08-14,14,58,42,0,21,False
2007-08-15,19,50,44,1,21,False
2007-08-16,5,46,41,0,24,False
2007-08-17,14,56,28,0,32,False
2007-08-18,24,57,42,0,22,False
2007-08-19,35,76,22,0,29,False
2007-08-20,11,36,35,0,24,False
2007-08-21,15,35,31,0,21,False
2007-08-22,9,53,35,3,20,False
2007-08-23,23,39,33,1,18,False
2007-08-24,20,52,42,0,26,False
2007-08-25,12,64,31,0,35,False
2007-08-26,23,66,27,0,21,False
2007-08-27,11,37,31,2,27,False
2007-08-28,21,58,45,1,22,False
2007-08-29,8,48,42,0,11,False
2007-08-30,25,48,62,1,28,False
2007-08-31,14,47,32,0,21,False
2007-09-01,16,58,36,0,28,False
2007-09-02,30,61,34,0,27,False
2007-09-03,19,58,39,0,25,False
2007-09-04,10,44,46,0,20,False
2007-09-05,13,46,39,1,20,False
2007-09-06,18,38,42,1,26,False
2007-09-07,9,40,45,1,17,False
2007-09-08,16,73,33,0,29,False
2007-09-09,16,59,41,0,12,False
2007-09-10,14,37,31,1,23,False
2007-09-11,14,35,44,0,23,False
2007-09-12,13,44,46,0,25,False
2007-09-13,15,35,45,0,22,False
2007-09-14,13,36,52,0,14,False
2007-09-15,20,63,33,0,18,False
2007-09-16,22,44,55,0,35,False
2007-09-17,10,42,49,0,22,False
2007-09-18,18,48,73,2,23,False
2007-09-19,19,44,52,0,25,False
2007-09-20,23,36,68,0,19,False
2007-09-21,18,69,59,1,12,False
2007-09-22,33,62,53,2,18,False
2007-09-23,18,68,36,0,36,False
2007-09-24,14,52,67,1,19,False
2007-09-25,14,48,62,3,24,False
2007-09-26,15,38,48,0,17,False
2007-09-27,14,41,67,4,19,False
2007-09-28,18,53,43,1,15,False
2007-09-29,19,47,43,0,30,False
2007-09-30,31,62,49,0,24,False
2007-10-01,24,37,62,0,33,False
2007-10-02,15,41,65,1,29,False
2007-10-03,18,40,58,0,29,False
2007-10-04,21,41,45,1,14,False
2007-10-05,20,36,42,0,14,False
2007-10-06,30,65,28,0,31,False
2007-10-07,23,42,51,0,22,False
2007-10-08,20,44,52,0,29,False
2007-10-09,8,39,44,1,21,False
2007-10-10,17,43,59,1,23,False
2007-10-11,18,27,50,2,19,False
2007-10-12,25,34,48,1,16,False
2007-10-13,22,59,37,2,22,False
2007-10-14,25,43,50,0,27,False
2007-10-15,13,37,63,2,35,False
2007-10-16,15,35,44,0,24,False
2007-10-17,10,33,57,1,17,False
2007-10-18,21,48,47,1,21,False
2007-10-19,31,32,49,0,20,False
2007-10-20,11,56,49,0,27,False
2007-10-21,4,62,52,0,21,False
2007-10-22,18,35,50,0,26,False
2007-10-23,18,45,42,2,22,False
2007-10-24,20,50,39,0,17,False
2007-10-25,23,55,55,2,20,False
2007-10-26,14,52,42,0,25,False
2007-10-27,28,42,43,2,16,False
2007-10-28,7,77,50,0,30,False
2007-10-29,19,53,44,0,34,False
2007-10-30,18,34,54,0,29,False
2007-10-31,21,43,73,1,14,False
2007-11-01,20,32,65,0,20,False
2007-11-02,11,29,43,0,31,False
2007-11-03,16,51,46,0,21,False
2007-11-04,28,43,43,2,24,False
2007-11-05,17,46,66,0,18,False
2007-11-06,12,48,66,1,24,False
2007-11-07,15,50,64,0,19,False
2007-11-08,17,37,67,1,19,False
2007-11-09,28,48,52,0,28,False
2007-11-10,20,77,41,2,19,False
2007-11-11,24,76,47,0,28,False
2007-11-12,20,47,56,0,15,False
2007-11-13,18,45,57,1,28,False
2007-11-14,17,40,68,0,26,False
2007-11-15,17,35,80,0,30,False
2007-11-16,21,49,61,0,29,False
2007-11-17,20,46,22,0,19,False
2007-11-18,24,66,41,2,19,False
2007-11-19,19,41,59,0,24,False
2007-11-20,19,41,69,0,24,False
2007-11-21,34,42,50,0,22,False
2007-11-22,25,47,35,0,24,False
2007-11-23,24,40,29,0,18,False
2007-11-24,28,70,59,0,28,False
2007-11-25,32,72,45,2,24,False
2007-11-26,21,37,72,0,26,False
2007-11-27,25,26,55,2,29,False
2007-11-28,16,56,62,1,20,False
2007-11-29,13,44,50,1,24,False
2007-11-30,23,48,52,2,22,False
2007-12-01,14,52,51,2,22,False
2007-12-02,25,52,50,2,19,False
2007-12-03,19,39,56,1,25,False
2007-12-04,13,35,52,1,28,False
2007-12-05,16,41,59,1,20,False
2007-12-06,16,37,64,2,21,False
2007-12-07,13,37,57,1,19,False
2007-12-08,24,49,45,0,30,False
2007-12-09,37,45,46,3,26,False
2007-12-10,19,31,85,1,28,False
2007-12-11,11,53,71,1,15,False
2007-12-12,10,35,42,0,31,False
2007-12-13,32,35,70,4,21,False
2007-12-14,23,42,57,1,28,False
2007-12-15,18,79,52,2,26,False
2007-12-16,30,56,43,0,18,False
2007-12-17,24,34,68,0,25,False
2007-12-18,28,43,45,2,18,False
2007-12-19,17,40,41,1,19,False
2007-12-20,29,29,48,2,24,False
2007-12-21,24,38,42,1,26,False
2007-12-22,28,50,28,0,46,False
2007-12-23,29,63,22,0,16,False
2007-12-24,28,64,30,2,21,False
2007-12-25,41,45,25,0,27,False
2007-12-26,16,57,24,0,24,False
2007-12-27,25,52,45,4,16,False
2007-12-28,15,54,32,1,30,False
2007-12-29,31,61,30,0,26,False
2007-12-30,25,49,31,2,33,False
2007-12-31,16,49,26,0,34,False
2008-01-01,13,53,53,0,21,False
2008-01-02,32,41,53,0,26,False
2008-01-03,13,38,37,2,24,False
2008-01-04,26,40,64,5,21,False
2008-01-05,25,35,40,2,22,False
2008-01-06,21,53,29,0,14,False
2008-01-07,15,33,51,0,22,False
2008-01-08,17,34,59,2,15,False
2008-01-09,21,37,58,0,16,False
2008-01-10,15,43,50,4,15,False
2008-01-11,31,34,65,3,27,False
2008-01-12,49,59,33,0,19,False
2008-01-13,40,60,59,2,19,False
2008-01-14,40,52,45,4,9,False
2008-01-15,39,54,74,3,28,False
2008-01-16,35,41,91,1,28,False
2008-01-17,28,45,79,3,22,False
2008-01-18,18,46,73,0,22,False
2008-01-19,34,69,59,2,34,False
2008-01-20,25,44,46,0,19,False
2008-01-21,28,46,50,2,16,False
2008-01-22,35,32,70,1,19,False
2008-01-23,25,35,66,1,31,False
2008-01-24,32,57,41,3,34,False
2008-01-25,18,41,47,0,28,False
2008-01-26,24,52,38,2,24,False
2008-01-27,50,52,44,2,23,False
2008-01-28,26,35,72,1,23,False
2008-01-29,23,47,66,4,29,False
2008-01-30,20,43,64,1,29,False
2008-01-31,21,38,61,3,26,False
2008-02-01,16,37,76,1,23,False
2008-02-02,15,53,41,0,18,False
2008-02-03,32,54,35,0,24,False
2008-02-04,23,41,56,2,18,False
2008-02-05,16,48,64,0,28,False
2008-02-06,33,39,62,4,17,False
2008-02-07,15,35,62,1,15,False
2008-02-08,22,35,61,1,19,False
2008-02-09,31,51,37,0,34,False
2008-02-10,24,53,69,2,20,False
2008-02-11,24,52,62,0,19,False
2008-02-12,24,52,44,1,34,False
2008-02-13,21,46,56,3,27,False
2008-02-14,20,59,49,4,34,False
2008-02-15,23,44,53,1,25,False
2008-02-16,17,68,56,2,31,False
2008-02-17,27,61,44,2,20,False
2008-02-18,24,53,55,0,27,False
2008-02-19,15,42,58,3,24,False
2008-02-20,24,38,80,3,25,False
2008-02-21,17,35,72,3,25,False
2008-02-22,24,36,70,1,23,False
2008-02-23,27,49,37,0,15,False
2008-02-24,36,47,56,2,30,False
2008-02-25,43,37,71,0,16,False
2008-02-26,32,34,71,0,24,False
2008-02-27,26,35,96,1,35,False
2008-02-28,15,40,74,3,23,False
2008-02-29,21,35,88,1,20,False
2008-03-01,26,52,53,0,26,False
2008-03-02,31,42,43,0,39,False
2008-03-03,23,32,71,2,20,False
2008-03-04,20,37,75,0,25,False
2008-03-05,35,46,68,1,20,False
2008-03-06,19,64,74,1,18,False
2008-03-07,15,51,51,2,18,False
2008-03-08,22,57,41,3,29,False
2008-03-09,23,40,44,0,24,False
2008-03-10,25,43,65,1,24,False
2008-03-11,21,36,73,1,21,False
2008-03-12,21,34,70,2,23,False
2008-03-13,24,40,73,5,20,False
2008-03-14,22,46,80,0,30,False
2008-03-15,36,55,55,0,23,False
2008-03-16,22,76,46,0,19,False
2008-03-17,18,42,71,1,23,False
2008-03-18,10,53,73,1,26,False
2008-03-19,31,37,63,0,25,False
