date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2015-02-16,71,76,3,25,1,False
2015-02-17,67,80,4,33,2,False
2015-02-18,63,67,3,36,1,False
2015-02-19,64,73,3,31,1,False
2015-02-20,60,70,4,35,1,False
2015-02-21,73,47,3,18,0,False
2015-02-22,90,41,3,20,1,False
2015-02-23,58,64,2,33,1,False
2015-02-24,60,70,5,31,1,False
2015-02-25,59,72,4,34,1,False
2015-02-26,80,67,4,33,1,False
2015-02-27,63,63,4,33,1,False
2015-02-28,77,45,3,22,0,False
2015-03-01,86,38,3,20,1,False
2015-03-02,65,70,3,35,0,False
2015-03-03,70,62,4,36,1,False
2015-03-04,72,67,4,33,1,False
2015-03-05,69,62,4,31,1,False
2015-03-06,64,67,4,32,1,False
2015-03-07,82,44,2,19,1,False
2015-03-08,86,40,4,20,1,False
2015-03-09,57,78,3,37,1,False
2015-03-10,60,71,4,37,1,False
2015-03-11,62,68,4,35,1,False
2015-03-12,57,63,4,33,1,False
2015-03-13,54,61,4,34,1,False
2015-03-14,67,45,3,23,1,False
2015-03-15,62,46,2,18,2,False
2015-03-16,46,77,4,37,2,False
2015-03-17,46,73,4,35,1,False
2015-03-18,56,72,4,36,1,False
2015-03-19,55,64,3,32,1,False
2015-03-20,59,69,3,33,1,False
2015-03-21,60,52,3,19,0,False
2015-03-22,57,46,3,21,0,False
2015-03-23,54,74,4,37,1,False
2015-03-24,51,67,4,39,1,False
2015-03-25,54,56,4,34,1,False
2015-03-26,51,72,4,41,0,False
2015-03-27,56,66,3,32,1,False
2015-03-28,59,47,3,20,1,False
2015-03-29,73,50,2,19,2,False
2015-03-30,59,75,2,37,1,False
2015-03-31,63,75,4,40,1,False
2015-04-01,57,77,3,33,1,False
2015-04-02,53,72,3,37,1,False
2015-04-03,60,63,3,33,1,False
2015-04-04,66,58,3,19,0,False
2015-04-05,67,42,4,15,0,False
2015-04-06,53,86,3,34,1,False
2015-04-07,51,71,4,37,1,False
2015-04-08,48,68,4,34,2,False
2015-04-09,49,75,4,31,1,False
2015-04-10,50,68,5,32,1,False
2015-04-11,62,59,3,20,1,False
2015-04-12,61,54,2,19,2,False
2015-04-13,45,85,3,32,1,False
2015-04-14,45,79,3,39,1,False
2015-04-15,43,78,3,34,2,False
2015-04-16,46,83,3,34,2,False
2015-04-17,46,71,3,31,0,False
2015-04-18,46,65,3,19,1,False
2015-04-19,55,52,4,19,1,False
2015-04-20,38,85,3,33,1,False
2015-04-21,48,78,3,39,1,False
2015-04-22,43,86,3,38,1,False
2015-04-23,46,78,4,36,2,False
2015-04-24,44,74,4,32,1,False
2015-04-25,55,54,3,20,2,False
2015-04-26,56,47,3,19,1,False
2015-04-27,51,81,5,35,1,False
2015-04-28,45,83,4,33,1,False
2015-04-29,43,77,4,33,2,False
2015-04-30,50,75,4,38,1,False
2015-05-01,40,71,3,27,1,False
2015-05-02,51,49,3,17,1,False
2015-05-03,55,46,3,18,1,False
2015-05-04,43,80,3,39,1,False
2015-05-05,45,82,5,36,1,False
2015-05-06,45,78,4,37,1,False
2015-05-07,42,75,4,34,1,False
2015-05-08,40,72,3,33,1,False
2015-05-09,51,59,3,18,1,False
2015-05-10,49,44,3,15,1,False
2015-05-11,44,83,4,30,1,False
2015-05-12,44,76,4,35,1,False
2015-05-13,41,76,4,36,1,False
2015-05-14,38,69,4,35,1,False
2015-05-15,45,69,3,29,0,False
2015-05-16,52,47,4,20,1,False
2015-05-17,50,47,5,14,1,False
2015-05-18,37,80,3,33,1,False
2015-05-19,39,80,4,38,1,False
2015-05-20,39,74,4,37,1,False
2015-05-21,40,69,4,37,1,False
2015-05-22,40,75,5,30,1,False
2015-05-23,46,60,4,18,1,False
2015-05-24,45,59,4,14,1,False
2015-05-25,51,89,4,15,1,False
2015-05-26,47,100,3,36,1,False
2015-05-27,44,92,4,39,1,False
2015-05-28,43,87,3,34,1,False
2015-05-29,46,83,4,35,1,False
2015-05-30,57,62,4,18,2,False
2015-05-31,59,50,2,15,1,False
2015-06-01,44,79,6,37,1,False
2015-06-02,55,80,7,39,1,False
2015-06-03,51,80,5,39,1,False
2015-06-04,41,74,5,34,1,False
2015-06-05,42,71,5,32,2,False
2015-06-06,46,57,3,18,1,False
2015-06-07,50,42,4,16,1,False
2015-06-08,32,77,5,39,1,False
2015-06-09,38,82,4,40,1,False
2015-06-10,40,67,2,39,1,False
2015-06-11,42,78,3,37,1,False
2015-06-12,36,67,4,32,0,False
2015-06-13,48,48,3,15,1,False
2015-06-14,46,42,3,18,1,False
2015-06-15,41,83,4,45,1,False
2015-06-16,43,74,5,49,0,False
2015-06-17,32,66,5,46,1,False
2015-06-18,38,72,5,40,1,False
2015-06-19,38,67,3,36,1,False
2015-06-20,45,50,4,21,0,False
2015-06-21,45,39,3,18,0,False
2015-06-22,40,69,3,37,1,False
2015-06-23,37,77,4,37,1,False
2015-06-24,38,68,5,37,1,False
2015-06-25,38,73,3,41,1,False
2015-06-26,39,73,5,36,1,False
2015-06-27,42,56,3,20,1,False
2015-06-28,41,44,4,22,1,False
2015-06-29,43,77,4,38,1,False
2015-06-30,38,78,7,41,1,False
2015-07-01,33,79,6,36,1,False
2015-07-02,44,80,4,39,1,False
2015-07-03,44,81,5,23,0,False
2015-07-04,42,40,4,16,1,False
2015-07-05,43,52,6,18,0,False
2015-07-06,42,87,6,44,0,False
2015-07-07,38,80,4,43,1,False
2015-07-08,37,70,5,44,1,False
2015-07-09,44,74,5,39,1,False
2015-07-10,41,71,5,36,1,False
2015-07-11,45,56,4,22,1,False
2015-07-12,51,43,5,20,1,False
2015-07-13,42,80,35,92,1,False
2015-07-14,36,74,56,85,1,False
2015-07-15,39,71,28,57,1,False
2015-07-16,34,66,19,53,0,False
2015-07-17,39,70,13,44,1,False
2015-07-18,42,53,14,27,1,False
2015-07-19,48,42,11,28,1,False
2015-07-20,42,80,9,47,1,False
2015-07-21,39,79,9,47,1,False
2015-07-22,43,72,11,50,1,False
2015-07-23,39,72,9,47,1,False
2015-07-24,41,66,9,42,1,False
2015-07-25,43,51,8,24,1,False
2015-07-26,44,42,8,22,1,False
2015-07-27,35,76,5,46,1,False
2015-07-28,39,76,4,45,0,False
2015-07-29,37,73,7,37,1,False
2015-07-30,39,67,4,40,1,False
2015-07-31,41,73,7,38,1,False
2015-08-01,45,53,6,23,0,False
2015-08-02,49,41,4,20,1,False
2015-08-03,41,76,6,39,1,False
2015-08-04,53,70,7,44,0,False
2015-08-05,44,72,7,43,1,False
2015-08-06,37,74,6,37,1,False
2015-08-07,40,64,7,42,1,False
2015-08-08,40,56,5,28,0,False
2015-08-09,48,43,5,22,2,False
2015-08-10,37,74,6,41,2,False
2015-08-11,38,77,6,39,2,False
2015-08-12,33,72,6,41,2,False
2015-08-13,33,66,6,38,2,False
2015-08-14,34,73,6,35,1,False
2015-08-15,45,56,6,27,2,False
2015-08-16,46,40,6,21,1,False
2015-08-17,37,75,4,43,1,False
2015-08-18,35,73,6,43,2,False
2015-08-19,39,73,4,40,1,False
2015-08-20,32,63,5,38,1,False
2015-08-21,29,63,3,36,2,False
2015-08-22,41,49,3,23,1,False
2015-08-23,48,40,4,25,1,False
2015-08-24,27,74,4,38,1,False
2015-08-25,29,67,5,38,0,False
2015-08-26,27,72,4,39,1,False
2015-08-27,27,69,5,37,2,False
2015-08-28,24,70,4,34,1,False
2015-08-29,36,44,3,23,1,False
2015-08-30,36,39,4,18,1,False
2015-08-31,27,77,3,35,1,False
2015-09-01,29,74,4,43,1,False
2015-09-02,29,70,5,37,1,False
2015-09-03,31,69,4,38,1,False
2015-09-04,32,66,5,32,2,False
2015-09-05,42,56,4,18,1,False
2015-09-06,44,53,4,18,1,False
2015-09-07,41,88,4,20,1,False
2015-09-08,28,98,3,35,1,False
2015-09-09,28,88,5,43,1,False
2015-09-10,27,75,5,43,1,False
2015-09-11,28,73,5,32,1,False
2015-09-12,36,52,3,24,1,False
2015-09-13,34,40,3,17,2,False
2015-09-14,26,72,7,42,1,False
2015-09-15,23,72,15,41,1,False
2015-09-16,23,71,7,38,0,False
2015-09-17,25,72,8,52,1,False
2015-09-18,25,61,5,38,0,False
2015-09-19,37,50,3,21,1,False
2015-09-20,35,40,4,18,1,False
2015-09-21,27,74,4,35,1,False
2015-09-22,27,70,5,39,0,False
2015-09-23,28,71,6,40,1,False
2015-09-24,28,73,4,37,1,False
2015-09-25,28,68,3,34,1,False
2015-09-26,33,56,4,22,1,False
2015-09-27,35,41,3,17,1,False
2015-09-28,27,76,4,36,1,False
2015-09-29,30,77,4,38,1,False
2015-09-30,30,72,5,38,1,False
2015-10-01,29,70,4,37,1,False
2015-10-02,28,68,4,31,1,False
2015-10-03,34,52,5,17,0,False
2015-10-04,38,39,5,20,1,False
2015-10-05,25,78,5,47,2,False
2015-10-06,30,73,4,42,1,False
2015-10-07,30,75,5,37,1,False
2015-10-08,30,73,5,43,1,False
2015-10-09,33,65,4,32,1,False
2015-10-10,40,54,3,21,1,False
2015-10-11,38,56,4,16,0,False
2015-10-12,29,86,3,33,1,False
2015-10-13,30,74,4,36,1,False
2015-10-14,29,77,4,38,1,False
2015-10-15,30,75,6,36,1,False
2015-10-16,31,64,4,32,1,False
2015-10-17,35,50,2,23,1,False
2015-10-18,38,39,2,21,1,False
2015-10-19,29,74,4,37,1,False
2015-10-20,29,73,5,35,1,False
2015-10-21,29,73,4,33,1,False
2015-10-22,27,68,3,34,2,False
2015-10-23,27,62,4,32,1,False
2015-10-24,32,51,3,22,0,False
2015-10-25,33,45,4,19,2,False
2015-10-26,31,72,4,39,1,False
2015-10-27,31,66,5,33,1,False
2015-10-28,33,68,6,36,1,False
2015-10-29,29,67,5,36,1,False
2015-10-30,30,68,5,32,1,False
2015-10-31,26,45,2,16,1,False
2015-11-01,34,46,3,19,0,False
2015-11-02,30,79,4,35,1,False
2015-11-03,31,82,3,34,2,False
2015-11-04,33,68,4,36,1,False
2015-11-05,32,71,2,33,1,False
2015-11-06,39,67,4,31,1,False
2015-11-07,41,50,4,21,1,False
2015-11-08,38,47,2,18,1,False
2015-11-09,33,73,4,34,1,False
2015-11-10,35,75,5,39,1,False
2015-11-11,32,77,7,30,1,False
2015-11-12,33,80,4,35,1,False
