date,lay,liquidate,miser,owe,recession,isPartial
2014-11-01,76,0,6,10,6,False
2014-11-02,85,1,2,12,7,False
2014-11-03,74,1,4,12,11,False
2014-11-04,73,0,3,16,12,False
2014-11-05,80,0,2,13,10,False
2014-11-06,75,0,3,13,13,False
2014-11-07,75,0,3,15,9,False
2014-11-08,77,1,5,13,5,False
2014-11-09,81,0,4,13,9,False
2014-11-10,78,1,3,15,16,False
2014-11-11,74,0,4,12,10,False
2014-11-12,76,1,6,16,13,False
2014-11-13,79,0,4,16,13,False
2014-11-14,75,1,6,12,8,False
2014-11-15,68,0,2,12,6,False
2014-11-16,82,1,5,11,8,False
2014-11-17,71,1,4,13,19,False
2014-11-18,69,1,6,16,17,False
2014-11-19,75,1,5,18,14,False
2014-11-20,74,0,5,14,14,False
2014-11-21,66,0,6,15,11,False
2014-11-22,73,1,4,12,5,False
2014-11-23,78,1,6,15,8,False
2014-11-24,74,0,4,15,12,False
2014-11-25,69,0,5,12,9,False
2014-11-26,68,0,5,11,6,False
2014-11-27,71,0,4,8,4,False
2014-11-28,62,1,5,8,5,False
2014-11-29,75,0,8,11,7,False
2014-11-30,78,0,6,8,9,False
2014-12-01,75,0,6,16,13,False
2014-12-02,75,0,10,13,13,False
2014-12-03,72,0,9,18,14,False
2014-12-04,77,0,8,15,15,False
2014-12-05,72,0,11,18,12,False
2014-12-06,77,1,11,10,6,False
2014-12-07,81,0,10,13,10,False
2014-12-08,72,1,14,15,15,False
2014-12-09,75,0,14,15,10,False
2014-12-10,78,0,17,16,15,False
2014-12-11,73,2,11,14,11,False
2014-12-12,72,1,10,16,11,False
2014-12-13,75,1,12,11,8,False
2014-12-14,68,1,16,16,7,False
2014-12-15,67,1,12,18,11,False
2014-12-16,75,1,13,17,12,False
2014-12-17,64,2,13,16,11,False
2014-12-18,66,1,12,13,9,False
2014-12-19,67,1,10,14,8,False
2014-12-20,62,1,11,13,5,False
2014-12-21,72,0,20,10,2,False
2014-12-22,65,1,15,19,7,False
2014-12-23,69,0,11,15,6,False
2014-12-24,59,0,14,11,3,False
2014-12-25,62,0,21,11,2,False
2014-12-26,65,0,7,11,3,False
2014-12-27,66,0,4,9,5,False
2014-12-28,84,0,5,12,5,False
2014-12-29,75,0,5,17,5,False
2014-12-30,77,1,5,20,5,False
2014-12-31,73,1,3,11,3,False
2015-01-01,67,0,6,12,4,False
2015-01-02,68,0,3,14,5,False
2015-01-03,78,0,4,21,4,False
2015-01-04,74,1,4,17,3,False
2015-01-05,73,0,3,18,8,False
2015-01-06,78,1,4,21,8,False
2015-01-07,76,1,3,17,9,False
2015-01-08,73,1,2,18,8,False
2015-01-09,70,1,4,21,9,False
2015-01-10,74,1,3,16,4,False
2015-01-11,77,0,2,18,7,False
2015-01-12,73,1,2,22,10,False
2015-01-13,72,1,4,19,12,False
2015-01-14,78,1,3,22,11,False
2015-01-15,79,2,2,19,10,False
2015-01-16,82,0,4,24,8,False
2015-01-17,85,0,3,16,6,False
2015-01-18,80,0,2,13,5,False
2015-01-19,76,0,2,22,8,False
2015-01-20,83,1,3,26,8,False
2015-01-21,79,1,4,28,13,False
2015-01-22,90,1,2,28,11,False
2015-01-23,86,1,4,29,13,False
2015-01-24,83,0,2,28,6,False
2015-01-25,88,1,2,20,6,False
2015-01-26,80,0,4,25,10,False
2015-01-27,77,0,5,31,11,False
2015-01-28,78,1,4,31,10,False
2015-01-29,74,2,2,31,14,False
2015-01-30,79,1,2,33,9,False
2015-01-31,78,1,5,29,5,False
2015-02-01,88,1,3,28,6,False
2015-02-02,74,0,5,26,12,False
2015-02-03,75,0,3,36,10,False
2015-02-04,81,1,3,33,12,False
2015-02-05,85,1,3,30,13,False
2015-02-06,95,0,2,34,10,False
2015-02-07,86,0,3,22,7,False
2015-02-08,89,1,4,22,6,False
2015-02-09,93,1,3,29,11,False
2015-02-10,82,1,3,31,10,False
2015-02-11,87,0,2,32,11,False
2015-02-12,91,2,1,27,9,False
2015-02-13,82,0,3,23,7,False
2015-02-14,76,1,1,28,7,False
2015-02-15,90,1,2,19,6,False
2015-02-16,86,1,2,24,6,False
2015-02-17,86,1,4,25,10,False
2015-02-18,81,1,3,29,8,False
2015-02-19,82,2,3,26,10,False
2015-02-20,81,1,6,23,8,False
2015-02-21,91,1,5,21,6,False
2015-02-22,84,1,2,20,8,False
2015-02-23,88,1,5,21,11,False
2015-02-24,78,1,3,24,11,False
2015-02-25,84,1,2,24,12,False
2015-02-26,92,0,4,22,8,False
2015-02-27,78,1,4,18,8,False
2015-02-28,79,1,3,19,4,False
2015-03-01,92,0,2,21,8,False
2015-03-02,87,1,3,24,10,False
2015-03-03,97,2,2,22,11,False
