date,costliness,costly,debtor,default,depression,isPartial
2014-09-21,0,0,0,22,32,False
2014-09-22,0,0,1,33,37,False
2014-09-23,0,0,1,34,35,False
2014-09-24,0,1,0,34,34,False
2014-09-25,0,0,0,35,33,False
2014-09-26,0,0,0,34,31,False
2014-09-27,0,1,0,22,27,False
2014-09-28,0,0,0,24,32,False
2014-09-29,0,0,0,34,35,False
2014-09-30,0,0,0,36,38,False
2014-10-01,0,0,0,36,36,False
2014-10-02,0,0,1,33,36,False
2014-10-03,0,0,1,31,34,False
2014-10-04,0,0,0,22,28,False
2014-10-05,0,1,0,20,32,False
2014-10-06,0,0,0,33,37,False
2014-10-07,0,1,1,35,37,False
2014-10-08,0,0,0,32,36,False
2014-10-09,0,0,1,35,37,False
2014-10-10,0,0,0,33,32,False
2014-10-11,0,0,0,21,26,False
2014-10-12,0,1,0,20,31,False
2014-10-13,0,1,0,30,37,False
2014-10-14,0,0,1,33,36,False
2014-10-15,0,1,0,34,35,False
2014-10-16,0,1,0,32,36,False
2014-10-17,0,1,0,32,32,False
2014-10-18,0,0,1,23,29,False
2014-10-19,0,0,0,23,31,False
2014-10-20,0,1,0,34,39,False
2014-10-21,0,0,0,35,41,False
2014-10-22,0,1,1,33,40,False
2014-10-23,0,0,1,35,36,False
2014-10-24,0,0,0,34,32,False
2014-10-25,0,0,0,24,27,False
2014-10-26,0,1,0,21,31,False
2014-10-27,0,1,1,33,42,False
2014-10-28,0,0,0,33,39,False
2014-10-29,0,0,0,37,37,False
2014-10-30,0,0,1,35,37,False
2014-10-31,0,0,0,29,31,False
2014-11-01,0,0,0,21,28,False
2014-11-02,0,0,0,19,33,False
2014-11-03,0,1,0,30,40,False
2014-11-04,0,1,0,32,42,False
2014-11-05,0,0,0,33,40,False
2014-11-06,0,1,1,32,40,False
2014-11-07,0,0,1,30,35,False
2014-11-08,0,1,0,24,29,False
2014-11-09,0,0,0,21,35,False
2014-11-10,0,1,0,30,43,False
2014-11-11,0,0,1,34,40,False
2014-11-12,0,0,0,33,42,False
2014-11-13,0,0,0,34,37,False
2014-11-14,0,0,0,30,36,False
2014-11-15,0,1,0,21,27,False
2014-11-16,0,0,0,20,33,False
2014-11-17,0,0,0,30,41,False
2014-11-18,0,1,1,33,38,False
2014-11-19,0,1,0,36,40,False
2014-11-20,0,1,1,34,38,False
2014-11-21,0,0,0,29,33,False
2014-11-22,0,0,0,21,29,False
2014-11-23,0,1,0,22,32,False
2014-11-24,0,0,0,30,40,False
2014-11-25,0,0,1,32,33,False
2014-11-26,0,0,0,30,32,False
2014-11-27,0,0,0,23,22,False
2014-11-28,0,0,0,23,25,False
2014-11-29,0,0,0,21,29,False
2014-11-30,0,0,0,22,34,False
2014-12-01,0,0,1,26,41,False
2014-12-02,0,1,1,34,41,False
2014-12-03,0,1,0,32,44,False
2014-12-04,0,0,0,32,41,False
2014-12-05,0,0,0,31,38,False
2014-12-06,0,0,0,21,27,False
2014-12-07,0,0,0,21,32,False
2014-12-08,0,0,0,31,42,False
2014-12-09,0,1,1,33,41,False
2014-12-10,0,1,1,36,42,False
2014-12-11,0,0,1,31,41,False
2014-12-12,0,1,1,31,35,False
2014-12-13,0,0,0,23,26,False
2014-12-14,0,1,0,21,30,False
2014-12-15,0,1,0,32,41,False
2014-12-16,0,1,0,33,38,False
2014-12-17,0,1,0,30,36,False
2014-12-18,0,0,0,34,33,False
2014-12-19,0,0,1,29,30,False
2014-12-20,0,0,0,23,25,False
2014-12-21,0,1,0,18,25,False
2014-12-22,0,0,0,29,26,False
2014-12-23,0,0,0,30,26,False
2014-12-24,0,1,0,26,22,False
2014-12-25,0,0,0,28,20,False
2014-12-26,0,0,0,25,25,False
2014-12-27,0,0,0,25,25,False
2014-12-28,0,0,0,24,25,False
2014-12-29,0,0,0,30,26,False
2014-12-30,0,0,1,31,28,False
2014-12-31,0,0,0,27,22,False
2015-01-01,0,0,0,21,22,False
2015-01-02,0,0,0,26,24,False
2015-01-03,0,1,0,22,29,False
2015-01-04,0,0,0,20,31,False
2015-01-05,0,0,0,32,33,False
2015-01-06,0,0,0,34,33,False
2015-01-07,0,1,0,33,33,False
2015-01-08,0,1,0,34,36,False
2015-01-09,0,0,0,32,37,False
2015-01-10,0,0,0,23,25,False
2015-01-11,0,1,0,20,29,False
2015-01-12,0,1,0,28,35,False
2015-01-13,0,0,1,35,37,False
2015-01-14,0,0,0,35,39,False
2015-01-15,0,1,0,34,35,False
2015-01-16,0,0,0,30,37,False
2015-01-17,0,0,0,23,25,False
2015-01-18,0,0,0,22,29,False
2015-01-19,0,0,0,30,32,False
2015-01-20,0,1,0,33,39,False
2015-01-21,0,0,1,32,39,False
2015-01-22,0,0,0,34,41,False
2015-01-23,0,1,0,34,35,False
2015-01-24,0,0,0,24,26,False
2015-01-25,0,0,1,22,31,False
2015-01-26,0,0,0,31,38,False
2015-01-27,0,0,0,33,39,False
2015-01-28,0,0,0,34,41,False
2015-01-29,0,1,0,33,42,False
2015-01-30,0,1,0,32,35,False
2015-01-31,0,0,1,23,29,False
2015-02-01,0,1,0,19,33,False
2015-02-02,0,1,1,27,37,False
2015-02-03,0,1,0,33,41,False
2015-02-04,0,0,0,33,40,False
2015-02-05,0,1,1,34,42,False
2015-02-06,0,0,0,32,37,False
2015-02-07,0,1,0,23,27,False
2015-02-08,0,1,1,20,31,False
2015-02-09,0,0,0,29,38,False
2015-02-10,0,0,1,32,43,False
2015-02-11,0,0,0,34,40,False
2015-02-12,0,0,0,30,40,False
2015-02-13,0,1,0,32,34,False
2015-02-14,0,0,0,19,23,False
2015-02-15,0,1,0,21,26,False
2015-02-16,0,0,0,26,34,False
2015-02-17,0,0,0,30,36,False
2015-02-18,0,0,0,33,43,False
2015-02-19,0,1,1,32,38,False
2015-02-20,0,1,1,33,34,False
2015-02-21,0,0,0,21,27,False
2015-02-22,0,0,0,19,33,False
2015-02-23,0,0,0,30,43,False
2015-02-24,0,0,0,34,39,False
2015-02-25,0,0,1,33,44,False
2015-02-26,0,0,1,32,42,False
2015-02-27,0,1,0,30,42,False
2015-02-28,0,0,0,20,29,False
2015-03-01,0,0,0,21,34,False
2015-03-02,0,0,0,31,41,False
2015-03-03,0,0,0,32,45,False
