date,destitute,extravagant,fire,gamble,hole
2005-01-29,0,0.0,62.0,4.0,13.5962919537
2005-01-30,0,0.0,74.0,3.0,8.15777517221
2005-01-31,0,0.0,73.0,5.0,9.97061409937
2005-02-01,0,0.0,65.0,4.0,10.8770335629
2005-02-02,0,0.0,67.0,3.0,11.7834530265
2005-02-03,0,0.0,71.0,5.0,10.8770335629
2005-02-04,0,0.0,67.0,4.0,12.6898724901
2005-02-05,0,0.0,68.0,3.0,13.5962919537
2005-02-06,0,0.0,67.0,3.0,19.0348087352
2005-02-07,0,0.0,68.0,4.0,9.97061409937
2005-02-08,0,0.0,65.0,3.0,9.97061409937
2005-02-09,0,0.0,71.0,3.0,11.7834530265
2005-02-10,0,0.0,67.0,3.0,13.5962919537
2005-02-11,0,0.0,70.0,4.0,10.8770335629
2005-02-12,0,0.0,65.0,3.0,11.7834530265
2005-02-13,0,0.0,80.0,3.0,13.5962919537
2005-02-14,0,0.0,68.0,3.0,12.6898724901
2005-02-15,0,0.0,74.0,3.0,9.97061409937
2005-02-16,0,0.0,73.0,4.0,9.97061409937
2005-02-17,0,0.0,62.0,2.0,9.97061409937
2005-02-18,0,0.0,64.0,2.0,11.7834530265
2005-02-19,0,0.0,70.0,1.0,11.7834530265
2005-02-20,0,0.0,75.0,3.0,10.8770335629
2005-02-21,0,0.0,72.0,3.0,11.7834530265
2005-02-22,0,0.0,64.0,3.0,11.7834530265
2005-02-23,0,0.0,66.0,3.0,15.4091308808
2005-02-24,0,0.0,63.0,4.0,10.8770335629
2005-02-25,0,0.0,65.0,3.0,12.6898724901
2005-02-26,0,0.0,71.0,4.0,7.25135570863
2005-02-27,0,0.0,58.0,4.0,13.5962919537
2005-02-28,0,0.0,67.0,3.0,9.97061409937
2005-03-01,0,0.0,66.0,2.0,10.8770335629
2005-03-02,0,0.0,76.0,3.0,10.8770335629
2005-03-03,0,0.0,64.0,3.0,11.7834530265
2005-03-04,0,0.0,64.0,3.0,8.15777517221
2005-03-05,0,0.0,64.0,3.0,12.6898724901
2005-03-06,0,0.0,74.0,3.0,10.8770335629
2005-03-07,0,0.0,69.0,6.0,12.6898724901
2005-03-08,0,0.0,68.0,3.0,14.5027114173
2005-03-09,0,0.0,65.0,3.0,9.97061409937
2005-03-10,0,0.0,65.0,4.0,9.97061409937
2005-03-11,0,0.0,69.0,2.0,9.97061409937
2005-03-12,0,0.0,67.0,3.0,9.97061409937
2005-03-13,0,0.0,75.0,2.0,9.06419463579
2005-03-14,0,0.0,70.0,2.0,9.97061409937
2005-03-15,0,0.0,71.0,4.0,9.06419463579
2005-03-16,0,0.0,66.0,3.0,12.6898724901
2005-03-17,0,0.0,74.0,3.0,11.7834530265
2005-03-18,0,0.0,69.0,3.0,9.97061409937
2005-03-19,0,0.0,73.0,3.0,11.7834530265
2005-03-20,0,0.0,80.0,3.0,9.97061409937
2005-03-21,0,0.0,70.0,3.0,12.6898724901
2005-03-22,0,0.0,75.0,3.0,9.97061409937
2005-03-23,0,0.0,76.0,2.0,8.15777517221
2005-03-24,0,0.0,73.0,2.0,10.8770335629
