date,privileged,productive,productivity,profit,profitable,isPartial
2015-10-28,2,6,9,78,5,False
2015-10-29,3,6,12,74,5,False
2015-10-30,2,3,8,67,4,False
2015-10-31,1,4,5,45,3,False
2015-11-01,0,4,7,46,3,False
2015-11-02,2,7,12,79,4,False
2015-11-03,2,8,13,79,6,False
2015-11-04,2,6,10,81,6,False
2015-11-05,3,7,12,76,5,False
2015-11-06,2,5,9,67,5,False
2015-11-07,2,5,7,41,4,False
2015-11-08,2,5,6,41,5,False
2015-11-09,2,6,10,70,6,False
2015-11-10,3,7,10,81,6,False
2015-11-11,1,7,11,70,5,False
2015-11-12,3,6,11,83,5,False
2015-11-13,2,5,9,62,5,False
2015-11-14,3,3,4,38,4,False
2015-11-15,2,3,4,48,5,False
2015-11-16,2,6,10,74,4,False
2015-11-17,2,5,9,85,6,False
2015-11-18,2,6,10,79,5,False
2015-11-19,2,6,8,69,6,False
2015-11-20,3,5,7,63,5,False
2015-11-21,2,4,5,46,2,False
2015-11-22,1,4,6,44,2,False
2015-11-23,2,7,9,68,4,False
2015-11-24,1,5,8,64,4,False
2015-11-25,2,3,6,56,5,False
2015-11-26,1,3,3,32,2,False
2015-11-27,2,3,3,29,4,False
2015-11-28,1,3,4,38,3,False
2015-11-29,1,4,5,41,4,False
2015-11-30,2,5,9,67,6,False
2015-12-01,3,7,12,77,4,False
2015-12-02,3,6,10,76,6,False
2015-12-03,2,7,11,68,4,False
2015-12-04,1,8,9,58,5,False
2015-12-05,1,3,7,42,4,False
2015-12-06,1,5,7,47,6,False
2015-12-07,2,9,11,68,6,False
2015-12-08,2,6,12,78,6,False
2015-12-09,2,6,13,76,5,False
2015-12-10,2,6,10,71,6,False
2015-12-11,1,7,7,64,4,False
2015-12-12,0,4,5,42,2,False
2015-12-13,2,5,6,45,5,False
2015-12-14,1,6,10,59,6,False
2015-12-15,1,6,8,65,4,False
2015-12-16,2,6,9,59,3,False
2015-12-17,2,6,9,61,6,False
2015-12-18,2,5,7,55,3,False
2015-12-19,2,3,4,41,5,False
2015-12-20,1,4,4,39,5,False
2015-12-21,1,5,7,49,3,False
2015-12-22,2,5,4,50,4,False
2015-12-23,1,6,4,42,4,False
2015-12-24,1,2,2,35,3,False
2015-12-25,1,2,1,29,4,False
2015-12-26,1,3,3,32,3,False
2015-12-27,0,3,3,36,4,False
2015-12-28,2,5,4,49,5,False
2015-12-29,1,3,4,53,6,False
2015-12-30,1,5,5,50,6,False
2015-12-31,2,3,5,40,5,False
2016-01-01,1,3,2,33,4,False
2016-01-02,1,4,5,45,4,False
2016-01-03,1,4,4,39,4,False
2016-01-04,2,4,7,55,4,False
2016-01-05,1,4,6,65,4,False
2016-01-06,1,6,8,68,7,False
2016-01-07,3,6,9,65,4,False
2016-01-08,2,6,8,61,7,False
2016-01-09,1,2,4,42,4,False
2016-01-10,2,4,6,40,7,False
2016-01-11,2,7,7,59,6,False
2016-01-12,3,5,8,65,5,False
2016-01-13,2,6,9,70,5,False
2016-01-14,3,6,8,64,6,False
2016-01-15,2,4,9,60,5,False
2016-01-16,1,3,4,45,3,False
2016-01-17,1,5,4,39,5,False
2016-01-18,2,5,7,59,4,False
2016-01-19,1,5,10,68,6,False
2016-01-20,1,4,10,77,6,False
2016-01-21,2,6,9,77,6,False
2016-01-22,2,6,10,65,5,False
2016-01-23,1,4,5,43,5,False
2016-01-24,1,6,8,49,5,False
2016-01-25,2,6,11,67,4,False
2016-01-26,2,7,8,77,6,False
2016-01-27,2,7,11,100,6,False
2016-01-28,3,8,12,87,5,False
2016-01-29,2,4,8,75,5,False
2016-01-30,1,4,6,53,4,False
2016-01-31,1,6,5,55,6,False
2016-02-01,2,7,13,70,6,False
2016-02-02,2,5,13,77,5,False
2016-02-03,2,6,9,90,5,False
2016-02-04,2,9,11,80,6,False
2016-02-05,2,6,8,67,6,False
2016-02-06,1,3,5,54,4,False
2016-02-07,3,5,6,51,5,False
2016-02-08,3,5,9,64,6,False
2016-02-09,2,6,8,78,5,False
2016-02-10,2,6,11,76,5,False
2016-02-11,3,6,9,72,7,False
2016-02-12,2,5,9,68,4,False
2016-02-13,1,2,6,47,7,False
2016-02-14,1,3,6,48,5,False
2016-02-15,2,4,8,67,5,False
2016-02-16,2,7,12,74,7,False
2016-02-17,3,6,10,71,6,False
2016-02-18,2,7,11,76,5,False
2016-02-19,2,5,9,63,4,False
2016-02-20,1,4,6,51,5,False
2016-02-21,1,4,6,56,5,False
2016-02-22,3,6,11,75,7,False
2016-02-23,2,8,10,81,7,False
2016-02-24,2,7,11,69,5,False
2016-02-25,2,4,10,74,6,False
2016-02-26,1,6,9,65,6,False
2016-02-27,1,4,4,49,5,False
2016-02-28,2,4,5,50,4,False
2016-02-29,3,6,9,73,5,False
2016-03-01,2,5,12,75,7,False
2016-03-02,1,7,9,72,6,False
2016-03-03,2,5,12,71,7,False
2016-03-04,2,5,11,67,4,False
2016-03-05,1,4,5,46,3,False
2016-03-06,1,4,7,45,5,False
2016-03-07,1,7,12,69,5,False
2016-03-08,2,5,10,71,6,False
2016-03-09,1,7,11,66,6,False
2016-03-10,2,6,11,63,6,False
2016-03-11,3,7,8,57,4,False
2016-03-12,2,4,5,43,3,False
2016-03-13,2,5,6,48,5,False
2016-03-14,2,6,10,68,4,False
2016-03-15,2,4,9,68,7,False
2016-03-16,4,5,10,66,5,False
2016-03-17,3,4,8,63,5,False
2016-03-18,2,5,12,59,6,False
2016-03-19,1,4,5,42,6,False
2016-03-20,2,5,4,51,6,False
2016-03-21,4,8,10,63,5,False
2016-03-22,1,7,8,68,5,False
2016-03-23,3,5,9,74,4,False
2016-03-24,2,7,10,64,5,False
2016-03-25,2,5,8,48,6,False
2016-03-26,1,4,4,50,4,False
2016-03-27,2,4,5,40,6,False
2016-03-28,2,4,11,65,4,False
2016-03-29,2,6,9,73,6,False
2016-03-30,3,5,9,68,5,False
2016-03-31,2,6,9,74,6,False
2016-04-01,2,5,8,59,6,False
2016-04-02,1,5,7,41,5,False
2016-04-03,1,6,7,48,4,False
2016-04-04,2,6,8,73,7,False
2016-04-05,2,6,12,77,6,False
2016-04-06,3,6,10,70,7,False
2016-04-07,2,6,12,70,6,False
2016-04-08,2,5,12,60,5,False
2016-04-09,1,4,6,50,5,False
2016-04-10,2,4,6,50,4,False
2016-04-11,2,6,11,76,5,False
2016-04-12,2,6,10,76,6,False
2016-04-13,2,6,11,78,5,False
2016-04-14,2,6,11,69,7,False
2016-04-15,2,5,9,63,6,False
2016-04-16,2,3,5,40,3,False
2016-04-17,2,6,6,49,5,False
2016-04-18,2,5,8,67,7,False
2016-04-19,2,7,10,74,6,False
2016-04-20,3,7,11,75,6,False
2016-04-21,3,6,9,68,7,False
2016-04-22,3,5,7,56,5,False
2016-04-23,1,3,5,43,5,False
2016-04-24,2,4,7,54,4,False
2016-04-25,2,6,11,71,5,False
2016-04-26,2,7,12,69,7,False
2016-04-27,2,8,10,70,6,False
2016-04-28,3,6,11,66,6,False
2016-04-29,2,5,10,64,6,False
2016-04-30,1,2,7,41,5,False
2016-05-01,3,5,9,45,6,False
2016-05-02,2,5,13,63,5,False
2016-05-03,2,7,12,77,7,False
2016-05-04,3,7,10,66,5,False
2016-05-05,3,6,11,67,5,False
2016-05-06,3,4,8,56,4,False
2016-05-07,2,3,5,43,3,False
2016-05-08,1,3,5,43,4,False
2016-05-09,2,5,12,65,7,False
2016-05-10,2,6,9,69,4,False
2016-05-11,1,5,11,64,5,False
2016-05-12,2,7,10,68,4,False
2016-05-13,3,5,7,57,6,False
2016-05-14,1,2,5,37,4,False
2016-05-15,2,3,4,41,4,False
2016-05-16,1,5,7,57,4,False
2016-05-17,2,5,7,58,5,False
2016-05-18,1,6,8,57,5,False
2016-05-19,3,4,6,60,5,False
2016-05-20,2,5,8,51,5,False
2016-05-21,1,4,4,40,3,False
2016-05-22,2,4,6,40,6,False
2016-05-23,1,6,7,54,4,False
2016-05-24,2,4,9,66,4,False
2016-05-25,1,3,7,55,4,False
2016-05-26,3,5,8,54,6,False
2016-05-27,1,4,6,45,4,False
2016-05-28,2,3,4,33,5,False
2016-05-29,1,3,4,36,4,False
2016-05-30,1,4,4,39,4,False
2016-05-31,1,5,6,53,5,False
2016-06-01,2,6,8,59,4,False
2016-06-02,2,3,6,54,4,False
2016-06-03,2,4,6,52,4,False
2016-06-04,2,3,3,39,6,False
2016-06-05,1,3,6,40,4,False
2016-06-06,2,4,7,53,5,False
2016-06-07,2,4,8,56,5,False
2016-06-08,2,4,7,54,4,False
2016-06-09,2,5,6,54,4,False
2016-06-10,2,6,6,47,4,False
2016-06-11,2,4,3,39,4,False
2016-06-12,1,5,4,37,5,False
2016-06-13,2,4,7,53,4,False
2016-06-14,2,4,7,60,6,False
2016-06-15,2,6,6,57,5,False
2016-06-16,1,3,7,53,5,False
2016-06-17,1,4,3,45,4,False
2016-06-18,5,2,4,34,3,False
2016-06-19,11,4,3,37,5,False
2016-06-20,7,3,7,56,5,False
2016-06-21,4,4,7,60,5,False
2016-06-22,4,4,8,52,4,False
2016-06-23,5,5,7,58,5,False
2016-06-24,4,3,7,48,4,False
2016-06-25,2,4,4,35,4,False
2016-06-26,2,3,5,41,5,False
2016-06-27,4,5,7,50,4,False
2016-06-28,3,5,8,58,5,False
2016-06-29,3,4,8,60,4,False
2016-06-30,2,3,7,51,5,False
2016-07-01,2,4,6,46,3,False
2016-07-02,1,3,3,32,4,False
2016-07-03,1,2,3,30,4,False
2016-07-04,1,4,2,34,3,False
2016-07-05,1,4,5,46,6,False
2016-07-06,2,3,4,53,4,False
2016-07-07,4,5,6,48,5,False
2016-07-08,3,3,6,46,5,False
2016-07-09,3,3,4,34,3,False
2016-07-10,2,3,4,35,4,False
2016-07-11,3,5,5,53,5,False
2016-07-12,2,5,8,51,5,False
2016-07-13,2,5,6,54,6,False
2016-07-14,2,5,7,50,4,False
2016-07-15,2,3,3,43,3,False
2016-07-16,1,3,3,34,2,False
2016-07-17,2,2,4,34,3,False
2016-07-18,2,4,7,52,5,False
2016-07-19,3,3,6,55,6,False
2016-07-20,1,4,7,55,4,False
2016-07-21,2,3,5,56,7,False
2016-07-22,2,3,4,50,3,False
2016-07-23,2,2,3,41,5,False
