date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2015-11-01,2,39,24,33,4,False
2015-11-02,1,40,36,90,15,False
2015-11-03,4,37,49,69,13,False
2015-11-04,1,41,41,80,25,False
2015-11-05,1,55,40,67,26,False
2015-11-06,4,40,44,80,14,False
2015-11-07,0,28,21,28,3,False
2015-11-08,0,42,9,24,3,False
2015-11-09,0,36,34,65,15,False
2015-11-10,0,32,50,76,17,False
2015-11-11,3,25,45,61,18,False
2015-11-12,3,39,39,72,10,False
