date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2015-02-16,3,44,35,25,13,False
2015-02-17,0,37,40,54,12,False
2015-02-18,0,44,38,48,10,False
2015-02-19,0,23,45,64,18,False
2015-02-20,1,33,39,41,7,False
2015-02-21,0,27,27,37,7,False
2015-02-22,0,43,24,40,3,False
2015-02-23,1,29,35,44,9,False
2015-02-24,3,61,52,47,5,False
2015-02-25,1,45,33,42,12,False
2015-02-26,0,26,44,48,10,False
2015-02-27,1,30,26,44,17,False
2015-02-28,0,36,41,27,5,False
2015-03-01,0,35,33,33,3,False
2015-03-02,7,33,33,44,11,False
2015-03-03,0,31,29,43,16,False
2015-03-04,1,45,45,53,19,False
2015-03-05,3,41,37,46,11,False
2015-03-06,0,35,33,48,7,False
2015-03-07,2,39,37,42,7,False
2015-03-08,0,44,28,30,5,False
2015-03-09,3,40,53,64,11,False
2015-03-10,1,25,51,59,15,False
2015-03-11,1,42,47,48,20,False
2015-03-12,0,42,46,45,13,False
2015-03-13,1,31,41,41,12,False
2015-03-14,0,45,29,23,11,False
2015-03-15,2,48,34,30,5,False
2015-03-16,1,48,31,34,21,False
2015-03-17,0,28,43,53,18,False
2015-03-18,1,35,42,53,20,False
2015-03-19,0,43,33,47,14,False
2015-03-20,0,36,43,45,9,False
2015-03-21,0,51,39,44,4,False
2015-03-22,2,44,16,44,12,False
2015-03-23,0,34,36,62,10,False
2015-03-24,1,35,34,35,14,False
2015-03-25,0,64,49,59,9,False
2015-03-26,2,35,41,30,19,False
2015-03-27,1,44,44,35,19,False
2015-03-28,0,39,35,29,4,False
2015-03-29,2,50,35,25,12,False
2015-03-30,0,42,43,43,9,False
2015-03-31,1,48,37,40,21,False
2015-04-01,1,34,20,47,8,False
2015-04-02,1,28,32,45,13,False
2015-04-03,0,31,42,23,16,False
2015-04-04,0,41,17,37,4,False
2015-04-05,4,34,27,21,8,False
2015-04-06,0,47,19,29,10,False
2015-04-07,0,33,42,57,15,False
2015-04-08,1,40,33,46,12,False
2015-04-09,0,44,45,44,13,False
2015-04-10,0,50,25,41,16,False
2015-04-11,2,44,15,39,0,False
2015-04-12,2,35,30,26,6,False
2015-04-13,1,38,32,46,24,False
2015-04-14,0,38,49,52,15,False
2015-04-15,1,43,39,47,21,False
2015-04-16,0,37,44,37,18,False
2015-04-17,0,32,44,41,12,False
2015-04-18,0,47,39,41,2,False
2015-04-19,0,55,20,42,9,False
2015-04-20,3,39,39,40,15,False
2015-04-21,4,37,45,51,13,False
2015-04-22,0,49,52,48,20,False
2015-04-23,0,27,48,56,7,False
2015-04-24,1,50,40,58,10,False
2015-04-25,0,48,26,29,5,False
2015-04-26,0,40,18,39,6,False
2015-04-27,1,44,56,49,24,False
2015-04-28,1,41,42,46,17,False
2015-04-29,0,44,37,48,15,False
2015-04-30,0,37,42,45,16,False
2015-05-01,1,25,46,45,18,False
2015-05-02,0,40,28,26,6,False
2015-05-03,0,34,30,45,2,False
2015-05-04,1,37,39,52,10,False
2015-05-05,0,48,48,34,15,False
2015-05-06,3,20,56,35,17,False
2015-05-07,0,32,32,55,19,False
2015-05-08,0,40,32,60,12,False
2015-05-09,2,39,25,37,12,False
2015-05-10,0,47,33,33,4,False
2015-05-11,0,47,32,50,15,False
2015-05-12,1,37,49,46,13,False
2015-05-13,1,26,38,25,7,False
2015-05-14,3,56,47,54,12,False
2015-05-15,0,26,46,35,18,False
2015-05-16,0,54,17,27,8,False
2015-05-17,0,43,27,35,2,False
2015-05-18,1,47,50,47,9,False
2015-05-19,0,30,54,55,13,False
2015-05-20,1,44,42,44,4,False
2015-05-21,3,39,32,58,14,False
2015-05-22,2,43,30,38,5,False
2015-05-23,0,47,12,24,6,False
2015-05-24,2,43,21,16,8,False
2015-05-25,0,43,17,37,6,False
2015-05-26,0,41,32,35,12,False
2015-05-27,1,38,61,37,7,False
2015-05-28,0,48,31,51,18,False
2015-05-29,2,55,36,34,12,False
2015-05-30,0,33,19,27,6,False
2015-05-31,0,49,21,31,6,False
2015-06-01,0,34,48,37,19,False
2015-06-02,1,37,32,47,6,False
2015-06-03,2,39,44,41,23,False
2015-06-04,0,52,44,46,14,False
2015-06-05,0,44,30,35,8,False
2015-06-06,0,29,33,31,6,False
2015-06-07,0,30,24,34,12,False
2015-06-08,0,51,48,54,4,False
2015-06-09,1,40,60,42,21,False
2015-06-10,0,36,37,43,12,False
2015-06-11,2,42,44,47,11,False
2015-06-12,0,39,45,34,10,False
2015-06-13,0,49,22,41,0,False
2015-06-14,4,36,18,26,6,False
2015-06-15,0,26,34,41,11,False
2015-06-16,0,42,45,20,12,False
2015-06-17,0,41,41,44,17,False
2015-06-18,2,41,27,31,14,False
2015-06-19,0,46,52,27,21,False
2015-06-20,4,44,19,23,4,False
2015-06-21,2,38,16,18,2,False
2015-06-22,0,48,35,29,12,False
2015-06-23,0,27,52,33,11,False
2015-06-24,2,39,47,32,12,False
2015-06-25,0,44,58,31,16,False
2015-06-26,3,37,48,35,16,False
2015-06-27,0,48,35,15,6,False
2015-06-28,0,48,28,56,4,False
2015-06-29,0,23,35,46,17,False
2015-06-30,3,24,46,38,17,False
2015-07-01,2,31,54,40,20,False
2015-07-02,0,44,28,35,9,False
2015-07-03,2,48,33,24,7,False
2015-07-04,0,50,19,31,0,False
2015-07-05,0,39,26,30,4,False
2015-07-06,2,37,52,26,17,False
2015-07-07,1,55,46,30,9,False
2015-07-08,1,57,36,30,24,False
2015-07-09,0,60,31,38,14,False
2015-07-10,0,48,45,41,18,False
2015-07-11,0,53,37,25,4,False
2015-07-12,2,45,26,35,4,False
2015-07-13,0,55,58,27,14,False
2015-07-14,0,49,46,37,13,False
2015-07-15,2,55,43,50,15,False
2015-07-16,2,35,51,40,18,False
2015-07-17,0,53,53,35,10,False
2015-07-18,0,54,18,40,8,False
2015-07-19,4,39,19,31,6,False
2015-07-20,0,51,54,48,14,False
2015-07-21,2,40,52,29,12,False
2015-07-22,0,53,43,53,11,False
2015-07-23,2,45,42,39,12,False
2015-07-24,2,48,32,40,16,False
2015-07-25,0,72,17,39,6,False
2015-07-26,2,55,21,45,8,False
2015-07-27,3,35,44,41,8,False
2015-07-28,0,45,39,68,18,False
2015-07-29,0,33,51,42,18,False
2015-07-30,0,49,41,54,11,False
2015-07-31,2,41,40,24,13,False
2015-08-01,2,39,17,41,2,False
2015-08-02,0,62,25,48,8,False
2015-08-03,0,38,54,37,17,False
2015-08-04,0,38,42,48,11,False
2015-08-05,0,44,50,50,12,False
2015-08-06,0,44,50,33,6,False
2015-08-07,2,55,53,44,14,False
2015-08-08,0,35,34,38,8,False
2015-08-09,4,52,23,31,4,False
2015-08-10,0,50,50,38,12,False
2015-08-11,0,46,36,39,15,False
2015-08-12,0,38,33,38,18,False
2015-08-13,2,40,55,46,6,False
2015-08-14,2,34,48,39,17,False
2015-08-15,0,58,27,38,8,False
2015-08-16,2,45,25,57,2,False
2015-08-17,1,53,45,41,15,False
2015-08-18,0,31,43,46,7,False
2015-08-19,1,37,49,51,15,False
2015-08-20,1,44,42,50,19,False
2015-08-21,2,42,37,46,9,False
2015-08-22,0,44,32,34,4,False
2015-08-23,4,47,28,45,2,False
2015-08-24,1,26,31,41,15,False
2015-08-25,0,30,36,52,16,False
2015-08-26,1,37,44,50,22,False
2015-08-27,0,29,35,44,16,False
2015-08-28,0,30,47,48,12,False
2015-08-29,0,33,17,63,9,False
2015-08-30,2,43,20,54,0,False
2015-08-31,1,38,38,68,18,False
2015-09-01,3,42,46,53,11,False
2015-09-02,0,32,47,63,7,False
2015-09-03,1,60,53,72,14,False
2015-09-04,0,32,30,73,17,False
2015-09-05,0,47,25,42,6,False
2015-09-06,0,52,31,44,6,False
2015-09-07,2,37,23,50,4,False
2015-09-08,1,27,40,86,11,False
2015-09-09,0,40,60,78,18,False
2015-09-10,1,35,47,74,10,False
2015-09-11,0,38,36,83,22,False
2015-09-12,0,34,16,51,13,False
2015-09-13,0,43,14,68,9,False
2015-09-14,0,34,34,66,22,False
2015-09-15,1,38,43,77,17,False
2015-09-16,1,32,52,84,17,False
2015-09-17,0,56,31,85,7,False
2015-09-18,0,26,42,71,16,False
2015-09-19,2,28,26,52,7,False
2015-09-20,2,38,25,50,4,False
2015-09-21,3,51,42,72,15,False
2015-09-22,1,40,43,81,10,False
2015-09-23,0,37,51,81,16,False
2015-09-24,3,41,46,79,18,False
2015-09-25,0,35,41,66,25,False
2015-09-26,0,41,35,46,6,False
2015-09-27,0,36,25,69,13,False
2015-09-28,0,35,34,100,22,False
2015-09-29,3,29,59,71,19,False
2015-09-30,1,45,34,88,18,False
2015-10-01,3,39,47,64,8,False
2015-10-02,0,45,44,57,17,False
2015-10-03,2,29,24,46,9,False
2015-10-04,2,38,25,70,9,False
2015-10-05,0,49,33,90,12,False
2015-10-06,0,25,43,78,18,False
2015-10-07,0,47,47,87,13,False
2015-10-08,3,34,42,91,22,False
2015-10-09,1,22,36,61,26,False
2015-10-10,0,45,24,54,4,False
2015-10-11,2,47,28,45,6,False
2015-10-12,4,38,38,70,16,False
2015-10-13,4,40,54,58,18,False
2015-10-14,1,37,38,60,32,False
2015-10-15,1,30,36,85,19,False
2015-10-16,3,34,47,58,13,False
2015-10-17,2,35,48,26,5,False
2015-10-18,2,45,43,61,11,False
2015-10-19,0,33,32,65,16,False
2015-10-20,3,58,34,66,22,False
2015-10-21,0,22,43,77,19,False
2015-10-22,3,31,50,68,20,False
2015-10-23,3,44,38,66,13,False
2015-10-24,0,52,21,41,4,False
2015-10-25,2,30,24,45,14,False
2015-10-26,0,35,49,63,20,False
2015-10-27,0,21,47,74,15,False
2015-10-28,3,31,33,64,16,False
2015-10-29,0,26,42,61,14,False
2015-10-30,3,26,40,57,13,False
2015-10-31,0,20,25,38,5,False
