date,donation,economize,endow,entrepreneurial,equity
2004-03-28,63.1290887565,0.0,0.0,0.0,82.4530323502
2004-03-29,89.2514703109,0.0,0.0,33.7925752,189.156956568
2004-03-30,47.8910328497,0.0,0.0,16.8962876,177.031510634
2004-03-31,89.2514703109,0.0,0.0,33.7925752,162.480975514
2004-04-01,60.9522236269,0.0,0.0,33.7925752,177.031510634
2004-04-02,47.8910328497,0.0,0.0,84.481438,111.554102591
2004-04-03,65.305953886,0.0,0.0,0.0,87.3032107237
2004-04-04,52.2447631088,0.0,0.0,50.6888628,77.6028539767
2004-04-05,56.5984933679,0.0,0.0,0.0,189.156956568
2004-04-06,69.6596841451,0.0,0.0,33.7925752,145.505351206
2004-04-07,80.5440097927,0.0,0.0,50.6888628,189.156956568
2004-04-08,71.8365492746,0.0,0.0,0.0,138.230083646
2004-04-09,26.1223815544,0.0,0.0,33.7925752,111.554102591
2004-04-10,60.9522236269,0.0,0.0,0.0,123.679548525
2004-04-11,78.3671446632,0.0,0.0,0.0,109.129013405
2004-04-12,0.0,0.0,0.0,0.0,0.0
2004-04-13,0.0,0.0,0.0,0.0,0.0
2004-04-14,58.7753584974,0.0,0.0,33.7925752,215.832937623
2004-04-15,54.4216282383,0.0,0.0,0.0,181.881689008
2004-04-16,84.8977400518,0.0,0.0,0.0,164.9060647
2004-04-17,67.4828190155,0.0,0.0,0.0,75.1777647899
2004-04-18,41.3604374611,0.0,0.0,50.6888628,77.6028539767
2004-04-19,45.7141677202,0.0,0.0,0.0,160.055886327
2004-04-20,67.4828190155,0.0,0.0,0.0,162.480975514
2004-04-21,65.305953886,0.0,0.0,16.8962876,169.756243074
2004-04-22,50.0678979793,0.0,0.0,0.0,181.881689008
2004-04-23,67.4828190155,0.0,0.0,0.0,152.780618767
2004-04-24,84.8977400518,0.0,0.0,0.0,155.205707953
2004-04-25,39.1835723316,0.0,0.0,0.0,133.379905272
2004-04-26,71.8365492746,0.0,0.0,0.0,172.181332261
2004-04-27,71.8365492746,0.0,0.0,16.8962876,169.756243074
2004-04-28,39.1835723316,0.0,0.0,33.7925752,157.63079714
2004-04-29,43.5373025907,0.0,0.0,0.0,150.35552958
2004-04-30,54.4216282383,0.0,0.0,50.6888628,177.031510634
2004-05-01,58.7753584974,0.0,0.0,50.6888628,65.4774080428
2004-05-02,45.7141677202,0.0,0.0,50.6888628,106.703924218
2004-05-03,54.4216282383,0.0,0.0,50.6888628,164.9060647
2004-05-04,78.3671446632,0.0,0.0,16.8962876,150.35552958
2004-05-05,65.305953886,0.0,0.0,50.6888628,172.181332261
2004-05-06,67.4828190155,0.0,0.0,33.7925752,196.432224128
2004-05-07,56.5984933679,0.0,0.0,33.7925752,162.480975514
2004-05-08,67.4828190155,0.0,0.0,0.0,118.829370152
2004-05-09,50.0678979793,0.0,0.0,50.6888628,89.7282999105
2004-05-10,93.60520057,0.0,0.0,50.6888628,179.456599821
2004-05-11,56.5984933679,0.0,0.0,50.6888628,162.480975514
2004-05-12,69.6596841451,0.0,0.0,16.8962876,186.731867381
2004-05-13,78.3671446632,0.0,0.0,33.7925752,140.655172833
2004-05-14,58.7753584974,0.0,0.0,50.6888628,128.529726899
2004-05-15,60.9522236269,0.0,0.0,0.0,128.529726899
2004-05-16,30.4761118135,0.0,0.0,50.6888628,128.529726899
2004-05-17,56.5984933679,0.0,0.0,0.0,167.331153887
2004-05-18,67.4828190155,0.0,0.0,0.0,160.055886327
2004-05-19,45.7141677202,0.0,0.0,50.6888628,172.181332261
2004-05-20,65.305953886,0.0,0.0,0.0,133.379905272
2004-05-21,60.9522236269,0.0,0.0,50.6888628,126.104637712
2004-05-22,67.4828190155,0.0,0.0,0.0,75.1777647899
2004-05-23,89.2514703109,0.0,0.0,0.0,126.104637712
2004-05-24,65.305953886,0.0,0.0,84.481438,140.655172833
2004-05-25,45.7141677202,0.0,0.0,84.481438,160.055886327
2004-05-26,47.8910328497,0.0,0.0,33.7925752,128.529726899
2004-05-27,41.3604374611,0.0,0.0,0.0,172.181332261
2004-05-28,50.0678979793,0.0,0.0,0.0,116.404280965
2004-05-29,58.7753584974,0.0,0.0,0.0,101.853745844
2004-05-30,28.2992466839,0.0,0.0,0.0,99.4286566576
2004-05-31,28.2992466839,0.0,0.0,0.0,97.0035674708
2004-06-01,67.4828190155,0.0,0.0,33.7925752,140.655172833
2004-06-02,63.1290887565,0.0,0.0,50.6888628,126.104637712
2004-06-03,95.7820656995,0.0,0.0,0.0,194.007134942
2004-06-04,78.3671446632,0.0,0.0,33.7925752,167.331153887
2004-06-05,47.8910328497,0.0,0.0,0.0,121.254459339
2004-06-06,37.0067072021,0.0,0.0,0.0,80.0279431634
2004-06-07,58.7753584974,0.0,0.0,84.481438,140.655172833
2004-06-08,76.1902795337,0.0,0.0,33.7925752,162.480975514
2004-06-09,69.6596841451,0.0,0.0,0.0,172.181332261
2004-06-10,45.7141677202,0.0,0.0,33.7925752,133.379905272
2004-06-11,78.3671446632,0.0,0.0,0.0,189.156956568
2004-06-12,56.5984933679,0.0,0.0,101.3777256,118.829370152
2004-06-13,76.1902795337,0.0,0.0,101.3777256,111.554102591
2004-06-14,104.489526218,0.0,0.0,0.0,184.306778195
2004-06-15,74.0134144041,0.0,0.0,33.7925752,147.930440393
2004-06-16,39.1835723316,0.0,0.0,84.481438,133.379905272
2004-06-17,84.8977400518,0.0,0.0,33.7925752,203.707491689
2004-06-18,45.7141677202,0.0,0.0,33.7925752,113.979191778
2004-06-19,69.6596841451,0.0,0.0,0.0,84.878121537
2004-06-20,39.1835723316,0.0,0.0,0.0,58.2021404825
2004-06-21,74.0134144041,0.0,0.0,33.7925752,198.857313315
2004-06-22,50.0678979793,0.0,0.0,33.7925752,181.881689008
2004-06-23,52.2447631088,0.0,0.0,33.7925752,181.881689008
2004-06-24,76.1902795337,0.0,0.0,0.0,189.156956568
2004-06-25,60.9522236269,0.0,0.0,0.0,167.331153887
2004-06-26,104.489526218,0.0,0.0,50.6888628,89.7282999105
2004-06-27,45.7141677202,0.0,0.0,0.0,116.404280965
2004-06-28,87.0746051814,0.0,0.0,0.0,172.181332261
2004-06-29,89.2514703109,0.0,0.0,0.0,164.9060647
2004-06-30,45.7141677202,0.0,0.0,0.0,186.731867381
2004-07-01,82.7208749223,0.0,0.0,0.0,172.181332261
2004-07-02,39.1835723316,0.0,0.0,0.0,164.9060647
2004-07-03,71.8365492746,0.0,0.0,0.0,65.4774080428
2004-07-04,28.2992466839,0.0,0.0,0.0,123.679548525
2004-07-05,63.1290887565,0.0,0.0,0.0,97.0035674708
2004-07-06,89.2514703109,0.0,0.0,0.0,208.557670062
2004-07-07,78.3671446632,0.0,0.0,33.7925752,167.331153887
2004-07-08,71.8365492746,0.0,0.0,0.0,218.258026809
2004-07-09,71.8365492746,0.0,0.0,33.7925752,130.954816086
2004-07-10,41.3604374611,0.0,0.0,0.0,147.930440393
2004-07-11,17.4149210363,0.0,0.0,50.6888628,87.3032107237
2004-07-12,80.5440097927,0.0,0.0,0.0,227.958383556
2004-07-13,52.2447631088,0.0,0.0,0.0,198.857313315
2004-07-14,76.1902795337,0.0,0.0,0.0,150.35552958
2004-07-15,82.7208749223,0.0,0.0,33.7925752,179.456599821
2004-07-16,67.4828190155,0.0,0.0,0.0,186.731867381
2004-07-17,65.305953886,0.0,0.0,0.0,118.829370152
2004-07-18,54.4216282383,0.0,0.0,0.0,145.505351206
2004-07-19,67.4828190155,0.0,0.0,0.0,150.35552958
2004-07-20,60.9522236269,0.0,0.0,33.7925752,242.508918677
2004-07-21,84.8977400518,0.0,0.0,50.6888628,135.804994459
2004-07-22,74.0134144041,0.0,0.0,33.7925752,121.254459339
2004-07-23,63.1290887565,0.0,0.0,0.0,111.554102591
2004-07-24,34.8298420725,0.0,0.0,0.0,104.278835031
2004-07-25,47.8910328497,0.0,0.0,50.6888628,101.853745844
2004-07-26,67.4828190155,0.0,0.0,0.0,162.480975514
2004-07-27,95.7820656995,0.0,0.0,0.0,138.230083646
2004-07-28,84.8977400518,0.0,0.0,33.7925752,130.954816086
2004-07-29,58.7753584974,0.0,0.0,33.7925752,174.606421447
2004-07-30,52.2447631088,0.0,0.0,50.6888628,191.582045755
2004-07-31,41.3604374611,0.0,0.0,0.0,99.4286566576
2004-08-01,58.7753584974,0.0,0.0,0.0,72.7526756031
2004-08-02,74.0134144041,0.0,0.0,0.0,155.205707953
2004-08-03,58.7753584974,0.0,0.0,0.0,143.080262019
2004-08-04,47.8910328497,0.0,0.0,0.0,155.205707953
2004-08-05,63.1290887565,0.0,0.0,0.0,138.230083646
2004-08-06,69.6596841451,0.0,0.0,0.0,164.9060647
2004-08-07,30.4761118135,0.0,0.0,0.0,94.5784782841
2004-08-08,43.5373025907,0.0,0.0,0.0,82.4530323502
2004-08-09,95.7820656995,0.0,0.0,50.6888628,184.306778195
2004-08-10,58.7753584974,0.0,0.0,33.7925752,116.404280965
2004-08-11,52.2447631088,0.0,0.0,0.0,213.407848436
2004-08-12,47.8910328497,0.0,0.0,33.7925752,172.181332261
2004-08-13,43.5373025907,0.0,0.0,33.7925752,152.780618767
2004-08-14,17.4149210363,0.0,0.0,50.6888628,116.404280965
2004-08-15,45.7141677202,0.0,0.0,0.0,77.6028539767
2004-08-16,63.1290887565,0.0,0.0,0.0,172.181332261
2004-08-17,93.60520057,0.0,0.0,50.6888628,167.331153887
2004-08-18,56.5984933679,0.0,0.0,33.7925752,150.35552958
2004-08-19,84.8977400518,0.0,0.0,0.0,128.529726899
2004-08-20,71.8365492746,0.0,0.0,33.7925752,104.278835031
2004-08-21,60.9522236269,0.0,0.0,0.0,126.104637712
2004-08-22,63.1290887565,0.0,0.0,50.6888628,70.3275864164
2004-08-23,71.8365492746,0.0,0.0,50.6888628,145.505351206
2004-08-24,63.1290887565,0.0,0.0,101.3777256,169.756243074
2004-08-25,39.1835723316,0.0,0.0,16.8962876,157.63079714
2004-08-26,43.5373025907,0.0,0.0,0.0,145.505351206
2004-08-27,45.7141677202,0.0,0.0,50.6888628,138.230083646
2004-08-28,54.4216282383,0.0,0.0,0.0,80.0279431634
2004-08-29,47.8910328497,0.0,0.0,0.0,89.7282999105
2004-08-30,74.0134144041,0.0,0.0,16.8962876,116.404280965
2004-08-31,56.5984933679,0.0,0.0,67.5851504,140.655172833
2004-09-01,54.4216282383,0.0,0.0,50.6888628,150.35552958
2004-09-02,45.7141677202,0.0,0.0,16.8962876,126.104637712
2004-09-03,56.5984933679,0.0,0.0,0.0,133.379905272
2004-09-04,50.0678979793,0.0,0.0,0.0,106.703924218
2004-09-05,93.60520057,0.0,0.0,0.0,38.8014269883
2004-09-06,58.7753584974,0.0,0.0,0.0,123.679548525
2004-09-07,74.0134144041,0.0,0.0,16.8962876,172.181332261
2004-09-08,43.5373025907,0.0,0.0,101.3777256,160.055886327
2004-09-09,65.305953886,0.0,0.0,0.0,160.055886327
2004-09-10,69.6596841451,0.0,0.0,33.7925752,150.35552958
2004-09-11,67.4828190155,0.0,0.0,0.0,104.311614202
2004-09-12,45.7141677202,0.0,0.0,0.0,74.5082958589
2004-09-13,56.5984933679,0.0,0.0,0.0,151.50020158
2004-09-14,91.4283354404,0.0,0.0,11.8934761877,163.91825089
2004-09-15,63.1290887565,0.0,0.0,11.8934761877,183.787129785
2004-09-16,87.0746051814,0.0,0.0,35.6804285631,158.951031166
2004-09-17,47.8910328497,0.0,0.0,0.0,188.754349509
2004-09-18,76.1902795337,0.0,0.0,0.0,129.147712822
2004-09-19,45.7141677202,0.0,0.0,0.0,47.1885873773
2004-09-20,69.6596841451,0.0,0.0,0.0,134.114932546
2004-09-21,52.2447631088,0.0,0.0,71.3608571263,149.016591718
2004-09-22,56.5984933679,0.0,0.0,0.0,139.08215227
2004-09-23,47.8910328497,0.0,0.0,59.4673809385,116.729663512
2004-09-24,41.3604374611,0.0,0.0,35.6804285631,109.278833926
2004-09-25,52.2447631088,0.0,0.0,0.0,94.3771747546
2004-09-26,45.7141677202,0.0,0.0,23.7869523754,64.5738564111
2004-09-27,76.3759344718,0.0,0.0,35.6804285631,131.631322684
2004-09-28,58.0457101986,0.0,0.0,59.4673809385,188.754349509
2004-09-29,97.7611961239,0.0,0.0,23.7869523754,149.016591718
2004-09-30,94.706158745,0.0,0.0,11.8934761877,149.016591718
2004-10-01,54.9906728197,0.0,0.0,11.8934761877,139.08215227
2004-10-02,67.2108223352,0.0,0.0,0.0,136.598542408
2004-10-03,64.1557849563,0.0,0.0,0.0,57.1230268252
2004-10-04,113.036383018,0.0,0.0,47.5739047508,126.66410296
2004-10-05,76.3759344718,0.0,0.0,59.4673809385,111.762443788
2004-10-06,79.4309718507,0.0,0.0,0.0,146.532981856
2004-10-07,58.0457101986,0.0,0.0,0.0,121.696883236
2004-10-08,64.1557849563,0.0,0.0,0.0,129.147712822
2004-10-09,70.2658597141,0.0,0.0,0.0,72.0246859969
2004-10-10,54.9906728197,0.0,0.0,0.0,91.8935648927
2004-10-11,94.706158745,0.0,0.0,0.0,116.729663512
2004-10-12,174.137130596,0.0,0.0,0.0,76.9919057209
2004-10-13,64.1557849563,0.0,0.0,23.7869523754,129.147712822
2004-10-14,85.5410466084,0.0,0.0,35.6804285631,153.983811442
2004-10-15,64.1557849563,0.0,0.0,0.0,129.147712822
2004-10-16,79.4309718507,0.0,0.0,0.0,124.180493098
2004-10-17,58.0457101986,0.0,0.0,23.7869523754,94.3771747546
2004-10-18,88.5960839873,0.0,0.0,47.5739047508,158.951031166
2004-10-19,91.6511213662,0.0,0.0,59.4673809385,139.08215227
2004-10-20,85.5410466084,0.0,0.0,47.5739047508,141.565762132
2004-10-21,70.2658597141,0.0,0.0,0.0,141.565762132
2004-10-22,82.4860092295,0.0,0.0,0.0,141.565762132
2004-10-23,70.2658597141,0.0,0.0,0.0,94.3771747546
2004-10-24,73.3208970929,0.0,0.0,0.0,131.631322684
2004-10-25,79.4309718507,0.0,0.0,0.0,168.885470614
2004-10-26,82.4860092295,0.0,0.0,23.7869523754,168.885470614
2004-10-27,155.806906322,0.0,0.0,23.7869523754,149.016591718
2004-10-28,128.311569913,0.0,0.0,23.7869523754,153.983811442
2004-10-29,48.880598062,0.0,0.0,0.0,109.278833926
2004-10-30,116.091420397,0.0,0.0,0.0,101.828004341
2004-10-31,45.8255606831,0.0,0.0,23.7869523754,74.5082958589
2004-11-01,88.5960839873,0.0,0.0,11.8934761877,149.016591718
2004-11-02,61.1007475774,0.0,0.0,23.7869523754,116.729663512
2004-11-03,100.816233503,0.0,0.0,11.8934761877,141.565762132
2004-11-04,82.4860092295,0.0,0.0,11.8934761877,126.66410296
2004-11-05,79.4309718507,0.0,0.0,11.8934761877,186.270739647
2004-11-06,88.5960839873,0.0,0.0,23.7869523754,119.213273374
2004-11-07,36.6604485465,0.0,0.0,0.0,101.828004341
2004-11-08,85.5410466084,0.0,0.0,0.0,34.7705380675
2004-11-09,0.0,0.0,0.0,0.0,0.0
2004-11-10,82.4860092295,0.0,0.0,23.7869523754,198.688788957
2004-11-11,149.696831565,0.0,0.0,35.6804285631,163.91825089
2004-11-12,94.706158745,0.0,0.0,35.6804285631,91.8935648927
2004-11-13,100.816233503,0.0,0.0,23.7869523754,72.0246859969
2004-11-14,48.880598062,0.0,0.0,23.7869523754,84.4427353068
2004-11-15,79.4309718507,0.0,0.0,11.8934761877,153.983811442
2004-11-16,70.2658597141,0.0,0.0,23.7869523754,136.598542408
2004-11-17,67.2108223352,0.0,0.0,23.7869523754,193.721569233
2004-11-18,79.4309718507,0.0,0.0,0.0,141.565762132
2004-11-19,91.6511213662,0.0,0.0,0.0,106.795224064
2004-11-20,106.926308261,0.0,0.0,35.6804285631,69.541076135
2004-11-21,100.816233503,0.0,0.0,0.0,101.828004341
2004-11-22,143.586756807,0.0,0.0,0.0,134.114932546
2004-11-23,109.981345639,0.0,0.0,11.8934761877,126.66410296
2004-11-24,64.1557849563,0.0,0.0,11.8934761877,141.565762132
2004-11-25,42.7705233042,0.0,0.0,0.0,96.8607846166
2004-11-26,54.9906728197,0.0,0.0,0.0,64.5738564111
2004-11-27,70.2658597141,0.0,0.0,0.0,59.6066366871
2004-11-28,106.926308261,0.0,0.0,23.7869523754,72.0246859969
2004-11-29,109.981345639,0.0,0.0,11.8934761877,161.434641028
2004-11-30,109.981345639,0.0,0.0,0.0,149.016591718
2004-12-01,109.981345639,0.0,0.0,0.0,163.91825089
2004-12-02,143.586756807,0.0,0.0,0.0,134.114932546
2004-12-03,88.5960839873,0.0,0.0,0.0,126.66410296
2004-12-04,88.5960839873,0.0,0.0,23.7869523754,86.9263451687
2004-12-05,76.3759344718,0.0,0.0,23.7869523754,119.213273374
2004-12-06,119.146457776,0.0,0.0,23.7869523754,144.049371994
2004-12-07,88.5960839873,0.0,0.0,11.8934761877,158.951031166
2004-12-08,97.7611961239,0.0,0.0,11.8934761877,178.819910061
2004-12-09,100.816233503,0.0,0.0,0.0,104.311614202
2004-12-10,106.926308261,0.0,0.0,11.8934761877,134.114932546
2004-12-11,51.9356354408,0.0,0.0,0.0,104.311614202
2004-12-12,82.4860092295,0.0,0.0,0.0,81.9591254448
2004-12-13,94.706158745,0.0,0.0,35.6804285631,168.885470614
2004-12-14,100.816233503,0.0,0.0,23.7869523754,139.08215227
2004-12-15,119.146457776,0.0,0.0,0.0,114.24605365
2004-12-16,85.5410466084,0.0,0.0,11.8934761877,141.565762132
2004-12-17,79.4309718507,0.0,0.0,11.8934761877,119.213273374
2004-12-18,128.311569913,0.0,0.0,0.0,47.1885873773
2004-12-19,97.7611961239,0.0,0.0,0.0,84.4427353068
2004-12-20,113.036383018,0.0,0.0,0.0,104.311614202
2004-12-21,137.476682049,0.0,0.0,0.0,116.729663512
2004-12-22,116.091420397,0.0,0.0,0.0,101.828004341
2004-12-23,85.5410466084,0.0,0.0,23.7869523754,79.4755155828
2004-12-24,48.880598062,0.0,0.0,23.7869523754,44.7049775153
2004-12-25,67.2108223352,0.0,0.0,0.0,76.9919057209
2004-12-26,61.1007475774,0.0,0.0,0.0,89.4099550307
2004-12-27,155.806906322,0.0,0.0,23.7869523754,106.795224064
2004-12-28,158.861943701,0.0,0.0,11.8934761877,126.66410296
2004-12-29,229.127803415,0.0,0.0,0.0,149.016591718
2004-12-30,305.503737887,0.0,0.0,11.8934761877,121.696883236
2004-12-31,296.338625751,0.0,0.0,0.0,74.5082958589
2005-01-01,122.201495155,0.0,0.0,0.0,81.9591254448
2005-01-02,161.91698108,0.0,0.0,0.0,76.9919057209
2005-01-03,213.852616521,0.0,0.0,35.6804285631,126.66410296
2005-01-04,177.192167975,0.0,0.0,35.6804285631,129.147712822
2005-01-05,128.311569913,0.0,0.0,11.8934761877,131.631322684
2005-01-06,155.806906322,0.0,0.0,11.8934761877,126.66410296
2005-01-07,140.531719428,0.0,0.0,47.5739047508,101.828004341
2005-01-08,103.871270882,0.0,0.0,23.7869523754,111.762443788
2005-01-09,109.981345639,0.0,0.0,0.0,76.9919057209
2005-01-10,103.871270882,0.0,0.0,35.6804285631,134.114932546
2005-01-11,140.531719428,0.0,0.0,11.8934761877,126.66410296
2005-01-12,116.091420397,0.0,0.0,0.0,168.885470614
2005-01-13,61.1007475774,0.0,0.0,23.7869523754,161.434641028
2005-01-14,85.5410466084,0.0,0.0,0.0,141.565762132
2005-01-15,48.880598062,0.0,0.0,23.7869523754,104.311614202
2005-01-16,88.5960839873,0.0,0.0,23.7869523754,101.828004341
2005-01-17,94.706158745,0.0,0.0,0.0,129.147712822
2005-01-18,79.4309718507,0.0,0.0,11.8934761877,173.852690337
2005-01-19,79.4309718507,0.0,0.0,47.5739047508,129.147712822
2005-01-20,48.880598062,0.0,0.0,11.8934761877,131.631322684
2005-01-21,73.3208970929,0.0,0.0,23.7869523754,151.50020158
2005-01-22,45.8255606831,0.0,0.0,23.7869523754,119.213273374
2005-01-23,91.6511213662,0.0,0.0,0.0,79.4755155828
2005-01-24,79.4309718507,0.0,0.0,0.0,134.114932546
2005-01-25,67.2108223352,0.0,0.0,35.6804285631,141.565762132
2005-01-26,70.2658597141,0.0,0.0,23.7869523754,141.565762132
2005-01-27,36.6604485465,0.0,0.0,23.7869523754,141.565762132
2005-01-28,100.816233503,0.0,0.0,11.8934761877,153.983811442
2005-01-29,67.2108223352,0.0,0.0,0.0,96.8607846166
2005-01-30,58.0457101986,0.0,0.0,0.0,119.213273374
2005-01-31,85.5410466084,0.0,0.0,71.3608571263,158.951031166
2005-02-01,61.1007475774,0.0,0.0,83.254333314,183.787129785
2005-02-02,73.3208970929,0.0,0.0,23.7869523754,153.983811442
2005-02-03,94.706158745,0.0,0.0,23.7869523754,161.434641028
2005-02-04,64.1557849563,0.0,0.0,35.6804285631,161.434641028
2005-02-05,85.5410466084,0.0,0.0,23.7869523754,144.049371994
2005-02-06,54.9906728197,0.0,0.0,23.7869523754,111.762443788
2005-02-07,97.7611961239,0.0,0.0,11.8934761877,158.951031166
2005-02-08,61.1007475774,0.0,0.0,23.7869523754,178.819910061
2005-02-09,61.1007475774,0.0,0.0,11.8934761877,188.754349509
2005-02-10,79.4309718507,0.0,0.0,0.0,119.213273374
2005-02-11,73.3208970929,0.0,0.0,0.0,131.631322684
2005-02-12,64.1557849563,0.0,0.0,23.7869523754,109.278833926
2005-02-13,42.7705233042,0.0,0.0,0.0,114.24605365
2005-02-14,58.0457101986,0.0,0.0,23.7869523754,126.66410296
2005-02-15,73.3208970929,0.0,0.0,11.8934761877,151.50020158
2005-02-16,97.7611961239,0.0,0.0,11.8934761877,156.467421304
2005-02-17,91.6511213662,0.0,0.0,0.0,163.91825089
2005-02-18,70.2658597141,0.0,0.0,23.7869523754,176.336300199
2005-02-19,100.816233503,0.0,0.0,0.0,72.0246859969
2005-02-20,73.3208970929,0.0,0.0,23.7869523754,76.9919057209
2005-02-21,109.981345639,0.0,0.0,0.0,136.598542408
2005-02-22,122.201495155,0.0,0.0,23.7869523754,168.885470614
2005-02-23,88.5960839873,0.0,0.0,11.8934761877,126.66410296
