date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2010-12-15,1,3,2,62,2,False
2010-12-16,2,2,2,64,7,False
2010-12-17,2,4,1,52,3,False
2010-12-18,0,7,1,42,2,False
2010-12-19,3,3,0,37,6,False
2010-12-20,3,3,0,52,6,False
2010-12-21,1,4,0,56,6,False
2010-12-22,2,5,1,56,3,False
2010-12-23,1,4,0,45,7,False
2010-12-24,0,2,0,31,4,False
2010-12-25,1,4,0,21,3,False
2010-12-26,1,2,1,31,3,False
2010-12-27,1,4,0,49,4,False
2010-12-28,2,1,1,42,6,False
2010-12-29,1,3,0,55,5,False
2010-12-30,1,3,1,45,5,False
2010-12-31,2,5,1,41,7,False
2011-01-01,3,5,0,56,3,False
2011-01-02,2,3,1,49,3,False
2011-01-03,1,5,2,68,7,False
2011-01-04,2,4,0,89,5,False
2011-01-05,5,4,0,98,5,False
2011-01-06,3,4,0,99,4,False
2011-01-07,3,4,2,69,3,False
2011-01-08,1,4,1,63,4,False
2011-01-09,3,3,1,50,6,False
2011-01-10,1,3,1,70,4,False
2011-01-11,3,4,0,75,8,False
2011-01-12,2,5,1,73,3,False
2011-01-13,3,4,1,85,6,False
2011-01-14,1,6,1,79,5,False
2011-01-15,1,2,0,53,5,False
2011-01-16,4,3,1,54,5,False
2011-01-17,2,4,2,74,4,False
2011-01-18,3,5,1,87,7,False
2011-01-19,1,2,0,93,4,False
2011-01-20,6,3,1,89,8,False
2011-01-21,1,2,2,80,3,False
2011-01-22,2,4,1,57,4,False
2011-01-23,1,1,0,67,8,False
2011-01-24,4,5,1,75,9,False
2011-01-25,4,5,1,77,5,False
2011-01-26,1,3,0,89,3,False
2011-01-27,3,2,0,74,7,False
2011-01-28,3,3,1,83,4,False
2011-01-29,2,6,1,64,8,False
2011-01-30,3,2,1,60,2,False
2011-01-31,4,5,0,83,5,False
2011-02-01,1,5,1,82,5,False
2011-02-02,2,2,1,77,2,False
2011-02-03,4,4,0,68,4,False
2011-02-04,3,4,1,70,3,False
2011-02-05,2,4,0,65,7,False
2011-02-06,1,0,1,48,5,False
2011-02-07,5,4,0,71,8,False
2011-02-08,4,8,1,80,2,False
2011-02-09,2,6,0,70,6,False
2011-02-10,4,3,1,75,2,False
2011-02-11,4,1,1,70,8,False
2011-02-12,2,5,1,54,6,False
2011-02-13,2,4,1,51,9,False
2011-02-14,2,3,1,59,3,False
2011-02-15,2,2,1,77,4,False
2011-02-16,2,6,3,81,3,False
2011-02-17,4,4,1,80,9,False
2011-02-18,3,7,1,61,5,False
2011-02-19,1,2,1,46,3,False
2011-02-20,1,1,1,52,8,False
2011-02-21,4,5,0,73,5,False
2011-02-22,1,4,0,77,8,False
2011-02-23,2,5,1,69,5,False
2011-02-24,1,5,0,76,6,False
2011-02-25,2,3,0,73,7,False
2011-02-26,1,2,1,58,9,False
2011-02-27,1,3,1,58,4,False
2011-02-28,2,4,2,70,5,False
2011-03-01,3,5,0,78,4,False
2011-03-02,2,5,2,66,4,False
2011-03-03,2,4,1,84,4,False
2011-03-04,1,3,0,77,6,False
2011-03-05,2,2,1,48,5,False
2011-03-06,3,4,0,62,4,False
2011-03-07,2,5,2,76,7,False
2011-03-08,1,8,0,72,6,False
2011-03-09,1,1,0,85,7,False
2011-03-10,3,3,1,70,9,False
2011-03-11,2,5,0,64,5,False
2011-03-12,0,6,1,65,7,False
2011-03-13,1,4,1,51,5,False
2011-03-14,3,3,0,79,6,False
2011-03-15,2,6,1,70,6,False
2011-03-16,2,5,1,85,7,False
2011-03-17,2,4,0,82,7,False
2011-03-18,3,5,1,79,6,False
2011-03-19,1,6,1,48,3,False
2011-03-20,1,6,0,53,6,False
2011-03-21,0,7,0,75,6,False
2011-03-22,4,5,1,79,8,False
2011-03-23,1,7,2,82,4,False
2011-03-24,3,5,1,81,6,False
2011-03-25,3,5,2,73,6,False
2011-03-26,2,4,0,51,6,False
2011-03-27,1,0,1,52,6,False
2011-03-28,3,3,1,76,6,False
2011-03-29,1,4,0,80,6,False
2011-03-30,3,5,2,80,7,False
2011-03-31,1,6,2,91,5,False
2011-04-01,2,3,0,64,6,False
2011-04-02,1,3,1,56,4,False
2011-04-03,3,3,3,55,5,False
2011-04-04,0,6,0,71,7,False
2011-04-05,3,4,1,77,9,False
2011-04-06,2,3,0,68,8,False
2011-04-07,1,5,2,74,11,False
2011-04-08,0,2,1,65,6,False
2011-04-09,0,3,1,52,5,False
2011-04-10,3,5,1,43,4,False
2011-04-11,3,4,1,71,7,False
2011-04-12,1,6,1,81,8,False
2011-04-13,5,2,0,79,6,False
2011-04-14,3,6,0,82,5,False
2011-04-15,1,4,0,71,3,False
2011-04-16,3,6,1,55,5,False
2011-04-17,3,7,2,49,5,False
2011-04-18,3,3,0,72,4,False
2011-04-19,2,4,2,85,5,False
2011-04-20,2,7,1,90,4,False
2011-04-21,2,5,3,78,4,False
2011-04-22,1,5,1,59,4,False
2011-04-23,2,6,1,54,3,False
2011-04-24,2,3,1,39,7,False
2011-04-25,8,5,0,71,7,False
2011-04-26,2,3,2,71,4,False
2011-04-27,2,6,8,75,5,False
2011-04-28,3,2,1,75,4,False
2011-04-29,7,8,3,63,5,False
2011-04-30,8,7,1,55,7,False
2011-05-01,6,5,1,61,7,False
2011-05-02,3,1,0,64,6,False
2011-05-03,3,7,0,68,4,False
2011-05-04,1,3,0,74,5,False
2011-05-05,1,4,1,83,9,False
2011-05-06,2,3,2,68,8,False
2011-05-07,1,3,1,41,4,False
2011-05-08,1,1,1,52,3,False
2011-05-09,2,4,0,74,5,False
2011-05-10,2,6,1,80,4,False
2011-05-11,1,6,1,75,4,False
2011-05-12,2,1,0,67,3,False
2011-05-13,0,5,1,76,8,False
2011-05-14,1,4,0,54,3,False
2011-05-15,0,4,1,54,4,False
2011-05-16,2,4,1,82,7,False
2011-05-17,1,4,0,80,5,False
2011-05-18,2,4,0,85,4,False
2011-05-19,2,8,1,84,6,False
2011-05-20,3,5,1,76,3,False
2011-05-21,1,4,0,52,6,False
2011-05-22,0,4,2,54,5,False
2011-05-23,1,4,0,94,5,False
2011-05-24,2,5,1,81,4,False
2011-05-25,1,8,0,76,5,False
2011-05-26,2,3,0,87,6,False
2011-05-27,3,5,1,76,4,False
2011-05-28,1,3,1,47,7,False
2011-05-29,1,4,0,35,4,False
2011-05-30,2,6,1,51,3,False
2011-05-31,1,5,1,84,7,False
2011-06-01,1,4,0,96,9,False
2011-06-02,0,2,0,83,8,False
2011-06-03,1,3,1,70,5,False
2011-06-04,1,6,1,57,6,False
2011-06-05,3,3,0,59,6,False
2011-06-06,0,2,0,78,6,False
2011-06-07,1,3,0,78,6,False
2011-06-08,1,5,0,87,4,False
2011-06-09,0,4,2,72,4,False
2011-06-10,1,4,0,75,4,False
2011-06-11,1,6,1,50,3,False
2011-06-12,1,7,0,50,4,False
2011-06-13,1,3,1,77,5,False
2011-06-14,2,4,1,73,6,False
2011-06-15,0,2,0,79,6,False
2011-06-16,2,3,0,91,2,False
2011-06-17,0,6,2,74,2,False
2011-06-18,1,4,0,58,4,False
2011-06-19,1,2,1,61,2,False
2011-06-20,2,3,0,97,7,False
2011-06-21,3,4,1,87,6,False
2011-06-22,1,3,1,79,8,False
2011-06-23,3,5,0,88,6,False
2011-06-24,0,3,1,82,6,False
2011-06-25,1,2,0,51,3,False
2011-06-26,0,5,1,58,3,False
2011-06-27,2,5,1,75,7,False
2011-06-28,0,4,1,81,5,False
2011-06-29,0,3,0,87,7,False
2011-06-30,1,4,0,89,3,False
2011-07-01,1,2,1,72,8,False
2011-07-02,1,9,0,59,4,False
2011-07-03,1,2,1,53,6,False
2011-07-04,2,5,0,57,4,False
2011-07-05,1,4,0,77,6,False
2011-07-06,1,2,0,80,5,False
2011-07-07,0,3,1,90,5,False
2011-07-08,2,5,0,72,4,False
2011-07-09,2,4,1,63,4,False
2011-07-10,1,3,1,64,6,False
2011-07-11,1,4,1,83,7,False
2011-07-12,2,4,0,93,4,False
2011-07-13,1,3,0,93,4,False
2011-07-14,3,4,0,80,4,False
2011-07-15,0,4,2,83,5,False
2011-07-16,2,4,0,42,6,False
2011-07-17,1,6,0,61,4,False
2011-07-18,0,3,0,81,4,False
2011-07-19,2,7,0,84,5,False
2011-07-20,2,6,0,93,4,False
2011-07-21,1,2,0,91,3,False
2011-07-22,1,3,1,70,5,False
2011-07-23,2,4,0,61,4,False
2011-07-24,1,2,0,53,5,False
2011-07-25,1,2,0,72,7,False
2011-07-26,2,2,1,95,4,False
