date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2011-07-27,2,5,1,96,6,False
2011-07-28,0,7,0,84,8,False
2011-07-29,2,4,0,74,2,False
2011-07-30,1,3,0,60,6,False
2011-07-31,1,4,1,58,7,False
2011-08-01,0,6,1,93,7,False
2011-08-02,1,4,0,83,6,False
2011-08-03,0,4,0,85,5,False
2011-08-04,2,5,0,85,5,False
2011-08-05,2,3,0,80,6,False
2011-08-06,2,4,2,57,6,False
2011-08-07,1,7,0,55,6,False
2011-08-08,1,1,1,85,6,False
2011-08-09,2,6,0,69,6,False
2011-08-10,2,5,1,88,9,False
2011-08-11,1,6,0,87,5,False
2011-08-12,1,2,0,77,8,False
2011-08-13,0,4,0,66,10,False
2011-08-14,2,4,1,62,4,False
2011-08-15,1,6,2,83,3,False
2011-08-16,1,7,1,100,5,False
2011-08-17,0,3,0,92,6,False
2011-08-18,0,4,1,86,5,False
2011-08-19,1,5,0,85,11,False
2011-08-20,2,2,0,65,5,False
2011-08-21,1,5,1,63,9,False
2011-08-22,4,4,0,90,7,False
2011-08-23,3,4,0,96,10,False
2011-08-24,3,6,2,92,6,False
2011-08-25,2,8,0,79,6,False
2011-08-26,2,9,0,80,8,False
2011-08-27,2,7,1,61,5,False
2011-08-28,2,4,1,65,3,False
2011-08-29,1,4,1,90,4,False
2011-08-30,0,6,1,84,4,False
2011-08-31,3,6,2,80,5,False
2011-09-01,3,2,0,85,6,False
2011-09-02,3,3,1,75,5,False
2011-09-03,2,4,1,58,7,False
2011-09-04,2,5,0,61,9,False
2011-09-05,3,4,2,63,5,False
2011-09-06,4,4,0,79,7,False
2011-09-07,4,4,1,98,5,False
2011-09-08,5,9,1,86,9,False
2011-09-09,6,1,0,89,5,False
2011-09-10,0,8,1,49,4,False
