date,advantage,affluence,affluent,afloat,allowance,isPartial
2009-04-23,77,1,1,0,8,False
2009-04-24,80,0,2,0,13,False
2009-04-25,66,2,1,0,11,False
2009-04-26,64,1,1,1,10,False
2009-04-27,76,1,1,2,15,False
2009-04-28,82,0,2,1,11,False
2009-04-29,74,1,2,0,14,False
2009-04-30,77,1,1,0,15,False
2009-05-01,81,1,0,2,13,False
2009-05-02,62,0,1,0,10,False
2009-05-03,56,1,1,1,11,False
2009-05-04,84,1,1,2,13,False
2009-05-05,83,1,1,1,15,False
2009-05-06,83,1,2,1,12,False
2009-05-07,82,2,3,1,11,False
2009-05-08,75,0,2,1,10,False
2009-05-09,47,0,1,0,6,False
2009-05-10,65,1,0,2,10,False
2009-05-11,80,1,1,1,16,False
2009-05-12,87,0,2,0,13,False
2009-05-13,85,0,2,0,19,False
2009-05-14,80,1,1,1,14,False
2009-05-15,79,0,0,1,16,False
2009-05-16,60,0,1,0,9,False
2009-05-17,70,1,2,1,16,False
2009-05-18,76,0,2,0,18,False
2009-05-19,80,1,2,0,13,False
2009-05-20,81,0,1,0,16,False
2009-05-21,80,0,2,0,14,False
2009-05-22,72,0,1,0,11,False
2009-05-23,67,1,1,0,10,False
2009-05-24,53,0,1,0,10,False
2009-05-25,53,1,1,1,16,False
2009-05-26,89,0,2,1,12,False
2009-05-27,84,0,1,2,17,False
2009-05-28,80,0,1,1,15,False
2009-05-29,73,0,0,1,10,False
2009-05-30,51,1,0,1,11,False
2009-05-31,56,2,0,1,10,False
2009-06-01,83,1,3,2,16,False
2009-06-02,89,0,1,1,18,False
2009-06-03,84,0,1,0,14,False
2009-06-04,77,0,0,0,14,False
2009-06-05,73,0,2,0,10,False
2009-06-06,59,1,1,0,10,False
2009-06-07,48,0,2,1,14,False
2009-06-08,75,0,2,1,20,False
2009-06-09,88,1,0,1,11,False
2009-06-10,73,0,0,1,14,False
2009-06-11,89,0,2,0,8,False
2009-06-12,70,0,1,0,11,False
2009-06-13,50,1,2,1,8,False
2009-06-14,69,1,2,1,8,False
2009-06-15,69,1,3,1,18,False
2009-06-16,80,1,2,0,19,False
2009-06-17,79,1,2,1,16,False
2009-06-18,80,1,2,0,15,False
2009-06-19,83,0,2,0,13,False
2009-06-20,53,0,2,1,11,False
2009-06-21,44,0,1,1,10,False
2009-06-22,69,0,3,1,15,False
2009-06-23,83,0,1,1,14,False
2009-06-24,88,0,2,1,13,False
2009-06-25,79,0,1,0,15,False
2009-06-26,64,0,1,0,15,False
2009-06-27,42,0,0,1,17,False
2009-06-28,67,1,1,0,13,False
2009-06-29,74,0,1,1,17,False
2009-06-30,74,0,0,2,20,False
2009-07-01,73,0,1,1,17,False
2009-07-02,67,0,1,1,17,False
2009-07-03,71,0,0,2,15,False
2009-07-04,43,0,2,1,14,False
2009-07-05,46,1,0,1,12,False
2009-07-06,79,0,1,0,23,False
2009-07-07,86,0,2,1,17,False
2009-07-08,78,0,1,0,18,False
2009-07-09,79,0,2,0,19,False
2009-07-10,79,0,1,0,18,False
2009-07-11,64,0,1,0,6,False
2009-07-12,59,1,2,0,17,False
2009-07-13,81,0,2,1,18,False
2009-07-14,79,1,2,0,16,False
2009-07-15,81,1,0,0,22,False
2009-07-16,87,0,0,1,12,False
2009-07-17,69,0,1,1,19,False
2009-07-18,54,1,1,3,14,False
2009-07-19,48,0,2,0,18,False
2009-07-20,87,0,0,0,21,False
2009-07-21,72,0,1,2,16,False
2009-07-22,82,0,1,0,19,False
2009-07-23,75,1,2,1,20,False
2009-07-24,69,0,2,1,31,False
2009-07-25,58,0,1,0,21,False
2009-07-26,50,0,2,1,19,False
2009-07-27,71,0,2,2,22,False
2009-07-28,80,1,2,1,36,False
2009-07-29,84,0,2,2,23,False
2009-07-30,79,0,1,0,20,False
2009-07-31,75,0,1,0,45,False
2009-08-01,59,0,1,1,25,False
2009-08-02,65,1,1,0,15,False
2009-08-03,76,0,2,1,22,False
2009-08-04,76,0,0,3,21,False
2009-08-05,84,0,0,1,17,False
2009-08-06,71,0,1,1,19,False
2009-08-07,71,0,1,2,11,False
2009-08-08,58,0,2,1,9,False
2009-08-09,60,0,2,0,19,False
