date,advantage,affluence,affluent,afloat,allowance,isPartial
2008-11-13,91,0,0,2,14,False
2008-11-14,79,1,0,1,10,False
2008-11-15,59,1,1,0,7,False
2008-11-16,63,0,1,1,8,False
2008-11-17,83,0,3,1,11,False
2008-11-18,82,0,1,0,8,False
2008-11-19,69,0,2,0,14,False
2008-11-20,80,0,2,1,17,False
2008-11-21,73,0,0,1,14,False
2008-11-22,54,1,1,1,9,False
2008-11-23,57,1,3,1,15,False
2008-11-24,82,0,1,0,9,False
2008-11-25,62,0,0,0,14,False
2008-11-26,61,0,0,1,10,False
2008-11-27,41,0,0,1,5,False
2008-11-28,60,1,1,0,7,False
2008-11-29,51,0,1,1,6,False
2008-11-30,63,1,1,2,11,False
2008-12-01,75,0,0,0,16,False
2008-12-02,82,0,2,0,18,False
2008-12-03,72,0,2,0,13,False
2008-12-04,77,0,2,1,12,False
2008-12-05,78,0,2,2,11,False
2008-12-06,54,1,1,1,10,False
2008-12-07,56,1,1,1,7,False
2008-12-08,89,0,0,1,14,False
2008-12-09,81,1,2,1,15,False
2008-12-10,71,0,2,0,11,False
2008-12-11,82,0,2,0,10,False
2008-12-12,69,0,3,0,10,False
2008-12-13,50,1,1,0,10,False
2008-12-14,66,0,2,1,10,False
2008-12-15,73,0,1,1,13,False
2008-12-16,69,1,0,1,18,False
2008-12-17,74,0,2,1,19,False
2008-12-18,83,0,0,1,11,False
2008-12-19,67,0,3,0,10,False
2008-12-20,40,1,0,0,9,False
2008-12-21,48,1,1,0,10,False
2008-12-22,67,0,0,0,10,False
2008-12-23,61,0,1,1,10,False
2008-12-24,45,0,2,0,13,False
2008-12-25,32,1,1,0,6,False
2008-12-26,54,1,0,1,9,False
2008-12-27,55,1,1,1,9,False
2008-12-28,55,0,1,1,6,False
2008-12-29,82,1,0,2,15,False
2008-12-30,72,0,0,0,12,False
2008-12-31,63,0,1,0,14,False
2009-01-01,44,0,1,2,10,False
2009-01-02,69,0,1,1,13,False
2009-01-03,48,0,2,0,13,False
2009-01-04,57,0,1,0,13,False
2009-01-05,78,0,1,0,17,False
2009-01-06,81,0,0,0,15,False
2009-01-07,67,0,3,0,15,False
2009-01-08,77,1,1,0,15,False
2009-01-09,79,0,1,2,14,False
2009-01-10,65,0,1,0,9,False
2009-01-11,58,1,1,0,11,False
2009-01-12,78,1,3,1,13,False
2009-01-13,82,1,1,1,19,False
2009-01-14,87,0,1,0,16,False
2009-01-15,78,1,2,1,13,False
2009-01-16,71,0,2,0,15,False
2009-01-17,66,1,0,0,11,False
2009-01-18,43,0,0,1,10,False
2009-01-19,73,0,0,0,15,False
2009-01-20,67,0,2,1,12,False
2009-01-21,81,1,1,1,15,False
2009-01-22,74,0,0,3,13,False
2009-01-23,67,1,1,2,19,False
2009-01-24,61,1,1,0,11,False
2009-01-25,53,1,1,1,10,False
2009-01-26,83,0,1,1,16,False
2009-01-27,69,0,0,0,14,False
2009-01-28,80,0,3,1,16,False
2009-01-29,81,0,2,0,15,False
2009-01-30,71,0,3,1,14,False
2009-01-31,49,0,1,1,17,False
2009-02-01,45,0,1,1,14,False
2009-02-02,87,1,2,0,15,False
2009-02-03,78,0,1,0,15,False
2009-02-04,85,0,1,0,17,False
2009-02-05,79,0,1,1,17,False
2009-02-06,80,0,2,0,18,False
2009-02-07,62,2,1,0,12,False
2009-02-08,58,0,0,0,12,False
2009-02-09,80,1,4,2,14,False
2009-02-10,73,0,1,1,13,False
2009-02-11,81,0,1,1,11,False
2009-02-12,79,0,1,1,17,False
2009-02-13,75,1,1,0,16,False
2009-02-14,51,0,1,1,11,False
2009-02-15,52,0,1,0,9,False
2009-02-16,74,0,0,0,16,False
2009-02-17,87,0,2,0,13,False
2009-02-18,75,0,2,0,17,False
2009-02-19,78,2,0,0,13,False
2009-02-20,77,0,0,1,10,False
2009-02-21,58,1,1,1,14,False
2009-02-22,52,0,1,1,13,False
2009-02-23,70,0,2,1,14,False
2009-02-24,86,1,1,0,14,False
2009-02-25,87,2,1,1,11,False
2009-02-26,89,2,1,1,14,False
2009-02-27,74,2,3,0,13,False
2009-02-28,54,0,2,2,12,False
2009-03-01,66,0,2,2,12,False
2009-03-02,90,1,0,0,16,False
2009-03-03,81,1,2,1,13,False
2009-03-04,74,1,3,2,17,False
2009-03-05,82,0,1,2,18,False
2009-03-06,80,0,0,1,20,False
2009-03-07,57,1,1,1,11,False
2009-03-08,61,0,2,0,12,False
2009-03-09,81,0,1,0,18,False
2009-03-10,74,1,2,2,16,False
2009-03-11,76,2,1,1,11,False
2009-03-12,76,1,2,0,10,False
2009-03-13,80,1,3,1,11,False
2009-03-14,56,1,1,1,9,False
2009-03-15,53,1,1,0,9,False
2009-03-16,80,1,3,1,11,False
2009-03-17,92,0,2,1,14,False
2009-03-18,74,0,2,1,16,False
2009-03-19,79,0,2,0,11,False
2009-03-20,72,1,0,0,9,False
2009-03-21,64,0,1,1,9,False
2009-03-22,67,0,0,1,12,False
2009-03-23,89,0,2,0,12,False
2009-03-24,83,0,3,0,14,False
2009-03-25,84,1,1,1,14,False
2009-03-26,83,0,2,0,14,False
2009-03-27,77,0,2,1,14,False
2009-03-28,59,1,0,0,10,False
2009-03-29,59,0,1,0,16,False
2009-03-30,79,0,2,1,18,False
2009-03-31,80,1,1,0,13,False
2009-04-01,94,0,2,1,19,False
2009-04-02,100,0,1,0,10,False
2009-04-03,79,0,1,0,13,False
2009-04-04,55,0,2,0,9,False
2009-04-05,66,0,0,1,15,False
2009-04-06,85,0,2,1,12,False
2009-04-07,81,0,1,0,13,False
2009-04-08,67,1,0,1,13,False
2009-04-09,81,0,0,0,12,False
2009-04-10,77,0,1,0,16,False
2009-04-11,57,1,1,1,12,False
2009-04-12,57,0,1,1,10,False
2009-04-13,71,0,2,0,16,False
2009-04-14,79,1,2,1,15,False
2009-04-15,78,0,2,0,14,False
2009-04-16,81,2,2,2,11,False
2009-04-17,82,2,3,0,11,False
2009-04-18,67,0,1,0,8,False
2009-04-19,62,1,1,1,15,False
2009-04-20,79,1,0,1,15,False
2009-04-21,76,0,1,0,14,False
2009-04-22,81,0,2,1,16,False
