date,blackmail,bribe,bum,commoner,corrupt,isPartial
2010-12-15,11,13,43,0,43,False
2010-12-16,6,4,48,0,39,False
2010-12-17,13,6,49,5,43,False
2010-12-18,9,6,58,1,20,False
2010-12-19,12,6,56,2,35,False
2010-12-20,7,3,38,0,46,False
2010-12-21,3,3,33,0,22,False
2010-12-22,8,5,57,1,39,False
2010-12-23,23,4,54,1,31,False
2010-12-24,8,2,54,2,38,False
2010-12-25,11,2,61,2,21,False
2010-12-26,14,0,66,0,39,False
2010-12-27,10,5,59,4,40,False
2010-12-28,5,1,61,0,38,False
2010-12-29,8,1,58,1,42,False
2010-12-30,7,6,63,1,30,False
2010-12-31,8,4,40,0,32,False
2011-01-01,13,1,45,0,38,False
2011-01-02,10,4,55,0,42,False
2011-01-03,8,3,56,3,51,False
2011-01-04,8,3,44,2,40,False
2011-01-05,9,1,51,1,39,False
2011-01-06,9,6,66,1,53,False
2011-01-07,7,7,42,1,60,False
2011-01-08,7,2,65,1,31,False
2011-01-09,8,7,63,3,40,False
2011-01-10,5,2,51,3,42,False
2011-01-11,4,2,56,0,60,False
2011-01-12,13,5,48,0,48,False
2011-01-13,9,4,54,1,55,False
2011-01-14,11,4,35,2,43,False
2011-01-15,6,3,49,0,46,False
2011-01-16,9,5,76,5,42,False
2011-01-17,7,4,47,1,52,False
2011-01-18,10,1,49,2,27,False
2011-01-19,8,6,40,2,34,False
2011-01-20,5,4,45,4,45,False
2011-01-21,12,4,48,0,47,False
2011-01-22,10,6,49,1,30,False
2011-01-23,9,2,52,1,42,False
2011-01-24,9,10,35,3,55,False
2011-01-25,5,5,40,2,62,False
2011-01-26,9,3,33,1,56,False
2011-01-27,6,5,35,1,52,False
2011-01-28,7,5,36,1,35,False
2011-01-29,13,2,50,0,36,False
2011-01-30,13,10,53,1,33,False
2011-01-31,7,5,32,2,33,False
2011-02-01,8,4,38,2,40,False
2011-02-02,12,2,49,2,52,False
2011-02-03,5,4,49,2,52,False
2011-02-04,8,2,48,3,44,False
2011-02-05,11,1,52,0,37,False
2011-02-06,9,5,55,1,46,False
2011-02-07,10,2,31,2,47,False
2011-02-08,8,3,43,0,52,False
2011-02-09,11,3,39,0,37,False
2011-02-10,7,3,52,3,48,False
2011-02-11,11,3,46,1,39,False
2011-02-12,3,2,45,1,30,False
2011-02-13,5,5,38,1,47,False
2011-02-14,7,4,41,3,46,False
2011-02-15,4,5,40,0,47,False
2011-02-16,6,5,45,2,49,False
2011-02-17,7,5,46,1,47,False
2011-02-18,8,4,53,0,49,False
2011-02-19,8,10,39,0,38,False
2011-02-20,9,5,45,1,35,False
2011-02-21,13,5,24,0,42,False
2011-02-22,9,8,38,3,45,False
2011-02-23,5,4,40,1,56,False
2011-02-24,8,3,49,2,48,False
2011-02-25,5,5,38,1,49,False
2011-02-26,8,6,51,3,39,False
2011-02-27,10,3,48,2,39,False
2011-02-28,7,4,39,1,43,False
2011-03-01,8,5,48,1,45,False
2011-03-02,11,3,46,2,40,False
2011-03-03,5,8,27,1,49,False
2011-03-04,12,7,45,4,45,False
2011-03-05,5,8,62,1,33,False
2011-03-06,8,2,61,1,30,False
2011-03-07,4,6,39,1,48,False
2011-03-08,6,8,40,2,46,False
2011-03-09,9,4,43,2,47,False
2011-03-10,8,5,46,2,41,False
2011-03-11,13,5,51,3,49,False
2011-03-12,6,1,47,5,28,False
2011-03-13,12,0,55,0,34,False
2011-03-14,4,4,46,0,55,False
2011-03-15,10,5,51,3,57,False
2011-03-16,9,4,54,0,51,False
2011-03-17,5,7,48,1,39,False
2011-03-18,13,5,41,0,36,False
