date,contribution,cooperative,donate,donation,economize,isPartial
2015-02-16,41,25,37,47,0,False
2015-02-17,44,28,32,54,0,False
2015-02-18,48,26,34,50,0,False
2015-02-19,48,27,29,54,0,False
2015-02-20,40,23,36,49,0,False
2015-02-21,33,18,34,47,0,False
2015-02-22,35,12,31,43,0,False
2015-02-23,51,25,31,45,0,False
2015-02-24,43,24,34,51,0,False
2015-02-25,49,23,40,51,0,False
2015-02-26,49,28,34,53,0,False
2015-02-27,42,26,33,48,0,False
2015-02-28,35,14,31,47,0,False
2015-03-01,35,13,29,42,0,False
2015-03-02,52,24,36,53,0,False
2015-03-03,49,32,36,54,0,False
2015-03-04,52,28,40,57,0,False
2015-03-05,46,25,32,48,0,False
2015-03-06,44,27,30,49,0,False
2015-03-07,33,12,27,41,0,False
2015-03-08,29,12,29,44,0,False
2015-03-09,50,26,35,58,0,False
2015-03-10,49,27,33,53,0,False
2015-03-11,50,28,37,62,0,False
2015-03-12,50,24,37,46,0,False
2015-03-13,40,24,30,43,0,False
2015-03-14,31,14,42,50,0,False
2015-03-15,39,13,37,49,0,False
2015-03-16,45,26,34,53,0,False
2015-03-17,44,23,34,52,0,False
2015-03-18,44,26,41,50,0,False
2015-03-19,41,24,38,48,0,False
2015-03-20,44,21,33,53,0,False
2015-03-21,29,13,34,48,0,False
2015-03-22,36,15,25,45,0,False
2015-03-23,46,27,38,63,0,False
2015-03-24,48,27,42,52,0,False
2015-03-25,53,20,39,53,0,False
2015-03-26,53,29,37,62,0,False
2015-03-27,52,25,36,49,0,False
2015-03-28,32,19,39,48,0,False
2015-03-29,39,14,38,54,0,False
2015-03-30,50,27,40,59,0,False
2015-03-31,60,28,42,59,0,False
2015-04-01,48,27,40,54,0,False
2015-04-02,46,24,31,55,0,False
2015-04-03,45,21,35,53,0,False
2015-04-04,29,13,36,49,0,False
2015-04-05,31,13,29,39,0,False
2015-04-06,59,27,35,63,0,False
2015-04-07,50,22,41,58,0,False
2015-04-08,53,24,40,57,0,False
2015-04-09,59,30,40,56,0,False
2015-04-10,53,25,32,53,0,False
2015-04-11,29,12,34,52,0,False
2015-04-12,43,10,33,52,0,False
2015-04-13,68,30,46,57,0,False
2015-04-14,80,23,40,65,0,False
2015-04-15,68,27,37,58,0,False
2015-04-16,39,23,40,44,0,False
2015-04-17,32,25,39,44,0,False
2015-04-18,20,13,38,45,0,False
2015-04-19,19,14,31,40,0,False
2015-04-20,35,27,39,47,0,False
2015-04-21,40,25,40,58,0,False
2015-04-22,34,26,36,52,0,False
2015-04-23,32,24,41,49,0,False
2015-04-24,32,24,33,47,0,False
2015-04-25,19,18,45,44,0,False
2015-04-26,24,14,52,48,0,False
2015-04-27,31,25,60,62,0,False
2015-04-28,33,26,62,64,0,False
2015-04-29,34,29,58,59,0,False
2015-04-30,36,27,46,58,0,False
2015-05-01,31,25,45,50,0,False
2015-05-02,18,14,51,45,0,False
2015-05-03,16,11,39,49,0,False
2015-05-04,35,28,43,51,0,False
2015-05-05,31,25,49,58,0,False
2015-05-06,29,23,45,53,0,False
2015-05-07,38,25,47,50,0,False
2015-05-08,24,26,40,49,0,False
2015-05-09,17,12,29,49,0,False
2015-05-10,13,15,32,42,0,False
2015-05-11,36,26,37,44,0,False
2015-05-12,30,29,41,54,0,False
2015-05-13,29,29,43,56,0,False
2015-05-14,30,20,37,49,0,False
2015-05-15,33,22,38,51,0,False
2015-05-16,17,13,34,49,0,False
2015-05-17,14,10,35,42,0,False
2015-05-18,31,24,41,58,0,False
2015-05-19,28,27,41,61,0,False
2015-05-20,28,29,41,52,1,False
2015-05-21,26,27,36,52,0,False
2015-05-22,25,22,39,47,0,False
2015-05-23,12,13,34,39,0,False
2015-05-24,11,14,38,47,0,False
2015-05-25,13,20,33,48,0,False
2015-05-26,27,27,37,56,0,False
2015-05-27,33,27,37,61,0,False
2015-05-28,30,27,39,50,0,False
2015-05-29,27,21,45,50,0,False
2015-05-30,14,10,36,47,0,False
2015-05-31,13,14,41,45,0,False
2015-06-01,26,26,43,53,0,False
2015-06-02,27,30,38,59,0,False
2015-06-03,31,26,37,48,0,False
2015-06-04,26,28,39,50,0,False
2015-06-05,25,25,37,50,0,False
2015-06-06,15,10,36,47,0,False
2015-06-07,15,13,37,50,0,False
2015-06-08,24,28,39,60,0,False
2015-06-09,25,26,42,57,0,False
2015-06-10,27,24,37,44,0,False
2015-06-11,26,24,36,54,0,False
2015-06-12,25,21,37,51,0,False
2015-06-13,15,15,39,44,0,False
2015-06-14,15,15,34,46,0,False
2015-06-15,28,24,38,49,0,False
2015-06-16,22,24,36,54,0,False
2015-06-17,25,26,33,57,0,False
2015-06-18,27,22,42,52,0,False
2015-06-19,24,24,36,56,0,False
2015-06-20,10,12,35,48,0,False
2015-06-21,10,14,35,44,0,False
2015-06-22,26,29,43,54,0,False
2015-06-23,30,26,42,60,0,False
2015-06-24,31,26,38,57,0,False
2015-06-25,22,25,40,52,0,False
2015-06-26,24,22,35,49,0,False
2015-06-27,12,14,34,48,0,False
2015-06-28,11,11,38,47,0,False
2015-06-29,24,29,37,49,0,False
