date,contribution,cooperative,donate,donation,economize,isPartial
2015-06-30,28,22,44,60,0,False
2015-07-01,29,23,39,59,0,False
2015-07-02,26,25,36,53,0,False
2015-07-03,15,15,39,44,0,False
2015-07-04,12,9,32,30,0,False
2015-07-05,11,6,39,42,0,False
2015-07-06,25,25,41,57,0,False
2015-07-07,25,23,40,53,0,False
2015-07-08,26,25,45,59,0,False
2015-07-09,22,24,39,58,0,False
2015-07-10,25,29,39,58,0,False
2015-07-11,13,13,41,47,0,False
2015-07-12,16,12,37,56,0,False
2015-07-13,31,28,35,58,0,False
2015-07-14,31,24,44,60,0,False
2015-07-15,24,24,39,50,0,False
2015-07-16,28,22,34,54,0,False
2015-07-17,24,20,37,50,0,False
2015-07-18,19,14,43,46,0,False
2015-07-19,14,11,37,45,0,False
2015-07-20,26,24,38,53,0,False
2015-07-21,27,26,41,62,0,False
2015-07-22,29,29,47,61,0,False
2015-07-23,26,24,34,56,0,False
2015-07-24,27,24,45,58,0,False
2015-07-25,13,13,40,52,0,False
2015-07-26,11,14,34,44,0,False
2015-07-27,19,25,45,59,0,False
2015-07-28,30,21,45,55,0,False
2015-07-29,27,22,45,63,0,False
2015-07-30,27,33,34,56,0,False
2015-07-31,26,20,44,61,0,False
2015-08-01,14,15,35,54,0,False
2015-08-02,16,14,33,42,0,False
2015-08-03,26,26,39,57,0,False
2015-08-04,31,26,42,58,0,False
2015-08-05,27,24,47,62,0,False
2015-08-06,24,26,34,55,1,False
2015-08-07,23,18,32,43,0,False
2015-08-08,16,14,41,53,0,False
2015-08-09,13,15,38,39,0,False
2015-08-10,27,23,41,60,0,False
2015-08-11,29,25,39,58,0,False
2015-08-12,34,26,38,58,0,False
2015-08-13,26,20,34,56,0,False
2015-08-14,25,20,33,51,0,False
2015-08-15,14,12,31,47,0,False
2015-08-16,12,11,34,44,0,False
2015-08-17,25,29,39,52,0,False
2015-08-18,30,28,39,63,0,False
2015-08-19,28,26,39,58,0,False
2015-08-20,30,22,31,53,0,False
2015-08-21,23,24,39,47,0,False
2015-08-22,15,13,40,53,0,False
2015-08-23,12,13,36,45,0,False
2015-08-24,36,24,38,50,0,False
2015-08-25,33,23,42,53,0,False
2015-08-26,32,26,42,55,0,False
2015-08-27,25,21,97,66,0,False
2015-08-28,27,23,100,64,0,False
2015-08-29,15,10,69,57,0,False
2015-08-30,17,15,57,52,1,False
2015-08-31,31,24,38,59,0,False
2015-09-01,28,26,40,52,0,False
2015-09-02,38,25,44,57,0,False
2015-09-03,37,30,42,53,1,False
2015-09-04,28,22,37,50,0,False
2015-09-05,18,14,41,51,1,False
2015-09-06,12,10,37,40,0,False
2015-09-07,20,12,42,46,0,False
2015-09-08,34,28,47,56,0,False
2015-09-09,43,30,41,55,0,False
2015-09-10,34,32,41,51,0,False
2015-09-11,30,23,37,49,0,False
2015-09-12,14,8,35,49,0,False
2015-09-13,14,12,40,43,0,False
2015-09-14,34,31,42,59,0,False
2015-09-15,38,33,43,54,0,False
2015-09-16,36,31,42,58,0,False
2015-09-17,40,28,43,57,0,False
2015-09-18,33,27,38,52,0,False
2015-09-19,15,14,38,45,0,False
2015-09-20,18,15,33,44,0,False
2015-09-21,35,31,40,50,0,False
2015-09-22,37,29,40,54,0,False
2015-09-23,39,31,44,57,0,False
2015-09-24,39,26,41,57,0,False
2015-09-25,35,22,39,53,0,False
2015-09-26,18,14,42,50,0,False
2015-09-27,18,14,40,43,0,False
2015-09-28,34,31,39,54,1,False
2015-09-29,44,27,41,53,1,False
2015-09-30,46,30,49,57,0,False
2015-10-01,37,30,44,54,0,False
2015-10-02,36,27,36,49,0,False
2015-10-03,18,16,34,47,0,False
2015-10-04,20,15,39,41,0,False
2015-10-05,45,28,44,60,0,False
2015-10-06,44,30,44,56,0,False
2015-10-07,47,28,46,58,0,False
2015-10-08,40,26,39,50,1,False
2015-10-09,38,25,41,52,0,False
2015-10-10,20,13,40,49,0,False
2015-10-11,22,12,42,43,0,False
2015-10-12,42,28,40,61,0,False
2015-10-13,47,27,41,55,0,False
2015-10-14,46,24,45,61,0,False
2015-10-15,44,33,41,52,0,False
2015-10-16,42,27,32,54,0,False
2015-10-17,20,12,40,44,1,False
2015-10-18,21,14,34,46,0,False
2015-10-19,38,31,44,51,0,False
2015-10-20,43,30,37,55,0,False
2015-10-21,41,28,40,52,0,False
2015-10-22,41,24,38,47,0,False
2015-10-23,43,26,34,46,0,False
2015-10-24,19,14,32,43,0,False
2015-10-25,22,16,40,47,0,False
2015-10-26,50,29,37,51,0,False
2015-10-27,44,30,45,60,0,False
2015-10-28,47,21,42,57,0,False
2015-10-29,43,24,40,56,0,False
2015-10-30,40,24,39,43,0,False
2015-10-31,19,13,37,43,0,False
2015-11-01,19,11,46,41,0,False
2015-11-02,48,29,46,56,0,False
2015-11-03,60,29,46,63,0,False
2015-11-04,49,26,48,57,0,False
2015-11-05,47,29,41,54,0,False
2015-11-06,44,27,40,54,0,False
2015-11-07,22,12,39,51,0,False
2015-11-08,23,15,35,49,0,False
2015-11-09,48,26,46,54,0,False
2015-11-10,50,24,53,58,0,False
2015-11-11,44,23,51,56,0,False
2015-11-12,46,22,50,58,0,False
