date,prosper,prosperity,isPartial
2016-07-08,32,34,False
2016-07-09,27,30,False
2016-07-10,27,24,False
2016-07-11,37,32,False
2016-07-12,40,40,False
2016-07-13,36,28,False
2016-07-14,24,36,False
2016-07-15,41,38,False
2016-07-16,27,30,False
2016-07-17,30,29,False
2016-07-18,34,41,False
2016-07-19,38,41,False
2016-07-20,40,37,False
2016-07-21,38,43,False
2016-07-22,30,44,False
2016-07-23,24,30,False
2016-07-24,35,23,False
2016-07-25,38,40,False
2016-07-26,41,33,False
2016-07-27,37,34,False
2016-07-28,31,32,False
2016-07-29,42,43,False
2016-07-30,27,36,False
2016-07-31,29,25,False
2016-08-01,32,43,False
2016-08-02,36,38,False
2016-08-03,36,33,False
2016-08-04,35,41,False
2016-08-05,30,35,False
2016-08-06,25,27,False
2016-08-07,25,27,False
2016-08-08,39,37,False
2016-08-09,35,33,False
2016-08-10,31,30,False
2016-08-11,35,30,False
2016-08-12,33,36,False
2016-08-13,26,31,False
2016-08-14,35,27,False
2016-08-15,35,35,False
2016-08-16,42,43,False
2016-08-17,49,36,False
2016-08-18,40,28,False
2016-08-19,45,48,False
2016-08-20,35,41,False
2016-08-21,34,30,False
2016-08-22,36,43,False
2016-08-23,37,47,False
2016-08-24,39,44,False
2016-08-25,45,39,False
2016-08-26,39,38,False
2016-08-27,39,38,False
2016-08-28,38,29,False
2016-08-29,41,43,False
2016-08-30,46,38,False
2016-08-31,38,46,False
2016-09-01,43,42,False
2016-09-02,44,46,False
2016-09-03,32,23,False
2016-09-04,29,30,False
2016-09-05,30,24,False
2016-09-06,36,34,False
2016-09-07,38,45,False
2016-09-08,47,46,False
2016-09-09,40,39,False
2016-09-10,33,25,False
2016-09-11,27,26,False
2016-09-12,29,45,False
2016-09-13,37,42,False
2016-09-14,39,40,False
2016-09-15,35,43,False
2016-09-16,39,39,False
2016-09-17,28,27,False
2016-09-18,29,24,False
2016-09-19,38,53,False
2016-09-20,36,55,False
2016-09-21,38,41,False
2016-09-22,38,38,False
2016-09-23,35,41,False
2016-09-24,24,35,False
2016-09-25,22,20,False
2016-09-26,32,47,False
2016-09-27,35,54,False
2016-09-28,37,49,False
2016-09-29,36,44,False
2016-09-30,38,43,False
2016-10-01,23,34,False
2016-10-02,30,30,False
2016-10-03,34,48,False
2016-10-04,27,42,False
2016-10-05,32,42,False
2016-10-06,36,43,False
2016-10-07,36,36,False
2016-10-08,20,25,False
2016-10-09,24,23,False
2016-10-10,31,47,False
2016-10-11,40,36,False
2016-10-12,42,37,False
2016-10-13,37,39,False
2016-10-14,43,38,False
2016-10-15,29,30,False
2016-10-16,31,33,False
2016-10-17,49,44,False
2016-10-18,38,44,False
2016-10-19,37,42,False
2016-10-20,42,36,False
2016-10-21,28,40,False
2016-10-22,35,30,False
2016-10-23,21,25,False
2016-10-24,33,39,False
2016-10-25,47,48,False
2016-10-26,41,41,False
2016-10-27,39,42,False
2016-10-28,38,43,False
2016-10-29,35,29,False
2016-10-30,26,34,False
2016-10-31,28,44,False
2016-11-01,33,52,False
2016-11-02,36,42,False
2016-11-03,32,43,False
2016-11-04,39,46,False
2016-11-05,26,34,False
2016-11-06,28,33,False
2016-11-07,37,41,False
2016-11-08,38,44,False
2016-11-09,25,33,False
2016-11-10,37,52,False
2016-11-11,42,36,False
2016-11-12,28,36,False
2016-11-13,29,29,False
2016-11-14,45,52,False
2016-11-15,41,43,False
2016-11-16,46,43,False
2016-11-17,42,42,False
2016-11-18,32,42,False
2016-11-19,40,26,False
2016-11-20,23,26,False
2016-11-21,27,36,False
2016-11-22,33,37,False
2016-11-23,20,34,False
2016-11-24,22,22,False
2016-11-25,18,31,False
2016-11-26,22,24,False
2016-11-27,20,27,False
2016-11-28,40,39,False
2016-11-29,37,43,False
2016-11-30,33,45,False
2016-12-01,42,46,False
2016-12-02,38,46,False
2016-12-03,28,30,False
2016-12-04,21,27,False
2016-12-05,40,43,False
2016-12-06,34,55,False
2016-12-07,41,42,False
2016-12-08,40,49,False
2016-12-09,33,52,False
2016-12-10,31,31,False
2016-12-11,30,34,False
2016-12-12,36,52,False
2016-12-13,43,43,False
2016-12-14,43,43,False
2016-12-15,42,53,False
2016-12-16,36,44,False
2016-12-17,22,31,False
2016-12-18,22,33,False
2016-12-19,31,50,False
2016-12-20,32,52,False
2016-12-21,32,57,False
2016-12-22,30,43,False
2016-12-23,28,53,False
2016-12-24,19,34,False
2016-12-25,23,29,False
2016-12-26,22,35,False
2016-12-27,32,30,False
2016-12-28,39,37,False
2016-12-29,32,39,False
2016-12-30,26,55,False
2016-12-31,33,58,False
2017-01-01,35,100,False
2017-01-02,31,56,False
2017-01-03,37,45,False
2017-01-04,38,51,False
2017-01-05,32,44,False
2017-01-06,41,46,False
2017-01-07,30,26,False
2017-01-08,34,32,False
2017-01-09,36,44,False
2017-01-10,42,52,False
2017-01-11,39,40,False
2017-01-12,33,49,False
2017-01-13,31,46,False
2017-01-14,31,31,False
2017-01-15,26,26,False
2017-01-16,35,33,False
2017-01-17,45,48,False
2017-01-18,35,50,False
2017-01-19,36,56,False
2017-01-20,42,43,False
2017-01-21,35,30,False
2017-01-22,27,31,False
2017-01-23,34,43,False
2017-01-24,35,45,False
2017-01-25,38,50,False
2017-01-26,46,48,False
2017-01-27,45,51,False
2017-01-28,31,37,False
2017-01-29,30,30,False
2017-01-30,36,48,False
2017-01-31,43,41,False
2017-02-01,38,43,False
2017-02-02,43,44,False
2017-02-03,42,47,False
2017-02-04,40,34,False
2017-02-05,28,32,False
2017-02-06,39,40,False
2017-02-07,53,45,False
2017-02-08,39,45,False
2017-02-09,43,46,False
2017-02-10,51,44,False
2017-02-11,35,35,False
2017-02-12,35,28,False
2017-02-13,42,47,False
2017-02-14,34,41,False
2017-02-15,36,50,False
2017-02-16,40,45,False
2017-02-17,34,50,False
2017-02-18,27,32,False
2017-02-19,28,28,False
2017-02-20,29,39,False
2017-02-21,37,44,False
2017-02-22,38,45,False
2017-02-23,38,53,False
2017-02-24,41,49,False
2017-02-25,38,35,False
2017-02-26,37,30,False
2017-02-27,40,48,False
2017-02-28,32,39,False
2017-03-01,35,44,False
2017-03-02,43,53,False
2017-03-03,45,50,False
2017-03-04,39,34,False
2017-03-05,29,31,False
2017-03-06,41,55,False
2017-03-07,43,51,False
2017-03-08,33,53,False
2017-03-09,33,49,False
2017-03-10,39,46,False
2017-03-11,35,29,False
2017-03-12,32,28,False
2017-03-13,41,38,False
2017-03-14,41,48,False
2017-03-15,39,44,False
2017-03-16,42,43,False
2017-03-17,39,42,False
2017-03-18,33,27,False
2017-03-19,30,30,False
2017-03-20,44,45,False
2017-03-21,36,48,False
2017-03-22,40,42,False
2017-03-23,41,49,False
2017-03-24,41,34,False
2017-03-25,29,25,False
2017-03-26,28,30,False
2017-03-27,40,44,False
2017-03-28,31,45,False
2017-03-29,36,40,False
2017-03-30,35,42,False
2017-03-31,34,48,False
2017-04-01,32,32,False
2017-04-02,28,32,False
2017-04-03,41,41,False
