date,liquidation,pollution,poor,poverty,race,isPartial
2016-02-10,1,4,9,5,41,False
2016-02-11,1,4,9,6,41,False
2016-02-12,1,3,9,5,40,False
2016-02-13,2,2,8,3,52,False
2016-02-14,1,2,7,4,50,False
2016-02-15,1,3,7,4,40,False
2016-02-16,1,4,9,5,39,False
2016-02-17,1,4,10,5,41,False
2016-02-18,1,5,10,6,45,False
2016-02-19,1,4,9,5,58,False
2016-02-20,1,2,8,3,81,False
2016-02-21,1,3,9,4,92,False
2016-02-22,1,5,10,6,49,False
2016-02-23,1,5,10,6,44,False
2016-02-24,1,5,10,6,44,False
2016-02-25,1,5,9,6,41,False
2016-02-26,1,4,9,5,48,False
2016-02-27,1,2,8,4,68,False
2016-02-28,1,2,7,4,77,False
2016-02-29,1,4,8,6,50,False
2016-03-01,2,6,9,6,44,False
2016-03-02,1,5,9,7,49,False
2016-03-03,1,5,10,6,43,False
2016-03-04,1,5,9,5,45,False
2016-03-05,1,2,8,3,58,False
2016-03-06,1,2,8,3,75,False
2016-03-07,1,5,11,7,57,False
2016-03-08,1,5,11,7,48,False
2016-03-09,1,5,11,6,45,False
2016-03-10,1,6,10,6,40,False
2016-03-11,1,4,9,5,40,False
2016-03-12,2,2,8,3,54,False
2016-03-13,1,3,7,3,65,False
2016-03-14,1,4,9,5,45,False
2016-03-15,1,5,10,6,49,False
2016-03-16,1,5,10,6,54,False
2016-03-17,1,5,8,5,40,False
2016-03-18,1,4,9,4,41,False
2016-03-19,1,2,7,3,51,False
2016-03-20,1,2,9,3,61,False
2016-03-21,1,5,9,5,44,False
2016-03-22,1,4,8,5,41,False
2016-03-23,2,5,9,5,40,False
2016-03-24,1,4,10,5,37,False
2016-03-25,2,3,8,4,36,False
2016-03-26,1,2,7,3,42,False
2016-03-27,1,2,7,3,46,False
2016-03-28,1,4,9,5,40,False
2016-03-29,1,4,9,5,41,False
2016-03-30,1,4,8,5,36,False
2016-03-31,1,4,9,5,36,False
2016-04-01,1,4,8,5,39,False
2016-04-02,1,2,7,3,53,False
2016-04-03,1,2,8,4,64,False
2016-04-04,1,5,10,6,43,False
2016-04-05,1,5,9,6,42,False
2016-04-06,1,5,9,6,43,False
2016-04-07,1,5,9,6,37,False
2016-04-08,1,5,8,5,39,False
2016-04-09,1,2,7,3,57,False
2016-04-10,1,2,8,4,70,False
2016-04-11,1,5,10,6,42,False
2016-04-12,1,6,9,6,42,False
2016-04-13,1,5,10,7,38,False
2016-04-14,1,5,10,6,36,False
2016-04-15,1,5,10,5,39,False
2016-04-16,1,2,8,3,56,False
2016-04-17,1,3,7,4,62,False
2016-04-18,1,5,10,6,43,False
2016-04-19,1,6,10,6,42,False
2016-04-20,1,6,9,6,40,False
2016-04-21,1,6,9,6,38,False
2016-04-22,1,6,8,5,39,False
2016-04-23,1,3,7,4,52,False
2016-04-24,1,3,9,4,59,False
2016-04-25,1,6,10,7,45,False
2016-04-26,1,6,10,7,42,False
2016-04-27,1,6,9,6,44,False
2016-04-28,1,6,9,7,37,False
2016-04-29,1,4,8,5,39,False
2016-04-30,1,2,8,3,54,False
2016-05-01,1,3,9,4,69,False
2016-05-02,1,6,10,7,46,False
2016-05-03,2,6,10,6,43,False
2016-05-04,1,6,9,6,58,False
2016-05-05,1,6,9,6,44,False
2016-05-06,1,5,8,5,48,False
2016-05-07,1,2,7,3,100,False
2016-05-08,1,2,9,3,66,False
2016-05-09,1,5,9,5,43,False
2016-05-10,1,6,10,5,42,False
2016-05-11,1,5,9,6,42,False
2016-05-12,1,6,9,5,38,False
2016-05-13,1,5,8,4,39,False
2016-05-14,1,2,7,2,65,False
2016-05-15,1,2,8,3,66,False
2016-05-16,1,5,9,5,45,False
2016-05-17,1,5,10,5,50,False
2016-05-18,1,5,8,5,42,False
2016-05-19,1,6,9,4,38,False
2016-05-20,1,4,8,5,41,False
2016-05-21,1,2,7,2,89,False
2016-05-22,1,2,8,3,82,False
2016-05-23,1,5,8,4,40,False
2016-05-24,1,5,8,5,38,False
2016-05-25,1,4,8,4,39,False
2016-05-26,2,4,8,4,36,False
2016-05-27,1,3,8,4,37,False
2016-05-28,1,2,7,2,49,False
2016-05-29,1,1,7,2,68,False
2016-05-30,1,2,7,3,49,False
2016-05-31,1,3,8,4,37,False
2016-06-01,1,4,8,4,35,False
2016-06-02,1,4,8,4,35,False
2016-06-03,2,3,7,3,39,False
2016-06-04,1,2,7,3,50,False
2016-06-05,1,2,7,3,64,False
2016-06-06,1,3,8,4,52,False
2016-06-07,1,3,8,3,41,False
2016-06-08,1,3,8,4,42,False
2016-06-09,1,3,8,4,37,False
2016-06-10,1,2,7,3,39,False
2016-06-11,1,2,6,2,59,False
2016-06-12,1,1,7,3,66,False
2016-06-13,1,2,6,3,39,False
2016-06-14,1,2,7,3,36,False
2016-06-15,1,2,7,3,36,False
2016-06-16,1,2,8,3,33,False
2016-06-17,1,1,7,2,37,False
2016-06-18,1,2,7,2,47,False
2016-06-19,1,1,7,2,51,False
2016-06-20,1,2,7,3,35,False
2016-06-21,1,1,8,3,32,False
2016-06-22,1,2,7,3,33,False
2016-06-23,1,2,8,3,32,False
2016-06-24,1,1,7,2,37,False
2016-06-25,1,1,7,2,45,False
2016-06-26,1,1,7,3,55,False
2016-06-27,1,2,8,3,39,False
2016-06-28,1,2,8,3,32,False
2016-06-29,1,2,7,3,34,False
2016-06-30,1,2,7,3,31,False
2016-07-01,1,2,8,2,38,False
2016-07-02,1,1,7,2,50,False
2016-07-03,1,1,7,2,58,False
2016-07-04,1,1,7,2,51,False
2016-07-05,1,2,7,2,36,False
2016-07-06,1,1,8,3,35,False
2016-07-07,1,2,7,3,41,False
2016-07-08,1,2,7,3,64,False
2016-07-09,1,1,7,2,63,False
2016-07-10,1,1,7,3,65,False
2016-07-11,1,2,7,3,46,False
2016-07-12,1,2,7,3,40,False
2016-07-13,1,1,7,3,37,False
2016-07-14,1,1,7,3,38,False
2016-07-15,1,1,8,3,39,False
2016-07-16,1,1,7,2,46,False
2016-07-17,1,1,7,3,62,False
2016-07-18,1,2,6,3,46,False
2016-07-19,1,2,8,3,37,False
2016-07-20,1,1,7,3,38,False
2016-07-21,1,2,7,3,37,False
2016-07-22,2,1,7,3,43,False
2016-07-23,2,1,6,2,49,False
