date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2004-09-11,6,1,0,65,1,False
2004-09-12,8,0,0,50,0,False
2004-09-13,4,1,0,83,0,False
2004-09-14,7,1,0,74,0,False
2004-09-15,9,0,0,79,0,False
2004-09-16,5,1,0,82,0,False
2004-09-17,6,0,0,63,0,False
2004-09-18,10,1,0,46,0,False
2004-09-19,7,1,0,59,0,False
2004-09-20,8,1,0,76,0,False
2004-09-21,7,2,0,79,0,False
2004-09-22,6,2,0,86,0,False
2004-09-23,5,1,0,74,0,False
2004-09-24,8,1,0,72,0,False
2004-09-25,9,1,0,65,0,False
2004-09-26,11,0,0,64,0,False
2004-09-27,9,0,0,80,0,False
2004-09-28,7,1,0,73,0,False
2004-09-29,8,1,0,81,0,False
2004-09-30,5,1,1,75,0,False
2004-10-01,8,2,0,64,0,False
2004-10-02,4,1,0,57,2,False
2004-10-03,11,1,0,56,0,False
2004-10-04,7,1,0,100,0,False
2004-10-05,10,0,0,76,0,False
2004-10-06,5,0,0,79,0,False
2004-10-07,8,1,0,78,0,False
2004-10-08,8,2,0,75,0,False
2004-10-09,6,1,0,81,0,False
2004-10-10,7,1,0,60,0,False
2004-10-11,8,1,0,83,0,False
2004-10-12,8,6,0,92,0,False
2004-10-13,5,0,0,76,0,False
2004-10-14,8,0,0,88,0,False
2004-10-15,7,2,0,81,1,False
2004-10-16,5,0,0,50,0,False
2004-10-17,10,0,0,67,0,False
2004-10-18,8,0,0,77,0,False
2004-10-19,8,1,0,88,0,False
2004-10-20,6,1,0,75,0,False
2004-10-21,9,1,0,76,0,False
2004-10-22,9,0,0,70,0,False
2004-10-23,5,0,0,52,1,False
2004-10-24,8,1,0,59,0,False
2004-10-25,8,1,0,78,0,False
2004-10-26,8,1,0,86,0,False
2004-10-27,6,1,0,74,0,False
2004-10-28,7,1,0,77,0,False
2004-10-29,6,6,0,86,2,False
2004-10-30,8,0,0,62,0,False
2004-10-31,3,1,0,53,0,False
2004-11-01,5,1,0,78,0,False
2004-11-02,6,0,0,82,0,False
2004-11-03,6,1,0,62,0,False
2004-11-04,7,3,0,86,0,False
2004-11-05,6,0,0,63,0,False
2004-11-06,11,3,0,62,0,False
2004-11-07,7,2,0,61,0,False
2004-11-08,7,4,0,74,0,False
2004-11-09,0,0,0,0,0,True
2004-11-10,6,0,0,80,0,False
2004-11-11,7,0,0,71,1,False
2004-11-12,8,0,0,70,0,False
2004-11-13,10,0,0,44,0,False
2004-11-14,12,0,0,63,0,False
2004-11-15,7,3,0,76,0,False
2004-11-16,7,0,0,74,1,False
2004-11-17,9,1,0,80,1,False
2004-11-18,5,2,0,74,0,False
2004-11-19,2,0,0,71,0,False
2004-11-20,10,1,0,60,0,False
2004-11-21,8,3,0,62,0,False
2004-11-22,7,2,0,76,0,False
2004-11-23,6,2,0,84,0,False
2004-11-24,7,1,0,66,1,False
2004-11-25,9,1,0,49,0,False
2004-11-26,9,1,0,51,0,False
2004-11-27,8,0,0,67,0,False
2004-11-28,9,2,0,52,0,False
2004-11-29,8,1,0,77,0,False
2004-11-30,8,1,0,78,0,False
2004-12-01,10,1,0,73,0,False
2004-12-02,8,3,0,74,0,False
2004-12-03,10,2,0,83,0,False
2004-12-04,4,0,0,60,0,False
2004-12-05,8,1,0,49,0,False
2004-12-06,8,1,0,71,0,False
2004-12-07,9,1,0,65,0,False
2004-12-08,7,2,0,70,0,False
2004-12-09,6,1,0,79,0,False
2004-12-10,8,1,0,69,0,False
2004-12-11,11,1,0,58,0,False
2004-12-12,6,1,0,54,0,False
2004-12-13,6,1,0,72,0,False
2004-12-14,7,3,0,69,0,False
2004-12-15,11,2,0,73,0,False
2004-12-16,7,2,0,68,0,False
2004-12-17,3,0,0,71,0,False
2004-12-18,7,0,0,53,1,False
2004-12-19,8,1,0,55,1,False
2004-12-20,8,1,0,73,0,False
2004-12-21,4,1,0,67,0,False
2004-12-22,6,1,0,60,0,False
2004-12-23,5,1,0,52,1,False
2004-12-24,3,1,0,48,0,False
2004-12-25,5,0,0,31,0,False
2004-12-26,11,1,0,39,0,False
2004-12-27,8,1,0,64,0,False
2004-12-28,7,0,0,69,0,False
2004-12-29,7,1,0,64,0,False
2004-12-30,5,1,0,73,0,False
2004-12-31,10,1,0,50,1,False
2005-01-01,10,6,0,59,0,False
2005-01-02,6,2,0,65,0,False
2005-01-03,7,0,0,56,0,False
2005-01-04,9,1,0,70,0,False
