date,radical,ruin,segregation,shortage,steal,isPartial
2016-05-28,19,21,3,9,40,False
2016-05-29,16,20,5,7,45,False
2016-05-30,25,19,8,6,41,False
2016-05-31,29,22,12,7,34,False
2016-06-01,30,20,13,9,39,False
2016-06-02,32,20,12,8,38,False
2016-06-03,25,18,9,10,42,False
2016-06-04,18,21,8,6,40,False
2016-06-05,24,23,8,8,46,False
2016-06-06,31,22,14,8,40,False
2016-06-07,28,22,11,10,37,False
2016-06-08,24,16,13,8,39,False
2016-06-09,20,20,11,7,41,False
2016-06-10,19,20,8,10,38,False
2016-06-11,20,22,4,8,57,False
2016-06-12,47,24,6,7,48,False
2016-06-13,92,16,9,9,37,False
2016-06-14,100,22,6,8,41,False
2016-06-15,73,19,8,12,48,False
2016-06-16,45,21,7,8,40,False
2016-06-17,29,17,6,7,39,False
2016-06-18,23,22,4,7,40,False
2016-06-19,27,20,4,9,44,False
2016-06-20,26,23,5,12,38,False
2016-06-21,26,21,6,12,47,False
2016-06-22,24,21,5,9,47,False
2016-06-23,25,17,5,9,38,False
2016-06-24,22,19,4,8,38,False
2016-06-25,17,21,3,7,48,False
2016-06-26,22,20,4,6,39,False
2016-06-27,24,20,6,7,34,False
2016-06-28,20,18,5,11,40,False
2016-06-29,26,19,7,9,40,False
2016-06-30,23,24,6,9,41,False
2016-07-01,20,23,3,9,47,False
2016-07-02,17,21,6,4,52,False
2016-07-03,19,20,7,7,51,False
2016-07-04,19,20,6,7,54,False
2016-07-05,24,22,4,9,42,False
2016-07-06,23,17,5,7,46,False
2016-07-07,23,24,9,9,42,False
2016-07-08,18,24,10,8,51,False
2016-07-09,17,27,9,7,50,False
2016-07-10,21,23,6,7,45,False
2016-07-11,19,24,8,12,42,False
2016-07-12,22,23,8,17,38,False
2016-07-13,19,21,9,10,37,False
2016-07-14,19,18,9,8,39,False
2016-07-15,32,26,5,11,42,False
2016-07-16,21,24,4,8,41,False
2016-07-17,20,21,5,6,43,False
2016-07-18,24,20,5,6,38,False
2016-07-19,28,23,5,8,49,False
2016-07-20,26,19,8,7,47,False
2016-07-21,23,23,8,8,43,False
2016-07-22,22,24,6,10,41,False
2016-07-23,19,23,4,5,41,False
