date,prosper,prosperity,isPartial
2004-01-01,33,0,False
2004-01-02,14,14,False
2004-01-03,0,17,False
2004-01-04,0,34,False
2004-01-05,0,81,False
2004-01-06,0,28,False
2004-01-07,0,0,False
2004-01-08,10,0,False
2004-01-09,21,42,False
2004-01-10,16,33,False
2004-01-11,17,17,False
2004-01-12,10,20,False
2004-01-13,10,58,False
2004-01-14,10,10,False
2004-01-15,10,10,False
2004-01-16,32,21,False
2004-01-17,16,16,False
2004-01-18,0,0,False
2004-01-19,22,0,False
2004-01-20,10,29,False
2004-01-21,0,29,False
2004-01-22,10,29,False
2004-01-23,0,10,False
2004-01-24,0,16,False
2004-01-25,0,15,False
2004-01-26,38,10,False
2004-01-27,47,56,False
2004-01-28,28,38,False
2004-01-29,10,49,False
2004-01-30,0,10,False
2004-01-31,16,0,False
2004-02-01,0,0,False
2004-02-02,0,0,False
2004-02-03,18,27,False
2004-02-04,0,18,False
2004-02-05,9,0,False
2004-02-06,29,10,False
2004-02-07,0,41,False
2004-02-08,0,0,False
2004-02-09,18,0,False
2004-02-10,0,18,False
2004-02-11,19,9,False
2004-02-12,9,38,False
2004-02-13,20,0,False
2004-02-14,16,16,False
2004-02-15,17,17,False
2004-02-16,0,43,False
2004-02-17,0,0,False
2004-02-18,18,9,False
2004-02-19,0,9,False
2004-02-20,10,10,False
2004-02-21,0,15,False
2004-02-22,15,0,False
2004-02-23,18,27,False
2004-02-24,0,28,False
2004-02-25,9,9,False
2004-02-26,9,27,False
2004-02-27,40,10,False
2004-02-28,0,16,False
2004-02-29,0,0,False
2004-03-01,25,0,False
2004-03-02,9,27,False
2004-03-03,31,63,False
2004-03-04,0,0,False
2004-03-05,34,0,False
2004-03-06,24,0,False
2004-03-07,0,44,False
2004-03-08,0,0,True
2004-03-09,0,0,True
2004-03-10,0,13,False
2004-03-11,0,0,False
2004-03-12,0,55,False
2004-03-13,16,16,False
2004-03-14,16,0,False
2004-03-15,28,46,False
2004-03-16,0,18,False
2004-03-17,0,9,False
2004-03-18,9,9,False
2004-03-19,10,50,False
2004-03-20,32,16,False
2004-03-21,0,0,False
2004-03-22,0,0,False
2004-03-23,0,0,True
2004-03-24,12,25,False
2004-03-25,0,100,False
2004-03-26,0,0,False
2004-03-27,16,16,False
2004-03-28,32,32,False
2004-03-29,9,36,False
2004-03-30,26,43,False
2004-03-31,0,9,False
2004-04-01,9,0,False
2004-04-02,9,19,False
2004-04-03,31,31,False
2004-04-04,0,0,False
2004-04-05,0,37,False
2004-04-06,9,9,False
2004-04-07,9,18,False
2004-04-08,19,47,False
2004-04-09,22,22,False
2004-04-10,0,0,False
2004-04-11,51,0,False
2004-04-12,0,0,True
2004-04-13,0,0,True
2004-04-14,17,9,False
2004-04-15,26,26,False
2004-04-16,19,19,False
2004-04-17,0,0,False
2004-04-18,15,0,False
2004-04-19,0,35,False
2004-04-20,8,17,False
2004-04-21,34,8,False
2004-04-22,26,9,False
2004-04-23,57,0,False
2004-04-24,16,0,False
2004-04-25,0,15,False
2004-04-26,17,26,False
2004-04-27,17,8,False
2004-04-28,9,9,False
2004-04-29,26,18,False
2004-04-30,0,9,False
2004-05-01,0,15,False
2004-05-02,0,15,False
2004-05-03,17,0,False
2004-05-04,0,17,False
2004-05-05,9,17,False
2004-05-06,18,44,False
2004-05-07,0,29,False
2004-05-08,16,0,False
2004-05-09,0,16,False
2004-05-10,9,9,False
2004-05-11,0,26,False
2004-05-12,0,34,False
2004-05-13,26,52,False
2004-05-14,0,29,False
2004-05-15,32,48,False
2004-05-16,0,47,False
2004-05-17,9,17,False
2004-05-18,17,17,False
2004-05-19,9,17,False
2004-05-20,27,9,False
2004-05-21,9,19,False
2004-05-22,16,0,False
2004-05-23,31,16,False
2004-05-24,9,0,False
2004-05-25,9,35,False
2004-05-26,9,53,False
2004-05-27,9,9,False
2004-05-28,0,31,False
2004-05-29,17,0,False
2004-05-30,0,0,False
2004-05-31,0,29,False
2004-06-01,9,27,False
2004-06-02,17,9,False
2004-06-03,9,27,False
2004-06-04,10,10,False
2004-06-05,16,32,False
2004-06-06,0,31,False
2004-06-07,18,0,False
2004-06-08,18,0,False
2004-06-09,27,0,False
2004-06-10,9,0,False
2004-06-11,10,0,False
2004-06-12,0,0,False
2004-06-13,0,17,False
2004-06-14,0,36,False
2004-06-15,9,18,False
2004-06-16,9,27,False
2004-06-17,0,19,False
2004-06-18,0,0,False
2004-06-19,0,0,False
2004-06-20,0,34,False
2004-06-21,0,18,False
2004-06-22,0,18,False
2004-06-23,9,18,False
2004-06-24,9,9,False
2004-06-25,20,40,False
2004-06-26,0,48,False
2004-06-27,0,0,False
2004-06-28,9,45,False
2004-06-29,45,54,False
2004-06-30,0,9,False
2004-07-01,9,19,False
2004-07-02,0,0,False
2004-07-03,17,0,False
2004-07-04,0,0,False
2004-07-05,0,31,False
2004-07-06,9,18,False
2004-07-07,9,27,False
2004-07-08,0,9,False
2004-07-09,0,20,False
2004-07-10,0,0,False
2004-07-11,0,32,False
2004-07-12,26,9,False
2004-07-13,18,9,False
2004-07-14,0,0,False
2004-07-15,12,36,False
2004-07-16,20,40,False
2004-07-17,0,31,False
2004-07-18,0,31,False
2004-07-19,26,35,False
2004-07-20,0,0,False
2004-07-21,18,27,False
2004-07-22,0,9,False
2004-07-23,0,10,False
2004-07-24,0,0,False
2004-07-25,0,62,False
2004-07-26,37,37,False
2004-07-27,0,0,False
2004-07-28,18,18,False
2004-07-29,9,18,False
2004-07-30,30,30,False
2004-07-31,16,0,False
2004-08-01,0,47,False
2004-08-02,9,27,False
2004-08-03,17,35,False
2004-08-04,18,18,False
2004-08-05,18,9,False
2004-08-06,10,39,False
2004-08-07,0,0,False
2004-08-08,0,16,False
2004-08-09,9,18,False
2004-08-10,17,26,False
2004-08-11,26,17,False
2004-08-12,0,44,False
2004-08-13,9,9,False
2004-08-14,15,45,False
2004-08-15,15,0,False
2004-08-16,26,35,False
2004-08-17,9,17,False
2004-08-18,17,26,False
2004-08-19,0,18,False
2004-08-20,0,0,False
2004-08-21,15,0,False
2004-08-22,0,0,False
