date,radical,ruin,segregation,shortage,steal,isPartial
2005-01-18,18,5,20,14,48,False
2005-01-19,18,7,9,23,35,False
2005-01-20,26,21,19,7,33,False
2005-01-21,19,19,22,14,72,False
2005-01-22,26,18,7,11,29,False
2005-01-23,28,7,4,14,57,False
2005-01-24,29,5,14,20,34,False
2005-01-25,33,4,20,4,44,False
2005-01-26,27,0,9,7,43,False
2005-01-27,25,7,11,16,59,False
2005-01-28,23,12,14,14,33,False
2005-01-29,22,4,7,7,65,False
2005-01-30,39,4,7,18,50,False
2005-01-31,20,7,9,13,31,False
2005-02-01,20,7,13,11,46,False
2005-02-02,36,2,23,20,38,False
2005-02-03,23,9,14,18,45,False
2005-02-04,19,0,19,7,33,False
2005-02-05,22,11,11,15,37,False
2005-02-06,30,15,15,11,34,False
2005-02-07,18,7,2,7,36,False
2005-02-08,28,6,11,9,47,False
2005-02-09,22,7,15,7,39,False
2005-02-10,24,2,13,27,22,False
2005-02-11,12,7,12,9,21,False
2005-02-12,37,11,0,18,55,False
2005-02-13,22,4,14,11,43,False
2005-02-14,28,17,4,4,42,False
2005-02-15,31,9,31,18,31,False
2005-02-16,22,6,13,9,43,False
2005-02-17,11,2,9,16,38,False
2005-02-18,26,9,9,12,40,False
2005-02-19,18,11,7,4,59,False
2005-02-20,19,4,7,11,41,False
2005-02-21,15,22,17,15,44,False
2005-02-22,36,9,9,15,32,False
2005-02-23,28,4,13,6,40,False
2005-02-24,26,11,11,17,39,False
2005-02-25,18,14,7,9,25,False
2005-02-26,10,0,0,10,39,False
2005-02-27,21,0,37,0,58,False
2005-02-28,32,0,13,13,43,False
2005-03-01,23,17,19,11,23,False
2005-03-02,20,4,13,22,24,False
2005-03-03,21,7,25,18,32,False
2005-03-04,31,17,17,7,31,False
2005-03-05,18,18,7,15,62,False
2005-03-06,29,11,7,15,40,False
2005-03-07,17,2,24,17,22,False
2005-03-08,23,10,15,10,29,False
2005-03-09,26,0,22,15,24,False
2005-03-10,29,4,18,13,33,False
2005-03-11,23,0,21,7,27,False
2005-03-12,11,7,4,7,40,False
2005-03-13,21,11,25,21,32,False
2005-03-14,20,11,13,18,35,False
2005-03-15,31,10,23,12,31,False
2005-03-16,17,0,15,15,32,False
2005-03-17,40,4,13,4,37,False
2005-03-18,23,2,9,16,26,False
2005-03-19,7,0,11,18,50,False
2005-03-20,11,11,4,22,45,False
2005-03-21,33,11,9,24,37,False
2005-03-22,28,6,9,15,28,False
2005-03-23,15,6,11,13,32,False
2005-03-24,16,16,12,21,37,False
2005-03-25,14,11,3,11,35,False
2005-03-26,12,8,12,12,46,False
2005-03-27,33,8,10,5,28,False
2005-03-28,18,7,5,13,35,False
2005-03-29,18,11,13,13,31,False
2005-03-30,26,7,15,4,53,False
2005-03-31,20,11,11,18,56,False
2005-04-01,17,2,17,7,38,False
2005-04-02,25,7,11,4,40,False
2005-04-03,32,0,14,11,35,False
2005-04-04,63,0,18,18,45,False
2005-04-05,0,0,0,0,0,True
2005-04-06,23,3,15,18,26,False
2005-04-07,35,4,20,24,37,False
2005-04-08,17,5,17,10,55,False
2005-04-09,4,15,15,19,43,False
2005-04-10,15,8,11,19,38,False
2005-04-11,11,6,34,4,34,False
2005-04-12,23,6,10,6,35,False
2005-04-13,25,6,17,10,27,False
2005-04-14,40,11,9,15,44,False
2005-04-15,14,9,12,9,44,False
2005-04-16,15,8,4,19,57,False
2005-04-17,19,11,8,15,38,False
2005-04-18,36,6,15,21,25,False
2005-04-19,36,4,13,11,34,False
2005-04-20,15,4,17,11,32,False
2005-04-21,29,11,18,16,20,False
2005-04-22,16,7,14,5,33,False
2005-04-23,39,11,7,4,53,False
2005-04-24,28,14,18,11,46,False
2005-04-25,39,8,10,25,52,False
2005-04-26,29,2,20,12,33,False
2005-04-27,29,8,23,16,25,False
2005-04-28,44,4,19,8,19,False
2005-04-29,16,4,20,7,43,False
2005-04-30,24,10,7,10,34,False
2005-05-01,27,7,10,10,31,False
2005-05-02,22,14,6,24,22,False
2005-05-03,22,6,22,10,100,False
2005-05-04,30,22,18,12,59,False
2005-05-05,17,8,12,21,35,False
2005-05-06,18,4,15,15,31,False
2005-05-07,23,8,15,8,53,False
2005-05-08,26,15,8,11,45,False
2005-05-09,26,0,8,10,35,False
2005-05-10,28,6,10,10,41,False
2005-05-11,25,6,18,12,57,False
2005-05-12,25,6,10,17,31,False
2005-05-13,9,4,9,14,52,False
2005-05-14,22,4,15,0,26,False
2005-05-15,32,14,7,11,92,False
2005-05-16,27,12,14,10,39,False
2005-05-17,18,12,24,6,30,False
2005-05-18,27,23,16,16,39,False
2005-05-19,13,11,13,15,38,False
2005-05-20,37,2,5,7,32,False
2005-05-21,15,19,4,0,37,False
2005-05-22,11,7,11,18,81,False
2005-05-23,23,10,25,8,25,False
2005-05-24,30,14,8,8,22,False
2005-05-25,18,12,12,12,33,False
2005-05-26,15,7,13,9,57,False
2005-05-27,17,12,10,2,43,False
2005-05-28,8,4,0,4,63,False
2005-05-29,12,16,12,12,41,False
2005-05-30,24,3,10,10,21,False
2005-05-31,25,4,21,8,25,False
2005-06-01,44,6,2,2,33,False
2005-06-02,27,13,15,10,31,False
2005-06-03,23,5,16,9,41,False
2005-06-04,25,7,4,4,61,False
2005-06-05,11,11,11,7,74,False
2005-06-06,19,13,2,6,31,False
2005-06-07,19,6,17,19,30,False
