date,boom,breadwinner,buy,capitalize,charitable,isPartial
2016-07-08,1,0,27,0,0,False
2016-07-09,1,0,31,0,0,False
2016-07-10,1,0,32,0,0,False
2016-07-11,1,0,28,0,0,False
2016-07-12,1,0,28,0,0,False
2016-07-13,1,0,27,0,0,False
2016-07-14,1,0,27,0,0,False
2016-07-15,1,0,27,0,0,False
2016-07-16,1,0,31,0,0,False
2016-07-17,1,0,33,0,0,False
2016-07-18,1,0,27,0,0,False
2016-07-19,1,0,28,0,0,False
2016-07-20,1,0,27,0,0,False
2016-07-21,1,0,28,0,0,False
2016-07-22,1,0,27,0,0,False
2016-07-23,1,0,32,0,0,False
2016-07-24,1,0,33,0,0,False
2016-07-25,1,0,29,0,0,False
2016-07-26,1,0,28,0,0,False
2016-07-27,1,0,27,0,0,False
2016-07-28,1,0,27,0,0,False
2016-07-29,1,0,29,0,0,False
2016-07-30,1,0,32,0,0,False
2016-07-31,1,0,34,0,0,False
2016-08-01,1,0,27,0,0,False
2016-08-02,1,0,27,0,0,False
2016-08-03,1,0,29,0,0,False
2016-08-04,1,0,27,0,0,False
2016-08-05,1,0,28,0,0,False
2016-08-06,1,0,31,0,0,False
2016-08-07,1,0,32,0,0,False
2016-08-08,1,0,26,0,0,False
2016-08-09,1,0,25,0,0,False
2016-08-10,1,0,26,0,0,False
2016-08-11,1,0,27,0,0,False
2016-08-12,1,0,26,0,0,False
2016-08-13,1,0,30,0,0,False
2016-08-14,1,0,31,0,0,False
2016-08-15,1,0,27,0,0,False
2016-08-16,1,0,26,0,0,False
2016-08-17,1,0,25,0,0,False
2016-08-18,1,0,27,0,0,False
2016-08-19,1,0,28,0,0,False
2016-08-20,1,0,32,0,0,False
2016-08-21,1,0,32,0,0,False
2016-08-22,1,0,27,0,0,False
2016-08-23,1,0,27,0,0,False
2016-08-24,1,0,26,0,0,False
2016-08-25,1,0,27,0,0,False
2016-08-26,1,0,27,0,0,False
2016-08-27,1,0,32,0,0,False
2016-08-28,2,0,33,0,0,False
2016-08-29,1,0,26,0,0,False
2016-08-30,1,0,26,0,0,False
2016-08-31,1,0,27,0,0,False
2016-09-01,1,0,26,0,0,False
2016-09-02,1,0,27,0,0,False
2016-09-03,1,0,32,0,0,False
2016-09-04,1,0,33,0,0,False
2016-09-05,1,0,34,0,0,False
2016-09-06,1,0,25,0,0,False
2016-09-07,1,0,26,0,0,False
2016-09-08,1,0,26,0,0,False
2016-09-09,1,0,27,0,0,False
2016-09-10,1,0,32,0,0,False
2016-09-11,1,0,30,0,0,False
