date,inexpensive,inherit,invaluable,legal,lucrative,isPartial
2017-03-19,9,2,0,66,1,False
2017-03-20,8,3,2,82,1,False
2017-03-21,8,2,2,83,1,False
2017-03-22,7,3,1,86,1,False
2017-03-23,9,2,2,80,1,False
2017-03-24,7,2,1,76,1,False
2017-03-25,9,1,1,64,1,False
2017-03-26,9,2,1,72,1,False
2017-03-27,7,2,2,85,1,False
2017-03-28,7,2,1,88,1,False
2017-03-29,9,2,1,88,1,False
2017-03-30,7,2,1,80,1,False
2017-03-31,7,2,1,77,1,False
2017-04-01,8,2,1,65,0,False
2017-04-02,10,2,1,65,1,False
2017-04-03,9,2,1,81,1,False
2017-04-04,8,2,1,87,1,False
2017-04-05,9,1,1,84,1,False
2017-04-06,7,2,1,82,2,False
2017-04-07,7,2,1,75,1,False
2017-04-08,8,1,1,65,1,False
2017-04-09,7,2,1,63,1,False
2017-04-10,8,2,1,82,1,False
2017-04-11,8,2,1,85,1,False
2017-04-12,8,2,1,92,1,False
2017-04-13,7,2,1,95,1,False
2017-04-14,8,2,1,78,1,False
2017-04-15,8,2,0,65,1,False
2017-04-16,7,1,0,68,1,False
2017-04-17,7,1,1,85,1,False
2017-04-18,8,2,1,84,1,False
2017-04-19,9,2,1,86,1,False
2017-04-20,7,2,1,90,1,False
2017-04-21,8,2,1,81,1,False
2017-04-22,7,2,1,68,1,False
2017-04-23,9,2,1,67,0,False
2017-04-24,9,2,1,82,1,False
2017-04-25,9,2,1,92,1,False
2017-04-26,8,2,1,84,1,False
2017-04-27,8,2,2,82,1,False
2017-04-28,8,2,1,76,1,False
2017-04-29,8,1,1,64,1,False
2017-04-30,9,1,1,66,1,False
2017-05-01,9,2,1,83,1,False
2017-05-02,8,2,1,81,1,False
2017-05-03,8,2,1,84,1,False
2017-05-04,8,2,1,77,1,False
2017-05-05,9,2,1,74,1,False
2017-05-06,10,1,1,63,0,False
2017-05-07,9,2,1,64,1,False
2017-05-08,9,2,1,82,1,False
2017-05-09,9,2,2,82,1,False
2017-05-10,8,2,1,84,2,False
2017-05-11,8,2,1,78,1,False
2017-05-12,7,2,1,76,1,False
2017-05-13,8,1,1,65,1,False
2017-05-14,8,1,1,58,1,False
2017-05-15,9,2,1,76,1,False
2017-05-16,8,2,1,76,1,False
2017-05-17,8,1,1,80,1,False
2017-05-18,7,2,1,75,1,False
2017-05-19,7,1,1,72,1,False
2017-05-20,8,1,1,65,1,False
2017-05-21,9,1,1,62,1,False
2017-05-22,8,2,1,75,1,False
2017-05-23,8,2,1,75,1,False
2017-05-24,8,1,1,77,1,False
2017-05-25,8,2,1,77,1,False
2017-05-26,7,2,1,71,1,False
2017-05-27,8,1,1,61,1,False
2017-05-28,8,1,0,59,1,False
2017-05-29,9,1,1,62,1,False
2017-05-30,9,1,1,79,1,False
2017-05-31,8,2,1,79,1,False
2017-06-01,8,2,1,79,1,False
2017-06-02,6,1,1,70,1,False
2017-06-03,8,2,1,66,0,False
2017-06-04,9,1,0,64,0,False
2017-06-05,10,1,1,74,1,False
2017-06-06,9,1,1,78,1,False
2017-06-07,8,2,1,81,1,False
2017-06-08,9,1,1,78,1,False
2017-06-09,7,1,1,76,0,False
2017-06-10,9,1,1,63,1,False
2017-06-11,9,1,1,67,1,False
2017-06-12,9,2,1,74,1,False
2017-06-13,8,1,1,79,1,False
2017-06-14,8,1,1,80,1,False
2017-06-15,9,2,1,81,1,False
2017-06-16,8,1,1,78,1,False
2017-06-17,8,1,1,64,0,False
2017-06-18,7,1,1,65,1,False
2017-06-19,7,1,1,84,1,False
2017-06-20,9,1,1,81,0,False
2017-06-21,8,1,1,82,1,False
2017-06-22,9,1,1,86,1,False
2017-06-23,8,1,1,77,1,False
2017-06-24,9,1,1,69,1,False
2017-06-25,9,1,1,70,1,False
2017-06-26,9,1,1,79,1,False
2017-06-27,9,1,1,83,1,False
2017-06-28,8,2,1,85,1,False
2017-06-29,8,2,1,83,1,False
2017-06-30,7,2,1,83,0,False
2017-07-01,9,1,1,78,1,False
2017-07-02,8,1,1,80,1,False
2017-07-03,8,1,1,87,1,False
2017-07-04,7,1,0,88,0,False
2017-07-05,9,1,1,97,1,False
2017-07-06,9,2,1,86,1,False
2017-07-07,8,1,1,84,0,False
2017-07-08,9,1,1,73,1,False
2017-07-09,8,1,1,72,1,False
2017-07-10,8,1,1,85,1,False
2017-07-11,7,1,1,86,1,False
2017-07-12,9,1,1,85,1,False
2017-07-13,9,1,1,81,1,False
2017-07-14,8,1,1,80,1,False
2017-07-15,8,1,1,68,1,False
2017-07-16,9,1,1,67,1,False
2017-07-17,8,1,0,84,1,False
2017-07-18,9,2,1,84,1,False
2017-07-19,8,2,1,82,1,False
2017-07-20,9,1,1,80,1,False
2017-07-21,8,2,1,77,1,False
2017-07-22,9,1,1,70,1,False
2017-07-23,10,6,1,66,1,False
2017-07-24,9,1,2,79,1,False
2017-07-25,10,2,1,83,1,False
2017-07-26,7,1,2,83,1,False
2017-07-27,8,1,1,80,1,False
2017-07-28,8,2,1,72,1,False
2017-07-29,8,1,0,64,1,False
2017-07-30,8,1,1,64,1,False
2017-07-31,8,2,1,79,1,False
2017-08-01,7,1,1,84,1,False
2017-08-02,9,1,1,86,1,False
2017-08-03,8,1,1,85,1,False
2017-08-04,6,2,1,82,1,False
2017-08-05,8,1,1,66,0,False
2017-08-06,8,7,1,69,1,False
2017-08-07,8,2,1,82,1,False
2017-08-08,7,2,1,81,1,False
2017-08-09,8,1,1,81,1,False
2017-08-10,8,2,1,82,1,False
2017-08-11,9,1,1,77,1,False
2017-08-12,10,0,1,64,1,False
2017-08-13,8,1,1,62,1,False
2017-08-14,8,1,1,76,1,False
2017-08-15,7,1,1,78,1,False
2017-08-16,7,1,1,76,1,False
2017-08-17,7,1,1,78,1,False
2017-08-18,8,1,2,74,0,False
2017-08-19,8,1,1,62,1,False
2017-08-20,8,1,0,60,1,False
2017-08-21,6,1,1,66,1,False
2017-08-22,8,1,1,78,1,False
2017-08-23,7,2,1,76,1,False
2017-08-24,7,1,1,78,1,False
2017-08-25,7,1,1,75,1,False
2017-08-26,7,1,1,60,1,False
2017-08-27,7,1,1,57,1,False
2017-08-28,7,1,1,76,1,False
2017-08-29,6,1,1,78,1,False
2017-08-30,7,1,1,79,1,False
2017-08-31,7,2,1,74,1,False
2017-09-01,6,1,1,71,1,False
2017-09-02,8,1,1,59,0,False
2017-09-03,8,2,1,56,1,False
2017-09-04,8,1,1,66,1,False
2017-09-05,8,1,1,75,1,False
2017-09-06,6,2,1,72,1,False
2017-09-07,6,1,1,79,1,False
2017-09-08,7,1,1,68,1,False
2017-09-09,7,1,1,56,1,False
2017-09-10,7,1,1,54,1,False
2017-09-11,7,1,1,72,1,False
2017-09-12,8,2,1,73,1,False
2017-09-13,7,2,1,78,1,False
2017-09-14,7,1,1,78,0,False
2017-09-15,7,1,1,74,1,False
2017-09-16,9,1,1,63,1,False
2017-09-17,7,1,1,62,1,False
2017-09-18,8,1,1,77,1,False
2017-09-19,7,1,2,78,1,False
2017-09-20,8,2,1,84,1,False
2017-09-21,7,2,1,79,1,False
2017-09-22,7,2,1,73,1,False
2017-09-23,8,1,1,62,0,False
2017-09-24,8,1,1,61,0,False
2017-09-25,7,1,1,80,1,False
2017-09-26,7,2,1,80,1,False
2017-09-27,7,1,1,79,1,False
2017-09-28,7,4,1,79,1,False
2017-09-29,7,3,1,71,1,False
2017-09-30,8,2,1,58,1,False
2017-10-01,8,2,0,60,1,False
2017-10-02,8,2,1,97,1,False
2017-10-03,7,2,1,100,1,False
2017-10-04,7,2,2,96,1,False
2017-10-05,8,2,1,90,1,False
2017-10-06,6,2,1,83,1,False
2017-10-07,7,1,1,65,1,False
2017-10-08,8,1,1,66,1,False
2017-10-09,7,2,1,76,1,False
2017-10-10,8,2,1,79,1,False
2017-10-11,8,1,1,80,1,False
2017-10-12,7,2,1,78,1,False
2017-10-13,7,1,2,77,1,False
2017-10-14,7,1,1,59,1,False
2017-10-15,10,1,1,62,1,False
