date,luxury,meritorious,nobility,nobleman,partner,isPartial
2006-02-01,65,1,3,0,34,False
2006-02-02,66,1,1,1,45,False
2006-02-03,70,0,0,3,29,False
2006-02-04,71,1,1,1,38,False
2006-02-05,93,0,1,0,20,False
2006-02-06,77,0,3,0,41,False
2006-02-07,62,0,4,1,29,False
2006-02-08,66,0,4,0,42,False
2006-02-09,60,1,2,0,33,False
2006-02-10,64,1,2,0,32,False
2006-02-11,57,0,3,0,29,False
2006-02-12,84,0,1,0,38,False
2006-02-13,74,0,3,0,27,False
2006-02-14,61,0,4,0,42,False
2006-02-15,63,0,2,1,37,False
2006-02-16,63,0,4,0,39,False
2006-02-17,68,2,3,0,35,False
2006-02-18,77,0,0,0,20,False
2006-02-19,77,0,0,0,19,False
2006-02-20,52,0,3,0,24,False
2006-02-21,69,0,3,1,28,False
2006-02-22,58,2,3,0,45,False
2006-02-23,67,3,3,0,25,False
2006-02-24,71,1,2,0,33,False
2006-02-25,77,0,0,1,31,False
2006-02-26,61,0,7,0,23,False
2006-02-27,73,0,0,1,29,False
2006-02-28,62,1,3,0,31,False
2006-03-01,57,0,1,0,41,False
2006-03-02,64,1,1,1,37,False
2006-03-03,56,1,2,0,37,False
2006-03-04,85,0,1,0,17,False
2006-03-05,84,0,0,0,31,False
2006-03-06,82,1,3,0,22,False
2006-03-07,70,1,0,1,27,False
2006-03-08,64,0,3,0,32,False
2006-03-09,78,1,3,0,42,False
2006-03-10,80,2,2,3,29,False
2006-03-11,84,0,3,0,17,False
2006-03-12,78,0,3,1,9,False
2006-03-13,70,0,3,1,30,False
2006-03-14,41,0,0,0,40,False
2006-03-15,72,1,2,0,32,False
2006-03-16,79,0,3,1,31,False
2006-03-17,61,0,1,0,28,False
2006-03-18,79,0,3,0,26,False
2006-03-19,89,0,3,0,32,False
2006-03-20,68,0,2,1,23,False
2006-03-21,77,0,3,0,31,False
2006-03-22,80,1,1,0,31,False
2006-03-23,64,0,2,0,36,False
2006-03-24,67,2,0,0,24,False
2006-03-25,79,0,0,0,33,False
2006-03-26,59,0,1,0,31,False
2006-03-27,73,0,3,0,31,False
2006-03-28,63,0,3,0,37,False
2006-03-29,57,1,2,1,34,False
2006-03-30,49,0,3,0,41,False
