date,partnership,patron,patronage,precious,priceless,isPartial
2017-03-19,36,80,3,57,29,False
2017-03-20,76,53,7,56,13,False
2017-03-21,82,52,5,58,14,False
2017-03-22,86,46,8,61,9,False
2017-03-23,87,45,4,55,12,False
2017-03-24,66,54,3,54,14,False
2017-03-25,41,70,2,59,19,False
2017-03-26,39,66,4,70,23,False
2017-03-27,73,53,5,56,16,False
2017-03-28,77,54,7,58,10,False
2017-03-29,76,51,6,53,10,False
2017-03-30,73,58,5,48,13,False
2017-03-31,93,60,4,55,12,False
2017-04-01,41,56,2,60,15,False
2017-04-02,38,67,3,55,16,False
2017-04-03,75,51,5,47,10,False
2017-04-04,86,50,4,54,9,False
2017-04-05,70,58,9,51,11,False
2017-04-06,83,53,10,56,11,False
2017-04-07,66,62,11,58,8,False
2017-04-08,43,61,7,87,11,False
2017-04-09,40,72,9,88,13,False
2017-04-10,87,52,11,59,11,False
2017-04-11,80,45,7,51,8,False
2017-04-12,76,49,6,54,8,False
2017-04-13,81,45,5,50,10,False
2017-04-14,71,53,5,58,10,False
2017-04-15,36,59,5,65,11,False
2017-04-16,40,65,10,54,13,False
2017-04-17,87,39,9,60,9,False
2017-04-18,76,46,8,49,6,False
2017-04-19,80,47,6,53,8,False
2017-04-20,73,49,5,76,10,False
2017-04-21,66,52,6,64,11,False
2017-04-22,30,67,6,67,10,False
2017-04-23,36,71,6,66,14,False
2017-04-24,74,52,10,65,11,False
2017-04-25,74,45,5,75,12,False
2017-04-26,69,49,5,68,9,False
2017-04-27,67,49,7,57,9,False
2017-04-28,57,60,5,62,9,False
2017-04-29,31,65,6,63,10,False
2017-04-30,45,77,4,71,10,False
2017-05-01,67,57,9,62,11,False
2017-05-02,77,54,4,69,9,False
2017-05-03,69,60,7,59,10,False
2017-05-04,71,60,7,62,9,False
2017-05-05,57,100,4,63,8,False
2017-05-06,37,90,4,62,8,False
2017-05-07,37,82,5,63,14,False
2017-05-08,87,51,6,67,8,False
2017-05-09,82,50,5,63,12,False
2017-05-10,75,54,6,69,7,False
2017-05-11,74,51,4,73,8,False
2017-05-12,68,56,2,65,11,False
2017-05-13,30,60,2,67,10,False
2017-05-14,30,69,2,67,12,False
2017-05-15,62,48,4,60,8,False
2017-05-16,70,43,2,61,8,False
2017-05-17,69,50,4,59,6,False
2017-05-18,64,53,3,65,10,False
2017-05-19,66,55,3,50,5,False
2017-05-20,34,62,5,54,13,False
2017-05-21,31,63,2,59,15,False
2017-05-22,57,47,4,66,8,False
2017-05-23,74,58,5,68,7,False
2017-05-24,70,50,2,50,9,False
2017-05-25,66,51,4,54,6,False
2017-05-26,53,62,2,52,7,False
2017-05-27,23,68,2,56,9,False
2017-05-28,29,74,2,63,14,False
2017-05-29,31,57,4,71,11,False
2017-05-30,75,46,3,61,13,False
2017-05-31,68,49,3,59,9,False
2017-06-01,60,55,4,52,9,False
2017-06-02,61,52,3,52,6,False
2017-06-03,30,60,2,62,10,False
2017-06-04,26,54,2,65,11,False
2017-06-05,68,46,3,63,9,False
2017-06-06,60,44,3,85,8,False
2017-06-07,78,53,15,56,8,False
2017-06-08,56,43,17,53,8,False
2017-06-09,52,54,3,54,9,False
2017-06-10,28,59,2,53,10,False
2017-06-11,26,63,2,61,9,False
2017-06-12,60,45,4,59,9,False
2017-06-13,62,47,3,47,9,False
2017-06-14,60,54,5,48,9,False
2017-06-15,58,47,3,47,8,False
2017-06-16,61,44,2,53,8,False
2017-06-17,30,63,2,58,8,False
2017-06-18,26,61,3,59,11,False
2017-06-19,62,47,4,59,7,False
2017-06-20,68,54,3,47,9,False
2017-06-21,63,48,3,51,8,False
2017-06-22,66,64,4,55,7,False
2017-06-23,51,59,3,58,11,False
2017-06-24,26,64,2,47,7,False
2017-06-25,29,72,3,48,8,False
2017-06-26,61,52,1,51,10,False
2017-06-27,75,50,2,60,11,False
2017-06-28,59,46,2,54,8,False
2017-06-29,67,58,3,57,8,False
2017-06-30,58,58,3,48,8,False
2017-07-01,26,60,3,59,10,False
2017-07-02,23,60,2,52,10,False
2017-07-03,43,57,1,55,8,False
2017-07-04,27,55,2,47,8,False
2017-07-05,59,58,3,50,8,False
2017-07-06,61,53,3,51,7,False
2017-07-07,63,60,2,51,14,False
2017-07-08,34,66,3,60,7,False
2017-07-09,27,69,0,58,13,False
2017-07-10,62,56,2,57,8,False
2017-07-11,67,46,3,53,8,False
2017-07-12,78,54,2,68,4,False
2017-07-13,71,51,3,57,8,False
