date,luxury,meritorious,nobility,nobleman,partner,isPartial
2011-04-05,72,2,2,1,47,False
2011-04-06,71,0,2,1,55,False
2011-04-07,71,1,2,0,44,False
2011-04-08,65,1,2,1,40,False
2011-04-09,74,1,3,0,30,False
2011-04-10,75,0,2,1,33,False
2011-04-11,74,1,2,0,46,False
2011-04-12,75,1,2,1,49,False
2011-04-13,72,1,2,0,44,False
2011-04-14,73,1,2,1,41,False
2011-04-15,65,1,1,0,44,False
2011-04-16,70,2,2,0,35,False
2011-04-17,67,0,3,0,34,False
2011-04-18,67,3,2,1,44,False
2011-04-19,79,1,2,1,41,False
2011-04-20,70,1,1,1,52,False
2011-04-21,65,1,1,0,38,False
2011-04-22,61,1,3,0,33,False
2011-04-23,74,0,1,0,34,False
2011-04-24,79,1,3,0,33,False
2011-04-25,72,2,2,0,41,False
2011-04-26,68,1,3,0,44,False
2011-04-27,66,1,2,1,46,False
2011-04-28,63,2,3,1,38,False
2011-04-29,61,1,9,1,42,False
2011-04-30,67,1,7,0,33,False
2011-05-01,74,0,5,0,36,False
2011-05-02,56,1,2,1,36,False
2011-05-03,73,1,3,0,40,False
2011-05-04,74,1,1,0,43,False
2011-05-05,71,1,3,0,37,False
2011-05-06,64,0,1,0,40,False
2011-05-07,62,2,1,0,31,False
2011-05-08,66,0,2,0,30,False
2011-05-09,77,2,3,0,38,False
2011-05-10,75,1,3,1,48,False
2011-05-11,66,2,3,0,44,False
2011-05-12,71,1,2,1,42,False
2011-05-13,73,0,1,1,46,False
2011-05-14,69,0,3,0,35,False
2011-05-15,83,0,2,0,33,False
2011-05-16,68,0,1,1,43,False
2011-05-17,79,2,2,0,55,False
2011-05-18,79,1,1,0,51,False
2011-05-19,74,0,1,1,47,False
2011-05-20,78,2,3,0,37,False
2011-05-21,72,0,1,0,34,False
2011-05-22,72,0,1,0,31,False
2011-05-23,74,1,1,0,46,False
2011-05-24,69,1,2,1,47,False
2011-05-25,67,1,1,1,48,False
2011-05-26,67,2,2,1,48,False
2011-05-27,68,1,1,0,40,False
2011-05-28,75,1,1,0,32,False
2011-05-29,92,1,2,0,35,False
2011-05-30,83,2,2,0,36,False
2011-05-31,74,1,1,0,46,False
2011-06-01,67,1,1,0,39,False
2011-06-02,70,1,1,0,46,False
2011-06-03,67,1,2,0,45,False
2011-06-04,77,0,1,0,32,False
2011-06-05,73,1,1,0,39,False
2011-06-06,66,1,1,0,48,False
2011-06-07,69,1,2,1,42,False
2011-06-08,71,0,1,1,49,False
2011-06-09,73,1,2,0,44,False
2011-06-10,74,1,1,0,39,False
2011-06-11,82,1,1,0,34,False
2011-06-12,83,0,2,0,32,False
2011-06-13,73,1,1,0,49,False
2011-06-14,77,1,1,0,46,False
2011-06-15,71,2,1,0,50,False
2011-06-16,74,0,2,0,44,False
2011-06-17,77,1,1,0,44,False
2011-06-18,76,1,2,0,36,False
2011-06-19,81,0,2,0,35,False
2011-06-20,75,1,2,1,47,False
2011-06-21,82,2,1,0,45,False
2011-06-22,63,1,1,1,46,False
2011-06-23,72,1,1,1,41,False
2011-06-24,74,1,1,0,38,False
2011-06-25,80,1,2,0,34,False
2011-06-26,74,0,1,0,41,False
2011-06-27,75,1,1,1,49,False
2011-06-28,75,1,1,0,46,False
2011-06-29,71,1,1,0,44,False
2011-06-30,70,1,1,0,55,False
2011-07-01,74,1,1,0,40,False
2011-07-02,77,0,2,0,28,False
2011-07-03,62,1,1,0,33,False
2011-07-04,73,1,2,0,37,False
2011-07-05,75,1,1,0,42,False
2011-07-06,77,1,2,0,39,False
2011-07-07,69,1,0,1,44,False
2011-07-08,69,3,1,0,42,False
2011-07-09,76,0,1,0,30,False
2011-07-10,80,1,2,0,33,False
2011-07-11,81,1,2,0,45,False
2011-07-12,79,2,1,0,51,False
2011-07-13,79,1,2,0,47,False
2011-07-14,74,0,0,1,44,False
2011-07-15,77,1,1,0,41,False
2011-07-16,77,0,1,0,27,False
2011-07-17,68,1,1,0,34,False
2011-07-18,77,1,1,0,44,False
2011-07-19,74,1,1,0,49,False
2011-07-20,77,1,1,0,48,False
2011-07-21,85,0,3,0,46,False
2011-07-22,80,1,2,0,42,False
2011-07-23,79,0,1,0,28,False
2011-07-24,87,0,1,0,35,False
2011-07-25,72,1,2,0,41,False
2011-07-26,85,1,2,1,47,False
2011-07-27,75,2,2,1,40,False
2011-07-28,67,1,1,1,46,False
2011-07-29,80,2,2,1,41,False
2011-07-30,79,0,2,1,33,False
2011-07-31,78,0,1,0,39,False
2011-08-01,68,1,1,0,43,False
2011-08-02,68,1,0,0,46,False
2011-08-03,80,1,2,0,43,False
2011-08-04,70,1,1,0,45,False
2011-08-05,78,1,2,0,41,False
2011-08-06,81,2,2,0,34,False
2011-08-07,83,1,1,0,35,False
2011-08-08,76,0,1,0,41,False
2011-08-09,71,1,0,0,47,False
2011-08-10,75,2,1,0,43,False
2011-08-11,76,2,2,0,43,False
2011-08-12,73,1,1,0,44,False
2011-08-13,85,0,0,0,29,False
2011-08-14,83,0,2,0,33,False
2011-08-15,76,1,2,0,46,False
2011-08-16,80,1,1,0,44,False
2011-08-17,71,1,1,1,50,False
2011-08-18,70,1,1,1,48,False
2011-08-19,67,0,1,0,45,False
2011-08-20,71,0,3,0,34,False
2011-08-21,76,1,1,0,32,False
2011-08-22,68,1,1,0,45,False
2011-08-23,62,1,1,0,45,False
2011-08-24,67,0,1,0,49,False
2011-08-25,61,1,3,0,41,False
2011-08-26,61,2,1,0,36,False
2011-08-27,68,1,2,0,31,False
2011-08-28,69,1,3,0,34,False
2011-08-29,68,1,1,0,41,False
2011-08-30,65,2,1,0,52,False
2011-08-31,71,0,0,1,44,False
2011-09-01,64,1,1,1,48,False
2011-09-02,65,0,1,0,45,False
2011-09-03,64,1,1,0,37,False
2011-09-04,71,1,2,0,30,False
2011-09-05,75,1,1,0,33,False
2011-09-06,68,1,2,1,41,False
2011-09-07,69,1,2,0,53,False
2011-09-08,62,1,1,1,50,False
2011-09-09,55,1,2,1,39,False
2011-09-10,66,1,3,1,35,False
