date,partnership,patron,patronage,precious,priceless,isPartial
2010-04-05,58,34,2,70,5,False
2010-04-06,76,29,1,67,5,False
2010-04-07,65,29,3,62,9,False
2010-04-08,70,34,1,61,4,False
2010-04-09,59,48,2,55,8,False
2010-04-10,33,40,1,66,9,False
2010-04-11,38,46,1,77,11,False
2010-04-12,78,40,3,67,6,False
2010-04-13,75,31,2,71,7,False
2010-04-14,79,36,2,50,6,False
2010-04-15,69,44,1,63,10,False
2010-04-16,51,29,2,58,7,False
2010-04-17,25,47,1,52,7,False
2010-04-18,37,46,5,72,7,False
2010-04-19,72,35,2,59,8,False
2010-04-20,72,32,3,72,11,False
2010-04-21,60,39,3,64,9,False
2010-04-22,61,37,3,75,7,False
2010-04-23,66,36,2,64,6,False
2010-04-24,29,33,0,77,7,False
2010-04-25,31,36,2,100,9,False
2010-04-26,61,37,3,83,7,False
2010-04-27,66,42,3,73,6,False
2010-04-28,58,37,1,57,5,False
2010-04-29,60,37,1,52,7,False
2010-04-30,49,41,1,58,9,False
2010-05-01,39,57,3,60,4,False
2010-05-02,25,37,2,87,9,False
2010-05-03,64,39,1,67,5,False
2010-05-04,59,39,3,56,7,False
2010-05-05,55,51,1,49,7,False
2010-05-06,52,41,5,65,10,False
2010-05-07,48,45,2,57,7,False
2010-05-08,32,29,0,60,7,False
2010-05-09,26,32,3,72,8,False
2010-05-10,62,41,1,62,5,False
2010-05-11,58,45,3,53,5,False
2010-05-12,71,39,1,58,7,False
2010-05-13,68,35,1,49,3,False
2010-05-14,68,34,2,57,7,False
2010-05-15,26,51,0,47,8,False
2010-05-16,29,40,0,65,6,False
2010-05-17,67,49,1,56,7,False
2010-05-18,61,33,1,48,9,False
2010-05-19,50,44,1,52,3,False
2010-05-20,60,34,3,64,6,False
2010-05-21,57,41,1,58,6,False
2010-05-22,24,39,0,44,8,False
2010-05-23,27,36,1,55,7,False
2010-05-24,59,42,1,45,3,False
2010-05-25,62,37,0,46,6,False
2010-05-26,50,32,2,51,5,False
2010-05-27,58,33,1,36,11,False
2010-05-28,38,32,1,50,4,False
2010-05-29,25,45,0,49,9,False
2010-05-30,18,37,0,56,4,False
2010-05-31,40,47,0,51,2,False
2010-06-01,42,25,1,46,10,False
2010-06-02,58,35,1,46,7,False
2010-06-03,66,28,2,53,7,False
2010-06-04,65,36,1,35,6,False
2010-06-05,30,30,0,63,3,False
2010-06-06,21,41,1,51,5,False
2010-06-07,61,25,0,52,9,False
2010-06-08,61,25,2,57,6,False
2010-06-09,65,29,1,39,9,False
2010-06-10,53,25,0,52,4,False
2010-06-11,52,30,3,40,2,False
2010-06-12,21,27,1,50,5,False
2010-06-13,21,38,2,55,9,False
2010-06-14,55,38,1,65,7,False
2010-06-15,67,32,1,42,6,False
2010-06-16,72,36,3,52,5,False
2010-06-17,64,36,2,55,7,False
2010-06-18,54,36,2,42,3,False
2010-06-19,29,38,0,57,2,False
2010-06-20,22,27,1,62,2,False
2010-06-21,66,33,2,52,7,False
2010-06-22,59,36,2,43,6,False
2010-06-23,49,38,1,41,4,False
2010-06-24,63,27,1,55,8,False
2010-06-25,49,29,1,49,5,False
2010-06-26,33,35,2,63,9,False
2010-06-27,36,35,3,66,7,False
2010-06-28,42,28,0,45,12,False
2010-06-29,62,27,2,40,7,False
2010-06-30,55,37,0,54,8,False
2010-07-01,73,28,0,54,4,False
2010-07-02,49,36,0,55,7,False
2010-07-03,22,39,4,54,4,False
2010-07-04,14,41,0,45,5,False
2010-07-05,21,41,0,43,9,False
2010-07-06,46,28,2,44,8,False
2010-07-07,64,30,1,49,9,False
2010-07-08,42,25,1,43,7,False
2010-07-09,41,38,1,50,6,False
2010-07-10,23,34,0,50,9,False
2010-07-11,19,49,3,47,5,False
2010-07-12,53,25,0,43,7,False
2010-07-13,57,49,2,43,8,False
2010-07-14,63,37,1,52,6,False
2010-07-15,48,27,1,48,9,False
2010-07-16,48,33,1,43,3,False
2010-07-17,27,45,0,42,10,False
2010-07-18,20,39,2,60,9,False
2010-07-19,57,31,1,42,5,False
2010-07-20,49,37,1,57,7,False
2010-07-21,59,34,2,61,4,False
2010-07-22,54,40,1,61,6,False
2010-07-23,52,36,2,54,6,False
2010-07-24,28,34,0,64,4,False
2010-07-25,26,43,1,54,8,False
2010-07-26,54,39,0,52,10,False
2010-07-27,49,38,3,49,5,False
2010-07-28,56,39,2,47,6,False
2010-07-29,48,32,1,47,10,False
2010-07-30,52,39,1,47,9,False
2010-07-31,24,36,0,41,8,False
2010-08-01,30,56,1,48,4,False
2010-08-02,50,28,2,49,7,False
2010-08-03,56,32,2,46,6,False
2010-08-04,57,26,2,36,11,False
2010-08-05,46,25,1,42,4,False
2010-08-06,43,26,2,54,7,False
2010-08-07,23,33,0,59,2,False
2010-08-08,24,44,1,66,5,False
2010-08-09,48,31,2,63,7,False
2010-08-10,48,26,1,67,8,False
2010-08-11,54,39,1,58,6,False
2010-08-12,52,35,1,41,8,False
2010-08-13,45,33,0,38,7,False
2010-08-14,14,31,1,60,8,False
2010-08-15,20,37,1,63,8,False
2010-08-16,57,27,1,62,5,False
2010-08-17,46,30,1,71,4,False
2010-08-18,52,33,1,53,6,False
2010-08-19,45,35,2,60,4,False
2010-08-20,47,41,0,58,6,False
2010-08-21,26,49,0,52,5,False
2010-08-22,23,54,1,49,5,False
2010-08-23,62,35,1,50,9,False
2010-08-24,56,34,1,46,7,False
2010-08-25,61,25,1,42,6,False
2010-08-26,65,36,3,48,4,False
2010-08-27,53,36,0,47,6,False
2010-08-28,23,35,1,49,7,False
2010-08-29,20,34,1,43,6,False
2010-08-30,62,39,1,46,5,False
2010-08-31,59,37,1,50,6,False
2010-09-01,58,31,1,52,9,False
