date,boom,breadwinner,buy,capitalize,charitable,isPartial
2013-01-15,2,0,74,1,1,False
2013-01-16,3,0,75,1,1,False
2013-01-17,3,0,74,1,1,False
2013-01-18,4,0,77,0,0,False
2013-01-19,4,0,93,0,0,False
2013-01-20,4,0,96,0,0,False
2013-01-21,4,0,86,0,1,False
2013-01-22,3,0,78,1,1,False
2013-01-23,3,0,74,1,1,False
2013-01-24,3,0,73,1,1,False
2013-01-25,3,0,78,1,1,False
2013-01-26,3,0,95,0,0,False
2013-01-27,4,0,98,0,1,False
2013-01-28,3,0,79,1,1,False
2013-01-29,3,0,74,1,1,False
2013-01-30,3,0,73,1,1,False
2013-01-31,3,0,73,1,1,False
2013-02-01,3,0,78,0,1,False
2013-02-02,4,0,91,0,1,False
2013-02-03,4,0,92,0,0,False
2013-02-04,3,0,72,1,1,False
2013-02-05,3,0,76,1,1,False
2013-02-06,4,0,72,1,1,False
2013-02-07,4,0,74,1,1,False
2013-02-08,5,0,77,1,1,False
2013-02-09,7,0,90,0,1,False
2013-02-10,7,0,94,0,0,False
2013-02-11,5,0,74,1,1,False
2013-02-12,4,0,77,1,1,False
2013-02-13,3,0,73,1,1,False
2013-02-14,3,0,74,1,1,False
2013-02-15,5,0,75,0,1,False
2013-02-16,6,0,93,0,0,False
2013-02-17,6,0,100,0,0,False
2013-02-18,4,0,83,1,1,False
2013-02-19,3,0,76,1,1,False
2013-02-20,3,0,72,1,1,False
2013-02-21,4,0,75,1,1,False
2013-02-22,4,0,75,1,1,False
2013-02-23,4,0,91,0,1,False
2013-02-24,5,0,93,0,1,False
2013-02-25,3,0,74,1,1,False
2013-02-26,3,0,74,1,1,False
2013-02-27,3,0,72,1,1,False
2013-02-28,4,0,72,1,1,False
2013-03-01,3,0,77,1,1,False
2013-03-02,4,0,94,0,0,False
2013-03-03,4,0,98,0,1,False
2013-03-04,3,0,74,1,1,False
2013-03-05,3,0,73,1,1,False
2013-03-06,3,0,72,1,1,False
2013-03-07,3,0,76,1,1,False
2013-03-08,3,0,75,1,1,False
2013-03-09,3,0,89,0,0,False
2013-03-10,4,0,90,0,0,False
2013-03-11,3,0,76,1,1,False
2013-03-12,3,0,74,1,1,False
2013-03-13,3,0,73,1,1,False
2013-03-14,3,0,74,1,1,False
2013-03-15,3,0,75,1,1,False
2013-03-16,3,0,89,0,0,False
2013-03-17,4,0,94,0,1,False
2013-03-18,3,0,74,1,1,False
2013-03-19,3,0,72,1,1,False
2013-03-20,3,0,76,1,1,False
2013-03-21,3,0,72,1,1,False
2013-03-22,3,0,75,1,1,False
2013-03-23,3,0,89,0,1,False
2013-03-24,3,0,91,0,0,False
2013-03-25,3,0,75,1,1,False
2013-03-26,3,0,75,1,1,False
2013-03-27,3,0,74,1,1,False
2013-03-28,3,0,73,0,1,False
2013-03-29,3,0,80,1,1,False
2013-03-30,3,0,88,0,0,False
2013-03-31,3,0,85,0,0,False
2013-04-01,3,0,72,1,1,False
2013-04-02,3,0,74,1,1,False
2013-04-03,3,0,73,0,1,False
2013-04-04,3,0,74,1,1,False
2013-04-05,3,0,75,1,1,False
2013-04-06,3,0,91,0,1,False
2013-04-07,3,0,91,0,1,False
2013-04-08,3,0,71,1,1,False
2013-04-09,3,0,68,1,1,False
2013-04-10,3,0,70,1,1,False
2013-04-11,3,0,73,1,1,False
2013-04-12,3,0,71,1,1,False
2013-04-13,3,0,88,0,1,False
2013-04-14,3,0,89,1,1,False
2013-04-15,3,0,72,1,1,False
2013-04-16,3,0,70,1,1,False
2013-04-17,3,0,72,1,0,False
2013-04-18,3,0,68,1,1,False
2013-04-19,3,0,68,1,1,False
2013-04-20,4,0,82,0,0,False
2013-04-21,3,0,86,0,0,False
2013-04-22,3,0,70,1,1,False
2013-04-23,3,0,72,1,1,False
2013-04-24,3,0,70,1,1,False
2013-04-25,3,0,71,1,1,False
2013-04-26,2,0,67,1,0,False
2013-04-27,3,0,84,0,0,False
2013-04-28,3,0,90,0,0,False
2013-04-29,3,0,73,1,1,False
2013-04-30,3,0,69,1,1,False
2013-05-01,3,0,71,1,1,False
2013-05-02,3,0,67,1,0,False
2013-05-03,3,0,72,1,1,False
2013-05-04,3,0,86,0,0,False
2013-05-05,3,0,92,0,0,False
2013-05-06,3,0,73,1,1,False
2013-05-07,3,0,71,1,1,False
2013-05-08,3,0,69,1,1,False
2013-05-09,3,0,71,1,1,False
2013-05-10,2,0,76,0,0,False
2013-05-11,3,0,86,0,0,False
2013-05-12,3,0,89,0,0,False
2013-05-13,3,0,72,1,1,False
2013-05-14,3,0,72,1,1,False
2013-05-15,3,0,73,1,1,False
2013-05-16,3,0,72,1,0,False
2013-05-17,3,0,72,0,0,False
2013-05-18,3,0,91,0,0,False
2013-05-19,3,0,89,0,0,False
2013-05-20,2,0,71,1,0,False
2013-05-21,3,0,69,0,0,False
2013-05-22,3,0,73,0,1,False
2013-05-23,3,0,71,0,0,False
2013-05-24,3,0,74,0,0,False
2013-05-25,3,0,89,0,0,False
2013-05-26,3,0,94,0,0,False
2013-05-27,3,0,91,0,0,False
2013-05-28,3,0,74,1,1,False
2013-05-29,3,0,72,1,1,False
2013-05-30,3,0,72,1,0,False
2013-05-31,3,0,74,0,1,False
2013-06-01,3,0,89,0,0,False
2013-06-02,3,0,93,0,0,False
2013-06-03,3,0,77,1,1,False
2013-06-04,2,0,72,0,1,False
2013-06-05,3,0,74,1,0,False
2013-06-06,3,0,76,1,0,False
2013-06-07,3,0,76,0,0,False
2013-06-08,3,0,86,0,0,False
2013-06-09,3,0,91,0,0,False
2013-06-10,3,0,77,1,0,False
2013-06-11,3,0,78,0,0,False
2013-06-12,3,0,79,1,1,False
2013-06-13,3,0,77,0,1,False
2013-06-14,3,0,83,0,1,False
2013-06-15,3,0,91,0,0,False
2013-06-16,3,0,93,0,0,False
2013-06-17,3,0,77,0,0,False
2013-06-18,2,0,77,0,1,False
2013-06-19,3,0,74,1,1,False
2013-06-20,3,0,74,1,0,False
2013-06-21,2,0,78,0,1,False
2013-06-22,3,0,93,0,0,False
2013-06-23,3,0,97,0,0,False
2013-06-24,3,0,78,0,1,False
2013-06-25,3,0,78,0,1,False
2013-06-26,3,0,78,0,0,False
2013-06-27,3,0,77,1,1,False
2013-06-28,3,0,81,0,0,False
2013-06-29,3,0,89,0,0,False
2013-06-30,4,0,92,0,0,False
2013-07-01,4,0,81,0,0,False
2013-07-02,4,0,80,0,0,False
2013-07-03,8,0,80,1,0,False
2013-07-04,7,0,92,0,0,False
2013-07-05,5,0,82,0,0,False
2013-07-06,3,0,91,0,0,False
2013-07-07,3,0,91,0,0,False
2013-07-08,3,0,75,0,1,False
2013-07-09,3,0,76,0,0,False
2013-07-10,2,0,74,0,1,False
2013-07-11,3,0,76,0,1,False
2013-07-12,3,0,81,0,0,False
2013-07-13,3,0,91,0,0,False
2013-07-14,3,0,91,0,0,False
2013-07-15,2,0,76,0,0,False
2013-07-16,2,0,75,0,1,False
2013-07-17,2,0,78,0,1,False
2013-07-18,3,0,77,1,0,False
2013-07-19,3,0,80,0,0,False
2013-07-20,3,0,91,0,0,False
