date,unprofitable,vagabond,vagrant,abundance,accrue,isPartial
2012-05-06,2,51,22,49,5,False
2012-05-07,0,31,35,46,15,False
2012-05-08,0,36,19,59,17,False
2012-05-09,2,48,23,51,6,False
2012-05-10,2,35,18,45,16,False
2012-05-11,0,42,19,19,6,False
2012-05-12,0,41,36,13,8,False
2012-05-13,0,26,16,16,5,False
2012-05-14,2,35,25,56,4,False
2012-05-15,2,31,23,40,6,False
2012-05-16,2,43,25,35,8,False
2012-05-17,2,39,28,43,12,False
2012-05-18,0,64,36,25,15,False
2012-05-19,0,34,16,42,10,False
2012-05-20,0,28,3,46,3,False
2012-05-21,0,25,27,48,2,False
2012-05-22,0,46,19,44,12,False
2012-05-23,4,49,23,49,14,False
2012-05-24,2,36,22,44,16,False
2012-05-25,2,43,13,17,11,False
2012-05-26,3,45,24,29,5,False
2012-05-27,0,52,25,33,5,False
2012-05-28,0,32,15,27,2,False
2012-05-29,0,47,4,33,6,False
2012-05-30,2,50,17,35,15,False
2012-05-31,0,37,23,37,10,False
2012-06-01,2,47,24,31,10,False
2012-06-02,0,40,15,10,0,False
2012-06-03,3,53,25,38,8,False
2012-06-04,2,27,27,44,12,False
2012-06-05,2,32,21,44,10,False
2012-06-06,4,47,24,37,12,False
2012-06-07,0,32,30,49,8,False
2012-06-08,0,38,27,44,6,False
2012-06-09,0,51,23,49,8,False
2012-06-10,3,38,18,67,3,False
2012-06-11,0,48,32,60,12,False
2012-06-12,0,41,23,31,12,False
2012-06-13,0,72,28,42,20,False
2012-06-14,2,36,26,40,10,False
2012-06-15,0,53,30,21,8,False
2012-06-16,0,50,34,34,8,False
2012-06-17,3,62,21,39,0,False
2012-06-18,0,41,22,31,16,False
2012-06-19,0,41,20,49,4,False
2012-06-20,0,42,28,32,14,False
2012-06-21,0,51,30,37,6,False
2012-06-22,0,50,17,35,19,False
2012-06-23,0,30,20,33,5,False
2012-06-24,0,51,13,28,8,False
2012-06-25,2,39,29,33,4,False
2012-06-26,4,45,20,45,2,False
2012-06-27,0,32,24,38,6,False
2012-06-28,0,60,12,34,12,False
2012-06-29,0,50,21,27,15,False
2012-06-30,0,28,20,18,5,False
2012-07-01,0,46,10,33,0,False
2012-07-02,2,40,22,24,18,False
2012-07-03,0,38,20,40,12,False
2012-07-04,0,34,15,22,12,False
2012-07-05,0,50,26,28,9,False
2012-07-06,2,41,19,44,10,False
2012-07-07,0,47,20,29,2,False
2012-07-08,2,37,10,30,2,False
2012-07-09,0,48,21,35,12,False
2012-07-10,4,44,21,25,10,False
2012-07-11,0,33,16,31,12,False
2012-07-12,0,46,28,32,14,False
2012-07-13,0,37,23,25,8,False
2012-07-14,0,47,20,35,10,False
2012-07-15,2,49,7,35,7,False
2012-07-16,0,29,16,31,12,False
2012-07-17,4,33,21,31,6,False
2012-07-18,0,37,21,43,4,False
2012-07-19,0,63,23,37,4,False
2012-07-20,0,22,24,20,8,False
2012-07-21,0,55,17,27,5,False
2012-07-22,0,58,17,22,2,False
2012-07-23,2,45,19,33,8,False
2012-07-24,0,44,23,40,6,False
2012-07-25,4,41,21,35,14,False
2012-07-26,2,59,25,31,18,False
2012-07-27,2,65,32,39,10,False
2012-07-28,0,38,24,38,7,False
2012-07-29,2,39,22,32,0,False
2012-07-30,0,49,23,33,21,False
2012-07-31,0,42,25,15,11,False
2012-08-01,0,46,15,33,10,False
2012-08-02,2,49,18,31,8,False
2012-08-03,0,49,18,47,8,False
2012-08-04,0,55,17,34,7,False
2012-08-05,0,49,5,39,10,False
2012-08-06,0,44,38,31,13,False
2012-08-07,0,42,17,41,10,False
2012-08-08,0,50,19,29,15,False
2012-08-09,0,25,14,37,10,False
2012-08-10,0,42,20,32,12,False
2012-08-11,0,60,14,14,5,False
2012-08-12,0,46,5,44,5,False
2012-08-13,0,31,15,29,11,False
2012-08-14,2,34,27,29,8,False
2012-08-15,2,48,19,19,10,False
2012-08-16,0,49,25,37,14,False
2012-08-17,0,55,29,35,8,False
2012-08-18,0,51,10,12,0,False
2012-08-19,0,64,15,35,7,False
2012-08-20,0,29,31,39,14,False
2012-08-21,0,48,23,30,8,False
2012-08-22,2,50,23,35,12,False
2012-08-23,2,39,34,26,12,False
2012-08-24,2,54,22,38,6,False
2012-08-25,0,43,24,24,0,False
2012-08-26,2,40,16,49,2,False
2012-08-27,0,34,11,54,13,False
2012-08-28,2,45,17,49,11,False
2012-08-29,2,50,33,42,23,False
2012-08-30,0,53,25,31,12,False
2012-08-31,0,53,30,53,8,False
2012-09-01,0,64,17,47,7,False
2012-09-02,2,46,10,34,10,False
2012-09-03,0,46,22,55,9,False
2012-09-04,2,41,15,64,15,False
2012-09-05,2,49,26,56,11,False
2012-09-06,0,47,22,90,11,False
2012-09-07,0,50,27,83,17,False
2012-09-08,0,27,34,40,4,False
2012-09-09,2,14,23,92,2,False
2012-09-10,0,34,32,67,15,False
