date,aristocracy,aristocrat,aristocratic,associate,backer,isPartial
2016-07-08,1,2,1,79,6,False
2016-07-09,1,3,0,56,5,False
2016-07-10,1,4,1,56,6,False
2016-07-11,1,3,1,86,7,False
2016-07-12,1,2,0,87,5,False
2016-07-13,1,3,1,87,6,False
2016-07-14,2,4,0,83,5,False
2016-07-15,2,4,0,74,6,False
2016-07-16,0,3,0,56,3,False
2016-07-17,1,2,1,56,7,False
2016-07-18,1,2,1,76,5,False
2016-07-19,1,3,0,83,6,False
2016-07-20,1,4,0,88,4,False
2016-07-21,2,3,1,83,5,False
2016-07-22,1,5,0,86,4,False
2016-07-23,1,3,0,45,7,False
2016-07-24,2,2,0,59,5,False
2016-07-25,1,3,0,79,4,False
2016-07-26,1,3,1,81,7,False
2016-07-27,1,3,0,91,4,False
2016-07-28,1,3,0,83,7,False
2016-07-29,1,4,0,79,6,False
2016-07-30,1,4,1,57,4,False
2016-07-31,1,3,0,47,6,False
2016-08-01,2,3,0,79,5,False
2016-08-02,1,5,1,90,4,False
2016-08-03,2,4,1,78,6,False
2016-08-04,2,2,1,90,6,False
2016-08-05,2,3,0,83,5,False
2016-08-06,1,3,0,47,5,False
2016-08-07,0,3,1,53,4,False
2016-08-08,1,3,0,80,6,False
2016-08-09,2,4,0,91,5,False
2016-08-10,2,3,0,79,6,False
2016-08-11,1,2,2,75,5,False
2016-08-12,2,3,0,79,6,False
2016-08-13,2,3,0,57,6,False
2016-08-14,2,3,1,49,3,False
2016-08-15,3,3,0,77,7,False
2016-08-16,2,3,1,82,5,False
2016-08-17,2,4,0,89,6,False
2016-08-18,4,4,1,83,5,False
2016-08-19,3,3,1,78,5,False
2016-08-20,2,3,0,52,6,False
2016-08-21,2,3,0,52,7,False
2016-08-22,4,3,1,77,5,False
2016-08-23,4,3,2,85,5,False
2016-08-24,7,3,1,81,6,False
2016-08-25,5,5,1,95,5,False
2016-08-26,4,7,1,81,7,False
2016-08-27,3,4,1,63,7,False
