date,cost,crisis,deficit,depreciation,domination,isPartial
2011-08-26,77,5,1,1,1,False
2011-08-27,71,5,1,1,1,False
2011-08-28,74,5,1,1,1,False
2011-08-29,85,5,1,1,1,False
2011-08-30,81,5,2,1,1,False
2011-08-31,80,5,2,1,1,False
2011-09-01,79,5,2,1,1,False
2011-09-02,78,5,1,1,1,False
2011-09-03,74,4,1,1,1,False
2011-09-04,74,4,1,1,1,False
2011-09-05,81,6,1,1,1,False
2011-09-06,81,7,2,2,1,False
2011-09-07,83,6,2,1,1,False
2011-09-08,80,6,2,1,1,False
2011-09-09,76,6,2,1,1,False
2011-09-10,75,4,1,1,1,False
2011-09-11,75,4,2,1,1,False
2011-09-12,82,6,1,2,1,False
2011-09-13,81,5,2,2,1,False
2011-09-14,85,7,2,2,1,False
2011-09-15,81,6,2,1,1,False
2011-09-16,78,6,2,1,1,False
2011-09-17,74,4,1,1,1,False
2011-09-18,75,4,2,1,1,False
2011-09-19,82,6,3,2,1,False
2011-09-20,82,6,3,2,1,False
2011-09-21,79,6,3,2,1,False
2011-09-22,82,7,2,2,1,False
2011-09-23,78,6,2,1,1,False
2011-09-24,74,6,1,1,1,False
2011-09-25,80,5,1,1,1,False
2011-09-26,86,6,2,1,2,False
2011-09-27,85,6,2,1,1,False
2011-09-28,83,7,2,1,1,False
2011-09-29,81,6,2,2,1,False
2011-09-30,76,6,2,1,1,False
2011-10-01,73,5,1,1,1,False
2011-10-02,80,5,2,1,1,False
2011-10-03,83,7,3,1,1,False
2011-10-04,84,7,2,1,1,False
2011-10-05,82,7,1,2,1,False
2011-10-06,81,6,2,1,1,False
2011-10-07,78,7,2,1,1,False
2011-10-08,74,5,1,1,1,False
2011-10-09,80,5,2,1,1,False
2011-10-10,84,6,2,2,1,False
2011-10-11,89,8,2,2,1,False
2011-10-12,88,7,2,2,1,False
2011-10-13,84,7,2,1,1,False
2011-10-14,78,6,2,1,1,False
2011-10-15,77,5,1,1,1,False
2011-10-16,78,5,1,1,1,False
2011-10-17,83,7,2,2,1,False
2011-10-18,87,7,3,2,1,False
2011-10-19,89,7,2,1,1,False
2011-10-20,81,7,2,2,1,False
2011-10-21,81,6,2,1,1,False
2011-10-22,76,5,1,1,1,False
2011-10-23,81,6,1,1,1,False
2011-10-24,88,8,2,2,1,False
2011-10-25,85,7,2,2,1,False
2011-10-26,83,8,4,1,1,False
2011-10-27,84,8,4,2,1,False
2011-10-28,80,6,3,1,1,False
2011-10-29,72,5,2,0,1,False
2011-10-30,77,6,2,1,1,False
2011-10-31,85,7,2,1,1,False
2011-11-01,83,7,2,2,1,False
2011-11-02,89,8,2,2,1,False
2011-11-03,86,7,2,1,1,False
2011-11-04,80,7,2,1,1,False
2011-11-05,73,5,1,1,1,False
2011-11-06,79,6,1,1,1,False
2011-11-07,84,8,2,2,1,False
2011-11-08,87,7,2,2,1,False
2011-11-09,81,8,3,2,1,False
2011-11-10,83,9,2,2,1,False
2011-11-11,74,6,2,1,1,False
2011-11-12,76,5,1,1,2,False
2011-11-13,82,6,1,1,1,False
2011-11-14,86,8,3,2,1,False
2011-11-15,85,8,2,1,1,False
2011-11-16,84,9,2,2,1,False
2011-11-17,85,8,3,2,1,False
2011-11-18,79,7,2,1,1,False
2011-11-19,77,4,1,1,1,False
2011-11-20,78,6,2,1,1,False
2011-11-21,86,7,3,1,1,False
2011-11-22,79,7,3,1,1,False
2011-11-23,71,5,2,1,1,False
2011-11-24,62,4,1,0,1,False
2011-11-25,67,4,1,1,1,False
2011-11-26,75,5,1,0,1,False
2011-11-27,78,5,2,1,1,False
2011-11-28,82,6,2,1,1,False
2011-11-29,87,9,2,2,1,False
2011-11-30,89,8,2,2,1,False
2011-12-01,85,8,3,2,1,False
2011-12-02,82,7,2,1,1,False
2011-12-03,75,6,2,1,1,False
2011-12-04,77,6,2,1,1,False
2011-12-05,83,8,2,2,1,False
2011-12-06,84,8,2,2,1,False
2011-12-07,87,9,2,2,1,False
2011-12-08,83,9,2,2,1,False
2011-12-09,80,8,2,2,1,False
2011-12-10,76,6,2,1,1,False
