date,prosper,prosperity,isPartial
2014-06-07,11,8,False
2014-06-08,9,9,False
2014-06-09,11,14,False
2014-06-10,12,17,False
2014-06-11,14,16,False
2014-06-12,11,20,False
2014-06-13,9,15,False
2014-06-14,7,11,False
2014-06-15,6,9,False
2014-06-16,12,18,False
2014-06-17,13,14,False
2014-06-18,7,15,False
2014-06-19,12,21,False
2014-06-20,11,14,False
2014-06-21,6,12,False
2014-06-22,8,7,False
2014-06-23,12,15,False
2014-06-24,11,15,False
2014-06-25,10,18,False
2014-06-26,9,17,False
2014-06-27,8,15,False
2014-06-28,8,9,False
2014-06-29,10,8,False
2014-06-30,8,15,False
2014-07-01,12,14,False
2014-07-02,10,14,False
2014-07-03,12,16,False
2014-07-04,9,12,False
2014-07-05,9,12,False
2014-07-06,8,12,False
2014-07-07,11,17,False
2014-07-08,10,23,False
2014-07-09,12,20,False
2014-07-10,10,19,False
2014-07-11,11,18,False
2014-07-12,10,12,False
2014-07-13,9,8,False
2014-07-14,13,16,False
2014-07-15,9,18,False
2014-07-16,10,13,False
2014-07-17,11,15,False
2014-07-18,10,16,False
2014-07-19,7,13,False
2014-07-20,12,14,False
2014-07-21,11,21,False
2014-07-22,14,15,False
2014-07-23,11,16,False
2014-07-24,11,14,False
2014-07-25,7,16,False
2014-07-26,8,14,False
2014-07-27,12,10,False
2014-07-28,13,15,False
2014-07-29,14,16,False
2014-07-30,10,16,False
2014-07-31,9,15,False
2014-08-01,11,17,False
2014-08-02,7,13,False
2014-08-03,8,9,False
2014-08-04,10,17,False
2014-08-05,13,16,False
2014-08-06,13,13,False
2014-08-07,10,17,False
2014-08-08,10,15,False
2014-08-09,13,14,False
2014-08-10,11,10,False
2014-08-11,11,14,False
2014-08-12,8,13,False
2014-08-13,12,12,False
2014-08-14,12,16,False
2014-08-15,12,15,False
2014-08-16,8,11,False
2014-08-17,10,7,False
2014-08-18,11,15,False
2014-08-19,11,12,False
2014-08-20,10,15,False
2014-08-21,12,14,False
2014-08-22,11,14,False
2014-08-23,8,13,False
2014-08-24,10,12,False
2014-08-25,12,15,False
2014-08-26,14,14,False
2014-08-27,10,16,False
2014-08-28,8,21,False
2014-08-29,13,19,False
2014-08-30,11,15,False
2014-08-31,11,11,False
2014-09-01,10,11,False
2014-09-02,12,21,False
2014-09-03,15,16,False
2014-09-04,14,16,False
2014-09-05,12,19,False
2014-09-06,10,12,False
2014-09-07,10,9,False
2014-09-08,15,18,False
2014-09-09,13,16,False
2014-09-10,12,15,False
2014-09-11,15,18,False
2014-09-12,12,15,False
2014-09-13,12,10,False
2014-09-14,14,13,False
2014-09-15,12,18,False
2014-09-16,14,14,False
2014-09-17,15,18,False
2014-09-18,15,17,False
2014-09-19,12,14,False
2014-09-20,11,12,False
2014-09-21,8,14,False
2014-09-22,12,20,False
2014-09-23,12,15,False
2014-09-24,14,18,False
2014-09-25,12,16,False
2014-09-26,16,18,False
2014-09-27,12,9,False
2014-09-28,11,12,False
2014-09-29,12,19,False
2014-09-30,14,19,False
2014-10-01,13,18,False
2014-10-02,13,20,False
2014-10-03,10,16,False
2014-10-04,10,11,False
2014-10-05,9,11,False
2014-10-06,13,15,False
2014-10-07,13,15,False
2014-10-08,14,17,False
2014-10-09,12,20,False
2014-10-10,11,19,False
2014-10-11,11,11,False
2014-10-12,10,12,False
2014-10-13,10,14,False
2014-10-14,12,16,False
2014-10-15,12,19,False
2014-10-16,10,18,False
2014-10-17,11,20,False
2014-10-18,10,13,False
2014-10-19,8,13,False
2014-10-20,11,17,False
2014-10-21,16,17,False
2014-10-22,13,20,False
2014-10-23,16,17,False
2014-10-24,13,15,False
2014-10-25,10,14,False
2014-10-26,11,12,False
2014-10-27,13,15,False
2014-10-28,9,20,False
2014-10-29,13,15,False
2014-10-30,15,21,False
2014-10-31,9,17,False
2014-11-01,10,10,False
2014-11-02,11,11,False
2014-11-03,10,22,False
2014-11-04,14,20,False
2014-11-05,12,17,False
2014-11-06,12,22,False
2014-11-07,12,19,False
2014-11-08,9,13,False
2014-11-09,8,10,False
2014-11-10,11,20,False
2014-11-11,14,12,False
2014-11-12,9,18,False
2014-11-13,13,17,False
2014-11-14,9,21,False
2014-11-15,8,11,False
2014-11-16,9,9,False
2014-11-17,16,18,False
2014-11-18,12,19,False
2014-11-19,11,24,False
2014-11-20,13,16,False
2014-11-21,10,19,False
2014-11-22,7,13,False
2014-11-23,8,9,False
2014-11-24,9,22,False
2014-11-25,11,13,False
2014-11-26,10,14,False
2014-11-27,7,8,False
2014-11-28,10,13,False
2014-11-29,9,14,False
2014-11-30,10,8,False
2014-12-01,9,24,False
2014-12-02,11,17,False
2014-12-03,12,18,False
2014-12-04,10,16,False
2014-12-05,11,15,False
2014-12-06,9,11,False
2014-12-07,10,11,False
2014-12-08,11,17,False
2014-12-09,12,17,False
2014-12-10,13,18,False
2014-12-11,12,18,False
2014-12-12,14,21,False
2014-12-13,9,11,False
2014-12-14,7,11,False
2014-12-15,10,18,False
2014-12-16,14,12,False
2014-12-17,13,14,False
2014-12-18,10,16,False
2014-12-19,12,14,False
2014-12-20,12,10,False
2014-12-21,9,14,False
2014-12-22,11,17,False
2014-12-23,8,17,False
2014-12-24,7,13,False
2014-12-25,11,12,False
2014-12-26,9,13,False
2014-12-27,8,11,False
2014-12-28,9,12,False
2014-12-29,8,17,False
2014-12-30,7,17,False
2014-12-31,13,26,False
2015-01-01,12,39,False
2015-01-02,13,21,False
2015-01-03,11,14,False
2015-01-04,10,10,False
2015-01-05,9,19,False
2015-01-06,11,20,False
2015-01-07,13,16,False
2015-01-08,13,20,False
2015-01-09,13,16,False
2015-01-10,9,11,False
2015-01-11,10,12,False
2015-01-12,12,18,False
2015-01-13,13,12,False
2015-01-14,13,20,False
2015-01-15,12,15,False
2015-01-16,13,19,False
2015-01-17,7,13,False
2015-01-18,9,11,False
2015-01-19,14,14,False
2015-01-20,13,17,False
2015-01-21,13,17,False
2015-01-22,13,19,False
2015-01-23,12,18,False
2015-01-24,10,13,False
2015-01-25,11,11,False
2015-01-26,14,16,False
2015-01-27,13,20,False
2015-01-28,13,15,False
2015-01-29,13,16,False
2015-01-30,14,20,False
2015-01-31,10,15,False
2015-02-01,9,12,False
2015-02-02,13,17,False
2015-02-03,13,21,False
2015-02-04,14,16,False
2015-02-05,11,15,False
2015-02-06,15,16,False
2015-02-07,11,13,False
2015-02-08,11,9,False
2015-02-09,14,20,False
2015-02-10,13,21,False
2015-02-11,12,20,False
2015-02-12,12,19,False
2015-02-13,11,15,False
2015-02-14,11,12,False
2015-02-15,9,14,False
2015-02-16,11,15,False
2015-02-17,9,16,False
2015-02-18,10,21,False
2015-02-19,13,21,False
2015-02-20,12,20,False
2015-02-21,8,10,False
2015-02-22,11,14,False
2015-02-23,14,18,False
2015-02-24,13,22,False
2015-02-25,14,19,False
2015-02-26,12,15,False
2015-02-27,100,18,False
2015-02-28,46,14,False
2015-03-01,18,13,False
2015-03-02,18,22,False
2015-03-03,16,17,False
