date,squander,tariff,underworld,uneconomical,unemployed,isPartial
2013-09-26,0,21,17,0,22,False
2013-09-27,0,18,26,0,14,False
2013-09-28,2,4,27,0,17,False
2013-09-29,0,9,23,0,9,False
2013-09-30,2,15,17,0,21,False
2013-10-01,0,20,15,0,25,False
2013-10-02,1,16,19,0,21,False
2013-10-03,1,21,25,0,22,False
2013-10-04,1,16,31,0,15,False
2013-10-05,1,7,24,0,17,False
2013-10-06,0,6,28,0,15,False
2013-10-07,1,26,23,0,16,False
2013-10-08,0,21,21,0,15,False
2013-10-09,1,24,24,0,13,False
2013-10-10,1,25,19,0,12,False
2013-10-11,1,14,23,0,6,False
2013-10-12,0,3,23,0,15,False
2013-10-13,0,9,25,0,8,False
2013-10-14,1,21,31,0,12,False
2013-10-15,1,20,25,0,21,False
2013-10-16,1,19,33,0,15,False
2013-10-17,1,23,30,0,15,False
2013-10-18,0,18,35,0,13,False
2013-10-19,0,3,34,0,14,False
2013-10-20,2,9,26,0,16,False
2013-10-21,0,30,27,0,15,False
2013-10-22,1,25,29,0,14,False
2013-10-23,1,20,23,0,17,False
2013-10-24,2,20,28,0,13,False
2013-10-25,1,20,53,0,9,False
2013-10-26,1,5,36,0,14,False
2013-10-27,0,9,30,0,12,False
2013-10-28,2,25,21,0,14,False
2013-10-29,1,20,23,0,15,False
2013-10-30,1,23,29,0,12,False
2013-10-31,1,23,35,0,9,False
2013-11-01,2,19,26,0,13,False
2013-11-02,0,6,23,0,10,False
2013-11-03,1,8,27,0,14,False
2013-11-04,3,19,18,0,14,False
2013-11-05,1,24,25,0,16,False
2013-11-06,2,26,20,0,10,False
2013-11-07,2,34,17,0,14,False
2013-11-08,2,24,17,0,11,False
2013-11-09,0,5,22,0,10,False
2013-11-10,2,10,22,0,10,False
2013-11-11,1,21,20,0,13,False
2013-11-12,2,27,17,0,17,False
2013-11-13,2,25,21,0,15,False
2013-11-14,0,26,16,0,13,False
2013-11-15,1,18,14,0,11,False
2013-11-16,1,6,27,0,8,False
2013-11-17,1,8,30,0,11,False
2013-11-18,1,21,27,0,13,False
2013-11-19,1,31,14,0,16,False
2013-11-20,1,22,18,0,15,False
