date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2017-07-27,22,60,4,33,1,False
2017-07-28,26,62,3,31,1,False
2017-07-29,27,43,2,19,1,False
2017-07-30,29,42,3,19,1,False
2017-07-31,21,67,3,33,1,False
2017-08-01,22,75,3,32,1,False
2017-08-02,22,68,3,31,1,False
2017-08-03,21,62,3,33,1,False
2017-08-04,23,57,3,27,1,False
2017-08-05,25,46,3,18,1,False
2017-08-06,24,42,2,17,1,False
2017-08-07,21,70,2,31,0,False
2017-08-08,22,64,3,34,1,False
2017-08-09,21,62,3,34,1,False
2017-08-10,22,58,3,34,1,False
2017-08-11,19,57,3,30,1,False
2017-08-12,22,46,3,19,1,False
2017-08-13,23,40,4,20,1,False
2017-08-14,15,59,2,29,1,False
2017-08-15,20,61,3,30,1,False
2017-08-16,19,60,3,33,0,False
2017-08-17,20,62,3,31,1,False
2017-08-18,21,54,4,26,1,False
2017-08-19,21,48,2,16,1,False
2017-08-20,21,36,3,16,0,False
2017-08-21,16,57,3,26,0,False
2017-08-22,17,63,4,31,1,False
2017-08-23,17,60,4,31,1,False
2017-08-24,18,59,3,29,1,False
2017-08-25,18,58,3,25,1,False
2017-08-26,21,41,2,16,1,False
2017-08-27,16,37,3,16,1,False
2017-08-28,17,67,4,30,1,False
2017-08-29,18,63,3,29,1,False
2017-08-30,17,63,3,30,1,False
2017-08-31,14,61,3,32,1,False
2017-09-01,17,59,2,25,0,False
2017-09-02,16,53,2,18,1,False
2017-09-03,23,51,3,18,1,False
2017-09-04,22,81,2,16,0,False
2017-09-05,17,92,3,32,1,False
2017-09-06,19,80,3,29,1,False
2017-09-07,18,79,4,31,1,False
2017-09-08,15,73,3,26,0,False
2017-09-09,18,50,3,18,0,False
2017-09-10,19,38,3,18,1,False
2017-09-11,17,68,2,28,1,False
2017-09-12,18,78,3,31,1,False
2017-09-13,17,70,3,30,1,False
2017-09-14,19,69,3,32,0,False
2017-09-15,19,68,3,33,1,False
2017-09-16,19,52,3,24,1,False
2017-09-17,20,38,2,18,1,False
2017-09-18,18,69,5,39,1,False
2017-09-19,16,64,10,67,1,False
2017-09-20,16,64,8,51,1,False
2017-09-21,17,61,5,37,1,False
2017-09-22,18,61,5,32,1,False
2017-09-23,16,50,4,19,1,False
2017-09-24,18,40,4,20,1,False
2017-09-25,17,66,5,30,1,False
2017-09-26,18,66,4,36,0,False
2017-09-27,16,61,4,35,1,False
2017-09-28,17,66,4,31,1,False
2017-09-29,18,64,4,30,0,False
2017-09-30,20,48,4,20,1,False
2017-10-01,19,42,4,19,1,False
2017-10-02,16,65,4,29,1,False
2017-10-03,18,65,4,31,1,False
2017-10-04,17,63,4,35,1,False
2017-10-05,20,63,4,29,1,False
2017-10-06,19,59,3,30,1,False
2017-10-07,18,50,2,20,0,False
2017-10-08,19,42,3,18,1,False
2017-10-09,18,70,3,26,1,False
2017-10-10,17,66,3,31,1,False
2017-10-11,18,65,3,31,1,False
2017-10-12,19,66,3,30,1,False
2017-10-13,17,60,3,28,1,False
2017-10-14,19,48,3,16,0,False
2017-10-15,20,37,2,18,1,False
2017-10-16,18,65,5,33,1,False
2017-10-17,17,65,4,30,1,False
2017-10-18,18,65,4,33,1,False
2017-10-19,17,59,3,33,1,False
2017-10-20,19,58,3,28,1,False
2017-10-21,18,49,3,19,2,False
2017-10-22,20,42,2,19,1,False
2017-10-23,20,70,2,30,1,False
2017-10-24,19,65,3,32,1,False
2017-10-25,16,62,3,28,1,False
2017-10-26,19,62,4,32,1,False
2017-10-27,19,60,3,30,0,False
2017-10-28,21,46,2,19,1,False
2017-10-29,18,38,2,19,1,False
2017-10-30,17,66,3,31,1,False
2017-10-31,18,59,2,29,1,False
2017-11-01,18,65,3,30,1,False
2017-11-02,22,59,4,30,1,False
2017-11-03,24,59,4,27,1,False
2017-11-04,20,47,3,20,1,False
2017-11-05,25,42,3,16,1,False
2017-11-06,20,67,3,30,1,False
2017-11-07,22,66,3,32,1,False
2017-11-08,20,63,3,29,1,False
2017-11-09,19,62,3,29,2,False
2017-11-10,18,64,3,26,1,False
2017-11-11,20,47,4,17,1,False
2017-11-12,22,45,3,17,1,False
2017-11-13,21,71,4,30,1,False
2017-11-14,22,68,3,31,1,False
2017-11-15,21,66,4,34,1,False
2017-11-16,20,62,4,29,1,False
2017-11-17,18,61,4,24,0,False
2017-11-18,21,45,3,20,1,False
2017-11-19,17,42,3,18,1,False
2017-11-20,19,69,4,30,1,False
2017-11-21,19,69,3,26,1,False
2017-11-22,17,73,3,24,1,False
2017-11-23,19,45,3,13,1,False
2017-11-24,26,82,3,15,0,False
2017-11-25,20,53,3,17,1,False
2017-11-26,22,43,2,17,1,False
2017-11-27,18,67,4,30,1,False
2017-11-28,20,66,3,29,1,False
2017-11-29,21,69,4,29,1,False
2017-11-30,22,65,5,29,1,False
2017-12-01,19,61,4,27,1,False
2017-12-02,18,50,2,17,0,False
2017-12-03,19,42,4,15,1,False
2017-12-04,19,66,4,31,1,False
2017-12-05,16,63,5,32,1,False
2017-12-06,21,63,4,28,1,False
2017-12-07,18,59,3,28,1,False
2017-12-08,18,60,3,25,1,False
2017-12-09,19,41,3,18,1,False
2017-12-10,21,36,3,15,1,False
2017-12-11,21,62,3,27,1,False
2017-12-12,21,60,4,32,1,False
2017-12-13,19,63,3,28,1,False
