date,warfare,waste,bankrupt,bankruptcy,beggar,isPartial
2017-03-19,34,41,2,21,0,False
2017-03-20,28,68,3,36,1,False
2017-03-21,29,70,4,34,1,False
2017-03-22,27,64,5,37,1,False
2017-03-23,26,62,4,31,1,False
2017-03-24,27,60,2,32,1,False
2017-03-25,33,44,4,22,1,False
2017-03-26,33,40,3,17,1,False
2017-03-27,28,66,4,33,1,False
2017-03-28,34,69,4,36,1,False
2017-03-29,31,68,3,38,1,False
2017-03-30,29,65,5,34,1,False
2017-03-31,30,60,3,34,1,False
2017-04-01,37,56,3,22,0,False
2017-04-02,35,49,2,21,2,False
2017-04-03,27,72,3,32,1,False
2017-04-04,31,71,4,38,1,False
2017-04-05,30,71,4,39,1,False
2017-04-06,35,63,4,35,1,False
2017-04-07,37,69,3,31,1,False
2017-04-08,30,60,3,23,1,False
2017-04-09,28,55,4,20,1,False
2017-04-10,26,78,3,34,1,False
2017-04-11,33,71,4,37,1,False
2017-04-12,33,72,4,37,1,False
2017-04-13,31,63,5,33,1,False
2017-04-14,28,74,3,26,1,False
2017-04-15,31,50,2,19,1,False
2017-04-16,32,45,4,22,1,False
2017-04-17,29,76,3,32,1,False
2017-04-18,31,70,3,38,1,False
2017-04-19,34,69,3,34,1,False
2017-04-20,30,72,4,34,1,False
2017-04-21,29,66,2,33,1,False
2017-04-22,32,50,2,22,1,False
2017-04-23,33,46,3,21,0,False
2017-04-24,29,76,4,37,1,False
2017-04-25,27,74,4,36,1,False
2017-04-26,30,71,4,39,1,False
2017-04-27,28,69,5,33,1,False
2017-04-28,26,66,3,29,1,False
2017-04-29,25,53,3,22,1,False
2017-04-30,32,46,3,21,1,False
2017-05-01,29,80,3,32,1,False
2017-05-02,28,73,4,35,1,False
2017-05-03,28,72,5,39,0,False
2017-05-04,26,67,4,40,1,False
2017-05-05,28,67,4,35,0,False
2017-05-06,29,52,3,27,1,False
2017-05-07,28,44,3,26,1,False
2017-05-08,28,76,4,36,0,False
2017-05-09,26,76,4,38,1,False
2017-05-10,25,69,5,37,1,False
2017-05-11,27,70,4,38,1,False
2017-05-12,24,63,3,29,1,False
2017-05-13,32,53,3,21,0,False
2017-05-14,29,37,3,21,1,False
2017-05-15,24,70,3,35,1,False
2017-05-16,23,73,3,33,1,False
2017-05-17,25,62,5,35,1,False
2017-05-18,25,63,3,35,1,False
2017-05-19,28,58,5,33,0,False
2017-05-20,30,47,5,23,1,False
2017-05-21,28,43,7,21,1,False
2017-05-22,22,69,5,33,1,False
2017-05-23,25,65,5,36,1,False
2017-05-24,25,64,5,33,2,False
2017-05-25,23,64,4,31,1,False
2017-05-26,22,59,3,30,1,False
2017-05-27,25,50,3,19,1,False
2017-05-28,24,61,3,18,1,False
2017-05-29,27,84,3,22,1,False
2017-05-30,25,99,3,33,1,False
2017-05-31,22,86,3,32,1,False
2017-06-01,22,80,3,34,1,False
2017-06-02,22,75,3,32,1,False
2017-06-03,23,56,3,20,1,False
2017-06-04,24,44,2,21,1,False
2017-06-05,20,72,3,32,1,False
2017-06-06,22,69,4,36,1,False
2017-06-07,22,64,3,36,1,False
2017-06-08,22,64,4,30,1,False
2017-06-09,22,57,3,25,0,False
2017-06-10,24,50,2,18,1,False
2017-06-11,22,36,2,20,1,False
2017-06-12,22,65,4,39,1,False
2017-06-13,23,65,3,37,1,False
2017-06-14,20,66,4,37,1,False
2017-06-15,22,64,3,35,1,False
2017-06-16,22,59,3,33,1,False
2017-06-17,22,47,3,20,1,False
2017-06-18,27,35,3,21,1,False
2017-06-19,23,65,2,31,1,False
2017-06-20,20,67,4,36,1,False
2017-06-21,22,63,5,31,1,False
2017-06-22,22,63,5,35,1,False
2017-06-23,22,60,3,30,1,False
2017-06-24,31,49,4,20,1,False
2017-06-25,28,42,4,19,1,False
2017-06-26,25,69,3,38,0,False
2017-06-27,32,68,3,37,1,False
2017-06-28,38,70,6,32,1,False
2017-06-29,30,67,3,36,1,False
2017-06-30,28,66,4,29,1,False
2017-07-01,27,53,4,21,1,False
2017-07-02,31,54,3,17,1,False
2017-07-03,30,100,2,27,1,False
2017-07-04,28,74,4,18,1,False
2017-07-05,27,96,3,32,1,False
2017-07-06,30,83,6,37,1,False
2017-07-07,27,75,6,37,1,False
2017-07-08,30,58,3,21,1,False
2017-07-09,25,41,4,22,1,False
2017-07-10,24,71,4,35,1,False
2017-07-11,27,68,5,37,1,False
2017-07-12,24,68,5,40,1,False
2017-07-13,23,57,4,32,1,False
2017-07-14,22,61,7,33,1,False
2017-07-15,25,54,6,24,2,False
2017-07-16,25,42,3,17,1,False
2017-07-17,22,66,3,34,0,False
2017-07-18,23,67,7,36,1,False
2017-07-19,21,69,6,34,1,False
2017-07-20,20,62,4,33,1,False
2017-07-21,20,62,4,28,1,False
2017-07-22,27,46,3,20,1,False
2017-07-23,25,41,2,19,1,False
2017-07-24,21,68,3,34,0,False
2017-07-25,23,67,4,35,1,False
2017-07-26,23,64,4,39,1,False
